Date,ACC.DEFAULT ACCOUNTING CODE 01 DESCRIPTION,MCH.MERCHANT NAME - ORIGINAL,FIN.NET TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,MCH.MERCHANT CATEGORY CODE (MCC),MCH.MCC DESCRIPTION,MCH.MERCHANT NAME,FIN.ACCOUNTING CODE 02 VALUE,FIN.ACCOUNTING CODE 02 DESCRIPTION
19/05/2023,LEAVING CARE 18-21 (25) TEAM,BELLA ZENA,16.58,0,5812,"EATING PLACES, RESTAURANTS",BELLA ZENA,100069,LEAVING CARE 18-21 (
19/05/2023,CORPORATE FM HQ,WEL MEDICAL LIMITED ON,59.95,11.99,8099,"HEALTH PRACTITIONERS, MEDICAL SRVCS-NOT ELSEWHERE",WEL MEDICAL LIMITED ON,102742,CIVIC CENTRE III
19/05/2023,CASTLE GRANGE,AMZNMKTPLACE AMAZON.CO,12.04,2.41,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,104079,CASTLE GRANGE
19/05/2023,WOODLANDS,ONTOPUP.COM,23.78,0,8699,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",ONTOPUP.COM,100058,FAMILY PLACEMENT UNI
19/05/2023,WOODLANDS,WM MORRISONS STORE PIC,46.5,7.33,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE PIC,100081,WOODLANDS
19/05/2023,WOODLANDS,WM MORRISONS STORE PIC,270.32,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE PIC,100081,WOODLANDS
19/05/2023,CASTLE GRANGE,AMZNMKTPLACE AMAZON.CO,59.5,11.9,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,104079,CASTLE GRANGE
19/05/2023,LAC 0-18 TEAM,TRAINLINE.COM,15.53,3.11,4112,PASSENGER RAILWAYS,TRAINLINE.COM,100069,LEAVING CARE 18-21 (
19/05/2023,LAC 0-18 TEAM,TRAINLINE.COM,30.56,6.11,4112,PASSENGER RAILWAYS,TRAINLINE.COM,100069,LEAVING CARE 18-21 (
19/05/2023,LEAVING CARE 18-21 (25) TEAM,MCDONALDS,7.17,0,5814,FAST FOOD RESTAURANTS,MCDONALDS,100069,LEAVING CARE 18-21 (
19/05/2023,LAC 0-18 TEAM,ASDA GEORGE COM LEEDS,65.38,13.07,5411,"GROCERY STORES, SUPERMARKETS",ASDA GEORGE COM LEEDS,100069,LEAVING CARE 18-21 (
19/05/2023,PUBLIC HEALTH OVERHEADS,TRAINLINE,146.73,0,4112,PASSENGER RAILWAYS,TRAINLINE,103588,PUBLIC HEALTH OVERHE
19/05/2023,BED AND BREAKFAST,SUNNYDALE PROPERTIES,250,0,6513,REAL ESTATE AGENTS AND MANAGERS-RENTALS,SUNNYDALE PROPERTIES,103491,BED AND BREAKFAST
19/05/2023,LAC 0-18 TEAM,AO RETAIL LIMITED,224.17,44.83,5722,HOUSEHOLD APPLIANCE STORES,AO RETAIL LIMITED,100069,LEAVING CARE 18-21 (
19/05/2023,LAC 0-18 TEAM,DVSA,23,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,DVSA,100069,LEAVING CARE 18-21 (
19/05/2023,LAC 0-18 TEAM,DURHAM COUNTY COUNCIL,-35,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,DURHAM COUNTY COUNCIL,100068,LAC 0-18 TEAM
19/05/2023,PROCUREMENT,TRAVELODG TRAVELODGE G,283.72,56.74,3615,TRAVELODGE,TRAVELODGE,102232,PROCUREMENT
19/05/2023,CONNECTED PERSON SUPPORT TEAM,CORAMBAAF,24.45,0,5815,DIGITAL GOODS AUDIOVISUAL MEDIA,CORAMBAAF,100057,FOSTERING TEAM
19/05/2023,CASTLE GRANGE,AMAZON.CO.UK W888R9875,10.65,2.13,5969,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,AMAZON.CO.UK W888R9875,104079,CASTLE GRANGE
19/05/2023,DUKE OF EDINBURGH AWARDS,MANDALE CAMP SITE,123.5,0,7033,CAMPGROUNDS AND TRAILER PARKS,MANDALE CAMP SITE,100133,DUKE OF EDIN AWARDS
19/05/2023,MUSEUMS & GALLERIES HQ,WWW.GAINSBOROUGHGIFTWA,164.87,32.97,5947,"GIFT, CARD, NOVELTY AND SOUVENIR SHOPS",WWW.GAINSBOROUGHGIFTWA,101136,MUSEUMS & GALLERS HQ
19/05/2023,COPTHORNE (PROPOSED 4 BED UNIT),SYKES COTTAGES,1431,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",SYKES COTTAGES,100079,COPTHORNE (PROPOSED
19/05/2023,WORKSHOPS,WWW.FTA.CO.UK,214,42.8,4011,RAILROADS - FREIGHT,WWW.FTA.CO.UK,103372,WORKSHOPS
19/05/2023,MAYOR'S OFFICE,ONE BELOW,5,1,5411,"GROCERY STORES, SUPERMARKETS",ONE BELOW,103925,MAYOR'S OFFICE
19/05/2023,WOODLANDS,,2.95,0,,,,100077,HEALDS ROAD
19/05/2023,ELM GROVE,AMZNMKTPLACE,31.66,6.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
19/05/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,6.95,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,104035,WORKFORCE PLANNING
19/05/2023,HOMESTEAD DAY CARE,,5.9,0,,,,104045,HOMESTEAD DAY CARE
19/05/2023,WOODLANDS,,7.38,0,,,,100077,HEALDS ROAD
20/05/2023,RESIDENTIAL MANAGEMENT,TRAVELODG TRAVELODGE G,221.31,0,3615,TRAVELODGE,TRAVELODGE,100040,ASSESSMENT & INT NTH
20/05/2023,LAC 0-18 TEAM,TRAINLINE.COM,-6.17,-1.23,4112,PASSENGER RAILWAYS,TRAINLINE.COM,100069,LEAVING CARE 18-21 (
20/05/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,7.18,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
20/05/2023,MAYOR'S OFFICE,WILKO RETAIL LIMITED,4.17,0.83,5399,MISCELLANEOUS GENERAL MERCHANDISE,WILKO RETAIL LIMITED,103926,MAYORAL ANNUAL DINNR
21/05/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,7.94,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,104035,WORKFORCE PLANNING
21/05/2023,RELIEF STAFF,DUNELM LTD,53.33,10.67,5714,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",DUNELM LTD,103155,BUDGET COST CENTRE
21/05/2023,ORCHARD VIEW,ASDA STORES 4332,2.5,0.5,5411,"GROCERY STORES, SUPERMARKETS",ASDA STORES 4332,100095,ORCHARD VIEW
21/05/2023,COUNCILLOR SUPPORT & LIAISON,AMZNBUSINESS 158H41OD4,193.07,38.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 158H41OD4,103859,IT PRINTING
22/05/2023,MILL DALE,WM MORRISONS STORE PIC,68.59,3.43,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE PIC,104081,MILL DALE
22/05/2023,GOVERNANCE TEAM,AMZNBUSINESS 9L0HZ6IL5,11.25,2.25,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 9L0HZ6IL5,106739,GOVERNANCE TEAM
22/05/2023,GOVERNANCE TEAM,AMZNBUSINESS Y67LV2FW5,9.58,1.92,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS Y67LV2FW5,106739,GOVERNANCE TEAM
22/05/2023,IT PEOPLE,AMZNMKTPLACE AMAZON.CO,628,125.6,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,103858,IT SERVICES
22/05/2023,DUKE OF EDINBURGH AWARDS,CLASSROOM CAPERS,28.75,5.75,8299,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,CLASSROOM CAPERS,100133,DUKE OF EDIN AWARDS
22/05/2023,LEAVING CARE 18-21 (25) TEAM,PRO-DIRECT SPORT LIMIT,115.99,0,5651,FAMILY CLOTHING STORES,PRO-DIRECT SPORT LIMIT,100069,LEAVING CARE 18-21 (
22/05/2023,REGISTRARS,AMZNBUSINESS 360GD5IS5,17.83,3.57,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 360GD5IS5,106437,REGISTRARS
22/05/2023,IT PEOPLE,AMZNMKTPLACE,10.82,2.16,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
22/05/2023,IT PEOPLE,AMZNMKTPLACE,724.94,145.13,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
22/05/2023,IT PEOPLE,AMZNBUSINESS MR6S205D5,180.83,36.2,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS MR6S205D5,103858,IT SERVICES
22/05/2023,IT PEOPLE,AMZNMKTPLACE,21.63,4.32,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
22/05/2023,IT PEOPLE,AMZNMKTPLACE,16.66,3.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103553,CLEANSING MANAGEMNT
22/05/2023,LEGAL,WWW.TPEXPRESS.CO.UK,10.6,0,4112,PASSENGER RAILWAYS,WWW.TPEXPRESS.CO.UK,103939,LEGAL
22/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),WWW.TPEXPRESS.CO.UK,3.25,0.65,4112,PASSENGER RAILWAYS,WWW.TPEXPRESS.CO.UK,100037,ASSESSMENT & INT STH
22/05/2023,LIBRARY & INFORMATION CENTRES,AMZNBUSINESS 2M4LT8EP5,102.91,20.58,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 2M4LT8EP5,106247,SW HUB CIVIC 1
22/05/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),CALDERDALE MBC,29.17,5.83,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,CALDERDALE MBC,100040,ASSESSMENT & INT NTH
22/05/2023,MAYOR'S OFFICE,WILKO RETAIL LIMITED,7.5,1.5,5399,MISCELLANEOUS GENERAL MERCHANDISE,WILKO RETAIL LIMITED,103925,MAYOR'S OFFICE
22/05/2023,MAYOR'S OFFICE,MAX SPIELMANN LTD,30,6,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,MAX SPIELMANN LTD,103926,MAYORAL ANNUAL DINNR
22/05/2023,LIBRARY & INFORMATION CENTRES,AMZNBUSINESS 7M2XG7KT5,15.99,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 7M2XG7KT5,103763,BOOK FUND
22/05/2023,MOORLANDS GRANGE,CO-OPGROUP 108494,21.55,0,5411,"GROCERY STORES, SUPERMARKETS",CO-OPGROUP 108494,104080,MOORLANDS GRANGE
22/05/2023,WOODLANDS,WWW.NISBETS.COM,8.39,0,5964,DIRECT MARKETING-CATALOG MERCHANTS,WWW.NISBETS.COM,100077,HEALDS ROAD
22/05/2023,CASTLE GRANGE,AMZNMKTPLACE,21.58,4.32,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
22/05/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),HM PASSPORT OFFICE,48.75,9.75,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,HM PASSPORT OFFICE,100040,ASSESSMENT & INT NTH
22/05/2023,EMPLOYMENT & SKILLS,HUDDERSFIELD TC,47,0,4131,BUS LINES,HUDDERSFIELD TC,107254,E&S BARRIER BREAKER
22/05/2023,YOUTH JUSTICE SERVICE,TESCO STORES 2686,12.5,2.5,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2686,107167,YOUTH JUSTICE SERVICE
22/05/2023,LEAVING CARE 18-21 (25) TEAM,ROMIDA CRICKET LTD,340.9,0,5941,SPORTING GOODS STORES,ROMIDA CRICKET LTD,100069,LEAVING CARE 18-21 (
22/05/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,28,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
22/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),TRAVELODG TRAVELODGE G,2881.21,0,3615,TRAVELODGE,TRAVELODGE,100037,ASSESSMENT & INT STH
22/05/2023,MUSEUMS & GALLERIES HQ,LOTTIE SHAWS,184.5,0,5441,"CANDY, NUT, CONFECTIONERY STORES",LOTTIE SHAWS,101136,MUSEUMS & GALLERS HQ
22/05/2023,EMPLOYMENT & SKILLS,MATALAN ECOM,63.33,12.66,5651,FAMILY CLOTHING STORES,MATALAN ECOM,107227,EMPLOYMENT & SKILLS
22/05/2023,ELM GROVE,TESCO STORES 2187,124.89,1,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,100094,ELM GROVE
22/05/2023,LAC 0-18 TEAM,HM PASSPORT OFFICE,93,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,HM PASSPORT OFFICE,100068,LAC 0-18 TEAM
22/05/2023,LAC 0-18 TEAM,DVSA,23,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,DVSA,100069,LEAVING CARE 18-21 (
22/05/2023,LAC 0-18 TEAM,DELIVEROO,34.88,0,5812,"EATING PLACES, RESTAURANTS",DELIVEROO,100069,LEAVING CARE 18-21 (
22/05/2023,CLIFFE HOUSE - OPERATIONAL,AMZNMKTPLACE,134.95,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100318,CLIFFE HOUSE - OPERA
22/05/2023,YOUTH JUSTICE SERVICE,TESCO STORES 2686,21.67,4.33,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2686,107167,YOUTH JUSTICE SERVICE
22/05/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,18.01,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,104035,WORKFORCE PLANNING
22/05/2023,MAYOR'S OFFICE,WILKO RETAIL LIMITED,10.17,2.03,5399,MISCELLANEOUS GENERAL MERCHANDISE,WILKO RETAIL LIMITED,103925,MAYOR'S OFFICE
22/05/2023,MOORLANDS GRANGE,EBAY O 23-10080-18875,9.98,0,5311,DEPARTMENT STORES,EBAY O 23-10080-18875,104080,MOORLANDS GRANGE
22/05/2023,THE GLASS BOX (FRIENDLY STREET),TESCO STORES 2187,4,0.8,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,102108,BATLEY BUSINESS PARK
22/05/2023,ORCHARD VIEW,,7.38,0,,,,100095,ORCHARD VIEW
22/05/2023,COPTHORNE (PROPOSED 4 BED UNIT),,7.38,0,,,,100079,COPTHORNE (PROPOSED
23/05/2023,LEAVING CARE 18-21 (25) TEAM,SAINSBURYS S/MKTS,24.95,0,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURYS S/MKTS,100069,LEAVING CARE 18-21 (
23/05/2023,MILL DALE,AMZNBUSINESS FJ1EH6FU5,8.67,1.74,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS FJ1EH6FU5,104081,MILL DALE
23/05/2023,LIBRARY & INFORMATION CENTRES,AMZNBUSINESS I65G41BN5,38,7.6,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS I65G41BN5,107044,SUPPORT OPTIONS
23/05/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),WWW.WAKEFIELD.GOV.UK,19.75,3.95,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.WAKEFIELD.GOV.UK,100040,ASSESSMENT & INT NTH
23/05/2023,EMPLOYMENT & SKILLS,MATALAN ECOM,52.99,0,5651,FAMILY CLOTHING STORES,MATALAN ECOM,107254,E&S BARRIER BREAKER
23/05/2023,STRATEGIC LEADERSHIP AND INTERVENTION,HOME BARGAINS,22.97,0,5251,HARDWARE STORES,HOME BARGAINS,100303,STRAT LEAD/INTERVNTN
23/05/2023,THE GLASS BOX (FRIENDLY STREET),WWW.BRITISHGAS.CO.,66.07,3.3,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.BRITISHGAS.CO.,102108,BATLEY BUSINESS PARK
23/05/2023,ORCHARD VIEW,WWW.ARGOS.CO.UK,130,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100095,ORCHARD VIEW
23/05/2023,THE GLASS BOX (FRIENDLY STREET),BUSINESS STREAM,0.91,0,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",BUSINESS STREAM,106730,INGFIELD EC (COMM)
23/05/2023,ASSESSMENT & INTERVENTION TEAM (NORTH),BRADFORD MET COUNCIL,29.32,5.86,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,BRADFORD MET COUNCIL,100040,ASSESSMENT & INT NTH
23/05/2023,THE GLASS BOX (FRIENDLY STREET),WWW.BRITISHGAS.CO.,19.55,0.98,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.BRITISHGAS.CO.,102108,BATLEY BUSINESS PARK
23/05/2023,YOUTH JUSTICE SERVICE,REPLACEMENT KEYS LTD,4.92,0.98,5399,MISCELLANEOUS GENERAL MERCHANDISE,REPLACEMENT KEYS LTD,107167,YOUTH JUSTICE SERVICE
23/05/2023,CHERRY TREES,TESCO STORES 5731,165.03,33.01,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 5731,104083,CHERRY TREES
23/05/2023,OAKWELL HALL MUSEUM,WWW.SCREWFIX.COM,87.47,17.5,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,101136,MUSEUMS & GALLERS HQ
23/05/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,19.44,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,104035,WORKFORCE PLANNING
23/05/2023,OAKWELL HALL MUSEUM,JOHNSTONES DEC CENTRE,31.24,6.25,5231,"GLASS, PAINT, WALLPAPER STORES",JOHNSTONES DEC CENTRE,101142,OAKWELL HALL MUSEUM
23/05/2023,EARLY SUPPORT SERVICE WIDE,TRAINLINE.COM,139.69,0,4112,PASSENGER RAILWAYS,TRAINLINE.COM,107428,CONNECTED PERSON TEAM
23/05/2023,DISABLED CHILDREN SERVICE TEAM,HM PASSPORT OFFICE,53.5,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,HM PASSPORT OFFICE,100089,DISABLED CHILDREN SE
23/05/2023,STRATEGIC LEADERSHIP AND INTERVENTION,TRAINLINE,182.19,0,4112,PASSENGER RAILWAYS,TRAINLINE,107428,CONNECTED PERSON TEAM
23/05/2023,NK DOMICILIARY SUPPORT (THE MEWS),KIRKLEES COUNCIL,9.42,1.88,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,KIRKLEES COUNCIL,104084,NK DOMIC SUPP (MEWS)
23/05/2023,IT PEOPLE,AMZNMKTPLACE,21.63,4.32,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
23/05/2023,OD,WWW.LOCKDOCTOR.BIZ,33.65,6.73,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,WWW.LOCKDOCTOR.BIZ,107029,BUSINESS ASSURANCE
23/05/2023,EMPLOYMENT & SKILLS,HUDDERSFIELD TC,135.08,27.02,4131,BUS LINES,HUDDERSFIELD TC,107254,E&S BARRIER BREAKER
23/05/2023,LAC 0-18 TEAM,TRAINLINE,35.55,0,4112,PASSENGER RAILWAYS,TRAINLINE,100069,LEAVING CARE 18-21 (
23/05/2023,NK DOMICILIARY SUPPORT (THE MEWS),AMZNMKTPLACE AMAZON.CO,2.49,0.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,104084,NK DOMIC SUPP (MEWS)
23/05/2023,PSYCHOLOGY,BLACKWELL'S,279.8,0,5942,BOOK STORES,BLACKWELL'S,100260,PSYCHOLOGY
23/05/2023,PSYCHOLOGY,AMZ AMAZON.CO.UK,-359.4,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ AMAZON.CO.UK,100260,PSYCHOLOGY
23/05/2023,HEADQUARTERS,WW.NORTHERNGASNETW,627,125.4,8999,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,WW.NORTHERNGASNETW,107004,EMPTY HOMES NORTH
23/05/2023,IT PEOPLE,AMZNBUSINESS ZU8773OO5,37.49,7.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS ZU8773OO5,103858,IT SERVICES
23/05/2023,CORPORATE FM HQ,WWW.ARGOS.CO.UK,158.33,31.67,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,102818,CORPORATE FM HQ
23/05/2023,IT PEOPLE,AMZNMKTPLACE,162.25,32.4,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
23/05/2023,IT PEOPLE,AMZNBUSINESS U74JB2KS5,41.08,8.22,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS U74JB2KS5,103492,HRA PROPERTIES
23/05/2023,CORPORATE FM HQ,WWW.ARGOS.CO.UK,316.67,63.33,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,102818,CORPORATE FM HQ
23/05/2023,IT PEOPLE,AMZNMKTPLACE,140.62,28.08,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
23/05/2023,ELM GROVE,B&M 705 BATLEY,20,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,B&M 705 BATLEY,100094,ELM GROVE
23/05/2023,LD DAY SERVICES NK,,3.54,0,,,,104049,LD DAY SERVICES NK
23/05/2023,INGS GROVE HOUSE,AMZNMKTPLACE,132.2,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104076,INGS GROVE HOUSE
23/05/2023,REGISTRARS,AMZNMKTPLACE,24.99,5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,106437,REGISTRARS
23/05/2023,ELM GROVE,,7.38,0,,,,100094,ELM GROVE
23/05/2023,WOODLANDS,,7.38,0,,,,100077,HEALDS ROAD
23/05/2023,INGS GROVE HOUSE,,2.95,0,,,,104076,INGS GROVE HOUSE
24/05/2023,CHIEF EXECUTIVE & CORPORATE SUPPORT,AMZNBUSINESS RY9VY7TF5,5.82,1.17,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS RY9VY7TF5,103937,CHIEF EXECUTIVE & CS
24/05/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),LNER WEB SALES,-56.8,0,4112,PASSENGER RAILWAYS,LNER WEB SALES,100037,ASSESSMENT & INT STH
24/05/2023,IT PEOPLE,AMZNBUSINESS LX5DI7WE5,111.94,22.4,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS LX5DI7WE5,103423,MONITORING STREETWKS
24/05/2023,WOODLANDS,WM MORRISONS STORE PIC,295.07,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE PIC,100077,HEALDS ROAD
24/05/2023,LAC 0-18 TEAM,PREMIER INN,133.99,0,3811,PREMIER INN,PREMIER INN,100068,LAC 0-18 TEAM
24/05/2023,LAC 0-18 TEAM,ASDA GEORGE COM LEEDS,49.96,9.99,5411,"GROCERY STORES, SUPERMARKETS",ASDA GEORGE COM LEEDS,100069,LEAVING CARE 18-21 (
24/05/2023,PROFESSIONAL HUMAN RESOURCES,TRAVELODG TRAVELODGE G,151.28,30.26,3615,TRAVELODGE,TRAVELODGE,101235,PROF HUMAN RESOURCES
24/05/2023,WOODLANDS,DUNELM SOFTFURNISHINGS,-144,0,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",DUNELM SOFTFURNISHINGS,100077,HEALDS ROAD
24/05/2023,LAC 0-18 TEAM,WWW.REDDRIVINGSCHOOL.C,411.49,0,8299,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,WWW.REDDRIVINGSCHOOL.C,100069,LEAVING CARE 18-21 (
24/05/2023,LAC 0-18 TEAM,WWW.ARGOS.CO.UK,180,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100068,LAC 0-18 TEAM
24/05/2023,WOODLANDS,DUNELM SOFTFURNISHINGS,144,0,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",DUNELM SOFTFURNISHINGS,100077,HEALDS ROAD
24/05/2023,WOODLANDS,DUNELM LTD,50.5,0,5714,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",DUNELM LTD,100077,HEALDS ROAD
24/05/2023,LAC 0-18 TEAM,WWW.ADRENALINE-INTERNA,22,0,7999,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),WWW.ADRENALINE-INTERNA,100068,LAC 0-18 TEAM
24/05/2023,IT PEOPLE,AMZNBUSINESS JW2DG6BD5,6.65,1.32,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS JW2DG6BD5,103856,IT PEOPLE
24/05/2023,IT PEOPLE,WWW.JP-UK.CO.UK,796,159.2,5943,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",WWW.JP-UK.CO.UK,107578,ARTS COUNCIL NPO
24/05/2023,WOODLANDS,DUNELM SOFTFURNISHINGS,126,0,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",DUNELM SOFTFURNISHINGS,100077,HEALDS ROAD
24/05/2023,ORCHARD VIEW,ASDA GROCERIES ONLINE,-2.65,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100095,ORCHARD VIEW
24/05/2023,ORCHARD VIEW,DUNELM SOFTFURNISHINGS,120,0,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",DUNELM SOFTFURNISHINGS,100095,ORCHARD VIEW
24/05/2023,CHILDRENS RIGHTS,B&M 713 NEW STREET,14.75,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,B&M 713 NEW STREET,100024,CHILDRENS RIGHTS
24/05/2023,YPAT,HOME BARGINS,5.58,1.11,5251,HARDWARE STORES,HOME BARGINS,100096,YPAT
24/05/2023,CLIFFE HOUSE - OPERATIONAL,J W GIBB SONS LIMI,13.57,0,5499,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",J W GIBB SONS LIMI,100318,CLIFFE HOUSE - OPERA
24/05/2023,YPAT,HERON FOODS,1.25,0,5411,"GROCERY STORES, SUPERMARKETS",HERON FOODS,100096,YPAT
24/05/2023,NORTH NEIGHBOURHOOD,WWW.ARGOS.CO.UK,47,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,107009,OPSS
24/05/2023,ORCHARD VIEW,TESCO STORES 6529,22.95,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 6529,100095,ORCHARD VIEW
