Entity Name,Directorate,Service/Board,Cost Centre,Description,Subjective,Description,Supplier Name,Payment Date,Line Amount,Invoice Amount,Net Amount
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Nurse Plus,45153.041666666664,2229.6,2229.6,2229.6
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Nurse Plus,45160.041666666664,2959.4,2959.4,2959.4
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Nurse Plus,45169.041666666664,1054.8,1054.8,1054.8
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Synergy Carers Ltd,45139.041666666664,1035,1035,1035
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Synergy Carers Ltd,45139.041666666664,1194.75,1194.75,1194.75
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,Synergy Carers Ltd,45146.041666666664,720,720,720
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45139.041666666664,1145,1374,1145
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45139.041666666664,1244.8,1493.76,1244.8
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45146.041666666664,1045.2,1254.24,1045.2
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45146.041666666664,1244.8,1493.76,1244.8
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45146.041666666664,1124.48,1349.38,1124.48
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45148.041666666664,1268.4,1522.08,1268.4
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45162.041666666664,1326.9,1592.28,1326.9
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45162.041666666664,898.2,1077.84,898.2
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45162.041666666664,973.05,1167.66,973.05
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45162.041666666664,1460.06,1752.07,1460.06
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45167.041666666664,1085.69,1302.83,1085.69
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45167.041666666664,1182.43,1418.92,1182.43
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45167.041666666664,1240.25,1488.3,1240.25
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45167.041666666664,1242.93,1491.52,1242.93
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45167.041666666664,1185.91,1423.09,1185.91
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,TXM Healthcare Ltd,45169.041666666664,682.11,818.53,682.11
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,,45146.041666666664,650,650,650
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,The Bylet Guest House,45155.041666666664,1440,1440,1440
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,11601,Agency Costs,,45146.041666666664,640,640,640
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,,45149.041666666664,655,655,655
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,Cornwall Partnership NHS Foundation Trust,45141.041666666664,624.06,2900.06,2900.06
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,Cornwall Partnership NHS Foundation Trust,45141.041666666664,1138,2900.06,2900.06
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,Cornwall Partnership NHS Foundation Trust,45149.041666666664,1138,1138,1138
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,Holyvale Partnership,45163.041666666664,1800,1800,1800
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,,45149.041666666664,1100,1100,1100
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,Sibleys Island Homes,45163.041666666664,950,950,950
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,22501,Rent,Sibleys Island Homes,45162.041666666664,781.19,781.19,781.19
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,41304,Cleaning & Domestic Materials,Protec Healthcare LLP,45141.041666666664,508.85,610.64,508.85
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,41304,Cleaning & Domestic Materials,Protec Healthcare LLP,45153.041666666664,3276.17,3931.4,3276.17
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,42001,Catering - Provisions,Mike Benney Butchers Ltd,45139.041666666664,2438.47,2438.47,2438.47
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45163.041666666664,147.63,1364.82,1335.29
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45163.041666666664,1187.66,1364.82,1335.29
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45163.041666666664,23.9,1252.18,1247.4
51 Council of the Isles of Scilly,People and Communities,Adult Social Care.,600105,Park House,42001,Catering - Provisions,Westcountry Fruit Sales Ltd,45163.041666666664,1223.5,1252.18,1247.4
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,31603,Other Public Transport,St Agnes Boating,45153.041666666664,1403.74,1403.74,1403.74
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,31603,Other Public Transport,St Agnes Boating,45167.041666666664,1260.22,1260.22,1260.22
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,31603,Other Public Transport,Tresco Island Ltd,45139.041666666664,1437.75,1437.75,1437.75
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,31603,Other Public Transport,Tresco Island Ltd,45139.041666666664,2335.75,2335.75,2335.75
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,47001,Grants & Conts to Other Bodies - Non Discretionary,Cherry Blossom Childcare,45139.041666666664,6604.69,6604.69,6604.69
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,47001,Grants & Conts to Other Bodies - Non Discretionary,Cherry Blossom Childcare,45155.041666666664,3244.59,3244.59,3244.59
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,47013,Grants & Conts to Other Bodies - Discretionary,Cherry Blossom Childcare,45139.041666666664,2096.61,2096.61,2096.61
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,47013,Grants & Conts to Other Bodies - Discretionary,Cherry Blossom Childcare,45148.041666666664,593.51,593.51,593.51
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600113,Early Year Provision,47013,Grants & Conts to Other Bodies - Discretionary,Cherry Blossom Childcare,45155.041666666664,2649.59,2649.59,2649.59
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45162.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45162.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45169.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45160.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45162.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45169.041666666664,1993.45,1993.45,1993.45
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45153.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45160.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45153.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45160.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45153.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45153.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45160.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600120,Post 16 Travel and Accommodation Grant,47016,Accomodation Grants,,45155.041666666664,2121.67,2121.67,2121.67
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600121,Home to School Transport,31603,Other Public Transport,Tresco Island Ltd,45139.041666666664,3580,3580,3580
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600122,Children Services Staff Costs,49002,Miscellaneous Expenditure,iPeople Solutions Ltd,45162.041666666664,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600122,Children Services Staff Costs,49002,Miscellaneous Expenditure,iPeople Solutions Ltd,45162.041666666664,1595,1914,1595
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600123,High Need SEND,31603,Other Public Transport,Tresco Island Ltd,45141.041666666664,582.75,582.75,582.75
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600123,High Need SEND,31812,Home to School Transport - Volunteer and Other Payments,Tresco Island Ltd,45139.041666666664,623.5,623.5,623.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600123,High Need SEND,43532,Professional Fees - Other,Cherry Blossom Childcare,45148.041666666664,551.88,551.88,551.88
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600123,High Need SEND,47001,Grants & Conts to Other Bodies - Non Discretionary,Leading Edge Academies Partnership (Five Islands),45155.041666666664,46353,46353,46353
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45139.041666666664,820,984,820
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45139.041666666664,1732.5,2079,1732.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45146.041666666664,2317,2780.4,2317
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45146.041666666664,2227.5,2673,2227.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45153.041666666664,2227.5,2673,2227.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45153.041666666664,820,984,820
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45155.041666666664,1485,1782,1485
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45155.041666666664,820,984,820
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45167.041666666664,3698,4437.6,3698
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,BWR Recruitment Ltd (Total Social),45167.041666666664,820,984,820
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,Diverse Rec Ltd T/A Total Social Personnel,45160.041666666664,2220,2664,2220
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45139.041666666664,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45139.041666666664,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45148.041666666664,1193.6,1432.32,1193.6
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,11601,Agency Costs,iPeople Solutions Ltd,45148.041666666664,3987.5,4785,3987.5
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,12301,Training,,45146.041666666664,1210,1210,1210
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,12301,Training,SEN Experts (North East) Ltd,45167.041666666664,895,895,895
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,31603,Other Public Transport,St Agnes Boating,45146.041666666664,511.91,511.91,511.91
51 Council of the Isles of Scilly,People and Communities,Childrens Services.,600127,C&YP Central Support Services,31603,Other Public Transport,St Agnes Boating,45162.041666666664,878.07,878.07,878.07
51 Council of the Isles of Scilly,"Place, Economy and Environment",Inshore Fisheries and Conservation Authorities.,600220,IFCA,21128,R&M - Mechanical Planned,Island Outboard Services LLP,45148.041666666664,512.31,614.77,512.31
51 Council of the Isles of Scilly,"Place, Economy and Environment",Inshore Fisheries and Conservation Authorities.,600220,IFCA,31201,Marine Gas Oil,Sibleys Fuel & Marine Services,45162.041666666664,581.99,698.39,581.99
51 Council of the Isles of Scilly,"Place, Economy and Environment",Inshore Fisheries and Conservation Authorities.,600220,IFCA,41110,Hire of Plant & Equipment,Survitec Service & Distribution Ltd,45148.041666666664,589.68,707.62,589.68
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement.,600230,Capital Development & Procurement Team,43505,Professional Services,Inner Circle Consulting Ltd,45155.041666666664,1500,1800,1500
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement.,600233,CIOS Cultural Centre,43511,Design Costs,Flying Lizard Designs Ltd,45139.041666666664,668,668,668
51 Council of the Isles of Scilly,"Place, Economy and Environment",Capital Development and Procurement.,600233,CIOS Cultural Centre,43512,Publicity Promotions & Marketing,Roscoe Communications Ltd,45141.041666666664,1575,1890,1575
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21110,R&M - Electrical - Planned,Davey & Gilbert Ltd,45146.041666666664,470,564,470
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21201,R&M - Buildings - Reactive,Wright Construction,45169.041666666664,425,510,425
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21201,R&M - Buildings - Reactive,Davey & Gilbert Ltd,45146.041666666664,711.5,853.8,711.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21201,R&M - Buildings - Reactive,Peter Gilbert Plumbing & Heating,45162.041666666664,280,823.2,686
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21201,R&M - Buildings - Reactive,Peter Gilbert Plumbing & Heating,45162.041666666664,406,823.2,686
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21201,R&M - Buildings - Reactive,Wright Construction,45146.041666666664,2000,2400,2000
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21210,R&M - Electrical - Reactive,Wright Construction,45169.041666666664,2410,2892,2410
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,21210,R&M - Electrical - Reactive,Wright Construction,45169.041666666664,470,564,470
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600240,Social Housing,94203,Rents Received,Holyvale Partnership,45139.041666666664,3400,3400,3400
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600241,Private Housing,22501,Rent,,45149.041666666664,700,700,700
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600243,Housing Delivery Project,43603,Agriculture & Medicines Analysis,Wheal Jane Services Ltd,45148.041666666664,1540,1848,1540
51 Council of the Isles of Scilly,"Place, Economy and Environment",Housing Rented Property and Homelessness.,600244,Ukrainian Support,47001,Grants & Conts to Other Bodies - Non Discretionary,Tresco Island Ltd,45141.041666666664,4200,4200,4200
51 Council of the Isles of Scilly,"Place, Economy and Environment",Strategic Development Management.,600261,GO-EV Smart,43505,Professional Services,Community Venture (Smart Islands Project),45169.041666666664,2744.33,2744.33,2744.33
51 Council of the Isles of Scilly,Chief Executives Department,Licensing.,600300,Licensing,43532,Professional Fees - Other,Cornwall Council,45148.041666666664,520,624,520
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,43548,External Audit Charges,Grant Thornton Ltd,45139.041666666664,13615,16338,13615
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600303,Corporate Management,49002,Miscellaneous Expenditure,Civica Uk Ltd,45141.041666666664,3372.7,4047.24,3372.7
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600306,Elections,43002,Stationery and Consumables,Democracy Counts Ltd,45141.041666666664,492,590.4,492
51 Council of the Isles of Scilly,People and Communities,Active Scilly.,600313,Normandy Swimming Pool,21101,R&M - Buildings - Planned,Peter Gilbert Plumbing & Heating,45153.041666666664,-232,558,465
51 Council of the Isles of Scilly,People and Communities,Active Scilly.,600313,Normandy Swimming Pool,21101,R&M - Buildings - Planned,Peter Gilbert Plumbing & Heating,45153.041666666664,225,558,465
51 Council of the Isles of Scilly,People and Communities,Active Scilly.,600313,Normandy Swimming Pool,21101,R&M - Buildings - Planned,Peter Gilbert Plumbing & Heating,45153.041666666664,232,558,465
51 Council of the Isles of Scilly,People and Communities,Active Scilly.,600313,Normandy Swimming Pool,21101,R&M - Buildings - Planned,Peter Gilbert Plumbing & Heating,45153.041666666664,240,558,465
51 Council of the Isles of Scilly,People and Communities,Active Scilly.,600313,Normandy Swimming Pool,22002,Electricity,Edf Energy Plc,45149.041666666664,2161.18,2593.41,2161.18
51 Council of the Isles of Scilly,People and Communities,Active Scilly.,600313,Normandy Swimming Pool,41103,Equipment - Spares,Rod Hudson Pools Ltd,45167.041666666664,4072.12,4886.54,4072.12
51 Council of the Isles of Scilly,Chief Executives Department,Support Services.,600321,Finance,43606,Financial Support,Cornwall Council,45167.041666666664,81818.5,98182.2,81818.5
51 Council of the Isles of Scilly,Chief Executives Department,Support Services.,600321,Finance,45105,Telephone Usage,The Phone Co-Op Ltd,45142.041666666664,438.02,525.62,438.02
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,12504,Occupational Health Charges,Cornwall Council,45169.041666666664,4100,6240,5200
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,12506,Bike 2 Work Scheme,Cycle Solutions (Cycle to Work) Ltd,45162.041666666664,-1630.64,1948.68,1630.64
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,12506,Bike 2 Work Scheme,Cycle Solutions (Cycle to Work) Ltd,45162.041666666664,40.46,1948.68,1630.64
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,12506,Bike 2 Work Scheme,Cycle Solutions (Cycle to Work) Ltd,45162.041666666664,1590.18,1948.68,1630.64
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,12506,Bike 2 Work Scheme,Cycle Solutions (Cycle to Work) Ltd,45162.041666666664,1630.64,1948.68,1630.64
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,43504,Consultancy,Swift HR,45162.041666666664,-596.67,596.67,596.67
51 Council of the Isles of Scilly,Chief Executives Department,Human Resources,600323,Human Resources,43504,Consultancy,Swift HR,45162.041666666664,596.67,596.67,596.67
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600328,Levelling Up Fund – Sea Link Project,43504,Consultancy,Bloom Procurement Services Ltd,45146.041666666664,7500,9000,7500
51 Council of the Isles of Scilly,Chief Executives Department,Democrative and Corporate Governance_,600332,Covid-19 Discretionary Grant Payments,47013,Grants & Conts to Other Bodies - Discretionary,Isles of Scilly Charitable Trust,45155.041666666664,11130.11,11130.11,11130.11
51 Council of the Isles of Scilly,Community,Childrens Services,690001,Services to Our Community Directorate,89005,Acquisition Costs - Equipment,Scott Health And Safety Ltd,45148.041666666664,26929,32314.8,26929
51 Council of the Isles of Scilly,Community,Childrens Services,690001,Services to Our Community Directorate,89005,Acquisition Costs - Equipment,Scott Health And Safety Ltd,45148.041666666664,29925,35910,29925
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89104,Major Enhancement Works,Teignmouth Maritime Services Ltd,45155.041666666664,265716.53,318859.84,265716.53
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Bloom Procurement Services Ltd,45148.041666666664,13577.03,16292.44,13577.03
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Currie & Brown UK Ltd,45167.041666666664,4833.75,5800.5,4833.75
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,IOS Ecology,45139.041666666664,690,690,690
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,IOS Ecology,45139.041666666664,690,690,690
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,,45148.041666666664,1800,1800,1800
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Purcell Architecture Ltd,45148.041666666664,66612.87,79935.44,66612.87
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89207,Consultancy Costs,Sixth Voice Consulting Ltd,45169.041666666664,3250,3250,3250
51 Council of the Isles of Scilly,Infrastructure and Planning,Waste and Recycling,690002,Infrastructure & Planning Directorate,89209,Other Professional Fees,Arcadis LLP,45139.041666666664,1946.36,2335.64,1946.36
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89002,Acquisition Costs - Buildings,Containers Direct Ltd,45167.041666666664,11250,67500,67500
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89002,Acquisition Costs - Buildings,Containers Direct Ltd,45167.041666666664,56250,67500,67500
51 Council of the Isles of Scilly,Strategic Development and Finance,Housing Rented Property and Homelessness,690003,Strategy & Development Directorate,89104,Major Enhancement Works,Wright Construction,45167.041666666664,3443,4131.6,3443
