Entity Name,Directorate,Service/Board,Cost Centre,Description,Subjective,Subjective Description,Supplier Name,Payment Date,Line Amount,Invoice Amount,Net Amount
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,21201,R&M - Buildings - Reactive,Wright Construction,44761.041666666664,605,726,605
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,44763.041666666664,2013.76,2416.52,2013.76
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,44763.041666666664,2126.26,2551.52,2126.26
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,44763.041666666664,2126.26,2551.52,2126.26
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,27001,Contract Cleaning,Scilly Self Catering,44763.041666666664,2013.76,2416.52,2013.76
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,43532,Professional Fees - Other,KK Controls & Equipment Ltd,44747.041666666664,555,666,555
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600001,Corporate Properties,45217,Annual Licence Software Fees,Trackplan,44761.041666666664,2460,2460,2460
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,41304,Cleaning & Domestic Materials,,44761.041666666664,-75,775,775
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,41304,Cleaning & Domestic Materials,,44761.041666666664,75,775,775
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,41304,Cleaning & Domestic Materials,,44761.041666666664,775,775,775
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,41304,Cleaning & Domestic Materials,,44768.041666666664,750,750,750
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,41304,Cleaning & Domestic Materials,,44754.041666666664,796.25,796.25,796.25
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,41304,Cleaning & Domestic Materials,Greenlaws Guesthouse,44754.041666666664,910,910,910
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,41304,Cleaning & Domestic Materials,The Consortium,44747.041666666664,1292,1550.4,1292
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600002,Public Conveniences,49369,Pest Control,Scillonian Trading Ltd,44747.041666666664,30,588,490
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600003,Commercial Property,22002,Electricity,Edf Energy Plc,44750.041666666664,958.29,1149.95,958.29
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600003,Commercial Property,43505,Professional Services,Vickery Holman Ltd,44761.041666666664,1500,1800,1500
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600005,AONB,47013,Grants & Conts to Other Bodies - Discretionary,Ios Wildlife Trust Ltd,44770.041666666664,142575,142575,142575
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600006,Adaptive Scillies,49002,Miscellaneous Expenditure,RSK Environmental Ltd,44747.041666666664,6500,7800,6500
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600006,Adaptive Scillies,49002,Miscellaneous Expenditure,RSK Environmental Ltd,44747.041666666664,17965.3,21558.36,17965.3
51 Council of the Isles of Scilly,"Place, Economy and Environment",Natural Resources and Assets,600006,Adaptive Scillies,49002,Miscellaneous Expenditure,RSK Environmental Ltd,44768.041666666664,3061.68,3674.02,3061.68
51 Council of the Isles of Scilly,"Place, Economy and Environment",Operational Services,600010,Operational R & M Services,31102,Vehicle Repair and Maintenance,Doerwheal,44768.041666666664,10000,12000,10000
51 Council of the Isles of Scilly,"Place, Economy and Environment",Operational Services,600010,Operational R & M Services,41104,Equipment & Plant - Direct Purchase,SJ Andrew And Sons Ltd,44747.041666666664,550.7,660.83,550.7
51 Council of the Isles of Scilly,"Place, Economy and Environment",Operational Services,600012,Highways,22002,Electricity,Edf Energy Plc,44764.041666666664,545.01,654.02,545.01
51 Council of the Isles of Scilly,"Place, Economy and Environment",Operational Services,600013,Open Spaces & Beaches,57050,Pest Control Contractor - Private Contractors,Scillonian Trading Ltd,44747.041666666664,30,588,490
51 Council of the Isles of Scilly,"Place, Economy and Environment",Planning and Development,600022,Strategic Planning,43001,Photocopying & Printing,St Austell Printing Company Ltd,44768.041666666664,560,560,560
51 Council of the Isles of Scilly,Community,Fire and Rescue,600030,Fire & Rescue,43532,Professional Fees - Other,Dormakaba UK Ltd,44749.041666666664,515.33,618.4,515.33
51 Council of the Isles of Scilly,Community,Fire and Rescue,600030,Fire & Rescue,43577,Actuary Fee,Hymans Robertson LLP,44756.041666666664,4950,5940,4950
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,27006,Skip Costs,Wheal Alfred Metals Recycling Ltd,44768.041666666664,800,960,800
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,31102,Vehicle Repair and Maintenance,VFS Ltd,44747.041666666664,507.01,608.41,507.01
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,41118,Health & Safety Equipment,Essential Safety Wear Ltd,44768.041666666664,519.19,623.03,519.19
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,41305,Purchase of Waste Sacks,D A Pak Ltd,44768.041666666664,1500,1800,1500
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,45217,Annual Licence Software Fees,Weightron Bilanciai Ltd,44770.041666666664,1049.58,1259.5,1049.58
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,46119,Haulage Costs,Island Carriers,44754.041666666664,4000.18,4800.23,4000.18
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,46119,Haulage Costs,Isles Of Scilly Steamship Co,44756.041666666664,16189.74,19427.65,16189.74
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,49328,Fire Appliance Testing & Maintenance,Advanced Fire and Security South West Ltd,44770.041666666664,491.5,589.8,491.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,57050,Pest Control Contractor - Private Contractors,Scillonian Trading Ltd,44747.041666666664,340,588,490
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,,44754.041666666664,3028.3,3028.3,3028.3
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Biffa Waste Services Ltd,44770.041666666664,3293.7,3952.44,3293.7
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Bryher Forge,44763.041666666664,1265.5,1265.5,1265.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Bryher Forge,44763.041666666664,1265.5,1265.5,1265.5
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,,44749.041666666664,1000,1000,1000
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Suez Recycling and Recovery UK Ltd (was Sita UK Ltd),44770.041666666664,31227.52,37473.02,31227.52
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600040,Waste Collection and Operations,57069,Waste Disposal Contracts - Private Contractors,Tresco Estate,44747.041666666664,3033.33,3640,3033.33
51 Council of the Isles of Scilly,"Place, Economy and Environment",Waste and Recycling,600042,Waste Recycling (Code Closed),46119,Haulage Costs,Isles Of Scilly Steamship Co,44756.041666666664,6284.5,7541.31,6284.5
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,22001,Heating Oil,Sibleys Fuel & Marine Services,44754.041666666664,1089.5,1266.98,1192
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,22001,Heating Oil,Sibleys Fuel & Marine Services,44754.041666666664,1089.5,1509.78,1394.33
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,22002,Electricity,Edf Energy Plc,44764.041666666664,531.76,638.08,531.76
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,22002,Electricity,Edf Energy Plc,44763.041666666664,653.78,784.54,653.78
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,25003,Fire Equipment,Amerex Fire International Ltd,44768.041666666664,577.49,692.99,577.49
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,27001,Contract Cleaning,,44747.041666666664,1140,1140,1140
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,31205,Petrol Purchases,Sibleys Fuel & Marine Services,44754.041666666664,102.5,1266.98,1192
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,31205,Petrol Purchases,Sibleys Fuel & Marine Services,44754.041666666664,304.83,1509.78,1394.33
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,43504,Consultancy,Muir Matheson Aviation Limited,44768.041666666664,11014.5,13217.4,11014.5
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,43504,Consultancy,Muir Matheson Aviation Limited,44768.041666666664,28663.8,34396.56,28663.8
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,43505,Professional Services,GEL Airports Ltd,44754.041666666664,5394.3,6473.16,5394.3
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,43505,Professional Services,GEL Airports Ltd,44754.041666666664,29421.36,35305.63,29421.36
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,43505,Professional Services,GEL Airports Ltd,44756.041666666664,1419.81,1703.78,1419.81
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,43534,Licences,Civil Aviation Authority,44757.041666666664,736.4,736.4,736.4
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,43534,Licences,Civil Aviation Authority,44771.041666666664,736.4,736.4,736.4
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,45210,IT Communications,Servicom (High Tech) Ltd,44754.041666666664,622.08,746.49,622.08
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,45210,IT Communications,Servicom (High Tech) Ltd,44754.041666666664,491.67,589.99,491.67
51 Council of the Isles of Scilly,Democrative & Corporate Governance,Airport,600060,Airport,57050,Pest Control Contractor - Private Contractors,Scillonian Trading Ltd,44747.041666666664,60,588,490
51 Council of the Isles of Scilly,Community,Adult Social Care,600100,Adult Social Care,22501,Rent,,44750.041666666664,787.41,787.41,787.41
51 Council of the Isles of Scilly,Community,Adult Social Care,600100,Adult Social Care,43506,Professional Fees - Legal,Cornwall Council,44754.041666666664,2555.4,3066.48,2555.4
51 Council of the Isles of Scilly,Community,Adult Social Care,600100,Adult Social Care,43506,Professional Fees - Legal,Cornwall Council,44761.041666666664,2268.45,2722.14,2268.45
51 Council of the Isles of Scilly,Community,Adult Social Care,600101,Better Care Fund,31603,Other Public Transport,Tresco Estate,44761.041666666664,678,678,678
