Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Net Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000132|S0019509|5637148053,774.23,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000133|S0022353|5637148054,9769.89,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000134|S0020009|5637148055,1632.15,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Karebears Childcare,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000135|S0015419|5637148056,12699.77,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000136|S0030731|5637148057,1468.94,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000137|S0017891|5637148058,1046.25,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000138|S0030062|5637148059,5440.5,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000139|S0023006|5637148060,816.08,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000141|S0025804|5637148062,2385.45,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000143|S0018703|5637148064,14472.43,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Kids & Co Dragons Playgroup,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000144|S0018541|5637148065,23462.86,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,King Edward Road Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000145|S0011500|5637148066,26853.61,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,King?s Schools Taunton Ltd,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000146|S0018654|5637148067,19104.53,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Kingsbury Episcopi Pre-School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000147|S0018542|5637148068,11514.12,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,LADYBIRD UNDER FIVES PLAYGROUP,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000148|S0018544|5637148069,17953.65,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000149|S0028025|5637148070,2000.43,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000150|S0023492|5637148071,2946.24,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Lawns Children's Nursery (Chard),2023-04-12 00:00:00,SC01-000000180|SC-SID-100000151|S0009317|5637148072,29090.12,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Lawns Children's Nursery (Chard),2023-04-12 00:00:00,SC01-000000180|SC-SID-100000152|S0009317|5637148072,22113,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Leah Payne (Childminder),2023-04-12 00:00:00,SC01-000000180|SC-SID-100000153|S0013984|5637148074,1604.95,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,The Learning Tree Nursery (PSJ) Lim,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000154|S0014272|5637148075,34452.21,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,LEMON TREE NURSERY,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000155|S0018643|5637148076,34724.22,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000156|S0022196|5637148077,5032.47,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000157|S0029524|5637148078,2467.06,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Adventures Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000158|S0016141|5637148079,19495.62,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Ocean Adventurers Ltd t/a Little,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000159|S0014752|5637148081,13587.21,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Ocean Adventurers Ltd t/a Little,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000160|S0014752|5637148081,14571.57,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Owls Childcare Ltd,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000161|S0016253|5637148082,8390.34,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,BTCT Trading Ltd,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000162|S0016246|5637148083,10673.8,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Boots Day Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000163|S0009253|5637148084,26290.06,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Crickets Pre-School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000164|S0018534|5637148085,16484.4,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Discoveries Frome,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000165|S0041659|5637148086,33996.4,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Discoveries Day Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000166|S0008878|5637148087,38992.41,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Explorers Day Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000167|S0041387|5637148088,34051.89,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Herons Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000168|S0012993|5637148089,44037,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,North Curry C of E Primary School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000169|S0012549|5637148090,6724.8,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Kingfishers' Day Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000170|S0012922|5637148091,32329.48,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,East Huntspill Primary Academy,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000171|S0014779|5637148092,8927.33,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,West Huntspill Primary Academy,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000172|S0014780|5637148093,9021.28,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Learners,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000173|S0011839|5637148094,32679.65,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000174|S0009064|5637148095,34515.23,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Otters Pre-School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000175|S0012749|5637148096,8948.19,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Bridgwater College Academy,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000176|S0007964|5637148097,28734.5,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Starlings Partnership,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000177|S0015659|5637148098,7457.49,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,LITTLE STEPS PRE-SCHOOL,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000178|S0018616|5637148099,17400.91,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Sunbeams,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000179|S0018635|5637148100,27746.55,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,WELLS CATHEDRAL SCHOOL,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000180|S0018660|5637148101,32738.36,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Little Wildlings Nursery Limited,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000181|S0015590|5637148102,11476.31,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Rainbow Childminding,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000183|S0015204|5637148104,1929.29,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000184|S0022848|5637148105,3056.09,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000185|S0021731|5637148106,1598.67,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000186|S0027855|5637148107,2109.24,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Lympsham C of E Academy,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000187|S0011106|5637148108,13911.93,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Lyngford Park Primary,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000188|S0014585|5637148109,18134.17,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Mama Bears Day Nursery Ltd Express Park,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000189|S0014237|5637148110,17941.39,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Mama Bears Day Nursery Ltd,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000190|S0038105|5637148111,12635.48,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Mama Bear's Day Nursery Ltd Abbey Manor Park,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000191|S0022849|5637148112,42659.55,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Manor Court Primary School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000192|S0008392|5637148113,25484.78,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000193|S0028079|5637148114,2259.9,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000194|S0022284|5637148115,993.94,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Mark First and Pre-School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000195|S0014922|5637148116,17147.19,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,MARSH LANE DAY NURSERY,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000196|S0018636|5637148117,36632.14,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Mells Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000197|S0018549|5637148118,21105,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000198|S0024142|5637148119,6711.39,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,MERRIOTT PRE-SCHOOL,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000199|S0018550|5637148120,17866.95,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000200|S0026299|5637148121,510.57,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,The Mill Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000202|S0012399|5637148123,30795.33,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,MILLFIELD PRE-PREPARATORY SCHOOL,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000203|S0018680|5637148124,19976.86,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Beacon Education MAT Ltd,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000204|S0011319|5637148225,8427.23,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Minerva Primary School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000205|S0010959|5637148126,12530.57,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Misterton Pre-School Group,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000207|S0018553|5637148128,7229.16,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Mogghill Nursery School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000208|S0018554|5637148129,7588.52,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,MONTACUTE PRE-SCHOOL PLAYGROUP,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000209|S0018555|5637148130,12380.19,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Nerrols Primary School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000211|S0013434|5637148132,44352.36,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,NEXT STEPS CHILDCARE CENTRE,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000212|S0018711|5637148133,28538.37,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000213|S0030021|5637148134,665.42,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000214|S0018117|5637148135,1801.82,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000215|S0024556|5637148136,7051.73,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,North Town Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000216|S0010948|5637148137,1979.65,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Clevedon School part of Futura Learning Partnership,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000217|S0008568|5637148138,32017.71,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,NORTHOVER HOUSE DAY NURSERY,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000218|S0018717|5637148139,8427.02,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Norton Fitzwarren Church School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000219|S0009264|5637148140,12275.84,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Norton St Philip Pre School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000220|S0018561|5637148141,14049.05,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,NOTTING HILL DAY NURSERY,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000221|S0018688|5637148142,20758.64,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Nunney Pre-School,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000222|S0015528|5637148143,18281.15,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,The Bath & Wells Diocesan Academies,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000223|S0009753|5637148144,13962.78,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Oaklands Day Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000224|S0020573|5637148145,36460.58,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,OCTOPUS CHILDRENS DAYCARE,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000225|S0018637|5637148146,27659.97,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,The Olive Tree Nursery,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000226|S0020597|5637148147,70798.33,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,Opportunity Group (Frome & District,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000227|S0018530|5637148148,23892.17,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,King Ina C of E Academy Infants,2023-04-12 00:00:00,SC01-000000180|SC-SID-100000228|S0009280|5637148149,25143.03,TPP Payments To Clients - Nursery Voucher Grants
Somerset Council,2023-09-30 00:00:00,3 & 4 Year Old Funding,[Redacted],2023-04-12 00:00:00,SC01-000000180|SC-SID-100000229|S0029917|5637148150,1632.15,TPP Payments To Clients - Nursery Voucher Grants
