Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,Baltonsborough Primary School,Baltonsborough Village Hall And Playing Field Trust,2023-07-03 00:00:00,SC01-000027896|SC-ISC-100015032|S0000013|5642151640,1060.15,Grounds Maintenance - Planned Grounds Maintenance
Somerset Council,2023-09-30 00:00:00,LD Residential Mdp,Bradbury House,2023-08-03 00:00:00,SC01-000037690|23534|S0002281|5643966434,13152,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Residential Tton,[Redacted],2023-08-03 00:00:00,SC01-000039077|24348|S0002302|5643965946,7434.58,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Residential SaWS,[Redacted],2023-08-03 00:00:00,SC01-000039078|24349|S0002302|5643965947,7131.46,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Residential SaWS,[Redacted],2023-08-03 00:00:00,SC01-000039084|24355|S0002302|5643965948,6778.15,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Fiveways Special School,Rayford Ltd,2023-08-03 00:00:00,SC01-000039623|SC-ISC-100021630|S0002365|5643976403,510,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,ASC MH Home Care,Candlelight Homecare Services Ltd,2023-08-03 00:00:00,SC01-000039090|24361|S0002553|5643914691,658.33,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Knights Templar Primary School,TTS Group Ltd,2023-08-03 00:00:00,SC01-000016303|SC-ISC-100008417|S0002739|5639719877,1899.2,Grounds Maintenance - Planned Grounds Maintenance
Somerset Council,2023-09-30 00:00:00,Dulverton Junior School,The Somerset Gas Company Limited,2023-08-03 00:00:00,SC01-000037743|SC-SIN-100005132|S0002987|5643908854,525.5,Repairs & Maint - Responsive Maint - General
Somerset Council,2023-09-30 00:00:00,ASC MH Home Care,Lifeline Homecare Limited,2023-08-03 00:00:00,SC01-000039089|24360|S0003725|5643966445,3308.33,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Keinton Mandeville Primary Sch,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004917|S0004359|5643916629,-855.72,Energy - Gas
Somerset Council,2023-09-30 00:00:00,County Hall,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004918|S0004359|5643916630,3952.24,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Land Management Account,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004924|S0004359|5643916638,3940.45,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Taunton Library,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004940|S0004359|5643916663,2061.48,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Greenfylde Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004951|S0004359|5643916680,1483.23,Energy - Gas
Somerset Council,2023-09-30 00:00:00,52 Southway Drive,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004960|S0004359|5643916693,1666.17,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Colliers Court Frome,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004961|S0004359|5643916694,527.33,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Greenfylde Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004963|S0004359|5643916697,771.28,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Milborne Port Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004964|S0004359|5643916699,504.66,Energy - Gas
Somerset Council,2023-09-30 00:00:00,St Georges Primary (Taunton),TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004967|S0004359|5643916703,3030.06,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Rode Methodist Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004972|S0004359|5643916710,1158.9,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Elmwood Special School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004975|S0004359|5643916715,2100.17,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Fiveways Special School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004977|S0004359|5643916717,2067.96,Energy - Gas
Somerset Council,2023-09-30 00:00:00,St Louis Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004995|S0004359|5643916744,741.68,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Stratton on Fosse St Benedict,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100004997|S0004359|5643916747,575.43,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Beech Grove Junior School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005000|S0004359|5643916752,922.96,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Elmhurst Junior School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005002|S0004359|5643916754,2464.4,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Shepton Mallet Infants School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005006|S0004359|5643916760,655.03,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Stratton on Fosse St Benedict,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005009|S0004359|5643916765,-971.25,Energy - Gas
Somerset Council,2023-09-30 00:00:00,St Pauls Junior School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005010|S0004359|5643916766,572.84,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Wincanton Sports Centre,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005014|S0004359|5643916771,5658.54,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Wiveliscombe Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005016|S0004359|5643916773,-881.82,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Milford Infants School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005021|S0004359|5643916781,563.1,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Wincanton Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005022|S0004359|5643916782,506.39,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Parkfield Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005026|S0004359|5643916788,928.27,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Yeovil Recreation Centre,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005027|S0004359|5643916790,1081.32,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Westlands Leisure Complex,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005029|S0004359|5643916793,1564.1,Energy - Gas
Somerset Council,2023-09-30 00:00:00,S Somerset Hub,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005033|S0004359|5643916799,1088.44,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Goldenstones Sports Centre,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005035|S0004359|5643916802,6245.07,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Birchfield Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005040|S0004359|5643916810,2239,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Eastover Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005042|S0004359|5643916813,1359.69,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Bruton Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005046|S0004359|5643916819,747.52,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Martock Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005049|S0004359|5643916823,778.14,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Castle Cary Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005051|S0004359|5643916826,5337.06,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Fairmead Special School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005055|S0004359|5643916832,743.84,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Fairmead Special School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005057|S0004359|5643916835,-4617.19,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Hamp Infant School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005059|S0004359|5643916838,757.47,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Fairmead Special School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005060|S0004359|5643916839,746.7,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Reckleford Infants School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005062|S0004359|5643916842,500.48,Energy - Gas
Somerset Council,2023-09-30 00:00:00,County Hall,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005063|S0004359|5643916844,909.48,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Fairmead Special School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005064|S0004359|5643916845,767.81,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Ash Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005069|S0004359|5643916853,522.75,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Elmhurst Junior School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005075|S0004359|5643916862,650.92,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Dunster Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005076|S0004359|5643916863,503.19,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Knights Templar Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005084|S0004359|5643916875,1383.5,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Milverton Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005088|S0004359|5643916882,536.64,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Chewton Mendip Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005089|S0004359|5643916883,863.62,Energy - Gas
Somerset Council,2023-09-30 00:00:00,St Johns Primary Sch (Frome),TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005095|S0004359|5643916892,-533.61,Energy - Gas
Somerset Council,2023-09-30 00:00:00,St Benedicts Sch (Glastonbury),TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005097|S0004359|5643916895,3931.42,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Somerset Bridge Primary Sch,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005109|S0004359|5643916912,550.36,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005110|S0004359|5643916913,3751.68,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Oaklands Primary School,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005111|S0004359|5643916915,792.05,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Frome Community College,TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005117|S0004359|5643916923,3563.88,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Trinity Primary School (Frome),TotalEnergies Gas & Power Ltd,2023-08-03 00:00:00,SC01-000039166|SC-SIN-100005118|S0004359|5643916925,-772.99,Energy - Gas
Somerset Council,2023-09-30 00:00:00,Fiveways Special School,OG Sport Ltd t/a Gym-Tech.com,2023-08-03 00:00:00,SC01-000039623|SC-ISC-100021626|S0005004|5643976399,1275.7,Equip Furn Mat - Loose Furniture LR
Somerset Council,2023-09-30 00:00:00,LD Homecare SaWS,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000036355|22668|S0005580|5643966399,1415.28,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare SaWS,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000037469|23313|S0005580|5643966408,1572.48,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000037471|23315|S0005580|5643966410,4710.29,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000037474|23318|S0005580|5643966412,8796.48,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000037475|23319|S0005580|5643966413,8796.48,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000037597|23452|S0005580|5643966430,4842.4,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000037598|23453|S0005580|5643966431,4447.13,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000037600|23455|S0005580|5643966433,4447.13,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000038040|23756|S0005580|5643966436,4348.57,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000038041|23757|S0005580|5643966437,4179.48,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000038043|23758|S0005580|5643966438,4632.61,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000038045|23759|S0005580|5643966439,4813.05,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,Newcross Healthcare Solutions Ltd,2023-08-03 00:00:00,SC01-000038046|23760|S0005580|5643966440,4505.83,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Residential Placements,New Forest Care Ltd,2023-08-03 00:00:00,SC01-000024344|23817|S0007841|5643840781,35300.81,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Able2achieve Limited,2023-08-03 00:00:00,SC01-000038220|23901|S0007972|5643966441,3252.8,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SSom,Able2achieve Limited,2023-08-03 00:00:00,SC01-000039085|24356|S0007972|5643965949,54869.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,North Newton Primary School,Taylor Shaw Limited,2023-08-03 00:00:00,SC01-000039287|SC-ISC-100021584|S0008733|5643918679,1357.6,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000024357|23824|S0008826|5643823140,5327.35,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000024358|23825|S0008826|5643823141,5327.35,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000024359|23826|S0008826|5643823142,7068,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000024360|23827|S0008826|5643823143,7068,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000024361|23828|S0008826|5643823144,4030,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000024796|23830|S0008826|5643823146,5391.52,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000025030|23831|S0008826|5643823147,4030,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000025031|23832|S0008826|5643840788,3519.22,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000025032|23833|S0008826|5643840789,6274.09,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,External Placements Leaving Care,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000025033|23834|S0008826|5643840790,2883,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,External Placements Leaving Care,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000025296|23835|S0008826|5643840791,2883,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000025468|23836|S0008826|5643840792,4030,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000025470|23837|S0008826|5643840793,7068,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000025471|23838|S0008826|5643840794,7068,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000025479|23839|S0008826|5643840795,7068,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000025480|23840|S0008826|5643840796,4030,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-08-03 00:00:00,SC01-000026725|23841|S0008826|5643840799,4030,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,ASC MH West Nursing,Nurse Plus and Carer Plus (UK) Ltd,2023-08-03 00:00:00,SC01-000036171|22517|S0009011|5643966398,3150,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Allerton C&S SW Limited,2023-08-03 00:00:00,SC01-000038560|24048|S0009214|5643914687,3239.16,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Allerton C&S SW Limited,2023-08-03 00:00:00,SC01-000038561|24049|S0009214|5643914688,5318.04,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Allerton C&S SW Limited,2023-08-03 00:00:00,SC01-000038562|24050|S0009214|5643914689,4773.44,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Supported Living,Allerton C&S SW Limited,2023-08-03 00:00:00,SC01-000038563|24051|S0009214|5643966443,15690.36,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Allerton C&S SW Limited,2023-08-03 00:00:00,SC01-000038564|24052|S0009214|5643914690,4207.32,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Residential Placements,Plus One (South West) Ltd,2023-08-03 00:00:00,SC01-000038216|23897|S0010092|5643841054,14300,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Residential Placements,Plus One (South West) Ltd,2023-08-03 00:00:00,SC01-000038217|23898|S0010092|5643841055,23660,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Residential Placements,Plus One (South West) Ltd,2023-08-03 00:00:00,SC01-000038219|23900|S0010092|5643841056,14300,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,LD-Discovery-Supported Living,Dimensions Somerset SEV Ltd,2023-08-03 00:00:00,SC01-000019344|12609|S0011584|5643911571,-230059.74,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD-Discovery-Transition/Transformation,Dimensions Somerset SEV Ltd,2023-08-03 00:00:00,SC01-000022912|14736|S0011584|5643965611,-148264.78,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD-Discovery-Supported Living,Dimensions Somerset SEV Ltd,2023-08-03 00:00:00,SC01-000026812|17295|S0011584|5643223437,34341.85,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD-Discovery-Residential,Dimensions Somerset SEV Ltd,2023-08-03 00:00:00,SC01-000026820|17301|S0011584|5643223438,-57305.51,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD-Discovery-Day Care,Dimensions Somerset SEV Ltd,2023-08-03 00:00:00,SC01-000038863|24176|S0011584|5643965940,35024.36,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD-Discovery-Supported Living,Dimensions Somerset SEV Ltd,2023-08-03 00:00:00,SC01-000038864|24177|S0011584|5643965941,1634390.34,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD-Discovery-Residential Short Breaks,Dimensions Somerset SEV Ltd,2023-08-03 00:00:00,SC01-000038865|24178|S0011584|5643965942,146270.76,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD-Discovery-Residential,Dimensions Somerset SEV Ltd,2023-08-03 00:00:00,SC01-000038866|24179|S0011584|5643965943,592627.9,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD-Discovery-Day Care,Dimensions Somerset SEV Ltd,2023-08-03 00:00:00,SC01-000038867|24180|S0011584|5643965944,83930.01,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD-Discovery-Employment Support,Dimensions Somerset SEV Ltd,2023-08-03 00:00:00,SC01-000038868|24181|S0011584|5643965945,57561.15,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Residential Placements,Enhanced Learning Services Limited,2023-08-03 00:00:00,SC01-000005164|3191|S0012205|5638429588,-1124.57,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,"The Lodge, Taunton",LiveWest Homes Limited,2023-08-03 00:00:00,SC01-000024428|15697|S0012357|5643918810,6637.14,Rents - Premises Leases
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-08-03 00:00:00,SC01-000038803|24514|S0012531|5643970956,1077.97,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Blossom in Somerset Limited,2023-08-03 00:00:00,SC01-000039339|24557|S0012531|5643970962,760.92,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Oaklea Care Ltd t/a Churchview Care Services,2023-08-03 00:00:00,SC01-000037728|23571|S0012541|5643966435,17138.19,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Residential Placements,Empower Residentials Limited,2023-08-03 00:00:00,SC01-000037825|23626|S0012786|5643825801,7839.71,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Residential Placements,Empower Residentials Limited,2023-08-03 00:00:00,SC01-000037826|23627|S0012786|5643825802,16495.2,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Residential Placements,Empower Residentials Limited,2023-08-03 00:00:00,SC01-000037844|23637|S0012786|5643825803,13780.8,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,External Placements Leaving Care,Nexus Fostering Ltd,2023-08-03 00:00:00,SC01-000038020|23847|S0012935|5643825807,2363.44,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Nexus Fostering Ltd,2023-08-03 00:00:00,SC01-000038108|23848|S0012935|5643825809,2580,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Nexus Fostering Ltd,2023-08-03 00:00:00,SC01-000038109|23849|S0012935|5643825810,4940,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,External Placements Leaving Care,Nexus Fostering Ltd,2023-08-03 00:00:00,SC01-000038110|23850|S0012935|5643825811,2363.44,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Public Liability 19-20>2019/20>,DWF Law LLP,2023-08-03 00:00:00,SC01-000025410|17849|S0013327|5643914353,742,Fees & Hired - Legal Costs & Services
Somerset Council,2023-09-30 00:00:00,Public Liability 19-20>2019/20>,DWF Law LLP,2023-08-03 00:00:00,SC01-000025411|17850|S0013327|5643914354,914,Fees & Hired - Legal Costs & Services
Somerset Council,2023-09-30 00:00:00,Public Liability 19-20>2019/20>,DWF Law LLP,2023-08-03 00:00:00,SC01-000025412|17851|S0013327|5643914355,504,Fees & Hired - Legal Costs & Services
Somerset Council,2023-09-30 00:00:00,Public Liability 19-20>2019/20>,DWF Law LLP,2023-08-03 00:00:00,SC01-000025436|17874|S0013327|5643914356,616,Fees & Hired - Legal Costs & Services
