Organisation Name,Organisation Code,Organisational Structure Tier 1(T),Cost Centre(T),Cost Centre,Supplier ID(T),Supplier ID,Pay Date,Trans Number,Net Amount,Account(T),Account,Proclass Level 1,Proclass Level 1 - code,Proclass Level 2,Proclass Level 2 - code,Proclass Level 3,Proclass Level 3 - code
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Secondary,R162102,REDACTED,12501166,45335,129000518692,2939.59,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Octopus Energy Ltd,12536077,45335,12300230927,2835.85,Electricity,R2100,Utilities,P1029,Electricity,P2217,Electricity,P3380
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CP PP Court Team Chester,R160325,24x7 Cheshire Ltd,12527681,45335,129000518774,2792.58,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Southern Electric Plc,12503204,45335,12300231110,2724.86,Electricity,R2100,Utilities,P1029,Electricity,P2217,Electricity,P3380
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Rural Adult Community Social Care Team,R202103,PPCO Ltd,12534010,45335,129000518458,2674.36,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Nursing & Residential Care Homes,P2193,Nursing & Residential Care Homes,P3287
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Welsh Water Dwr Cymru Cyf,12524531,45335,12300230857,2629.72,Water Services,R2400,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Buildings,P3393
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CP PP Court Team Winsford,R160526,Cheshire Executive Travel Ltd,12514039,45335,129000518684,2520,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Support Independence PC,R160400,Moving Up,12504190,45335,129000518481,2285.71,Allowances and Assistance,R6304,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Culture & Leisure,C300008,REDACTED,12509907,45335,12300225403,2100,External Professional Fees,C6002,Consultancy,P1006,Technical & Feasibility,P2053,Technical & Feasibility,P3075
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,External Print & Graphics,R404202,Breeze Limited,12501730,45335,12300228972,2033.93,Comms - Postage,R4503,Facilities & Management Services,P1010,Printing,P2090,Printing,P3136
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CP PP Court Team Chester,R160325,Kingkab Ltd,12505598,45335,129000518770,1925,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CIN Team 3 Winsford,R160507,Kingkab Ltd,12505598,45335,129000518686,1870,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Clare M - Winsford Dene,R303607,Canal & River Trust,12514099,45335,12300231018,1840,Grant Payments,R4700,Catering,P1002,Food & Beverages,P2028,Food & Beverages,P3033
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,AEB - Adult Education,R307119,Three Dimensional Training Ltd,12533994,45335,12300225464,1806,TPP - Private Contractors,R5700,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Resettlement Team,R306027,West Cheshire Carpets Limited,12535362,45335,12300225504,1800,Accommodation Costs,R4900,Furniture & Soft Furnishings,P1012,Soft Furnishings,P2118,Soft Furnishings,P3174
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Cooper AG - Northwich Leftwich,R303613,Northwich Town Council,12504373,45335,12300230689,1800,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Primary,R162101,REDACTED,12505701,45335,129000518691,1724.59,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Taxi Services,P3269
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Secondary,R162102,REDACTED,12503459,45335,129000518636,1638,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,StreetCare Delivery,R300201,Origin Amenity Solutions Limited,12502935,45335,12300225374,1584.5,Services - Fees and Charges,R4401,"Works - Construction, Repair & Maintenance",P1031,Open Spaces,P2235,Open Spaces,P3401
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Parkes P - Hartford & Greenbank,R303609,Amber Bee CIC,12535714,45335,12300230691,1560,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Pensions Recharge,R401503,Landmarks Sustainability Ltd,12535933,45335,12300225545,1558.72,R&M Building Planned,R2004,Horticultural,P1016,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CIN Team 2 Chester,R160304,Kingkab Ltd,12505598,45335,129000518771,1540,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Secondary,R162102,REDACTED,12526322,45335,129000518626,1504.13,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Taxi Services,P3269
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Loftus M - Hartford & Greenbank,R303608,Northwich Town Council,12504373,45335,12300230692,1500,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Loftus M - Hartford & Greenbank,R303608,Hartford Bowls Club,12536058,45335,12300230269,1450,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CP PP Court Team Chester,R160325,Kingkab Ltd,12505598,45335,129000518772,1275,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,CH&EP ALD Day Services,R204501,Edsential Community Interest Company,12506434,45335,12300229816,1270.81,Contract Cleaning,R2700,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Foster Care Associates Limited (Fca),12501154,45335,129000518466,1269.1,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Children,P1025,Residential Services,P2202,Foster Care,P3331
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Foster Care Associates Limited (Fca),12501154,45335,129000518467,1269.1,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Children,P1025,Residential Services,P2202,Foster Care,P3331
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,External Print & Graphics,R404202,Cestrian Signs,12502489,45335,12300230930,1176,Printing,R4300,Facilities & Management Services,P1010,Printing,P2090,Printing,P3136
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Insurance claims,R401302,Cheshire West Recycling,12523080,45335,12300230281,1132.01,Compensation Payments,R4961,Environmental Services,P1009,Waste Management,P2079,Waste Management,P3114
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Barons Quay,R309250,Weightmans Llp,12502207,45335,12300230892,1012,Services - Professional Fees,R4400,Legal Services,P1020,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Stocks L - Weaver & Cuddington,R303604,Cheshire Search And Rescue,12524118,45335,12300230701,860,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Foster Cares Ltd,12504645,45335,129000518493,850,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Foster Cares Ltd,12504645,45335,129000518494,850,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Foster Cares Ltd,12504645,45335,129000518495,850,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,TMO StreetCare Vehicles,R300755,Rowleys of Northwich Limited,12502925,45335,12300230885,827.19,Vehicle Maintenance - Repairs,R3022,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,HELP Scheme,R401206,Paypoint,12525425,45335,12300231117,795.42,Services - Fees and Charges,R4401,Financial Services,P1011,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Resettlement Team,R306027,West Cheshire Carpets Limited,12535362,45335,12300225508,750,Accommodation Costs,R4900,Furniture & Soft Furnishings,P1012,Soft Furnishings,P2118,Soft Furnishings,P3174
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,S Eardley - Saughall & Mollington,R303800,Cheshire Search And Rescue,12524118,45335,12300230700,720,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Compliance & Development,R402163,CCMA Ventures Limited,12535931,45335,12300225623,699,Services - Professional Fees,R4400,Human Resources,P1018,Training & Conferences,P2158,Training,P3224
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Learning Disability CH&EP Team,R202108,Kingkab Ltd,12505598,45335,129000518719,684,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CP PP Court Team Chester,R160325,Cheshire Executive Travel Ltd,12514039,45335,129000518775,597,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,External Print & Graphics,R404202,Cestrian Signs,12502489,45335,12300230876,587.5,Printing,R4300,Facilities & Management Services,P1010,Printing,P2090,Printing,P3136
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,CH&EP ALD Day Services,R204501,Cheshire Dance Workshop Ltd,12502247,45335,12300230406,560,Services - Fees and Charges,R4401,Arts & Leisure Services,P1000,Sport & Fitness,P2006,Sport & Fitness,P3007
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,CH&EP ALD Day Services,R204501,Cheshire Dance Workshop Ltd,12502247,45335,12300230403,520,Services - Fees and Charges,R4401,Arts & Leisure Services,P1000,Sport & Fitness,P2006,Sport & Fitness,P3007
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chesh Lancs Library Project,R308304,EPSB Studios Ltd,12534524,45335,12300225418,507,Equipment - Purchase,R4000,Arts & Leisure Services,P1000,Outsourced Service,P2003,Outsourced Service,P3004
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Foster Care Associates Limited (Fca),12501154,45335,129000518469,505.61,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Children,P1025,Residential Services,P2202,Foster Care,P3331
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Stocks ML - Shakerley,R303612,Byley Primary School and Nursery,12536053,45335,12300230261,500,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Loftus M - Hartford & Greenbank,R303608,Hartford Civic Society,12536060,45335,12300230271,500,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Gibbon LJ - Marbury,R303600,Barnton Pentecostal Church,12533681,45335,12300230703,500,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,External Print & Graphics,R404202,Cestrian Signs,12502489,45335,12300230931,500,Printing,R4300,Facilities & Management Services,P1010,Printing,P2090,Printing,P3136
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Culture & Leisure,C300008,Survey & Engineer Project Ltd,12529522,45335,12300230092,-7850,External Professional Fees,C6002,Environmental Services,P1009,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,Forhousing,12508695,45336,12300225870,464600,"Conversion, Renovation & Improvement",C1101,Housing Management,P1017,Stock Management,P2151,Stock Management,P3209
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,PPP Unitary Payment Charges,R304451,Cobco 450 Ltd,12503046,45336,12300230926,212492.97,Services - Fees and Charges,R4401,Financial Services,P1011,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Culture & Leisure,C300008,Dunkil Developments Limited,12511968,45336,12300225662,73083.5,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Open Spaces,P2235,Open Spaces,P3401
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Northwich Adult Community Social Care team,R202105,Prospect House (Malpas) Ltd,12500220,45336,129000518778,59298.18,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Chester Adult Community Social Care Team,R202102,First Call Community Systems T/A Surecare Chester,12517780,45336,129000518788,50001.759999999995,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Mersey Forest General,R308800,JMU Services Limited,12528571,45336,12300225854,41721.5,Services - Fees and Charges,R4401,Healthcare,P1014,Public Health,P2128,Public Health,P3183
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Ellesmere Port Adult Community Social Care Team,R202101,Thornton House Residential Home,12500348,45336,129000518779,33159.35,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,EIP T1 Main Contract,R201320,Cheshire & Warrington Carers Trust,12502473,45336,12300231502,18524,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Closed Landfill Sites,R300800,SG Fleet Solutions UK Limited,12504487,45336,12300225855,13950,Grounds Maintenance - Contract,R2075,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Transport Planning & Sustainable Travel,R305700,Warrington Borough Council,12500790,45336,12300231325,13256.42,Services - Fees and Charges,R4401,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Chester HQ Building,R309124,Premier Estates Ltd,12513376,45336,12300225721,12682.05,Service Charges,R2205,Consultancy,P1006,Property,P2051,Property,P3073
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,S278 General,R300709,BDW Trading Ltd - Barratt Manchester,12531652,45336,12300231328,12590.04,Fees - General Reimbursement,R9326,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Northwich Adult Community Social Care team,R202105,ICS Operations Limited T/A Xyla Health and Social,12531469,45336,12300225781,10303,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,EIP T1 Main Contract,R201320,Neuro Therapy Centre,12505282,45336,12300231516,9716,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,EIP T1 Main Contract,R201320,Neuro Therapy Centre,12505282,45336,12300231510,9680.5,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Winter Maintenance,R300305,Compass Minerals UK Limited,12501268,45336,12300230640,8935.94,Winter Maintenance Salt,R5732,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,EIP T1 Main Contract,R201320,The Neuromuscular Centre,12501674,45336,12300231500,8606.5,Grant Payments,R4700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Chester South & Neston Community Adult Social Care Team,R202100,Cotswold House Care Home Ltd,12535090,45336,129000518792,6786.88,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Nursing & Residential Care Homes,P2193,Nursing & Residential Care Homes,P3287
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,EIP T1 Main Contract,R201320,Dial West Cheshire,12514978,45336,12300231498,6315,Grant Payments,R4700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Council Wide Initiatives,R403030,What Next Consultancy (UK) Ltd,12533063,45336,12300226010,5798.1,Training Expenses,R1650,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Chester South & Neston Community Adult Social Care Team,R202100,Grange Nursing Home,12502060,45336,129000518782,4594.66,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Ellesmere Port Adult Community Social Care Team,R202101,Caring Connections,12527689,45336,129000518790,4570.7,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Supplies,P2068,Supplies,P3092
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,AEB - Adult Education,R307119,Train To Change (UK) Limited,12505155,45336,12300231324,4328,TPP - Private Contractors,R5700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Together Trust,12506101,45336,129000518500,4207.01,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Ellesmere Port General Property,R309172,Morgan Maire & Co,12501995,45336,12300231346,4000,Services - Professional Fees,R4400,Facilities & Management Services,P1010,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,PA PROW,R300322,Institute Of Public Rights Of Way Management Ltd,12500909,45336,12300231369,3960,Services - Fees and Charges,R4401,Human Resources,P1018,Training & Conferences,P2158,Training & Conferences,P3222
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Transitions Team,R202110,39 Essex Chambers Llp,12503910,45336,12300225667,3750,Services - Professional Fees,R4400,Legal Services,P1020,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CIN Team 1 Ellesmere Port,R160203,24x7 Cheshire Ltd,12527681,45336,129000518799,3569.58,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Together Trust,12506101,45336,129000518502,3551.36,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,"Commissioning, Performance and Quality",R307116,Terrabase Ltd,12502731,45336,12300231504,3500,Services - Professional Fees,R4400,Information Communication Technology,P1019,Software,P2164,Software,P3241
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Winsford Adult Community Social Care team,R202104,Cheshire Contract Cars Ltd,12507364,45336,129000518803,3400,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Adoption Support Fund,R160614,REDACTED,12533284,45336,12300225683,3325,Services - Professional Fees,R4400,Healthcare,P1014,Occupational Therapy Services,P2126,Occupational Therapy Services,P3181
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Groundwork & Leisure Services Ltd,12500998,45336,12300225751,3300,"Conversion, Renovation & Improvement",C1101,Horticultural,P1016,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Learning Disability CH&EP Team,R202108,Cheshire Contract Cars Ltd,12507364,45336,129000518796,3300,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Adults,Learning Disability CH&EP Team,R202108,Cheshire Contract Cars Ltd,12507364,45336,129000518797,3240,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Council Wide Initiatives,R403030,People Development Associates Limited,12535313,45336,12300225798,2940,Training Expenses,R1650,Human Resources,P1018,Training & Conferences,P2158,Training,P3224
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Together Trust,12506101,45336,129000518501,2899.12,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CIN Team 2 Chester,R160304,P S Contracts Limited,12500985,45336,129000518829,2889,Hire of Vehicles,R3200,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Scottish Power Plc,12501269,45336,12300230855,2727.27,Electricity,R2100,Utilities,P1029,Electricity,P2217,Electricity,P3380
