Cost Centre,Supplier,Date,Account,Amount
Facilities Support,SHERRATT GROUP LTD,27/09/2023,Grounds Maintenance,50.84
Facilities Support,SHRED STATION LTD,30/08/2023,Confidential Waste,30.60
Facilities Support,WATER HYGIENE CENTRE LTD,19/07/2023,External Training Courses,1560.00
FIB Covert,CAPITA BUSINESS SERVICES LTD (TRAVEL),27/07/2023,Hotel Accommodation,272.00
FIB Covert,CAPITA BUSINESS SERVICES LTD (TRAVEL),25/08/2023,Hotel Accommodation,38.45
Finance,CHESHIRE WEST & CHESTER PENSION FUND ACCOUNT (INVOICING),05/07/2023,Professional Fees,1120.00
Finance,CHESHIRE WEST & CHESTER PENSION FUND ACCOUNT (INVOICING),09/08/2023,Professional Fees,1510.00
Finance,GOVERNMENT ACTUARYS DEPARTMENT,20/09/2023,Professional Fees,5000.00
Finance,LAVAT CONSULTING LTD,30/08/2023,Professional Fees,550.00
Finance,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,06/09/2023,IR35 Agency Staff,4669.00
Firearms Licensing,SPECIALIST COMPUTER CENTRES PLC,09/08/2023,Hardware - maintenance,5273.81
Fleet A & D,MOTORCYCLES LTD,05/07/2023,Vehicles - Spares,1156.92
Fleet A & D,MOTORCYCLES LTD,16/08/2023,Vehicles - Spares,1031.58
Fleet,AIRVENDING LTD,16/08/2023,Vehicle Workshop Equipment,840.00
Fleet,AJ ENGINEERING SERVICES LTD,05/07/2023,Vehicle Repairs,1227.00
Fleet,AJ ENGINEERING SERVICES LTD,12/07/2023,Vehicle Repairs,659.00
Fleet,AMAZON,28/07/2023,Vehicles - Spares,848.77
Fleet,ARNOLD CLARK FINANCE LTD (CAR & VAN),02/08/2023,Hire of Transport,564.20
Fleet,BANNER BATTERIES (GB) LTD,23/08/2023,Vehicles - Spares,1220.00
Fleet,BANNER BATTERIES (GB) LTD,27/09/2023,Vehicles - Spares,1220.00
Fleet,BMW GROUP (MAIN),03/07/2023,External Training Courses,969.00
Fleet,CAPITA BUSINESS SERVICES LTD (TRAVEL),20/09/2023,Hotel Accommodation,273.82
Fleet,CASTROL (UK) LTD,19/07/2023,Lubricants (Oil & Grease),1906.17
Fleet,CH JONES LTD,05/07/2023,Diesel,583.34
Fleet,CH JONES LTD,05/07/2023,Diesel,635.96
Fleet,CH JONES LTD,05/07/2023,Diesel,2309.94
Fleet,CH JONES LTD,05/07/2023,Diesel,949.43
Fleet,CH JONES LTD,05/07/2023,Diesel,1552.33
Fleet,CH JONES LTD,05/07/2023,Diesel,1073.77
Fleet,CH JONES LTD,05/07/2023,Diesel,1675.78
Fleet,CH JONES LTD,05/07/2023,Diesel,2242.13
Fleet,CH JONES LTD,05/07/2023,Diesel,795.96
Fleet,CH JONES LTD,05/07/2023,Diesel,1155.97
Fleet,CH JONES LTD,05/07/2023,Diesel,6364.03
Fleet,CH JONES LTD,05/07/2023,Diesel,1980.45
Fleet,CH JONES LTD,05/07/2023,Diesel,738.92
Fleet,CH JONES LTD,05/07/2023,Diesel,621.00
Fleet,CH JONES LTD,05/07/2023,Diesel,584.62
Fleet,CH JONES LTD,05/07/2023,Diesel,1714.81
Fleet,CH JONES LTD,05/07/2023,Diesel,578.19
Fleet,CH JONES LTD,12/07/2023,Diesel,951.72
Fleet,CH JONES LTD,12/07/2023,Diesel,590.65
Fleet,CH JONES LTD,12/07/2023,Diesel,1179.52
Fleet,CH JONES LTD,12/07/2023,Diesel,2061.35
Fleet,CH JONES LTD,12/07/2023,Diesel,733.83
Fleet,CH JONES LTD,12/07/2023,Diesel,1329.98
Fleet,CH JONES LTD,12/07/2023,Diesel,1035.47
Fleet,CH JONES LTD,12/07/2023,Diesel,2513.53
Fleet,CH JONES LTD,12/07/2023,Diesel,6847.07
Fleet,CH JONES LTD,12/07/2023,Diesel,913.89
Fleet,CH JONES LTD,12/07/2023,Diesel,674.60
Fleet,CH JONES LTD,12/07/2023,Diesel,726.73
Fleet,CH JONES LTD,12/07/2023,Diesel,1813.15
Fleet,CH JONES LTD,12/07/2023,Diesel,1340.19
Fleet,CH JONES LTD,19/07/2023,Diesel,1648.62
Fleet,CH JONES LTD,19/07/2023,Diesel,1655.22
Fleet,CH JONES LTD,19/07/2023,Diesel,1787.88
Fleet,CH JONES LTD,19/07/2023,Diesel,1054.19
Fleet,CH JONES LTD,19/07/2023,Diesel,762.90
Fleet,CH JONES LTD,19/07/2023,Diesel,573.70
Fleet,CH JONES LTD,19/07/2023,Diesel,787.90
Fleet,CH JONES LTD,19/07/2023,Diesel,698.48
Fleet,CH JONES LTD,19/07/2023,Diesel,1271.34
Fleet,CH JONES LTD,19/07/2023,Diesel,1113.21
Fleet,CH JONES LTD,19/07/2023,Diesel,1199.77
Fleet,CH JONES LTD,19/07/2023,Diesel,2283.91
Fleet,CH JONES LTD,19/07/2023,Diesel,6520.79
Fleet,CH JONES LTD,19/07/2023,Diesel,667.61
Fleet,CH JONES LTD,19/07/2023,Diesel,791.20
Fleet,CH JONES LTD,19/07/2023,Diesel,805.71
Fleet,CH JONES LTD,26/07/2023,Diesel,510.74
Fleet,CH JONES LTD,26/07/2023,Diesel,574.99
Fleet,CH JONES LTD,26/07/2023,Diesel,805.09
Fleet,CH JONES LTD,26/07/2023,Diesel,891.94
Fleet,CH JONES LTD,26/07/2023,Diesel,1495.85
Fleet,CH JONES LTD,26/07/2023,Diesel,822.68
Fleet,CH JONES LTD,26/07/2023,Diesel,1121.94
Fleet,CH JONES LTD,26/07/2023,Diesel,737.50
Fleet,CH JONES LTD,26/07/2023,Diesel,678.58
Fleet,CH JONES LTD,26/07/2023,Diesel,1444.47
Fleet,CH JONES LTD,26/07/2023,Diesel,6806.47
Fleet,CH JONES LTD,26/07/2023,Diesel,761.50
Fleet,CH JONES LTD,26/07/2023,Diesel,759.97
Fleet,CH JONES LTD,26/07/2023,Diesel,1584.03
Fleet,CH JONES LTD,26/07/2023,Diesel,1616.71
Fleet,CH JONES LTD,26/07/2023,Diesel,3610.86
Fleet,CH JONES LTD,26/07/2023,Diesel,1416.55
Fleet,CH JONES LTD,02/08/2023,Diesel,2659.29
Fleet,CH JONES LTD,02/08/2023,Diesel,778.16
Fleet,CH JONES LTD,02/08/2023,Diesel,764.16
Fleet,CH JONES LTD,02/08/2023,Diesel,3162.14
Fleet,CH JONES LTD,02/08/2023,Diesel,1863.65
Fleet,CH JONES LTD,02/08/2023,Diesel,590.55
Fleet,CH JONES LTD,02/08/2023,Diesel,1136.73
Fleet,CH JONES LTD,02/08/2023,Diesel,7066.41
Fleet,CH JONES LTD,02/08/2023,Diesel,529.25
Fleet,CH JONES LTD,02/08/2023,Diesel,790.03
Fleet,CH JONES LTD,02/08/2023,Diesel,1556.20
Fleet,CH JONES LTD,02/08/2023,Diesel,1649.42
Fleet,CH JONES LTD,02/08/2023,Diesel,942.81
Fleet,CH JONES LTD,02/08/2023,Diesel,828.81
Fleet,CH JONES LTD,02/08/2023,Diesel,731.75
Fleet,CH JONES LTD,02/08/2023,Diesel,1267.28
Fleet,CH JONES LTD,02/08/2023,Diesel,5201.29
Fleet,CH JONES LTD,09/08/2023,Diesel,776.63
Fleet,CH JONES LTD,09/08/2023,Diesel,832.93
Fleet,CH JONES LTD,09/08/2023,Diesel,2263.77
Fleet,CH JONES LTD,09/08/2023,Diesel,980.30
Fleet,CH JONES LTD,09/08/2023,Diesel,1103.62
Fleet,CH JONES LTD,09/08/2023,Diesel,1581.62
Fleet,CH JONES LTD,09/08/2023,Diesel,990.05
Fleet,CH JONES LTD,09/08/2023,Diesel,690.79
Fleet,CH JONES LTD,09/08/2023,Diesel,1249.67
Fleet,CH JONES LTD,09/08/2023,Diesel,6846.15
Fleet,CH JONES LTD,09/08/2023,Diesel,676.23
Fleet,CH JONES LTD,09/08/2023,Diesel,1699.21
Fleet,CH JONES LTD,09/08/2023,Diesel,1388.99
Fleet,CH JONES LTD,09/08/2023,Diesel,1112.25
Fleet,CH JONES LTD,09/08/2023,Diesel,587.86
Fleet,CH JONES LTD,09/08/2023,Diesel,3135.17
Fleet,CH JONES LTD,16/08/2023,Diesel,897.18
Fleet,CH JONES LTD,16/08/2023,Diesel,6665.68
Fleet,CH JONES LTD,16/08/2023,Diesel,771.18
Fleet,CH JONES LTD,16/08/2023,Diesel,1327.87
Fleet,CH JONES LTD,16/08/2023,Diesel,536.90
Fleet,CH JONES LTD,16/08/2023,Diesel,912.25
Fleet,CH JONES LTD,16/08/2023,Diesel,969.96
Fleet,CH JONES LTD,16/08/2023,Diesel,1219.95
Fleet,CH JONES LTD,16/08/2023,Diesel,1103.72
Fleet,CH JONES LTD,16/08/2023,Diesel,1856.15
Fleet,CH JONES LTD,16/08/2023,Diesel,983.89
Fleet,CH JONES LTD,16/08/2023,Diesel,1881.43
Fleet,CH JONES LTD,16/08/2023,Diesel,2548.47
Fleet,CH JONES LTD,16/08/2023,Diesel,886.50
Fleet,CH JONES LTD,16/08/2023,Diesel,579.75
Fleet,CH JONES LTD,16/08/2023,Diesel,774.53
Fleet,CH JONES LTD,23/08/2023,Diesel,604.49
Fleet,CH JONES LTD,23/08/2023,Diesel,2145.02
Fleet,CH JONES LTD,23/08/2023,Diesel,690.74
Fleet,CH JONES LTD,23/08/2023,Diesel,1055.21
Fleet,CH JONES LTD,23/08/2023,Diesel,1571.49
Fleet,CH JONES LTD,23/08/2023,Diesel,685.39
Fleet,CH JONES LTD,23/08/2023,Diesel,7158.80
Fleet,CH JONES LTD,23/08/2023,Diesel,542.72
Fleet,CH JONES LTD,23/08/2023,Diesel,1559.22
Fleet,CH JONES LTD,23/08/2023,Diesel,1263.73
Fleet,CH JONES LTD,23/08/2023,Diesel,816.62
Fleet,CH JONES LTD,23/08/2023,Diesel,1348.02
Fleet,CH JONES LTD,23/08/2023,Diesel,1952.36
Fleet,CH JONES LTD,23/08/2023,Diesel,948.35
Fleet,CH JONES LTD,23/08/2023,Diesel,623.79
Fleet,CH JONES LTD,23/08/2023,Diesel,3923.95
Fleet,CH JONES LTD,30/08/2023,Diesel,509.42
Fleet,CH JONES LTD,30/08/2023,Diesel,6754.39
Fleet,CH JONES LTD,30/08/2023,Diesel,730.75
Fleet,CH JONES LTD,30/08/2023,Diesel,1032.89
Fleet,CH JONES LTD,30/08/2023,Diesel,763.14
Fleet,CH JONES LTD,30/08/2023,Diesel,1222.70
Fleet,CH JONES LTD,30/08/2023,Diesel,808.17
Fleet,CH JONES LTD,30/08/2023,Diesel,1653.22
Fleet,CH JONES LTD,30/08/2023,Diesel,656.76
Fleet,CH JONES LTD,30/08/2023,Diesel,812.05
Fleet,CH JONES LTD,30/08/2023,Diesel,787.28
Fleet,CH JONES LTD,30/08/2023,Diesel,1131.43
Fleet,CH JONES LTD,30/08/2023,Diesel,2592.36
Fleet,CH JONES LTD,30/08/2023,Diesel,1028.48
Fleet,CH JONES LTD,30/08/2023,Diesel,688.70
Fleet,CH JONES LTD,30/08/2023,Diesel,1577.64
Fleet,CH JONES LTD,06/09/2023,Diesel,854.62
Fleet,CH JONES LTD,06/09/2023,Diesel,699.96
Fleet,CH JONES LTD,06/09/2023,Diesel,1115.33
Fleet,CH JONES LTD,06/09/2023,Diesel,1713.75
Fleet,CH JONES LTD,06/09/2023,Diesel,1302.69
Fleet,CH JONES LTD,06/09/2023,Diesel,2012.85
Fleet,CH JONES LTD,06/09/2023,Diesel,900.03
Fleet,CH JONES LTD,06/09/2023,Diesel,890.30
Fleet,CH JONES LTD,06/09/2023,Diesel,857.28
Fleet,CH JONES LTD,06/09/2023,Diesel,972.31
Fleet,CH JONES LTD,06/09/2023,Diesel,1711.84
Fleet,CH JONES LTD,06/09/2023,Diesel,961.35
Fleet,CH JONES LTD,06/09/2023,Diesel,1811.21
Fleet,CH JONES LTD,06/09/2023,Diesel,2779.19
Fleet,CH JONES LTD,06/09/2023,Diesel,6828.10
Fleet,CH JONES LTD,13/09/2023,Diesel,697.26
Fleet,CH JONES LTD,13/09/2023,Diesel,2101.47
Fleet,CH JONES LTD,13/09/2023,Diesel,1685.71
Fleet,CH JONES LTD,13/09/2023,Diesel,3605.34
Fleet,CH JONES LTD,13/09/2023,Diesel,1131.28
Fleet,CH JONES LTD,13/09/2023,Diesel,568.50
Fleet,CH JONES LTD,13/09/2023,Diesel,2704.40
Fleet,CH JONES LTD,13/09/2023,Diesel,947.28
Fleet,CH JONES LTD,13/09/2023,Diesel,1862.49
Fleet,CH JONES LTD,13/09/2023,Diesel,7197.74
Fleet,CH JONES LTD,13/09/2023,Diesel,523.09
Fleet,CH JONES LTD,13/09/2023,Diesel,1339.88
Fleet,CH JONES LTD,13/09/2023,Diesel,644.62
Fleet,CH JONES LTD,13/09/2023,Diesel,939.00
Fleet,CH JONES LTD,13/09/2023,Diesel,951.92
Fleet,CH JONES LTD,13/09/2023,Diesel,3737.00
Fleet,CH JONES LTD,20/09/2023,Diesel,579.38
Fleet,CH JONES LTD,20/09/2023,Diesel,940.05
Fleet,CH JONES LTD,20/09/2023,Diesel,1373.55
Fleet,CH JONES LTD,20/09/2023,Diesel,1904.41
Fleet,CH JONES LTD,20/09/2023,Diesel,2095.00
Fleet,CH JONES LTD,20/09/2023,Diesel,1625.89
Fleet,CH JONES LTD,20/09/2023,Diesel,2842.66
Fleet,CH JONES LTD,20/09/2023,Diesel,7394.37
Fleet,CH JONES LTD,20/09/2023,Diesel,644.08
Fleet,CH JONES LTD,20/09/2023,Diesel,1027.75
Fleet,CH JONES LTD,20/09/2023,Diesel,852.57
Fleet,CH JONES LTD,20/09/2023,Diesel,1387.22
Fleet,CH JONES LTD,20/09/2023,Diesel,620.81
Fleet,CH JONES LTD,20/09/2023,Diesel,785.90
Fleet,CH JONES LTD,27/09/2023,Diesel,664.67
Fleet,CH JONES LTD,27/09/2023,Diesel,2031.32
Fleet,CH JONES LTD,27/09/2023,Diesel,896.56
Fleet,CH JONES LTD,27/09/2023,Diesel,1136.01
Fleet,CH JONES LTD,27/09/2023,Diesel,874.39
Fleet,CH JONES LTD,27/09/2023,Diesel,574.09
Fleet,CH JONES LTD,27/09/2023,Diesel,2543.11
Fleet,CH JONES LTD,27/09/2023,Diesel,1752.20
Fleet,CH JONES LTD,27/09/2023,Diesel,3691.05
Fleet,CH JONES LTD,27/09/2023,Diesel,1445.32
Fleet,CH JONES LTD,27/09/2023,Diesel,680.48
Fleet,CH JONES LTD,27/09/2023,Diesel,6715.87
Fleet,CH JONES LTD,27/09/2023,Diesel,805.26
Fleet,CH JONES LTD,27/09/2023,Diesel,1014.91
Fleet,CH JONES LTD,27/09/2023,Diesel,843.12
Fleet,CH JONES LTD,27/09/2023,Diesel,4585.29
Fleet,COOLING EDGE LTD,06/09/2023,External Training Courses,1540.00
Fleet,CO-STAR ELECTRONIC COMPONENTS,13/09/2023,Vehicles - Spares,981.60
Fleet,ESTAR TRUCK AND VAN LTD,26/07/2023,Vehicles - Spares,2351.36
Fleet,ESTAR TRUCK AND VAN LTD,30/08/2023,Vehicles - Spares,941.36
Fleet,ESTAR TRUCK AND VAN LTD,27/09/2023,Vehicles - Spares,2351.69
Fleet,FORD MOTOR COMPANY LTD (PARTS PLUS),12/07/2023,Vehicles - Spares,621.22
Fleet,FORD MOTOR COMPANY LTD (PARTS PLUS),12/07/2023,Vehicles - Spares,3759.68
Fleet,FORD MOTOR COMPANY LTD (PARTS PLUS),26/07/2023,Vehicles - Spares,785.15
Fleet,FORD MOTOR COMPANY LTD (PARTS PLUS),09/08/2023,Vehicles - Spares,620.29
Fleet,FORD MOTOR COMPANY LTD (PARTS PLUS),23/08/2023,Vehicles - Spares,3600.84
Fleet,FORD MOTOR COMPANY LTD (PARTS PLUS),06/09/2023,Vehicles - Spares,2137.44
Fleet,FORD MOTOR COMPANY LTD (PARTS PLUS),20/09/2023,Vehicles - Spares,4339.87
Fleet,FORD MOTOR COMPANY LTD (PARTS PLUS),27/09/2023,Vehicles - Spares,6673.62
Fleet,GALLAGHER BASSETT (TOP-UP),26/07/2023,Vehicle Insurance - Excess,25117.80
Fleet,GALLAGHER BASSETT (TOP-UP),02/08/2023,Vehicle Insurance - Excess,30000.00
Fleet,GOODYEAR TYRES UK,26/07/2023,Vehicles - Tyres & Tubes,9528.27
Fleet,GOODYEAR TYRES UK,26/07/2023,Vehicles - Tyres & Tubes,1241.12
Fleet,GOODYEAR TYRES UK,27/09/2023,Vehicles - Tyres & Tubes,11242.56
Fleet,GOODYEAR TYRES UK,27/09/2023,Vehicles - Tyres & Tubes,13289.11
Fleet,GRG PUBLIC RESOURCES LTD,19/07/2023,Vehicle Recovery Costs,10571.80
Fleet,GRG PUBLIC RESOURCES LTD,16/08/2023,Vehicle Recovery Costs,545.88
Fleet,GRG PUBLIC RESOURCES LTD,23/08/2023,Vehicle Recovery Costs,2674.00
Fleet,GRG PUBLIC RESOURCES LTD,30/08/2023,Vehicle Recovery Costs,3434.30
Fleet H,BOWERS LTD,30/08/2023,Vehicles - Spares,663.35
Fleet H,BOWERS LTD,20/09/2023,Vehicle Repairs,663.59
Fleet,HALLIWELL JONES (CHESTER) LTD,26/07/2023,Vehicles - Spares,4868.57
Fleet,HALLIWELL JONES (CHESTER) LTD,13/09/2023,Vehicles - Spares,5972.52
Fleet,HALLIWELL JONES (CHESTER) LTD,27/09/2023,Vehicles - Spares,10287.74
Fleet,HALLIWELL JONES (CHESTER) LTD,27/09/2023,Vehicles - Spares,1019.10
Fleet,HALLIWELL JONES (CHESTER) LTD,27/09/2023,Vehicles - Spares,7066.20
Fleet,HALLIWELL JONES (CHESTER) LTD,27/09/2023,Vehicles - Spares,730.68
Fleet,INTOMOVE LTD,19/07/2023,Vehicle Repairs,1355.00
Fleet,AUTOSMART,13/09/2023,Vehicles - Spares,797.14
Fleet,JUNGHEINRICH UK LTD,27/09/2023,Vehicle Workshop Equipment,1437.12
Fleet,JUNGHEINRICH UK LTD,27/09/2023,Vehicle Workshop Equipment,1870.00
Fleet,KC AUTOS LTD,05/07/2023,Vehicle Insurance - Excess,1370.88
Fleet,KC AUTOS LTD,05/07/2023,Vehicle Repairs,700.91
Fleet,KC AUTOS LTD,05/07/2023,Vehicle Insurance - Excess,1275.61
Fleet,KC AUTOS LTD,05/07/2023,Vehicle Insurance - Excess,1659.10
Fleet,KC AUTOS LTD,05/07/2023,Vehicle Insurance - Excess,1790.93
Fleet,KC AUTOS LTD,12/07/2023,Vehicle Insurance - Excess,30441.26
Fleet,KC AUTOS LTD,12/07/2023,Vehicle Insurance - Excess,2171.47
Fleet,KC AUTOS LTD,12/07/2023,Vehicle Insurance - Excess,13028.07
Fleet,KC AUTOS LTD,19/07/2023,Vehicle Insurance - Excess,555.59
Fleet,KC AUTOS LTD,26/07/2023,Vehicle Insurance - Excess,2907.32
Fleet,KC AUTOS LTD,26/07/2023,Vehicle Insurance - Excess,1393.77
Fleet,KC AUTOS LTD,26/07/2023,Vehicle Insurance - Excess,2990.13
Fleet,KC AUTOS LTD,02/08/2023,Vehicle Insurance - Excess,583.81
Fleet,KC AUTOS LTD,02/08/2023,Vehicle Insurance - Excess,12601.18
Fleet,KC AUTOS LTD,02/08/2023,Vehicle Insurance - Excess,1567.78
Fleet,KC AUTOS LTD,02/08/2023,Vehicle Insurance - Excess,1022.50
Fleet,KC AUTOS LTD,02/08/2023,Vehicle Insurance - Excess,1178.80
Fleet,KC AUTOS LTD,09/08/2023,Vehicle Insurance - Excess,3404.09
Fleet,KC AUTOS LTD,09/08/2023,Vehicle Insurance - Excess,2035.87
Fleet,KC AUTOS LTD,09/08/2023,Vehicle Insurance - Excess,1913.01
Fleet,KC AUTOS LTD,09/08/2023,Vehicle Insurance - Excess,4328.40
Fleet,KC AUTOS LTD,09/08/2023,Vehicle Insurance - Excess,734.20
Fleet,KC AUTOS LTD,16/08/2023,Vehicle Insurance - Excess,1656.66
Fleet,KC AUTOS LTD,16/08/2023,Vehicle Insurance - Excess,1313.38
Fleet,KC AUTOS LTD,16/08/2023,Vehicle Insurance - Excess,6034.32
Fleet,KC AUTOS LTD,16/08/2023,Vehicle Insurance - Excess,1371.19
Fleet,KC AUTOS LTD,16/08/2023,Vehicle Insurance - Excess,1509.99
Fleet,KC AUTOS LTD,30/08/2023,Vehicle Insurance - Excess,4121.62
Fleet,KC AUTOS LTD,30/08/2023,Vehicle Insurance - Excess,3606.29
Fleet,KC AUTOS LTD,30/08/2023,Vehicle Insurance - Excess,2673.84
Fleet,KC AUTOS LTD,13/09/2023,Vehicle Insurance - Excess,1234.53
Fleet,KC AUTOS LTD,13/09/2023,Vehicle Insurance - Excess,2081.65
Fleet,KC AUTOS LTD,13/09/2023,Vehicle Insurance - Excess,3219.21
Fleet,KC AUTOS LTD,13/09/2023,Vehicle Insurance - Excess,4604.68
Fleet,KC AUTOS LTD,13/09/2023,Vehicle Insurance - Excess,5082.29
Fleet,KC AUTOS LTD,20/09/2023,Vehicle Insurance - Excess,2170.61
Fleet,KC AUTOS LTD,20/09/2023,Vehicle Insurance - Excess,3845.57
Fleet,KC AUTOS LTD,27/09/2023,Vehicle Insurance - Excess,1194.45
Fleet,KC AUTOS LTD,27/09/2023,Vehicle Insurance - Excess,5256.76
Fleet,KC AUTOS LTD,27/09/2023,Vehicle Insurance - Excess,1705.20
Fleet,LANDOWNER PRODUCTS,08/09/2023,Diesel,683.23
Fleet,LANDOWNER PRODUCTS,11/09/2023,Diesel,683.23
Fleet,MOTOROLA SOLUTIONS UK LTD,27/09/2023,Vehicles - Spares,608.40
Fleet,NATIONAL WINDSCREENS (REPLACEMENTS) LTD,09/08/2023,Vehicle Insurance - Excess,908.40
Fleet,NATIONAL WINDSCREENS (REPLACEMENTS) LTD,16/08/2023,Vehicle Insurance - Excess,845.15
Fleet,NATIONAL WINDSCREENS (REPLACEMENTS) LTD,23/08/2023,Vehicle Insurance - Excess,528.50
Fleet,NATIONAL WINDSCREENS (REPLACEMENTS) LTD,13/09/2023,Vehicle Insurance - Excess,655.50
Fleet,OECONNECTION LTD,19/07/2023,Vehicles - Spares,9302.23
Fleet,OECONNECTION LTD,26/07/2023,Vehicles - Spares,7324.25
Fleet,OECONNECTION LTD,30/08/2023,Vehicles - Spares,15589.22
Fleet P C,STEEL FABRICATIONS LTD,05/07/2023,Vehicle Repairs,1440.00
Fleet,PVL UK LTD,26/07/2023,Vehicles - Spares,1125.00
Fleet,PVL UK LTD,20/09/2023,Vehicles - Spares,930.00
Fleet,RAC,09/08/2023,Professional Fees,2630.96
Fleet,SAFETY KLEEN UK LTD,19/07/2023,Waste Disposal,1179.61
Fleet,SAFETY KLEEN UK LTD,16/08/2023,Waste Disposal,1179.61
Fleet,SAFETY KLEEN UK LTD,20/09/2023,Waste Disposal,1179.61
Fleet,STANDARD FUEL OILS LTD,05/07/2023,Diesel,27701.37
Fleet,STANDARD FUEL OILS LTD,05/07/2023,Diesel,3650.00
Fleet,STAPLETONS (TYRE SERVICES) LTD,16/08/2023,Vehicles - Tyres & Tubes,566.00
Fleet,SWANSWAY GARAGES LTD (MOTOR MATCH),20/09/2023,Vehicle Repairs,899.99
Fleet,TG HOLDCROFT HOLDINGS (STOKE VOLVO),12/07/2023,Vehicles - Spares,4316.35
Fleet,TG HOLDCROFT HOLDINGS (STOKE VOLVO),26/07/2023,Vehicles - Spares,1129.34
Fleet,TG HOLDCROFT HOLDINGS (STOKE VOLVO),30/08/2023,Vehicles - Spares,684.28
Fleet,TG HOLDCROFT HOLDINGS (STOKE VOLVO),27/09/2023,Vehicles - Spares,927.14
Fleet,THE BOC GROUP LTD,27/09/2023,Vehicles - Spares,256.80
Fleet,TYRON RUNFLAT LTD,23/08/2023,Postage Costs,8.00
Fleet,TYRON RUNFLAT LTD,23/08/2023,Vehicles - Spares,1272.50
Fleet,UK TELEMATICS LTD,12/07/2023,Minor Systems,5074.74
Fleet,UK TELEMATICS LTD,09/08/2023,Vehicles - Spares,8202.24
Fleet,UK TELEMATICS LTD,09/08/2023,Minor Systems,5074.74
Fleet,UK TELEMATICS LTD,13/09/2023,Minor Systems,5074.74
Fleet,VOLKSWAGEN GROUP (UK) LTD (TPS),23/08/2023,Vehicles - Spares,1937.46
Fleet,VOLKSWAGEN GROUP (UK) LTD (TPS),23/08/2023,Vehicles - Spares,1104.48
Fleet,VOLKSWAGEN GROUP (UK) LTD (TPS),23/08/2023,Vehicles - Spares,2297.70
Fleet,VOLKSWAGEN GROUP (UK) LTD (TPS),30/08/2023,Vehicles - Spares,2241.88
Fleet,VOLKSWAGEN GROUP (UK) LTD (TPS),27/09/2023,Vehicles - Spares,796.70
Fleet,WARNHILL TOOL AND FASTENERS LTD,05/07/2023,Vehicles - Spares,865.00
Fleet,WARNHILL TOOL AND FASTENERS LTD,05/07/2023,Vehicles - Spares,905.00
Footwear Scanners Custody,SPECIALIST COMPUTER CENTRES PLC,26/07/2023,Non IT Equipment,522.40
Footwear Scanners Custody,SPECIALIST COMPUTER CENTRES PLC,20/09/2023,Non IT Equipment,1144.95
Force Control Centre,CHESHIRE SPV LTD,02/08/2023,PFI Schemes - Improvement Works & Repairs,3399.18
Force Control Centre,GO 2 TELECOM LTD,30/08/2023,Hardware - purchase,1042.65
Force Control Centre,INCOM TELECOMMUNICATIONS,23/08/2023,Telephony,814.85
Force Control Centre,POSTURITE (UK) LTD,16/08/2023,Carriage,60.90
Force Control Centre,POSTURITE (UK) LTD,16/08/2023,Hardware - purchase,955.61
Force Events and Planning-cs,ATALIAN SERVEST FOOD CO LTD (ANGEL HILL),27/09/2023,Contract Catering,668.25
Force Events and Planning-cs,CAPITA BUSINESS SERVICES LTD (TRAVEL),12/07/2023,Public Transport & Parking,293.60
Force Events and Planning-cs,CAPITA BUSINESS SERVICES LTD (TRAVEL),27/07/2023,Hotel Accommodation,1500.36
Force Events and Planning-cs,CAPITA BUSINESS SERVICES LTD (TRAVEL),25/08/2023,Hotel Accommodation,1408.45
Force Events and Planning-cs,CAPITA BUSINESS SERVICES LTD (TRAVEL),30/08/2023,Public Transport & Parking,664.00
Force Events and Planning-cs,CAPITA BUSINESS SERVICES LTD (TRAVEL),20/09/2023,Hotel Accommodation,207.14
Force Events and Planning-cs,GREATER MANCHESTER COMBINED AUTHORITY (APRU),13/09/2023,Other Partnerships,10256.20
Force Events and Planning-cs,POLICE AND CRIME COMMISSIONER FOR LANCASHIRE,02/08/2023,Mutual Aid,1037.66
Force Events and Planning-cs,SPECIALIST COMPUTER CENTRES PLC,20/09/2023,Hardware - purchase,3617.19
Force Events and Planning-cs,THE BOC GROUP LTD,27/09/2023,Medical & Hygiene Supplies,1239.50
Force Intelligence Bureau,CAPITA BUSINESS SERVICES LTD (TRAVEL),27/07/2023,Hotel Accommodation,348.75
Force Intelligence Bureau,CAPITA BUSINESS SERVICES LTD (TRAVEL),02/08/2023,Public Transport & Parking,20.00
Force Intelligence Bureau,CURRYS GROUP LTD T/A CURRYS BUSINESS,02/08/2023,Hardware - purchase,1498.00
Force Intelligence Bureau,MELTWATER (UK) LTD,05/07/2023,Subscriptions,2255.00
Force Intelligence Bureau,PAYPOINT PLC,02/08/2023,Professional Fees,1015.00
Force Intelligence Bureau,PAYPOINT PLC,30/08/2023,Professional Fees,630.00
Force Intelligence Bureau,POLICE AND CRIME COMMISSIONER FOR NORTH WALES,02/08/2023,Mobile Phone Call Charges & Contract Cost,13866.67
Force Intelligence Bureau,POLICE AND CRIME COMMISSIONER FOR NORTH WALES,06/09/2023,Mobile Phone Call Charges & Contract Cost,7260.00
Force Intelligence Bureau,SPECIALIST COMPUTER CENTRES PLC,02/08/2023,Hardware - purchase,538.92
Force Intelligence Bureau,THINK DIFFERENT EVENTS LTD,06/09/2023,Conference & Seminar Fees,1238.00
