Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,17/01/2023,6003633441,1348.60,0.00,1348.60,Redacted Data,People (Adults) - CHSC,Fees & Charges
Salford City Council,17/01/2023,6003633710,1498.00,0.00,1498.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,17/01/2023,6003633445,1530.32,0.00,1530.32,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,17/01/2023,6003633703,1548.80,0.00,1548.80,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,17/01/2023,601481060,1848.40,0.00,1848.40,Redacted Data,People (Adults) - CHSC,Adult Placements Long Term
Salford City Council,17/01/2023,6003633720,2113.84,0.00,2113.84,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,17/01/2023,6003633729,2160.00,0.00,2160.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,17/01/2023,6003633483,2448.00,0.00,2448.00,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,17/01/2023,6003633721,2810.00,0.00,2810.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,17/01/2023,6003633506,3327.36,0.00,3327.36,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,17/01/2023,6003633609,6658.98,0.00,6658.98,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,17/01/2023,601480998,6670.33,0.00,6670.33,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/01/2023,6003633722,18972.71,0.00,18972.71,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,17/01/2023,601481001,52485.46,0.00,52485.46,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/01/2023,6003634055,1754.26,0.00,1754.26,Ricoh Uk Limited,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,17/01/2023,6003633918,9833.62,0.00,9833.62,Ricoh Uk Limited,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,17/01/2023,6003634016,14036.23,0.00,14036.23,Ricoh Uk Limited,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,17/01/2023,6003633872,17246.95,0.00,17246.95,Ricoh Uk Limited,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,17/01/2023,1600702864,585.60,97.60,488.00,Rightmove Group Ltd,Place Directorate,IT  Licence Fees
Salford City Council,17/01/2023,601481012,600.00,100.00,500.00,Robin Carr Associates,Place Directorate,Consultants
Salford City Council,17/01/2023,1600702406,66392.00,0.00,66392.00,Salford Community & Voluntary Services,Place Directorate,Payments to Agencies
Salford City Council,17/01/2023,1600702880,4067.52,677.92,3389.60,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,17/01/2023,1600702872,20084.82,3347.47,16737.35,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,17/01/2023,6003634906,104317.30,0.00,104317.30,Skolak Homes Ltd,People (Adults) - CHSC,Nursing Home
Salford City Council,17/01/2023,6003633828,27053.63,0.00,27053.63,Sse Energy Solutions,Service Reform (Corp Bus & Transform),Gas
Salford City Council,17/01/2023,1600702848,1016.67,0.00,1016.67,St. Michael'S C.E. (Aided) Primary,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,17/01/2023,601481112,9500.00,0.00,9500.00,Summerville Primary School,Capital Expenditure,Works & Building
Salford City Council,17/01/2023,6003633963,700.00,0.00,700.00,Sumup *Jf Services,People (Adults) - CHSC,General Repairs
Salford City Council,17/01/2023,6003633786,950.00,0.00,950.00,Sumup *Lmac Roofing,People (Adults) - CHSC,Subscriptions
Salford City Council,17/01/2023,6003633749,600.00,0.00,600.00,Sure Storage Irlam,People (Adults) - CHSC,General Repairs
Salford City Council,17/01/2023,6003634025,750.00,0.00,750.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,17/01/2023,6003633922,784.00,0.00,784.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,17/01/2023,6003633184,17839.87,0.00,17839.87,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,17/01/2023,601480997,12000.40,0.00,12000.40,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/01/2023,601481083,820.50,136.75,683.75,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,17/01/2023,6003634902,100334.25,0.00,100334.25,The Broughtons Residential Home,People (Adults) - CHSC,Residential Care Home external funding
Salford City Council,17/01/2023,1600702876,5100.00,0.00,5100.00,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/01/2023,1600702877,8666.66,0.00,8666.66,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/01/2023,1600702363,18401.35,0.00,18401.35,Together Trust,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/01/2023,1600702362,19737.78,0.00,19737.78,Together Trust,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/01/2023,6003633822,800.00,0.00,800.00,Trivelles Crosslane,People (Adults) - CHSC,Rents
Salford City Council,17/01/2023,601481106,3700.00,0.00,3700.00,Wardley Ce Primary School,Capital Expenditure,Works & Building
Salford City Council,17/01/2023,601481113,13500.00,0.00,13500.00,Wardley Ce Primary School,Capital Expenditure,Works & Building
Salford City Council,17/01/2023,6003633936,18231.10,0.00,18231.10,Water Plus.Co.Uk,Service Reform (Corp Bus & Transform),Gas
Salford City Council,17/01/2023,6003633940,65356.13,0.00,65356.13,Water Plus.Co.Uk,Service Reform (Corp Bus & Transform),Gas
Salford City Council,17/01/2023,6003633949,90000.00,0.00,90000.00,Water Plus.Co.Uk,Service Reform (Corp Bus & Transform),Gas
Salford City Council,17/01/2023,6003634076,90000.00,0.00,90000.00,Water Plus.Co.Uk,Service Reform (Corp Bus & Transform),Gas
Salford City Council,17/01/2023,1600702831,3873.34,645.56,3227.78,Wilde Consultant Engineers Ltd,Capital Expenditure,External Fees - Other
Salford City Council,17/01/2023,6003634765,858.53,0.00,858.53,Wilds Of Oldham,Place Directorate,Equipment Purchase
Salford City Council,17/01/2023,6003634339,1151.32,0.00,1151.32,Wilds Of Oldham,Place Directorate,Equipment Purchase
Salford City Council,17/01/2023,6003634223,1215.70,0.00,1215.70,Wilds Of Oldham,Place Directorate,Equipment Purchase
Salford City Council,17/01/2023,6003634002,559.19,93.20,465.99,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,17/01/2023,6003633868,842.40,0.00,842.40,Www.Spsdesign.Co.Uk,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,17/01/2023,6003633734,711.99,0.00,711.99,Www.Teamteach.Co.Uk,People (Childrens) Service Group,Training expenses
Salford City Council,17/01/2023,601481010,5400.00,900.00,4500.00,Zoe Lodrick Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,18/01/2023,1600702982,2630.13,83.37,2546.76,1010 Taxis,People (Childrens) Service Group,Client Travel Expenses
Salford City Council,18/01/2023,601481128,4032.00,567.00,3465.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,18/01/2023,1600702963,810.00,135.00,675.00,Armor Cleaning Ltd,Capital Expenditure,Other Works
Salford City Council,18/01/2023,1600702979,3482.93,580.49,2902.44,Avr Transcription Ltd,Place Directorate,Other Professional Fees
Salford City Council,18/01/2023,601481167,8169.23,0.00,8169.23,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,18/01/2023,601481169,5432.91,0.00,5432.91,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,18/01/2023,601481168,5453.64,0.00,5453.64,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,18/01/2023,1600702901,3039.74,0.00,3039.74,Cora Foundation,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,18/01/2023,601481124,192113.00,0.00,192113.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,18/01/2023,601481140,9000.00,1500.00,7500.00,Crowdfunder Ltd,Public Health,Payments to Voluntary Organisations
Salford City Council,18/01/2023,601481122,658.68,109.78,548.90,Deepstore Ltd,Place Directorate,Hire of Facilities
Salford City Council,18/01/2023,601481121,837.68,139.61,698.07,Deepstore Ltd,Place Directorate,Hire of Facilities
Salford City Council,18/01/2023,1600702834,3846.30,0.00,3846.30,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,18/01/2023,1600702891,3898.96,649.83,3249.13,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,18/01/2023,1600702894,5539.56,923.26,4616.30,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,18/01/2023,1600702893,7959.60,1326.60,6633.00,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,18/01/2023,1600702892,8003.34,1333.89,6669.45,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,18/01/2023,1600702939,632.40,105.40,527.00,Firemark Ltd,Place Directorate,Fire Equipment
Salford City Council,18/01/2023,601481114,2728.20,454.70,2273.50,Forbes Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,18/01/2023,1600702958,3143.33,523.89,2619.44,Insight Direct (Uk) Limited,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,18/01/2023,1600702907,62130.56,10355.09,51775.47,Islington Mill Arts Club,Capital Expenditure,Works & Building
Salford City Council,18/01/2023,1600702949,6538.20,1089.70,5448.50,J Mallinson (Ormskirk) Ltd,Capital Expenditure,Works & Building
Salford City Council,18/01/2023,601480933,996.00,0.00,996.00,Jmh Solutions Limited,Place Directorate,Payments to Voluntary Organisations
Salford City Council,18/01/2023,601481170,1545.26,0.00,1545.26,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,18/01/2023,1600702340,1680.00,280.00,1400.00,Kershaw Surveyors,Capital Expenditure,Miscellaneous Grants
Salford City Council,18/01/2023,601481179,900.00,150.00,750.00,Mr Mike Smith T/A Strand Refrigerat,Place Directorate,delegated kitchen formula
Salford City Council,18/01/2023,1600702965,3300.00,550.00,2750.00,Nationwide Data Collection,Capital Expenditure,External Fees - Other
Salford City Council,18/01/2023,1600702924,2659.20,443.20,2216.00,Nbs Enterprises Ltd,Place Directorate,IT  Licence Fees
Salford City Council,18/01/2023,1600702929,28922.49,0.00,28922.49,Priory Group - Rossendale School,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,18/01/2023,601481175,800.00,0.00,800.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,18/01/2023,1600702974,1800.00,0.00,1800.00,Redacted Data,People (Childrens) Service Group,Payments to Agencies
Salford City Council,18/01/2023,601481166,15000.00,0.00,15000.00,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,18/01/2023,1600702906,2733.25,0.00,2733.25,Remedi-Restorative Services,People (Childrens) Service Group,Other Professional Fees
Salford City Council,18/01/2023,1600702905,3400.00,0.00,3400.00,Remedi-Restorative Services,People (Childrens) Service Group,Other Professional Fees
Salford City Council,18/01/2023,601481182,1451.42,241.90,1209.52,Rentokil Initial Washroom Hygience,People (Childrens) Service Group,Cleaning Services
Salford City Council,18/01/2023,601481007,-837.84,-139.64,-698.20,Salford Community Leisure Ltd,Public Health,Payments to Agencies
Salford City Council,18/01/2023,1600702937,4500.00,750.00,3750.00,Salford Community Leisure Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,18/01/2023,1600702941,120480.00,20080.00,100400.00,Salford Community Leisure Ltd,Public Health,Payments to Agencies
Salford City Council,18/01/2023,1600702952,2507.84,0.00,2507.84,Salford Royal Nhs Foundation Trust,People (Adults) - CHSC,Salaries and Wages reallocated
Salford City Council,18/01/2023,1600702935,20360.66,0.00,20360.66,Talmud Torah Yetev Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,18/01/2023,601481119,3173.22,528.87,2644.35,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,18/01/2023,1600702938,1104.00,184.00,920.00,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,18/01/2023,601481120,1161.60,193.60,968.00,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,18/01/2023,601481148,7700.00,0.00,7700.00,Wardley Ce Primary School,Capital Expenditure,Works & Building
Salford City Council,18/01/2023,601481139,504.00,84.00,420.00,Welcare Secure Escorts Ltd,People (Childrens) Service Group,Staffed Security Service
Salford City Council,18/01/2023,1600702980,2120.11,353.35,1766.76,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,18/01/2023,1600702981,5018.02,836.34,4181.68,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,18/01/2023,601481184,2400.00,400.00,2000.00,William E Hannan & Associates Ltd,Place Directorate,Other Professional Fees
Salford City Council,19/01/2023,1600702992,1214.81,202.47,1012.34,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,19/01/2023,6003636768,2542.50,423.75,2118.75,Amznmktplace,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,19/01/2023,6003636869,4015.00,0.00,4015.00,Apple Store R136,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,19/01/2023,6003636944,1227.01,0.00,1227.01,Creamline Dairies Red Ban,Place Directorate,Food and refreshments
Salford City Council,19/01/2023,601481188,12814.03,2135.67,10678.36,Da Languages Ltd,Service Reform (Corp Bus & Transform),Translation Services
Salford City Council,19/01/2023,601481250,725.00,0.00,725.00,Department For Work & Pensions,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,19/01/2023,6003636950,1204.00,0.00,1204.00,Divrse 1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,19/01/2023,6003636885,1484.00,0.00,1484.00,Divrse 1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,19/01/2023,6003636889,1950.00,0.00,1950.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,19/01/2023,6003636788,2730.00,0.00,2730.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,19/01/2023,601481189,1468.80,244.80,1224.00,Exclusec Group Ltd,Place Directorate,Security Services
Salford City Council,19/01/2023,601481192,896.90,149.48,747.42,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,19/01/2023,1600703028,540.00,0.00,540.00,Horticon Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,19/01/2023,1600703033,2351.25,0.00,2351.25,Jan Robinson Early Years Ltd,People (Childrens) Service Group,Training of Staff
Salford City Council,19/01/2023,601481234,800.00,0.00,800.00,Ladybird Private Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,19/01/2023,601481286,4160.00,0.00,4160.00,Manchester Ymca,People (Childrens) Service Group,Payments to Agencies
Salford City Council,19/01/2023,1600703002,1928.29,321.38,1606.91,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Water
Salford City Council,19/01/2023,1600702998,2725.82,454.30,2271.52,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Water
Salford City Council,19/01/2023,1600703018,780.00,0.00,780.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,19/01/2023,1600703019,3900.00,0.00,3900.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,19/01/2023,1600703005,4550.00,0.00,4550.00,Mifa Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,19/01/2023,6003636840,5880.00,0.00,5880.00,Normanhurst Hotel,People (Adults) - CHSC,Rents
Salford City Council,19/01/2023,6003636851,5952.00,0.00,5952.00,Park View Residence,People (Adults) - CHSC,Rents
Salford City Council,19/01/2023,6003636964,2976.00,0.00,2976.00,Parkview,People (Adults) - CHSC,Rents
Salford City Council,19/01/2023,6003636909,1474.34,0.00,1474.34,Quayside Bakery,Place Directorate,Food and refreshments
Salford City Council,19/01/2023,601481217,653.61,0.00,653.61,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,19/01/2023,1600703006,4320.00,0.00,4320.00,Strive Academy,People (Childrens) Service Group,Pupil Assistance
Salford City Council,19/01/2023,6003636903,4650.00,0.00,4650.00,Sumup *Reds Garden Servi,People (Adults) - CHSC,General Repairs
Salford City Council,19/01/2023,601481287,-57514.27,-9585.71,-47928.56,T/A Cbre Ltd,Capital Expenditure,Capital Expenses
Salford City Council,19/01/2023,601481280,29026.24,4837.71,24188.53,T/A Cbre Ltd,Capital Expenditure,Capital Expenses
Salford City Council,19/01/2023,601481283,57462.10,9577.02,47885.08,T/A Cbre Ltd,Capital Expenditure,Capital Expenses
Salford City Council,19/01/2023,601481285,57514.27,9585.71,47928.56,T/A Cbre Ltd,Capital Expenditure,Capital Expenses
Salford City Council,19/01/2023,601481255,63520.79,10586.80,52933.99,T/A Cbre Ltd,Capital Expenditure,Capital Expenses
Salford City Council,19/01/2023,601481282,63520.79,10586.80,52933.99,T/A Cbre Ltd,Capital Expenditure,Capital Expenses
Salford City Council,19/01/2023,601481288,37500.00,6250.00,31250.00,The Landing At Media City Ltd,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,19/01/2023,601481191,1610.40,268.40,1342.00,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,19/01/2023,6003636852,1550.00,0.00,1550.00,Trivelles Eccles Hotel,People (Adults) - CHSC,Rents
Salford City Council,19/01/2023,6003636782,1705.00,0.00,1705.00,Trivelles Eccles Hotel,People (Adults) - CHSC,Rents
Salford City Council,19/01/2023,601481281,913.11,0.00,913.11,"Wrightington, Wigan & Leigh Nhsft",Place Directorate,Food and refreshments
Salford City Council,19/01/2023,601481221,2449.85,408.31,2041.54,Xma Ltd,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,19/01/2023,1600702989,680.00,0.00,680.00,Zig Zag Ventures,People (Adults) - CHSC,Marketing & Publicity
Salford City Council,20/01/2023,1600702636,23685.67,0.00,23685.67,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,20/01/2023,6003637408,12372.69,0.00,12372.69,Age Concern Salford T/A Age Uk Salf,People (Adults) - CHSC,Day Care
Salford City Council,20/01/2023,601481311,2400.00,0.00,2400.00,Aim Habonim-Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,20/01/2023,601481312,4000.00,0.00,4000.00,Aim Habonim-Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,20/01/2023,601481302,1600.00,0.00,1600.00,Ans Property Investments Ltd,People (Adults) - CHSC,Rents
Salford City Council,20/01/2023,1600702446,10430.48,1738.41,8692.07,Argyle (North West) Construction Lt,Place Directorate,Contractors
Salford City Council,20/01/2023,1600702445,14229.38,2371.56,11857.82,Argyle (North West) Construction Lt,Place Directorate,Contractors
Salford City Council,20/01/2023,1600702448,18039.80,3006.63,15033.17,Argyle (North West) Construction Lt,Place Directorate,Contractors
Salford City Council,20/01/2023,1600702656,13351.00,0.00,13351.00,Birtenshaw Hall,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,1600702657,20852.00,0.00,20852.00,Birtenshaw Hall,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,1600702505,16908.58,2818.10,14090.48,Bloom Procurement Services Ltd,Capital Expenditure,Miscellaneous Expenses
Salford City Council,20/01/2023,1600703047,3269.34,544.89,2724.45,C P Davidson & Sons Ltd,Place Directorate,VMS Materials (Non Stock)
Salford City Council,20/01/2023,1600702484,30335.71,0.00,30335.71,Cambian Childcare Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,1600702651,31572.58,0.00,31572.58,Central Manchester University,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,601481332,601.25,0.00,601.25,Child Autism Uk,People (Childrens) Service Group,Pupil Assistance
Salford City Council,20/01/2023,1600703071,1200.00,200.00,1000.00,D J & E A Mellor T/A Streetmellor,People (Adults) - CHSC,Other Professional Fees
Salford City Council,20/01/2023,1600702602,278073.94,46345.66,231728.28,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/01/2023,601481292,51999.96,8666.66,43333.30,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,1600702649,113891.75,0.00,113891.75,Gaddum Centre,People (Adults) - CHSC,Payments to Agencies
Salford City Council,20/01/2023,1600703052,832.09,138.68,693.41,Hcl Safety Ltd,Place Directorate,Equipment Repair
Salford City Council,20/01/2023,1600703051,5554.80,925.80,4629.00,Hcl Safety Ltd,Capital Expenditure,Works & Building
Salford City Council,20/01/2023,601481297,1728.00,288.00,1440.00,Jep Youth Engagement Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,601481296,9306.00,1551.00,7755.00,Jep Youth Engagement Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,601481317,600.00,0.00,600.00,Jitterbugz Day Nursery,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,601481321,600.00,0.00,600.00,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,1600703055,6250.00,0.00,6250.00,Laura Hollingworth Creative,Public Health,Payments to Agencies
Salford City Council,20/01/2023,6003637405,15395.45,0.00,15395.45,M & N Bland,People (Adults) - CHSC,Day Care
Salford City Council,20/01/2023,1600703067,935.69,155.95,779.74,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Water
Salford City Council,20/01/2023,601481313,800.00,0.00,800.00,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,20/01/2023,601481314,1600.00,0.00,1600.00,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,20/01/2023,1600702490,30964.20,0.00,30964.20,My3 Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,1600702928,18873.54,0.00,18873.54,Priory Group - Rossendale School,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,20/01/2023,1600702442,12053.49,0.00,12053.49,Project Inc Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,20/01/2023,1600702666,15000.00,0.00,15000.00,Pure Insight 1628,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,601481322,1200.00,0.00,1200.00,Rainbows Nursery,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,6003637404,8961.75,0.00,8961.75,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,20/01/2023,6003637409,12166.01,0.00,12166.01,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,20/01/2023,6003637410,21173.45,0.00,21173.45,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,20/01/2023,6003637407,24766.04,0.00,24766.04,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,20/01/2023,6003637411,26013.50,0.00,26013.50,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,20/01/2023,6003637406,36125.21,0.00,36125.21,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,20/01/2023,601481346,69849.00,11641.57,58207.43,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,20/01/2023,601481347,81679.49,13613.30,68066.19,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,20/01/2023,1600702900,6804.00,1134.00,5670.00,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees
Salford City Council,20/01/2023,1600703053,11454.23,1909.04,9545.19,Robertson Group Ltd,Capital Expenditure,Works & Building
Salford City Council,20/01/2023,601481325,800.00,0.00,800.00,Roobyloos Nursery Worsley Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,1600702606,911030.70,151838.45,759192.25,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/01/2023,1600702608,1076188.16,179364.69,896823.47,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/01/2023,1600703064,8038.29,0.00,8038.29,Salford City College,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,1600703070,114480.00,19080.00,95400.00,Salford Community Leisure Ltd,Public Health,Payments to Agencies
Salford City Council,20/01/2023,1600702604,672769.22,112128.20,560641.02,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,20/01/2023,1600703054,427388.61,0.00,427388.61,Seddon Construction Ltd,Capital Expenditure,Other Works
Salford City Council,20/01/2023,601481298,4050.00,0.00,4050.00,Sms Coaching Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,20/01/2023,1600701493,3841.48,640.25,3201.23,Softcat Ltd,Service Reform (Corp Bus & Transform),IT  Licence Fees
Salford City Council,20/01/2023,1600700915,4125.73,687.62,3438.11,Softcat Ltd,Service Reform (Corp Bus & Transform),IT  Licence Fees
Salford City Council,20/01/2023,1600698198,4177.90,696.32,3481.58,Softcat Ltd,Service Reform (Corp Bus & Transform),IT  Licence Fees
Salford City Council,20/01/2023,601481315,871.20,0.00,871.20,T/A Holyrood Day Nursery (Swinton),People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/01/2023,1600702709,84869.68,14144.95,70724.73,A E Yates Ltd,Capital Expenditure,External Fees - Other
Salford City Council,23/01/2023,601481364,4446.00,741.00,3705.00,Alcumus Isoqar Ltd,Service Reform (Corp Bus & Transform),IT  Licence Fees
Salford City Council,23/01/2023,6003637975,600.65,100.12,500.53,Amznmktplace,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,23/01/2023,6003637901,1053.75,175.62,878.13,Amznmktplace,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,23/01/2023,1600702692,13572.46,2262.08,11310.38,Argyle (North West) Construction Lt,Place Directorate,Contractors
Salford City Council,23/01/2023,1600703087,3743.40,623.90,3119.50,Blake Envelopes,Service Reform (Corp Bus & Transform),Marketing & Publicity
Salford City Council,23/01/2023,6003638223,519.89,7.35,512.54,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638082,531.41,4.92,526.49,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638155,536.62,0.99,535.63,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638209,538.74,0.00,538.74,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638101,548.58,0.55,548.03,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638051,562.96,0.00,562.96,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638118,568.90,4.07,564.83,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638133,589.45,0.00,589.45,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638148,591.07,10.85,580.22,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638194,592.22,0.00,592.22,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,23/01/2023,6003638182,599.08,0.00,599.08,Brakes (Stored Cards),Place Directorate,Food and refreshments
