Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,02/02/2023,6003645992,1061.26,47.20,1014.06,Pct Healthcare Ltd (Pend),Public Health,Payments to Agencies
Salford City Council,02/02/2023,6003645993,1691.37,75.18,1616.19,Pct Healthcare Ltd (Swin),Public Health,Payments to Agencies
Salford City Council,02/02/2023,601482563,575.00,0.00,575.00,Property Services Northwest Ltd,People (Adults) - CHSC,Contractors
Salford City Council,02/02/2023,601482087,905.00,0.00,905.00,Property Services Northwest Ltd,People (Adults) - CHSC,Contractors
Salford City Council,02/02/2023,6003645990,1374.82,60.94,1313.88,Queen Street Pharmacy Ltd,Public Health,Payments to Agencies
Salford City Council,02/02/2023,601482479,1925.80,320.97,1604.83,Randstad Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,02/02/2023,1600703749,537.84,89.64,448.20,Reach Publishing Services Ltd,People (Adults) - CHSC,Marketing & Publicity
Salford City Council,02/02/2023,1600703756,1102.98,183.83,919.15,Reach Publishing Services Ltd,People (Adults) - CHSC,Marketing & Publicity
Salford City Council,02/02/2023,1600700235,3080.00,0.00,3080.00,Recreate-U,People (Adults) - CHSC,Grants
Salford City Council,02/02/2023,601482453,30000.00,0.00,30000.00,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,02/02/2023,601482444,560.00,0.00,560.00,Redacted Data,Place Directorate,Other Professional Fees
Salford City Council,02/02/2023,1600703758,566.25,0.00,566.25,Redacted Data,People (Childrens) Service Group,Other Professional Fees
Salford City Council,02/02/2023,601482441,840.00,0.00,840.00,Redacted Data,Place Directorate,Other Professional Fees
Salford City Council,02/02/2023,601482443,1180.00,0.00,1180.00,Redacted Data,Place Directorate,Other Professional Fees
Salford City Council,02/02/2023,601482554,816.00,136.00,680.00,Rtriibe,People (Childrens) Service Group,Agency Fees
Salford City Council,02/02/2023,1600703703,5462.17,910.36,4551.81,Sap (Uk) Limited,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,02/02/2023,601482488,1368.72,0.00,1368.72,Sorrel Bank Medical Practice,Public Health,Payments to Agencies
Salford City Council,02/02/2023,601482560,1299.20,0.00,1299.20,St Andrews Medical Centre,Public Health,Payments to Agencies
Salford City Council,02/02/2023,6003646818,720.00,0.00,720.00,Sure Storage Irlam,People (Adults) - CHSC,General Repairs
Salford City Council,02/02/2023,6003647002,7777.28,0.00,7777.28,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,02/02/2023,601482487,1229.44,0.00,1229.44,The Gill Medical Centre,Public Health,Payments to Agencies
Salford City Council,02/02/2023,1600703778,18780.50,0.00,18780.50,The Riverside Group,People (Adults) - CHSC,Payments to Agencies
Salford City Council,02/02/2023,601482557,1678.96,0.00,1678.96,The Walkden Medical Centre,Public Health,Payments to Agencies
Salford City Council,02/02/2023,601482556,12145.76,0.00,12145.76,Together Housing Association Ltd,People (Adults) - CHSC,Rents
Salford City Council,02/02/2023,6003646871,531.93,0.00,531.93,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,02/02/2023,6003646860,549.93,0.00,549.93,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,02/02/2023,6003646826,584.17,0.00,584.17,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,02/02/2023,6003646866,586.07,0.00,586.07,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,02/02/2023,6003646809,1179.76,0.00,1179.76,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,02/02/2023,6003645987,955.98,42.43,913.55,Vincent Smith Pharmacy,Public Health,Payments to Agencies
Salford City Council,02/02/2023,1600703679,3143.47,523.91,2619.56,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,03/02/2023,1600703795,4764.00,794.00,3970.00,A  Venning Ltd,Capital Expenditure,Works & Building
Salford City Council,03/02/2023,6003647518,727.80,0.00,727.80,Ad Merchandise Limited,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,03/02/2023,6003647510,2170.46,0.00,2170.46,Adobe Acropro Subs,Service Reform (Corp Bus & Transform),Computer License
Salford City Council,03/02/2023,1600703102,12371.05,2061.84,10309.21,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,03/02/2023,1600703112,20027.71,3337.95,16689.76,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,03/02/2023,1600703882,3648.60,608.10,3040.50,Apem Ltd,Place Directorate,General Contractor Work
Salford City Council,03/02/2023,1600703187,16908.58,2818.10,14090.48,Bloom Procurement Services Ltd,Capital Expenditure,Miscellaneous Expenses
Salford City Council,03/02/2023,6003647607,505.17,7.45,497.72,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,03/02/2023,6003647631,577.86,9.32,568.54,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,03/02/2023,6003647633,619.95,11.71,608.24,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,03/02/2023,6003647626,649.91,2.53,647.38,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,03/02/2023,601482583,1026.35,0.00,1026.35,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,03/02/2023,1600703887,1174.80,195.80,979.00,Calibration And Repair Services Ltd,Place Directorate,Computer Maintenance
Salford City Council,03/02/2023,1600703886,918.00,153.00,765.00,Calibration And Repair Services Ltd,Place Directorate,Equipment Repair
Salford City Council,03/02/2023,601482607,3300.00,550.00,2750.00,Carrington Riding Centre,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,03/02/2023,601482625,4435.20,739.20,3696.00,Carrington Riding Centre,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,03/02/2023,1600703790,3762.00,627.00,3135.00,Cdw Ltd,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,03/02/2023,6003647538,1484.00,0.00,1484.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/02/2023,1600703874,570.96,95.16,475.80,Ecg Facilities Services Ltd,Place Directorate,UV Air conditioning and handling
Salford City Council,03/02/2023,1600703094,16663.19,2777.20,13885.99,Electoral Reform Services,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,03/02/2023,1600703111,14408.61,0.00,14408.61,Expanse Group Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,03/02/2023,601482606,1458.00,243.00,1215.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/02/2023,601482605,2610.00,435.00,2175.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/02/2023,1600703846,504.00,84.00,420.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,03/02/2023,1600703848,618.00,103.00,515.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,03/02/2023,1600703854,750.00,125.00,625.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,03/02/2023,1600703856,750.00,125.00,625.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,03/02/2023,1600703852,786.00,131.00,655.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,03/02/2023,1600703855,1110.00,185.00,925.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,03/02/2023,1600703859,1830.00,305.00,1525.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,03/02/2023,1600703858,2608.80,434.80,2174.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,03/02/2023,1600703857,2622.00,437.00,2185.00,General Utilities North West Ltd,Place Directorate,Contractors
Salford City Council,03/02/2023,1600703894,1330.99,221.83,1109.16,Hako Machines Ltd,Place Directorate,VMS Materials (Non Stock)
Salford City Council,03/02/2023,1600703788,2378.40,396.40,1982.00,Ingenitech Ltd,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,03/02/2023,1600703796,594.00,99.00,495.00,Institute Of Cemetery & Crematorium,Place Directorate,Subscriptions
Salford City Council,03/02/2023,1600703180,618992.26,103165.38,515826.88,John Sisk & Son (Holdings) Ltd,Capital Expenditure,Other Works
Salford City Council,03/02/2023,601482573,30900.00,5150.00,25750.00,Knight Frank Llp,Capital Expenditure,Legal Fees
Salford City Council,03/02/2023,601482596,14869.23,2478.21,12391.02,Leep Holdings (Utilities) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,03/02/2023,6003647492,15765.77,0.00,15765.77,M & N Bland,People (Adults) - CHSC,Day Care
Salford City Council,03/02/2023,601482624,547.20,91.20,456.00,Next Level Learning Ltd,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,03/02/2023,1600703885,528.00,88.00,440.00,Osborne Delta,Place Directorate,UV Programmed Repairs
Salford City Council,03/02/2023,601482589,9333.33,0.00,9333.33,Project Inc Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/02/2023,601482588,12053.49,0.00,12053.49,Project Inc Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/02/2023,6003647519,1618.29,0.00,1618.29,Quayside Bakery,Place Directorate,Food and refreshments
Salford City Council,03/02/2023,1600703811,993.60,165.60,828.00,Randstad Solutions Ltd,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,03/02/2023,6003647491,7400.33,0.00,7400.33,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,03/02/2023,6003647496,12100.86,0.00,12100.86,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,03/02/2023,6003647497,13423.19,0.00,13423.19,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,03/02/2023,6003647487,14172.90,0.00,14172.90,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,03/02/2023,6003647498,21195.80,0.00,21195.80,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,03/02/2023,6003647495,24435.49,0.00,24435.49,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,03/02/2023,6003647494,24641.92,0.00,24641.92,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,03/02/2023,6003647499,25697.04,0.00,25697.04,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,03/02/2023,6003647493,43203.45,0.00,43203.45,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,03/02/2023,1600703881,8400.00,1400.00,7000.00,Salford Royal Nhs Foundation Trust,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,03/02/2023,601482604,40561.00,0.00,40561.00,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Payments to Agencies
Salford City Council,03/02/2023,1600703157,93550.31,15591.72,77958.59,Seddon Construction Ltd,Capital Expenditure,Works & Building
Salford City Council,03/02/2023,1600703141,34170.00,5695.00,28475.00,Softcat Ltd,Capital Expenditure,Purchase of Computer Equipment
Salford City Council,03/02/2023,1600703884,2100.00,0.00,2100.00,St Marys Rc High School,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,03/02/2023,6003647527,1600.00,0.00,1600.00,Sumup *Lmac Roofing,People (Adults) - CHSC,Subscriptions
Salford City Council,03/02/2023,6003647529,1490.00,0.00,1490.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,03/02/2023,6003647539,580.00,0.00,580.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,03/02/2023,6003647597,620.00,0.00,620.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,03/02/2023,1600703877,14270.00,0.00,14270.00,T/A Longford Park School Academy,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,03/02/2023,601482578,540.60,90.10,450.50,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,03/02/2023,601482576,558.00,93.00,465.00,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,03/02/2023,601482598,600.00,100.00,500.00,Team Teach Ltd,People (Childrens) Service Group,Training of Others
Salford City Council,03/02/2023,601482601,900.00,150.00,750.00,Team Teach Ltd,People (Childrens) Service Group,Training of Others
Salford City Council,03/02/2023,601482597,2376.00,396.00,1980.00,Team Teach Ltd,People (Childrens) Service Group,Training of Others
Salford City Council,03/02/2023,1600703797,1612.00,0.00,1612.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/02/2023,1600703817,3978.00,0.00,3978.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/02/2023,1600703816,4056.00,0.00,4056.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/02/2023,1600703813,4108.00,0.00,4108.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/02/2023,1600703814,4784.00,0.00,4784.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/02/2023,1600703812,6136.00,0.00,6136.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/02/2023,6003647524,548.08,0.00,548.08,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,03/02/2023,601482595,1500.48,0.00,1500.48,Vision For Education Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/02/2023,6003647528,769.00,0.00,769.00,Warrington Borough Council,Place Directorate,Client Travel Expenses
Salford City Council,03/02/2023,1600703793,2444.00,0.00,2444.00,Wigan & Leigh College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/02/2023,1600703803,1917.00,0.00,1917.00,Yesoiday Hatorah School,People (Childrens) Service Group,Release of Provision
Salford City Council,03/02/2023,1600703802,6767.66,0.00,6767.66,Yesoiday Hatorah School,People (Childrens) Service Group,Release of Provision
Salford City Council,06/02/2023,1600703968,780.00,130.00,650.00,Acs Ltd,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,06/02/2023,1600703971,1500.00,250.00,1250.00,Acs Ltd,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,06/02/2023,1600704004,7140.00,1190.00,5950.00,Aecom Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,06/02/2023,1600703969,1134.65,189.11,945.54,Andrew Jenner Ltd T/A Rcd Leaflets,Place Directorate,Marketing & Publicity
Salford City Council,06/02/2023,1600703903,4300.80,716.80,3584.00,Apse,Place Directorate,Equipment Purchase
Salford City Council,06/02/2023,601482688,1200.00,200.00,1000.00,Bailey International Steeplejack,People (Childrens) Service Group,non -UV Building Repairs & Maintenance
Salford City Council,06/02/2023,601482691,1737.60,289.60,1448.00,Bailey International Steeplejack,People (Childrens) Service Group,non -UV Building Repairs & Maintenance
Salford City Council,06/02/2023,601482627,545.67,21.80,523.87,Brake Bros Ltd,People (Childrens) Service Group,Food and refreshments
Salford City Council,06/02/2023,6003648118,558.22,7.45,550.77,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,06/02/2023,6003648130,576.14,7.64,568.50,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,06/02/2023,6003648127,641.84,7.49,634.35,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,06/02/2023,1600703925,621.00,103.50,517.50,Capita Property & Infrastructure Ltd,Capital Expenditure,Works & Building
Salford City Council,06/02/2023,601482670,533.60,0.00,533.60,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,06/02/2023,1600703898,2163.60,360.60,1803.00,Christians Environmental Ltd,Capital Expenditure,Payments to Contractors - Landscaping
Salford City Council,06/02/2023,601482696,431271.89,58067.73,373204.16,Corona Energy,Service Reform (Corp Bus & Transform),Gas
