DIRECTORATE,PAYMENT DATE, PAYMENT AMOUNT ,PAYEE,SUPPLIER NO,ACTIVITY
Resources Directorate,23/06/2023, 540.82 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 542.30 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 651.50 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 576.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 600.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 533.37 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 503.08 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 508.96 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 565.04 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 540.82 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 576.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 812.14 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 624.82 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 561.20 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 869.14 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 572.42 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 517.88 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 570.02 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 634.62 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.74 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 692.30 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 548.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.76 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 750.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 576.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 576.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 713.42 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 802.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 507.70 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 649.18 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 655.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 620.66 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 515.68 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 703.44 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 634.50 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 716.40 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 715.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 1,052.17 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 623.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 644.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 603.80 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 700.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 542.04 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 1,014.44 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 731.90 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 540.82 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 537.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 521.88 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 527.31 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 713.42 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 531.94 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 584.36 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 594.40 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 736.44 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 559.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 579.99 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 589.90 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 519.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 715.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 595.34 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 542.66 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 542.04 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 600.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 736.44 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 535.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 576.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 505.54 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 715.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 530.91 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 525.34 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 623.08 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 708.96 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 532.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 917.18 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 569.40 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 504.52 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 607.54 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 586.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 511.76 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 555.08 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 501.78 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 594.67 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 2,015.74 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 646.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 606.68 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 554.68 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 567.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 687.14 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 966.48 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 759.46 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 525.54 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 519.66 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 570.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 572.08 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 644.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 569.58 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 542.60 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 713.42 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 533.82 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 607.71 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 572.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 719.90 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 830.76 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 584.36 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 518.48 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 599.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 572.04 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 594.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 669.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 529.20 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 634.36 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 528.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 576.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 570.46 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 605.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 551.25 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 553.88 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 943.72 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 888.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 584.36 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 591.18 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 540.82 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 544.62 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 608.94 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 669.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 868.66 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 644.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 648.96 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 726.88 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 989.58 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 528.04 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 530.76 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 564.70 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 1,181.96 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 573.72 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 600.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 518.53 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 573.66 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 713.42 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 571.36 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 576.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 612.18 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 540.46 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 690.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 876.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 509.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 736.44 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 692.32 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 903.68 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 715.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 1,181.96 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 1,158.00 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 785.04 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 713.42 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 851.52 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 540.82 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 596.72 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 5,027.35 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 551.54 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 533.25 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 948.00 ,RICHMOND CHARITIES ALMSHOUSES,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 5,211.28 ",HML SHAW PROPERTY & ESTATE MAN,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 792.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 333,923.88 ",PA HOUSING,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 778.00 ,THE ROYAL BRITISH LEGION POPPY,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 63,190.88 ",LONDON & QUADRANT HOUSING TRUS,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 501.08 ,HOUSING 21(FOR HOWSON TERRACE),Invoice,Rent Allowances
Resources Directorate,23/06/2023," 19,430.57 ",THE GUINNESS PARTNERSHIP,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 13,042.25 ",PLACES FOR PEOPLE HOMES,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 53,054.91 ",METROPOLITAN THAMES VALLEY,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 10,542.80 ",ORIONE CARE,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 2,021.24 ",FESTALFINE LIMITED,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 2,075.40 ",WALLAKERS PROPERTY CONSULTANCE,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 11,628.81 ",CENTRAL & CECIL HOUSING TRUST,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 665.72 ,SUTTON (HASTOE) HOUSING ASSOCI,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 530.52 ,A2DOMINION SOUTH LIMITED,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 16,520.29 ",NETWORK HOMES,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 517.32 ,RICHMOND HOUSING CO-OP,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 603.40 ,SHEPHERDS BUSH HOUSING ASSOCIA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 5,758.21 ",A2 DOMINION,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 709.24 ,HASTOE HOUSING ASSOCIATION,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 746.32 ,THE ST BARNABAS SOCIETY,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 5,236.16 ",NOTTING HILL GENESIS,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 23,594.14 ",LONDON AND QUADRANT,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 3,344.44 ",HASTOE HOUSING ASSOCIATION LTD,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 5,037.28 ",MOUNTVIEW ESTATES PLC,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 622.36 ,THE ROYAL BRITISH LEGION POPPY,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 2,773.64 ",INQUILAB HOUSING ASSOCIATION,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 4,249.56 ",A2 DOMINION GROUP,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 2,002.04 ",L&Q THRESHOLD HOMES,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 30,966.80 ",SPEAR,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 1,775.84 ",ABBEYFIELD RICHMOND SOCIETY,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 2,628.16 ",ST CHRISTOPHER'S FELLOWSHIP,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 39,844.34 ",LOOK AHEAD CARE AND SUPPORT LT,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 2,728.64 ",HANOVER HOUSING ASSOCIATION,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 698.60 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 876.92 ,WOODLANDS ESTATE,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 7,539.20 ",METROPOLITAN HOUSING TRUST,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 920.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 13,104.96 ",RESIDE HOUSING ASSOCIATION LTD,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 1,097.48 ",THE GUINNESS TRUST,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 1,180.00 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 3,647.28 ",HANOVER HOUSING ASSOCIATION,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 2,048.44 ",GRIP NOMCO'S 1 & 2 LTD AS NOMS,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 966.48 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 876.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 1,836.00 ",C JENKIN & SON,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 743.08 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 4,440.00 ",RICHMOND CHARITIES ALMSHOUSES,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 20,873.48 ",METROPOLITAN HOUSING TRUST,Invoice,Rent Allowances
Resources Directorate,23/06/2023," 6,907.36 ",HESTIA HOUSING & SUPPORT,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 692.32 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 780.92 ,HIGH DORN CO LTD,Invoice,Rent Allowances
Resources Directorate,23/06/2023, 849.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances
