Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109080,516.68,Revenue,Personal Payment,302399
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109081,596.20,Revenue,Personal Payment,302399
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109082,596.20,Revenue,Personal Payment,302399
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108788,812.00,Revenue,Personal Payment,302401
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108789,"2,200.00",Revenue,Personal Payment,302401
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100456038,"4,334.40",Revenue,Personal Payment,302405
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456294,"3,124.80",Revenue,Personal Payment,302405
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456544,"5,818.99",Revenue,Personal Payment,302405
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100456046,"7,585.20",Revenue,Personal Payment,302436
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456297,"3,515.40",Revenue,Personal Payment,302436
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456518,"1,825.74",Revenue,Personal Payment,302436
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456426,305.55,Revenue,Personal Payment,302450
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Adoption Allowances,Adoption Allowances  (New),6151805,10/12/2024,2200108579,"1,051.40",Revenue,Personal Payment,302452
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Adoption Allowances,Adoption Allowances  (New),6151805,10/12/2024,2200108580,"1,051.40",Revenue,Personal Payment,302452
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Adoption Allowances,Adoption Allowances  (New),6151805,10/12/2024,2200108581,"1,073.80",Revenue,Personal Payment,302452
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109088,912.20,Revenue,Personal Payment,302479
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109089,816.20,Revenue,Personal Payment,302479
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456204,781.20,Revenue,Personal Payment,302485
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456451,520.69,Revenue,Personal Payment,302485
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100456009,"2,167.20",Revenue,Personal Payment,302488
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456218,781.20,Revenue,Personal Payment,302488
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456443,474.39,Revenue,Personal Payment,302488
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200108992,684.00,Revenue,Personal Payment,302511
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455987,"1,625.40",Revenue,Personal Payment,302514
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456152,390.60,Revenue,Personal Payment,302514
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455860,541.80,Revenue,Personal Payment,302533
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456144,390.60,Revenue,Personal Payment,302533
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456471,611.10,Revenue,Personal Payment,302533
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455837,541.80,Revenue,Personal Payment,302539
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456461,569.10,Revenue,Personal Payment,302539
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100456015,"2,474.22",Revenue,Personal Payment,302557
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456180,624.96,Revenue,Personal Payment,302557
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455962,"1,594.44",Revenue,Personal Payment,302564
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456248,"1,171.80",Revenue,Personal Payment,302564
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455876,619.20,Revenue,Personal Payment,302568
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456202,781.20,Revenue,Personal Payment,302568
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109038,619.48,Revenue,Personal Payment,302587
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,Lettings Service,Lettings Service Payments Landlords,6151007,10/12/2024,5100455796,818.72,Revenue,Personal Payment,302623
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,Lettings Service,Lettings Service Payments Landlords,6151007,10/12/2024,5100455797,533.60,Revenue,Personal Payment,302633
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200108970,516.68,Revenue,Personal Payment,302635
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455906,"1,083.60",Revenue,Personal Payment,302637
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456462,569.10,Revenue,Personal Payment,302637
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455933,"1,083.60",Revenue,Personal Payment,302638
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456222,781.20,Revenue,Personal Payment,302638
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108794,700.00,Revenue,Personal Payment,302676
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108795,736.00,Revenue,Personal Payment,302676
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108776,700.00,Revenue,Personal Payment,302677
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108777,912.00,Revenue,Personal Payment,302677
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108779,700.00,Revenue,Personal Payment,302677
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108780,912.00,Revenue,Personal Payment,302677
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455944,"1,238.86",Revenue,Personal Payment,302710
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456139,390.60,Revenue,Personal Payment,302710
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456454,527.10,Revenue,Personal Payment,302710
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108707,700.00,Revenue,Personal Payment,302726
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108708,912.00,Revenue,Personal Payment,302726
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108709,700.00,Revenue,Personal Payment,302726
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108710,912.00,Revenue,Personal Payment,302726
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Adoption Allowances,Adoption Allowances  (New),6151805,10/12/2024,2200108582,512.12,Revenue,Personal Payment,302743
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Adoption Allowances,Adoption Allowances  (New),6151805,10/12/2024,2200108583,455.24,Revenue,Personal Payment,302743
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Adoption Allowances,Adoption Allowances  (New),6151805,10/12/2024,2200108584,455.24,Revenue,Personal Payment,302743
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108807,700.00,Revenue,Personal Payment,302768
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108808,"1,072.00",Revenue,Personal Payment,302768
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108719,700.00,Revenue,Personal Payment,302779
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108720,912.00,Revenue,Personal Payment,302779
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108721,700.00,Revenue,Personal Payment,302779
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108722,912.00,Revenue,Personal Payment,302779
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455896,"1,083.60",Revenue,Personal Payment,302786
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456108,390.60,Revenue,Personal Payment,302786
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455965,"1,625.40",Revenue,Personal Payment,302799
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456105,390.60,Revenue,Personal Payment,302799
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456500,"1,096.20",Revenue,Personal Payment,302799
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456159,390.60,Revenue,Personal Payment,302801
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455927,"1,083.60",Revenue,Personal Payment,302801
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108799,350.00,Revenue,Personal Payment,302842
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108800,456.00,Revenue,Personal Payment,302842
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455903,"1,083.60",Revenue,Personal Payment,302861
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456431,322.56,Revenue,Personal Payment,302861
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455892,928.80,Revenue,Personal Payment,302870
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Leaving Care Team,Accommodation,6160915,10/12/2024,2200108647,889.60,Revenue,Personal Payment,302872
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,Furniture Equipment and Materials,6140000,10/12/2024,5100457711,297.00,Revenue,Personal Payment,302872
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109011,795.96,Revenue,Personal Payment,302889
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109015,796.00,Revenue,Personal Payment,302891
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108679,700.00,Revenue,Personal Payment,302904
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108680,912.00,Revenue,Personal Payment,302904
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108681,700.00,Revenue,Personal Payment,302904
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108682,"1,072.00",Revenue,Personal Payment,302904
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455880,696.60,Revenue,Personal Payment,302905
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456188,725.40,Revenue,Personal Payment,302905
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456425,299.45,Revenue,Personal Payment,302905
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Adoption Allowances,Adoption Allowances  (New),6151805,10/12/2024,2200108572,579.56,Revenue,Personal Payment,302906
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109061,884.40,Revenue,Personal Payment,302926
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109062,884.40,Revenue,Personal Payment,302926
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109051,884.20,Revenue,Personal Payment,302927
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109052,764.20,Revenue,Personal Payment,302927
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109053,"1,009.60",Revenue,Personal Payment,302927
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109018,370.72,Revenue,Personal Payment,302928
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108748,812.00,Revenue,Personal Payment,302941
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108747,700.00,Revenue,Personal Payment,302941
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108745,912.00,Revenue,Personal Payment,302941
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108744,700.00,Revenue,Personal Payment,302941
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108752,812.00,Revenue,Personal Payment,302941
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108751,700.00,Revenue,Personal Payment,302941
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108750,812.00,Revenue,Personal Payment,302941
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108749,700.00,Revenue,Personal Payment,302941
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455872,541.80,Revenue,Personal Payment,302942
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456225,781.20,Revenue,Personal Payment,302942
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456484,767.34,Revenue,Personal Payment,302942
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456266,"1,562.40",Revenue,Personal Payment,302944
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456419,264.91,Revenue,Personal Payment,302944
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Adoption Allowances,Adoption Allowances  (New),6151805,10/12/2024,2200108571,643.44,Revenue,Personal Payment,302951
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108615,912.00,Revenue,Personal Payment,302952
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108614,700.00,Revenue,Personal Payment,302952
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109076,684.00,Revenue,Personal Payment,302965
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Leaving Care Team,Accommodation,6160915,10/12/2024,2200108711,889.60,Revenue,Personal Payment,302966
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108713,912.00,Revenue,Personal Payment,302966
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108712,700.00,Revenue,Personal Payment,302966
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109092,380.28,Revenue,Personal Payment,302995
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,Lettings Service,Lettings Service Payments Landlords,6151007,10/12/2024,5100455798,760.96,Revenue,Personal Payment,303006
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200108988,487.80,Revenue,Personal Payment,303016
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200108956,579.96,Revenue,Personal Payment,303043
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200108957,526.96,Revenue,Personal Payment,303043
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109085,516.68,Revenue,Personal Payment,303052
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456156,390.60,Revenue,Personal Payment,303066
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456490,913.64,Revenue,Personal Payment,303066
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Adoption Allowances,Adoption Allowances  (New),6151805,10/12/2024,2200108593,298.36,Revenue,Personal Payment,303067
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Adoption Allowances,Adoption Allowances  (New),6151805,10/12/2024,2200108594,298.36,Revenue,Personal Payment,303067
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455979,"1,625.40",Revenue,Personal Payment,303080
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456147,390.60,Revenue,Personal Payment,303080
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456186,680.76,Revenue,Personal Payment,303081
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100456005,"2,167.20",Revenue,Personal Payment,303081
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456181,624.96,Revenue,Personal Payment,303082
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455905,"1,083.60",Revenue,Personal Payment,303082
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109106,541.32,Revenue,Personal Payment,303096
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109105,541.32,Revenue,Personal Payment,303096
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109104,541.32,Revenue,Personal Payment,303096
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109103,541.32,Revenue,Personal Payment,303096
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200108975,558.16,Revenue,Personal Payment,303105
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200108974,691.96,Revenue,Personal Payment,303105
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109101,527.40,Revenue,Personal Payment,303144
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200109100,527.40,Revenue,Personal Payment,303144
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Spec Guard Orders,Spec Guard Order Allowances  (New),6151809,10/12/2024,2200108953,322.28,Revenue,Personal Payment,303153
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456143,390.60,Revenue,Personal Payment,303165
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455873,557.28,Revenue,Personal Payment,303165
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456236,"1,060.20",Revenue,Personal Payment,303185
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455875,619.20,Revenue,Personal Payment,303185
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456422,284.55,Revenue,Personal Payment,303185
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456244,"1,171.80",Revenue,Personal Payment,303203
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100456026,"2,709.00",Revenue,Personal Payment,303203
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,DSG Funded Childcare,Nursery Providers,6151535,10/12/2024,5100456192,781.20,Revenue,Personal Payment,303215
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455833,541.80,Revenue,Personal Payment,303215
SCHOOLS,402,PVIS,4550,PVIs,Nursery Providers,6151535,10/12/2024,5100456428,316.26,Revenue,Personal Payment,303215
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Under 2s,Nursery Providers,6151535,10/12/2024,5100455992,"1,625.40",Revenue,Personal Payment,303233
CHILDREN'S SERVICES,401,LAC PLACEMENT COSTS,4155,Fostering - In House,In House Fostering Allowances  (New),6151804,10/12/2024,2200108671,700.00,Revenue,Personal Payment,303291
