Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Dedicated Schools Grant BG0015,DSG High Needs Block,Transfer Payments,510025,School Children,18/10/2023,4191152-RES-10-2023-308,"œ2,500.00",SUNSHINE DAY NURSERY LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191157-09/2023/002,"œ2,399.58",TARNS TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191158-DCC-2023-04,"œ3,668.40",TAYLOR`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,18/10/2023,4191158-DCC-2023-07,"œ1,658.45",TAYLOR`S TAXIS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,18/10/2023,4191159-2370013565,"œ3,068.16",TECHNOGYM UK LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,18/10/2023,4191164-NSIN00101308,"œ3,022.51",THOMAS OWEN & SONS (NEWCASTLE) LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338035,Services,18/10/2023,4191173-1-4725065888,œ563.40,TRINITY COLLEGE LONDON.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,18/10/2023,4191174-IN0276170,œ682.67,TUDOR (UK) LTD T/A TUDOR ENVIRONMENTAL.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,18/10/2023,4191176-DCC/GT/397,œ704.48,TYNE VALLEY FLOORING & CARPETS.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,18/10/2023,4191177-251801,"œ7,617.47",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,18/10/2023,4191177-251802,"œ2,477.22",TYNEDALE ROADSTONE LTD.
Regeneration Economy and Growth,Business Durham,Third Party Payments,460305,Contract Payments,18/10/2023,4191178-RES-10-2023-307,"œ54,245.05",UMI COMMERCIAL LTD.
Resources BK0010,Procurement Sales & Business Services,Supplies and Services,384199,Miscellaneous Expenses,18/10/2023,4191181-UKSI22159,"œ1,501.99",VALTECH LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,18/10/2023,4191186-82-SEPT23,"œ1,440.00",WALTONS TAXIS.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,18/10/2023,4191189-29122,œ622.46,WARD TIMBER LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,18/10/2023,4191190-INV-1912,"œ1,193.40",WATER SOLUTIONS (EUROPE) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191191-0003780,"œ2,868.00",WATSONS OF SPENNYMOOR.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430106,Rendered by Private Contractors,18/10/2023,4191193-19317,"œ129,666.85",WEARDALE MOTOR SERVICES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191194-7802,"œ1,848.00",WEARDALE PRIVATE HIRE.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150015,Apportioned Exps of Operational Blds,18/10/2023,4191196-230107297,œ855.04,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Highways,Premises,150015,Apportioned Exps of Operational Blds,18/10/2023,4191196-230107313,œ811.19,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,150015,Apportioned Exps of Operational Blds,18/10/2023,4191196-230107314,œ761.14,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,150015,Apportioned Exps of Operational Blds,18/10/2023,4191196-230107315,œ761.14,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Highways,Premises,150015,Apportioned Exps of Operational Blds,18/10/2023,4191196-230107317,"œ1,340.77",WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Highways,Premises,150015,Apportioned Exps of Operational Blds,18/10/2023,4191196-230107319,œ745.92,WERNICK HIRE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,18/10/2023,4191199-91936584,"œ2,384.54",WOLSELEY UK LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338045,Services,18/10/2023,4191200-3747326,"œ2,869.92",WOMBLE BOND DICKINSON (UK) LLP.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,338045,Services,18/10/2023,4191200-3747327,"œ3,182.40",WOMBLE BOND DICKINSON (UK) LLP.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,18/10/2023,4190809-84,"œ2,871.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230012,Contract Hire,18/10/2023,4190812-01444,"œ3,762.72",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4190812-01465,"œ4,060.80",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,18/10/2023,4190937-TT-SJ2309,"œ2,840.50",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4190937-TT-WS2309,"œ1,858.32",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,18/10/2023,4190968-4409,"œ1,934.46",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,18/10/2023,4190968-F896-SEP23,"œ2,134.71",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,18/10/2023,4191031-290923SEPT,"œ1,660.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191032-KC-4000,"œ2,080.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191032-KW4003,"œ3,330.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,18/10/2023,4191047-279,"œ1,001.20",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,372009,Subscriptions E372,18/10/2023,4191051-SEPT202305,œ500.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191081-SEP-23-N041,"œ2,610.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191089-E023SEPT,"œ4,532.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191089-E025SEPT,"œ3,391.20",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191109-098,"œ2,790.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,18/10/2023,4191109-100,œ795.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,18/10/2023,4191136-000032-SEP23,"œ1,080.00",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,18/10/2023,4190948-VOUCHER23AB-TEES007,"œ8,465.00",HAMSTERLEY VILLAGE HALL ASSOCIATION.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,18/10/2023,4191009-RES-10-2023-297,"œ2,500.00",LAMARQUE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191091-836,"œ3,240.00",PETERLEE EXECUTIVE CARS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,18/10/2023,4191123-RES-10-2023-329,"œ2,000.00",SANGINI.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,364359,Grants to Voluntary Organisations,18/10/2023,4191129-AUGUST2023,"œ1,242.00",SECRET GARDEN (DARLINGTON) LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,364359,Grants to Voluntary Organisations,18/10/2023,4191129-JULY2023,œ702.00,SECRET GARDEN (DARLINGTON) LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,364359,Grants to Voluntary Organisations,18/10/2023,4191129-SEPTEMBER2023,"œ1,134.00",SECRET GARDEN (DARLINGTON) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,18/10/2023,4191045-HT736,"œ3,387.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,18/10/2023,4191151-60255573,"œ1,598.80",STUDIOCANAL LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191204-RES-10-2023-407,œ600.00,1EXCELLENCE MULTI ACADEMY TRUST.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191208-92315,"œ5,145.62",24/7 TAXI SERVICES (PETERLEE) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230004,Contract Hire,19/10/2023,4191211-107062,"œ2,254.66",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,19/10/2023,4191211-107064,"œ1,578.16",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,19/10/2023,4191211-107067,"œ2,109.67",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,19/10/2023,4191211-107068,"œ3,078.46",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,19/10/2023,4191211-107069,"œ3,345.22",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,19/10/2023,4191211-107070,"œ2,268.60",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,19/10/2023,4191211-107071,"œ2,997.22",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,19/10/2023,4191211-107073,"œ2,865.28",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,19/10/2023,4191211-107075,"œ2,788.78",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,19/10/2023,4191211-107076,"œ3,310.10",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,19/10/2023,4191211-107077,"œ2,905.88",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,19/10/2023,4191211-107078,"œ3,290.27",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,19/10/2023,4191211-107079,"œ2,884.66",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,19/10/2023,4191211-107080,"œ1,982.88",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,19/10/2023,4191211-107081,"œ1,990.44",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,19/10/2023,4191211-107083,"œ1,905.98",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,19/10/2023,4191211-107084,"œ2,481.22",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107085,"œ4,085.86",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107086,"œ3,871.15",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107087,"œ5,118.98",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107088,"œ4,306.18",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107089,"œ3,492.96",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107090,"œ3,995.47",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107093,"œ3,911.57",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107096,"œ4,419.86",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,19/10/2023,4191211-107101,"œ3,483.86",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107102,"œ2,803.46",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107104,"œ3,295.08",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107114,"œ1,701.00",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-107116,"œ3,631.82",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-10797,"œ3,371.98",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191211-16259,"œ4,421.20",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,19/10/2023,4191211-16260,"œ2,283.89",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191221-RES-10-2023-373,"œ1,440.00",ACRE RIGG ACADEMY.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,19/10/2023,4191222-IN11392,"œ35,994.00",ACROL AIR CONDITIONING CO LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191226-RES-10-2023-457,"œ2,640.00",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191227-RES-10-2023-371,œ960.00,ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191228-RES-10-2023-396,œ960.00,ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191229-RES-10-2023-465,"œ2,640.00",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191230-RES-10-2023-470,"œ2,040.00",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191231-RES-10-2023-395,œ960.00,ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191232-RES-10-2023-401,œ960.00,ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191233-RES-10-2023-449,"œ1,440.00",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191234-RES-10-2023-397,œ960.00,ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191235-RES-10-2023-467,"œ2,640.00",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191236-RES-10-2023-462,"œ2,640.00",ADVANCE LEARNING PARTNERSHIP.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,19/10/2023,4191237-35137402,"œ2,022.96",AGGREGATE INDUSTRIES UK LTD.
Resources BK0010,Procurement Sales & Business Services,Supplies and Services,384199,Miscellaneous Expenses,19/10/2023,4191243-C80566,"œ3,047.34",ALLIED PUBLICITY SERVICES (MANCHESTER) LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191252-RES-10-2023-453,œ600.00,APOLLO SCHOOLS TRUST T/A ENDEAVOUR ACADEMY.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191253-FJAV/00000443,œ620.00,AR MCCONNELL LTD T/A THE VILLAGE PHARMACY.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191261-DTPB/00000384,œ929.01,ASDA PHARMACY.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191261-DTPB/00000385,œ788.50,ASDA PHARMACY.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,19/10/2023,4191265-988,"œ2,917.20",AT TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,19/10/2023,4191265-991,"œ2,600.40",AT TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,19/10/2023,4191266-2907023,"œ2,340.00",AVALON TAXIS.
Regeneration Economy and Growth,Corporate Property and Land,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,19/10/2023,4191271-RES-10-2023-366,"œ110,000.00",BEK DEVELOPMENTS LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191276-FGKQ/00000314,œ562.50,BESTWAY NATIONAL CHEMIST LTD T/A WELL.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191277-DYPD/00000420,œ817.50,BESTWAY NATIONAL CHEMIST LTD T/A WELL.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191278-FQYW/00000361,œ655.00,BESTWAY NATIONAL CHEMIST LTD T/A WELL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,19/10/2023,4191284-F203 - SEP23,œ599.88,BIG MAMA`S TAXI.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,19/10/2023,4191284-F320-SEP23,œ899.82,BIG MAMA`S TAXI.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,19/10/2023,4191286-0800,"œ1,713.60",BIRDS TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191287-RES-10-2023-411,œ600.00,BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191288-RES-10-2023-410,œ600.00,BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191289-RES-10-2023-445,"œ1,440.00",BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191290-RES-10-2023-442,œ600.00,BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191291-RES-10-2023-478,"œ2,640.00",BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191292-RES-10-2023-443,œ600.00,BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191294-RES-10-2023-444,œ600.00,BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191296-RES-10-2023-429,œ600.00,BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191297-RES-10-2023-381,œ600.00,BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191299-RES-10-2023-425,œ960.00,BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191300-RES-10-2023-476,"œ2,640.00",BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191302-RES-10-2023-431,"œ1,440.00",BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191303-RES-10-2023-434,œ960.00,BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191304-RES-10-2023-426,œ600.00,BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191306-RES-10-2023-433,œ960.00,BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191307-RES-10-2023-383,œ600.00,BISHOP IAN RAMSEY C OF E PRIMARY SCHOOL.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191309-RES-10-2023-439,œ600.00,BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191311-RES-10-2023-416,œ600.00,BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191312-RES-10-2023-438,œ600.00,BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191318-RES-10-2023-415,œ600.00,BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191319-RES-10-2023-477,"œ1,440.00",BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191320-RES-10-2023-417,œ600.00,BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191322-RES-10-2023-423,œ600.00,BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191323-RES-10-2023-420,œ960.00,BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384906,Miscellaneous Expenses,19/10/2023,4191325-RES-10-2023-418,œ600.00,BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191329-INV05423,"œ2,883.38",BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191329-INV05472,"œ1,443.00",BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,19/10/2023,4191329-INV05474,"œ3,590.54",BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191332-FKAT/00000420,œ618.27,BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191332-FKAT/00000421,œ827.50,BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191335-FTCJ/00000311,œ594.50,BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191336-DRJY/00000410,"œ1,066.95",BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191336-DRJY/00000411,"œ1,205.50",BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191337-FNHN/00000290,œ676.00,BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191338-DWTP/00000386,"œ1,456.00",BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191339-DYTC/00000406,"œ1,165.00",BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191340-DZJM/00000435,œ706.73,BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191341-FFMZ/00000339,œ904.79,BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191342-DPWT/00000420,œ500.00,BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191347-FCPT/00000328,"œ1,379.89",BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191349-DQYW/00000384,œ543.05,BOOTS THE CHEMISTS LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191352-DPPN/00000329,œ654.32,BOWBURN PHARMACY.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191355-DWZN/00000125,œ830.47,BRANDON PHARMACY.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,19/10/2023,4191355-DWZN/00000126,œ627.50,BRANDON PHARMACY.
