Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
MoJ,MoJ HQ,22/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE & CRIME COMM FOR HAMPSHIRE,P2-23/24-FB-HAMP,"£1,197,407.89",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE & CRIME COMM FOR HAMPSHIRE,P2-23/24-GG-SV-Hamp,"£363,311.10",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,24/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE & CRIME COMM FOR HAMPSHIRE,P2-23/24-GG-Hamp,"£922,169.35",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE AND CRIME COMMISSIONER FOR DORSET,P2-23/24-FB-Dor,"£464,761.14",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE AND CRIME COMMISSIONER FOR DORSET,P2-23/24-GG-Dor,"£272,490.62",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,25/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE AND CRIME COMMISSIONER FOR ESSEX,P2-23/24-FB-ESSEX,"£1,111,723.13",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,29/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE AND CRIME COMMISSIONER FOR ESSEX,P2-23/24-GG-Essex,"£847,903.70",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,29/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE AND CRIME COMMISSIONER FOR ESSEX,P2-23/24-GG-SV-Essex,"£333,979.79",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE AND CRIME COMMISSIONER FOR GLOUCESTERSHIRE,P2-23/24-FB-Glo,"£355,602.83",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE AND CRIME COMMISSIONER FOR GLOUCESTERSHIRE,P2-23/24-GG-Glo,"£301,713.76",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",POLICE AND CRIME COMMISSIONER NORTHUMBRIA,P2A-23/24-GG-Nthum,"£31,983.96",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION MAINTENANCE AND SUPPORT,Engineering,Q-SOLUTION LTD,INV-0648,"£142,676.55",Information technology related costs
MoJ,MoJ HQ,12/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION MAINTENANCE AND SUPPORT,Engineering,Q-SOLUTION LTD,INV-0652,"£26,155.61",Information technology related costs
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Infrastructure Services - NICTS,Q-SOLUTION LTD,INV-0654,"£98,424.00",Information technology related costs
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - SECURITY,REDACTED,REDROCK CONSULTING LTD,11581,"£112,080.00",Information technology related costs
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - SECURITY,REDACTED,REDROCK CONSULTING LTD,11560,"£117,420.00",Information technology related costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Storage services,Knowledge & Records,RESTORE RECORDS MANAGEMENT,1438566,"£30,994.42",Record storage costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Storage services,Knowledge & Records,RESTORE RECORDS MANAGEMENT,1438758,"£93,647.94",Record storage costs
MoJ,MoJ HQ,08/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Grants to voluntary and community service organisations,Programme and Grants,REUNITE INTERNATIONAL,2023REUNITEQ3,"£30,500.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,03/01/24,CA - OTHER RECEIVABLES - PURCHASING CARD CONTROL ACCOUNT,BALANCE SHEET,ROYAL BANK OF SCOTLAND,89790348-02-JAN-24,"£65,471.15",Settlement for purchases by Government Procurement Card (GPC)
MoJ,MoJ HQ,30/01/24,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"Victim, Witness & CJS Delivery",SAFELIVES LTD,P1-23/24-ISVA/IDVATFUND-SAFELIVES,"£214,968.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,24/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Grants to voluntary and community service organisations,Women & Health Policy  (Programme),SAFER WALES LTD,WCSCC20222025SAFERWALESLTD3,"£51,741.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,12/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Grants to voluntary and community service organisations,Women & Health Policy  (Programme),SAVE THE FAMILY,WCSCC20222025SAVETHEFAMILY3,"£32,921.50",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - Purchase of Machinery and Equipment (not capitalised),Facilities Management - SES,SENATOR INTERNATIONAL LTD,SILINV00297419,"£34,375.50",Equipment furniture fixtures and fittings
MoJ,MoJ HQ,02/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Research costs,Criminal Justice Business Partnering Team (CJBPT),SHEFFIELD HALLAM UNIVERSITY,SSAI00853,"£26,995.80",Professional services
MoJ,MoJ HQ,08/01/24,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Reward and Recognition,HR Services,SME HCI LTD (TRADING AS VIVUP),149833,"£215,000.00",Staff reward and recognition payments
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - OFFICE CLEANING,Consolidated FFM invoice,SODEXO LTD,9900761679,"£90,228.40",Property related charges
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Consolidated FFM invoice,SODEXO LTD,9900761680,"£56,531.67",Property related charges
MoJ,MoJ HQ,26/01/24,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - OFFICE CLEANING,Consolidated FFM invoice,SODEXO LTD,9900762043,"£2,082,137.49",Property related charges
MoJ,MoJ HQ,18/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Projects (Prisons) - In-Cell Technology,SOFTCAT PLC,INVUK1146759,"£1,327,728.00",Information technology related costs
MoJ,MoJ HQ,25/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Projects (Prisons) - In-Cell Technology,SOFTCAT PLC,INVUK1160512,"£32,370.34",Information technology related costs
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Projects (Prisons) - In-Cell Technology,SOFTCAT PLC,CRNUK124835,"(£38,335.97)",Information technology related costs
MoJ,MoJ HQ,31/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Projects (Prisons) - In-Cell Technology,SOFTCAT PLC,INVUK1177756,"£55,338.10",Information technology related costs
MoJ,MoJ HQ,25/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Projects (Prisons) - In-Cell Technology,SOFTCAT PLC,INVUK1142751,"£1,162,728.00",Information technology related costs
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Technology Services Tech Debt,SOFTCAT PLC,INVUK1140466,"£28,074.82",Information technology related costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,SPECIALIST COMPUTER CENTRES PLC SCC,OP/N499971,"£138,036.00",Information technology related costs
MoJ,MoJ HQ,18/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Portfolio & Controls,SPRINT REPLY LTD,3231000046,"£162,000.00",Information technology related costs
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,SSCL Programme,SSCL SHARED SERVICES CONNECTED LTD,100042437,"£79,703.78",Outsourced shared services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,SSCL Programme,SSCL SHARED SERVICES CONNECTED LTD,100042656,"£100,000.00",Outsourced shared services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,SSCL Programme,SSCL SHARED SERVICES CONNECTED LTD,100042655,"£180,020.66",Outsourced shared services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,SSCL Programme,SSCL SHARED SERVICES CONNECTED LTD,100042272,"-£2,732,430.47",Outsourced shared services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,SSCL Programme,SSCL SHARED SERVICES CONNECTED LTD,100042665,"£3,355,759.32",Outsourced shared services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,SSCL Programme,SSCL SHARED SERVICES CONNECTED LTD,100042666,"£3,575,238.62",Outsourced shared services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,MoJ Shared Services Programme Admin,SSCL SHARED SERVICES CONNECTED LTD,100042166,"£46,592.66",Outsourced shared services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,Recruitment & Resourcing,SSCL SHARED SERVICES CONNECTED LTD,100042688,"£465,165.31",Outsourced shared services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,Recruitment & Resourcing,SSCL SHARED SERVICES CONNECTED LTD,100042269,"£610,529.47",Outsourced shared services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,Recruitment & Resourcing,SSCL SHARED SERVICES CONNECTED LTD,100042558,"£27,699.19",Outsourced shared services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,Recruitment & Resourcing,SSCL SHARED SERVICES CONNECTED LTD,100042828,"£27,699.19",Outsourced shared services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,Recruitment & Resourcing,SSCL SHARED SERVICES CONNECTED LTD,100042703,"£59,899.82",Outsourced shared services
MoJ,MoJ HQ,23/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,SSCL Programme,SSCL SHARED SERVICES CONNECTED LTD,100042097,"£436,863.42",Outsourced shared services
MoJ,MoJ HQ,23/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,SSCL Programme,SSCL SHARED SERVICES CONNECTED LTD,100042664,"£273,697.75",Outsourced shared services
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,Recruitment & Resourcing,SSCL SHARED SERVICES CONNECTED LTD,100042689,"£73,790.59",Outsourced shared services
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,TELAPPLIANT LTD,85259,"£63,518.20",Information technology related costs
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE CHIEF CONSTABLE OF STAFFORDSHIRE POLICE,P2A-23/24-GG-Staff,"£29,498.99",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,29/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE CHIEF CONSTABLE OF STAFFORDSHIRE POLICE,P2-23/24-FB-Staff,"£682,600.94",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,29/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE CHIEF CONSTABLE OF STAFFORDSHIRE POLICE,P2-23/24-GG-Staff,"£402,936.97",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Probation Digital,THE DEXTROUS WEB T/A DXW,8570,"£89,580.00",Information technology related costs
MoJ,MoJ HQ,26/01/24,IA - SOFTWARE LICENCES - COST - ADDITIONS,Probation Digital,THE DEXTROUS WEB T/A DXW,CN-8575,"-£68,398.34",Information technology related costs
MoJ,MoJ HQ,26/01/24,IA - SOFTWARE LICENCES - COST - ADDITIONS,Probation Digital,THE DEXTROUS WEB T/A DXW,8032,"£68,398.34",Information technology related costs
MoJ,MoJ HQ,26/01/24,IA - SOFTWARE LICENCES - COST - ADDITIONS,Probation Digital,THE DEXTROUS WEB T/A DXW,8576,"£68,398.34",Information technology related costs
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Probation Digital,THE DEXTROUS WEB T/A DXW,8584,"£29,409.60",Information technology related costs
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Probation Digital,THE DEXTROUS WEB T/A DXW,8589,"£61,440.00",Information technology related costs
MoJ,MoJ HQ,09/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Grants to voluntary and community service organisations,Women & Health Policy  (Programme),THE NELSON TRUST,WCSCC20222025NELSONTRUST3,"£150,000.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE POLICE & CRIME COMMISSIONER FOR SURREY,P2A-23/24-GG-Surrey,"£28,167.13",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE POLICE & CRIME COMMISSIONER FOR SURREY,P2-23/24-FB-Surrey,"£718,541.83",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,23/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE POLICE & CRIME COMMISSIONER FOR SURREY,P2-23/24-GG-Surrey,"£609,525.33",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,22/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE POLICE & CRIME COMMISSIONER FOR SUSSEX,P2-23/24-FB-SUSSEX,"£1,029,174.26",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,22/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE POLICE & CRIME COMMISSIONER FOR SUSSEX,P2-23/24-GG-SUSSEX,"£1,341,148.11",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,29/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE POLICE AND CRIME COMMISSIONER FOR NOTTINGHAMSHIRE,P2-23/24-FB-Notts,"£700,078.65",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,29/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE POLICE AND CRIME COMMISSIONER FOR NOTTINGHAMSHIRE,P2-23/24-GG-Notts,"£744,670.30",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,29/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE POLICE AND CRIME COMMISSIONER FOR NOTTINGHAMSHIRE,P2-23/24-GG-SV-Notts,"£216,362.51",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,24/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE POLICE AND CRIME COMMISSIONER FOR SOUTH YORKSHIRE,P2-23/24-FB-SYork,"£846,299.78",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,24/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",THE POLICE AND CRIME COMMISSIONER FOR SOUTH YORKSHIRE,P2-23/24-GG-SYork,"£861,610.95",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,30/01/24,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"Victim, Witness & CJS Delivery",THE SURVIVORS TRUST,P1-23/24-ISVA/IDVATFUND-TST,"£128,693.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,12/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Grants to voluntary and community service organisations,Women & Health Policy  (Programme),THE WOMENS CENTRE CORNWALL LTD,WCSCC20222025WOMENSCENTRECORNWALL3,"£73,431.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,04/01/24,"EXP - PURCHASE OF GOODS/SERVICES - OTHER - Judicial Books, Newspapers and Stationery",Judicial Office - Programme,THOMSON REUTERS,6158224358,"£32,955.00",Judicial publications
MoJ,MoJ HQ,04/01/24,"EXP - PURCHASE OF GOODS/SERVICES - OTHER - Judicial Books, Newspapers and Stationery",Judicial Office - Programme,THOMSON REUTERS,6158216010,"£47,159.04",Judicial publications
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Technology Services Projects,THROUGH TECHNOLOGY LTD,TT-1000189,"£60,738.60",Information technology related costs
MoJ,MoJ HQ,18/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - SECURITY,LAA Digital,TISSKI LTD,SI1001552,"£46,440.00",Information technology related costs
MoJ,MoJ HQ,12/01/24,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - Exit Management,Property Transformation Project (PTP),TRIAD GROUP PLC,998199,"£58,776.00",Information technology related costs
MoJ,MoJ HQ,24/01/24,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE - Desktops,EUCS Improvements,TRUSTMARQUE SOLUTIONS LTD,2375310,"£721,816.73",Information technology related costs
MoJ,MoJ HQ,17/01/24,EXP - PURCHASE OF GOODS/SERVICES - HOSTING - Hosting,Technology Services Tech Debt,TRUSTMARQUE SOLUTIONS LTD,2375084,"£33,415.20",Information technology related costs
MoJ,MoJ HQ,05/01/24,EXP - PURCHASE OF GOODS/SERVICES - HOSTING - Hosting,Engineering,TRUSTMARQUE SOLUTIONS LTD,2376087,"£260,022.25",Information technology related costs
MoJ,MoJ HQ,16/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Infrastructure Services - EUCS,TRUSTMARQUE SOLUTIONS LTD,2015321,"(£37,940.54)",Information technology related costs
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION MAINTENANCE AND SUPPORT,Infrastructure Services - NICTS,TRUSTMARQUE SOLUTIONS LTD,2376085,"£169,493.98",Information technology related costs
MoJ,MoJ HQ,12/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - LICENCES,Design102,TRUSTMARQUE SOLUTIONS LTD,2375792,"£45,520.56",Information technology related costs
MoJ,MoJ HQ,16/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Infrastructure Services - EUCS,TRUSTMARQUE SOLUTIONS LTD,2374290,"£37,450.26",Information technology related costs
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION MAINTENANCE AND SUPPORT,Infrastructure Services - NICTS,TRUSTMARQUE SOLUTIONS LTD,2376084,"£212,090.46",Information technology related costs
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION MAINTENANCE AND SUPPORT,Infrastructure Services - NICTS,TRUSTMARQUE SOLUTIONS LTD,2376035,"£836,090.27",Information technology related costs
MoJ,MoJ HQ,09/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Research costs,HMI Probation Programme,UEA CONSULTING LTD,UCC1745634,"£69,378.00",Professional services
MoJ,MoJ HQ,09/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - OGD FUNDING CONTRIBUTIONS (OUTWARDS),UK Supreme Court funding,UK SUPREME COURT,001136,"£1,593,675.00",Funding for the Supreme Court
MoJ,MoJ HQ,16/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Probation Digital,UNILINK SOFTWARE LTD,11301,"£276,016.50",Information technology related costs
MoJ,MoJ HQ,09/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Resettlement,Prison Leavers Project,UNIVERSITY OF SWANSEA,905004237,"£45,373.49",Offender and probation related services
MoJ,MoJ HQ,09/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Resettlement,Prison Leavers Project,UNIVERSITY OF SWANSEA,905004238,"£45,373.49",Offender and probation related services
MoJ,MoJ HQ,09/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Resettlement,Prison Leavers Project,UNIVERSITY OF SWANSEA,905004364,"£45,373.49",Offender and probation related services
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,"Leadership, Talent & Capability",UNLOCKED GRADUATES,INV-0174,"£124,403.94",Staff training learning and development
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,"Leadership, Talent & Capability",UNLOCKED GRADUATES,INV-0173,"£360,447.11",Staff training learning and development
MoJ,MoJ HQ,23/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Managed Accounting Service,"Financial Reporting, Transactions & Gov",VALUATION OFFICE AGENCY,25000055002023,"£50,400.00",Professional services
MoJ,MoJ HQ,23/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Managed Accounting Service,"Financial Reporting, Transactions & Gov",VALUATION OFFICE AGENCY,25000054992023,"£87,600.00",Professional services
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Prisons Digital,VERSION 1 SOLUTION LTD,INVSOL020295,"£240,270.00",Information technology related costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Probation Digital,VERSION 1 SOLUTION LTD,INVSOL019844,"£55,755.00",Information technology related costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Probation Digital,VERSION 1 SOLUTION LTD,INVSOL019845,"£28,005.00",Information technology related costs
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - APPLICATION DEVELOPMENT,Probation Digital,VERSION 1 SOLUTION LTD,INVSOL020300,"£48,579.00",Information technology related costs
MoJ,MoJ HQ,03/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - other than legal,"Victim, Witness & CJS Delivery",VICTIM SUPPORT,3017096,"£527,100.00",Professional services
MoJ,MoJ HQ,03/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Grants to voluntary and community service organisations,"Victim, Witness & CJS Delivery",VICTIM SUPPORT,P2MOJ-VICTIMSUPPORT-LC/MSS-2022-23,"£140,417.00",Grants to voluntary public private and third sector organisations
MoJ,MoJ HQ,05/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Technology Services Tech Debt,VODAFONE LIMITED,4038967,"£81,604.19",Information technology related costs
MoJ,MoJ HQ,05/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrastructure Services - Networks,VODAFONE LIMITED,4038912,"£79,472.95",Information technology related costs
MoJ,MoJ HQ,18/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrastructure Services - Networks,VODAFONE LIMITED,4037768,"£107,822.63",Information technology related costs
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrastructure Services - Networks,VODAFONE LIMITED,4038964,"£31,874.52",Information technology related costs
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrastructure Services - Networks,VODAFONE LIMITED,4038922,"£84,073.49",Information technology related costs
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrastructure Services - Networks,VODAFONE LIMITED,4038920,"£132,740.34",Information technology related costs
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrastructure Services - Networks,VODAFONE LIMITED,393080,"£162,296.08",Information technology related costs
MoJ,MoJ HQ,23/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrastructure Services - Networks,VODAFONE LIMITED,4038911,"£279,540.72",Information technology related costs
MoJ,MoJ HQ,24/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrastructure Services - Networks,VODAFONE LIMITED,4037820,"£25,647.40",Information technology related costs
MoJ,MoJ HQ,25/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrastructure Services - Networks,VODAFONE LIMITED,4038935,"£107,822.63",Information technology related costs
MoJ,MoJ HQ,25/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrastructure Services - Networks,VODAFONE LIMITED,4038923,"£25,647.40",Information technology related costs
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrastructure Services - Networks,VODAFONE LIMITED,4038918,"£39,110.14",Information technology related costs
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,4038926,"£32,535.92",Information technology related costs
