Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,09/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100059189,"82,410.00",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/01/2024,Physical Hosting,CDIO - Core,Crown Hosting Data Centres Ltd,5100059194,"206,659.20",Physical Hosting,SN13 9GB,,,,
HMRC,HMRC,09/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100059195,"204,113.97",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/01/2024,PROJECT Mandays Supp,HMRC Security,CAPGEMINI,5100059197,"35,640.70",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100059200,"179,958.60",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/01/2024,Consultancy – IT,Transformation DG & Programme Office,Coforge,5100059203,"82,480.00",Consultancy – IT,EC3M 4AJ,,,,
HMRC,HMRC,09/01/2024,Grant in Aid Funding,Fraud Investigation Service,Chartered Trading Standards,5100059204,"30,000.00",Grant in Aid Funding,SS15 6TH,,,,
HMRC,HMRC,09/01/2024,PROJECT Mandays Supp,Risk & Intelligence,CAPGEMINI,5100059212,"39,471.50",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,Project Development,CDIO - Core,ESYNERGY SOLUTIONS LTD,1900452166,"242,465.00",Project Development,EC3M 3JY,,,,
HMRC,HMRC,10/01/2024,IT Software Licenses and Support,Risk & Intelligence,SYNALOGIK INNOVATIVE SOLUTIONS LTD,1900452191,"84,000.00",IT Software Licenses and Support,HR2 6SR,,,,
HMRC,HMRC,10/01/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900452228,"54,753.42",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/01/2024,SW Lic Sup Off shlf,CDIO - Core,Dropbox International Unlimited,5100054321,"-26,347.20",SW Lic Sup Off shlf,DUBLIN 2,,,,
HMRC,HMRC,10/01/2024,SW Lic Sup Off shlf,CDIO - Core,Dropbox International Unlimited,5100054321,"158,083.20",SW Lic Sup Off shlf,DUBLIN 2,,,,
HMRC,HMRC,10/01/2024,Consultancy – IT,Unity Business Services,SAP (UK) LTD,5100059220,"28,892.86",Consultancy – IT,TW14 8HD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,CDIO - Core,NETBUILDER LTD,5100059223,"26,420.00",PROJECT Mandays Supp,WN3 5BA,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,CCG Transformation Programmes,SAS SOFTWARE LTD,5100059227,"743,471.00",PROJECT Mandays Supp,SL7 2EB,,,,
HMRC,HMRC,10/01/2024,Virtual Hosting,B&T Border Change Delivery,Amazon Web Services UK,5100059246,"254,593.00",Customs Declaration Service Virtual Hosting,EC2A 2FA,,,,
HMRC,HMRC,10/01/2024,Virtual Hosting,CDIO - Core,Amazon Web Services UK,5100059246,"287,093.00",Virtual Hosting,EC2A 2FA,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays HMRC,Transformation DG & Programme Office,PEGASYSTEMS LTD,5100059247,"134,820.00",PROJECT Mandays HMRC,RG1 3JH,,,,
HMRC,HMRC,10/01/2024,Soft Licen Integral,CDIO Transformation Programmes,FUJITSU SERVICES LTD,5100059248,"77,204.35",Soft Licen Integral,WA3 6GD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100059253,"28,510.00",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100059256,"28,611.86",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100059264,"48,662.29",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,Prof membership,Transformation HMRC Change Portfolio,ASSOCIATION FOR PROJECT MANAGEMENT,5100059268,103.2,Prof membership,HP27 9LE,,,,
HMRC,HMRC,10/01/2024,Prof membership,Transformation HMRC Change Portfolio,ASSOCIATION FOR PROJECT MANAGEMENT,5100059268,"41,408.26",Prof membership,HP27 9LE,,,,
HMRC,HMRC,10/01/2024,Consultancy - Techni,CDIO - Core,SYNYEGA LTD,5100059281,"154,000.00",Consultancy - Techni,BL9 7HR,,,,
HMRC,HMRC,10/01/2024,SW Lic Sup mngd Serv,CDIO - Core,SAP (UK) LTD,5100059282,"1,299,096.19",SW Lic Sup mngd Serv,TW14 8HD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100059283,"107,247.03",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100059285,"50,705.97",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100059288,"31,716.44",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays HMRC,Transformation DG & Programme Office,CAPGEMINI,5100059292,"67,074.68",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,Contin Labor Build,Transformation DG & Programme Office,CAPGEMINI,5100059293,"20,978.82",Contin Labor Build,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,CAPGEMINI,5100059297,"27,350.93",Software Development,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100059381,"199,120.89",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,Government Banking and Payments,CAPGEMINI,5100059392,"22,168.05",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays HMRC,Compliance Operations Directorate,CAPGEMINI,5100059555,"37,380.41",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,Consultancy - Organi,Unity Business Services,ACCENTURE (UK) LTD,5100059569,"584,168.00",Strategic Consultancy Services,EC3M 3BD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays HMRC,CDIO - Core,PEGASYSTEMS LTD,5100059571,"75,816.00",PROJECT Mandays HMRC,RG1 3JH,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100059575,"43,298.09",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,Cons ad imp (Ir VAT),Finance Planning & Performance,GARTNER UK LTD,5100059576,"81,720.00",Cons ad imp (Ir VAT),TW20 9AH,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100059589,"31,627.17",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059592,"115,704.00",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010661,"-27,659.34",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010662,"-29,426.99",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010670,"-32,122.78",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010675,"-25,689.37",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010676,"-25,055.97",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010679,"-142,469.81",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010680,"-26,620.34",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010681,"-26,995.31",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010682,"-27,495.49",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010684,"-27,568.45",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010705,"-31,329.26",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010708,"-28,637.57",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010709,"-35,373.62",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700010710,"-35,505.56",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225063,"28,663.12",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225064,"25,704.58",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225066,"26,466.38",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225076,"142,136.09",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225077,"134,540.95",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225087,"37,147.01",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225091,"26,348.21",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225107,"50,128.80",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225110,"207,654.58",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225113,"40,417.20",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225114,"50,397.01",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225116,"78,053.82",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225125,"59,520.49",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225130,"31,350.85",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225131,"86,272.09",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225137,"61,620.04",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225139,"34,320.01",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225143,"35,420.32",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225144,"35,721.44",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900225145,"35,545.90",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - gas,Estates,Inspired Energy plc,1900225203,"59,505.19",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Utility Payments - water,Estates,Inspired Energy plc,1900225218,"56,666.98",Utility Payments - water,PR4 2TZ,,,,
HMRC,HMRC,11/01/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900452231,"147,236.38",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900452235,"366,030.95",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900452236,"161,143.34",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900452249,"157,020.87",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900452252,"59,391.87",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900452253,"52,003.65",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900452254,"41,740.62",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900452255,"231,597.87",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900452256,"416,666.67",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900452257,"62,056.34",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,Virtual Hosting and Infrastructure,CDIO - Core,Amazon Web Services UK,1900452275,"36,332.49",Virtual Hosting and Infrastructure,EC2A 2FA,,,,
HMRC,HMRC,11/01/2024,Virtual Hosting and Infrastructure,CDIO - Core,Amazon Web Services UK,1900452276,"1,099,727.84",Virtual Hosting and Infrastructure,EC2A 2FA,,,,
HMRC,HMRC,11/01/2024,Telephony Services,CDIO - Core,GAMMA TELECOM LTD,1900452301,"131,210.65",Telephony Services,RG14 5BY,,,,
HMRC,HMRC,11/01/2024,EU supply - Rec. VAT,CDIO - Core,NUANCE COMMUNICATIONS IRELAND LTD,5100059148,"111,665.03",EU supply - Rec. VAT,D02 F721,,,,
HMRC,HMRC,11/01/2024,SW Lic Sup mngd Serv,CDIO - Core,NUANCE COMMUNICATIONS IRELAND LTD,5100059149,"100,050.00",SW Lic Sup mngd Serv,D02 F721,,,,
HMRC,HMRC,11/01/2024,Contact Platform Ser,CDIO - Core,CAPITA CUSTOMER MANAGEMENT LTD,5100059601,"92,311.70",Contact Platform Ser,DL1 9HN,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100059612,"96,947.94",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,CCG Transformation Programmes,SAS SOFTWARE LTD,5100059619,"32,986.82",PROJECT Mandays Supp,SL7 2EB,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,CCG Transformation Programmes,SAS SOFTWARE LTD,5100059622,"44,955.06",PROJECT Mandays Supp,SL7 2EB,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,CCG Transformation Programmes,SAS SOFTWARE LTD,5100059623,"74,175.81",PROJECT Mandays Supp,SL7 2EB,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,CCG Transformation Programmes,SAS SOFTWARE LTD,5100059625,"22,061.27",PROJECT Mandays Supp,SL7 2EB,,,,
HMRC,HMRC,11/01/2024,Project support,CDIO Transformation Programmes,ENGAGE ESM LTD,5100059627,"107,583.91",Project support,WC1V 6EA,,,,
HMRC,HMRC,11/01/2024,SW Lic Sup Off shlf,CDIO - Core,DESKPRO LTD,5100059630,"352,800.00",SW Lic Sup Off shlf,SW19 3ES,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100059672,"193,005.81",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/01/2024,Consultancy - P&C,CFO Transformation Programmes,AECOM LTD,5100059696,"26,238.62",East Kilbride Specialist Site. Professional Services - Project Support. Dec 23,G2 7ER,,,,
HMRC,HMRC,11/01/2024,Property services,Estates,Cushman & Wakefield,5100059700,"450,921.90",Property services,EC2N 1AR,,,,
HMRC,HMRC,11/01/2024,Consultancy - P&C,CFO Transformation Programmes,MACE LTD,5100059702,"53,056.00",Newcastle Regional Centre. Professional Services - Project Support. Dec 23 ,EC2M 6XB,,,,
HMRC,HMRC,11/01/2024,Grant in Aid Funding,Intermediaries,TAXAID,5100059711,"113,315.84",Grant in Aid Funding,SE11 4AA,,,,
HMRC,HMRC,11/01/2024,Contact Platform Ser,CDIO - Core,PCI Pal (UK) Ltd,5100059722,"917,325.81",Contact Platform Ser,IP3 9FF,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,Atos Holding UK 1 Ltd,5100059729,"32,849.24",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100059837,"60,438.47",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/01/2024,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100059931,"107,057.19",GovDept Serv(VAT Ex),G75 8EA,,,,
HMRC,HMRC,11/01/2024,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100059937,"89,350.68",GovDept Serv(VAT Ex),G75 8EA,,,,
HMRC,HMRC,11/01/2024,Prop. Man. (Ir VAT),Estates,Workman Holding Account,5100059938,"24,908.83",Prop. Man. (Ir VAT),EC2V 6EE,,,,
HMRC,HMRC,11/01/2024,Prop. Man. (Ir VAT),Estates,Workman Holding Account,5100059938,"38,959.97",Prop. Man. (Ir VAT),EC2V 6EE,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,CYBANETIX,5100059940,"134,622.19",PROJECT Mandays Supp,SW19 7NF,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100059947,"56,370.65",IT contractors,TF3 3BD,,,,
HMRC,HMRC,11/01/2024,Internat. Courier,Operational Excellence & Output Mgmt,G3 WORLDWIDE (UK) LTD,5100059948,"46,992.64",Internat. Courier,UB2 5LF,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100059949,"57,846.47",IT contractors,TF3 3BD,,,,
HMRC,HMRC,11/01/2024,Legal services,Estates,DAC Beachcroft LLP - Office Account,5100059950,"52,496.02",Legal services,BS1 9HS,,,,
HMRC,HMRC,11/01/2024,OGD costs,Estates,THE SCOTTISH GOVERNMENT,5100059952,"14,434.98",OGD costs,EH6 6QQ,,,,
HMRC,HMRC,11/01/2024,OGD costs,Estates,THE SCOTTISH GOVERNMENT,5100059952,"88,672.02",OGD costs,EH6 6QQ,,,,
HMRC,HMRC,11/01/2024,Mobile call charges,CDIO - Core,VODAFONE LTD,5100059953,-5,Mobile call charges,RG14 5FF,,,,
HMRC,HMRC,11/01/2024,Mobile call charges,CDIO - Core,VODAFONE LTD,5100059953,"25,301.79",Mobile call charges,RG14 5FF,,,,
HMRC,HMRC,11/01/2024,Prop. Man. (Ir VAT),Estates,Workman Holding Account,5100059964,"3,193.44",Prop. Man. (Ir VAT),EC2V 6EE,,,,
HMRC,HMRC,11/01/2024,Prop. Man. (Ir VAT),Estates,Workman Holding Account,5100059964,"60,675.36",Prop. Man. (Ir VAT),EC2V 6EE,,,,
HMRC,HMRC,11/01/2024,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100059967,"1,236,043.28",GovDept Serv(VAT Ex),G75 8EA,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"3,620.45",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100059968,"7,240.91",Continental Shelf IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"7,240.91",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"7,240.91",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"7,240.91",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100059968,"7,240.91",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100059968,"10,861.37",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100059968,"10,861.37",Safety & Security IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"14,481.82",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100059968,"18,102.28",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"18,102.28",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"21,722.74",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"21,722.74",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"28,963.65",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"36,204.56",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"43,445.47",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"65,168.20",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100059968,"94,131.85",Modernising Authorisations IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100059968,"141,197.77",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100059968,"159,300.05",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,11/01/2024,Govt bank service,Government Banking and Payments,EXELA TECHNOLOGIES LTD,5100059970,"55,904.00",Banking finance and payments,TW20 9AB,,,,
HMRC,HMRC,11/01/2024,Contin Labor Build,B&T Border Change Delivery,Automation Logic,5100059987,"75,817.00",Customs Declaration Service Contractor Costs,EC3V 1LP,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,Atos Holding UK 1 Ltd,5100059992,"28,455.00",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,CAPGEMINI,5100059994,"90,848.81",Software Development,TF3 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100059998,"38,560.20",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100060000,"38,866.25",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,FUJITSU SERVICES LTD,5100060012,"55,161.36",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,FUJITSU SERVICES LTD,5100060019,"50,805.43",EORI Validation for ATWD,WA3 6GD,,,,
HMRC,HMRC,11/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,FUJITSU SERVICES LTD,5100060021,"41,330.19",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700022003,"-32,099.33",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700022004,"-27,502.47",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700022020,"-101,223.32",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700022022,"-50,294.87",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1700022023,"-32,198.26",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Contracted Services,CDIO - Core,EUROPEAN COMMISSION,1900452244,"31,209.64",Contracted Services,1111,,,,
HMRC,HMRC,12/01/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900452396,"53,652.04",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452406,"51,773.97",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452407,"64,296.45",Utility Payments - electricity,PR4 2TZ,,,,
