Organisation Name,Organisation Code,Unique Ref No ,Effective Date,Directorate where expenditure incurred, Supplier Name ,Payment Date,Net amount,Purpose of Spend,"Procurement Classification
(Higher Level)","Procurement Classification
(Lower Level)",CAPITAL / REVEUNE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2307,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,315,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2308,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,252,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2309,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2310,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2311,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,252,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2312,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,252,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2313,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,525,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2314,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2315,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2316,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2317,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,508.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2318,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,693,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2319,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,315,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2320,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,256.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2321,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2322,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,252,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2323,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,436.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2324,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,252,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2325,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,"1,116.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2326,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,252,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2327,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,315,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2328,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,252,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2329,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2330,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2331,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,508.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2332,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,252,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2333,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,252,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2334,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2335,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,693,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2336,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,252,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2337,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,315,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2338,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2339,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,283.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2340,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,525,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2341,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,256.5,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2342,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,567,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2343,31.07.2023,ADULT SOCIAL CARE,CHARTER CARE,18/07/2023,252,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2344,31.07.2023,ADULT SOCIAL CARE,CHASEVIEW CARE HOME,04/07/2023,"2,505.36",6541-Nursing,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2345,31.07.2023,ADULT SOCIAL CARE,CHASEVIEW CARE HOME,04/07/2023,"2,505.36",6541-Nursing,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2346,31.07.2023,CHILDRENS,REDACTED,27/07/2023,884.6,6223-Foster Carers Maintenance Allowance,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2347,31.07.2023,CHILDRENS,REDACTED,27/07/2023,374,6223-Internal Foster Carers-Carer Fees,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2348,31.07.2023,CHILDRENS,REDACTED,27/07/2023,374,6223-Internal Foster Carers-Carer Fees,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2349,31.07.2023,CHILDRENS,REDACTED,27/07/2023,616,6223-Foster Carers Maintenance Allowance,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2350,31.07.2023,ADULT SOCIAL CARE,CHERRY CARE SERVICES OXFORDSHIRE LTD,27/07/2023,"3,118.64",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2351,31.07.2023,ADULT SOCIAL CARE,CHERRY CARE SERVICES OXFORDSHIRE LTD,27/07/2023,997.92,6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2352,31.07.2023,ADULT SOCIAL CARE,CHERRY CARE SERVICES OXFORDSHIRE LTD,27/07/2023,285.12,6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2353,31.07.2023,ADULT SOCIAL CARE,CHERRY CARE SERVICES OXFORDSHIRE LTD,27/07/2023,"5,987.52",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2354,31.07.2023,ADULT SOCIAL CARE,REDACTED,06/07/2023,"2,292.32",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2355,31.07.2023,CHILDRENS,CHILDCARE BUREAU LTD,11/07/2023,"3,334.84",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2356,31.07.2023,CHILDRENS,CHILDCARE BUREAU LTD,11/07/2023,"3,217.40",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2357,31.07.2023,CHILDRENS,CHILDREN ALWAYS FIRST LTD,11/07/2023,"2,658.92",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2358,31.07.2023,CHILDRENS,CHILDREN ALWAYS FIRST LTD,11/07/2023,"2,593.96",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2359,31.07.2023,CHILDRENS,CHILDREN ALWAYS FIRST LTD,11/07/2023,"3,795.08",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2360,31.07.2023,CHILDRENS,CHILDRENS LEARNING TREE NURSERY,20/07/2023,495.9,1184-Other-Grants to Other Orgs,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2361,31.07.2023,CHILDRENS,REDACTED,11/07/2023,802.28,6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2362,31.07.2023,ADULT SOCIAL CARE,CHOICECARE 2000 LIMITED,04/07/2023,"4,920.72",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2363,31.07.2023,ADULT SOCIAL CARE,CHOICECARE 2000 LIMITED,04/07/2023,"2,773.88",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2364,31.07.2023,ADULT SOCIAL CARE,CHOICECARE 2000 LIMITED,04/07/2023,"-17,041.06",6541-Nursing,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2365,31.07.2023,ADULT SOCIAL CARE,CHOICECARE 2000 LIMITED,04/07/2023,"2,801.60",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2366,31.07.2023,ADULT SOCIAL CARE,CHOICECARE 2000 LIMITED,04/07/2023,"18,894.91",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2367,31.07.2023,CHILDRENS,REDACTED,27/07/2023,395.76,6223-Special Guardianship Orders,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2368,31.07.2023,ADULT SOCIAL CARE,REDACTED,06/07/2023,"1,014.32",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2369,31.07.2023,ADULT SOCIAL CARE,REDACTED,06/07/2023,"1,119.60",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2370,31.07.2023,CHILDRENS CAPITAL,REDACTED,07/07/2023,"7,800.00",7100-Private Grants,CAPITAL,CAPITAL GRANTS,CAPITAL GRANTS
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2371,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CIA FIRE & SECURITY LIMITED,21/07/2023,"2,500.00",6410-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2372,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CIA FIRE & SECURITY LIMITED,21/07/2023,"4,500.00",6410-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2373,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CIA FIRE & SECURITY LIMITED,21/07/2023,"4,500.00",6410-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2374,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CIA FIRE & SECURITY LIMITED,21/07/2023,"2,500.00",6410-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2375,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CIA FIRE & SECURITY LIMITED,21/07/2023,"2,500.00",6410-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2376,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CIA FIRE & SECURITY LIMITED,21/07/2023,"2,500.00",6410-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2377,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CIA FIRE & SECURITY LIMITED,21/07/2023,"2,500.00",6410-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2378,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CIA FIRE & SECURITY LIMITED,21/07/2023,"4,500.00",6410-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2379,31.07.2023,ADULT SOCIAL CARE,REDACTED,06/07/2023,"1,514.68",6541-Shared Lives,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2380,31.07.2023,RESOURCES AND TRANSFORMATION,CIPFA 001,31/07/2023,495,6634-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2381,31.07.2023,RESOURCES AND TRANSFORMATION,CITRON HYGIENE UK LTD,04/07/2023,"1,046.97",6310-Planned Maintenance,PREMISES,REPAIRS & MAINTENANCE,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2382,31.07.2023,RESOURCES AND TRANSFORMATION,CITRON HYGIENE UK LTD,04/07/2023,-909.99,6310-Planned Maintenance,PREMISES,REPAIRS & MAINTENANCE,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2383,31.07.2023,CHILDRENS,CITRON HYGIENE UK LTD,20/07/2023,758.04,6223-Repair & Maintenance of Furniture & Equipment,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2384,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CITRON HYGIENE UK LTD,10/07/2023,"4,761.62","6410-Leasing, Hire & Rental of Equipment",SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2385,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CITY RADIATOR SERVICES,07/07/2023,312,6410-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2386,31.07.2023,ADULT SOCIAL CARE,REDACTED,06/07/2023,"2,017.20",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2387,31.07.2023,ADULT SOCIAL CARE,REDACTED,06/07/2023,954,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2388,31.07.2023,CHILDRENS,REDACTED,27/07/2023,616,6223-Foster Carers Maintenance Allowance,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2389,31.07.2023,CHILDRENS,REDACTED,27/07/2023,616,6223-Foster Carers Maintenance Allowance,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2390,31.07.2023,CHILDRENS,REDACTED,27/07/2023,495.9,6223-Internal Foster Carers-Carer Fees,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2391,31.07.2023,RESOURCES AND TRANSFORMATION CAPITAL,CLEOBURY SOLUTIONS LTD,03/07/2023,"10,500.00",7300-Consultants Fees,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2392,31.07.2023,RESOURCES AND TRANSFORMATION CAPITAL,CLEOBURY SOLUTIONS LTD,31/07/2023,"10,500.00",7300-Consultants Fees,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2393,31.07.2023,CHILDRENS,CLIFFORD HOUSE FOSTERING LTD,11/07/2023,"3,305.92",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2394,31.07.2023,CHILDRENS,CLOSER 2 HOME LIMITED,11/07/2023,"22,760.00",6223-External Residential Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2395,31.07.2023,HOLDING ACCOUNTS,CLYDE & CO CLAIMS LLP - FORMERLY BERRYMANS LACE MAWER LLP,12/07/2023,793.5,2877-Insurance Payment Claims,SUPPLIES & SERVICES,INSURANCE,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2396,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CMS HIRE LTD,04/07/2023,284.88,6410-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2397,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CMS HIRE LTD,04/07/2023,"4,070.00",6410-Hire of Vehicle,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2398,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CMS HIRE LTD,04/07/2023,"4,070.00",6410-Hire of Vehicle,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2399,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CMS HIRE LTD,04/07/2023,"4,070.00",6410-Hire of Vehicle,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2400,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CMS HIRE LTD,04/07/2023,"4,070.00",6410-Hire of Vehicle,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2401,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CMS HIRE LTD,04/07/2023,"4,070.00",6410-Hire of Vehicle,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2402,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",CMS HIRE LTD,04/07/2023,"4,070.00",6410-Hire of Vehicle,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2403,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",COIN A DRINK LTD,06/07/2023,-332.25,"6410-Leasing, Hire & Rental of Equipment",SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-2404,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",COIN A DRINK LTD,06/07/2023,332.25,"6410-Leasing, Hire & Rental of Equipment",SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
