FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
LIST,Blackpool Council,Baxter Life Care Ltd,203702,1002505,14/03/2024,323.68,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,12071.5,100250520370212071.5
LIST,Blackpool Council,I Care Gb Limited,203703,1000036,14/03/2024,628.32,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,220,1000036203703220
LIST,Blackpool Council,Baxter Life Care Ltd,203706,1002505,14/03/2024,533.12,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,12075.43,100250520370612075.43
LIST,Blackpool Council,Baxter Life Care Ltd,203711,1002505,14/03/2024,533.12,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,12078.51,100250520371112078.51
LIST,Blackpool Council,Meridian Home And Social Care Ltd,203717,1001856,14/03/2024,361.76,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,413614,1001856203717413614
LIST,Blackpool Council,Meridian Home And Social Care Ltd,203718,1001856,14/03/2024,856.80,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,413624,1001856203718413624
LIST,Blackpool Council,Meridian Home And Social Care Ltd,203719,1001856,14/03/2024,932.96,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,413671,1001856203719413671
LIST,Blackpool Council,Independent Living (North West) Ltd,203738,1001098,14/03/2024,526.68,87.78,Other Day Services,20235,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,REDACTED PERSONAL DATA,1001098203738EDNAJUNESHAW014
LIST,Blackpool Council,I Care Gb Limited,203741,1000036,14/03/2024,"1,132.88",0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,347,1000036203741347
LIST,Blackpool Council,Supported Homes Ltd,203743,1003456,14/03/2024,"2,412.16",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,SHL 0000012518,1003456203743SHL 0000012518
LIST,Blackpool Council,Making Space,203767,1000236,14/03/2024,"1,370.88",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,SUI004155034,1000236203767SUI004155034
LIST,Blackpool Council,Autism Initiatives Uk,203768,1000025,14/03/2024,"1,245.23",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291943,1000025203768291943
LIST,Blackpool Council,Autism Initiatives Uk,203769,1000025,14/03/2024,"1,801.81",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291944,1000025203769291944
LIST,Blackpool Council,Autism Initiatives Uk,203770,1000025,14/03/2024,"2,893.17",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291945,1000025203770291945
LIST,Blackpool Council,Autism Initiatives Uk,203771,1000025,14/03/2024,"1,712.37",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291946,1000025203771291946
LIST,Blackpool Council,Autism Initiatives Uk,203772,1000025,14/03/2024,361.76,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291947,1000025203772291947
LIST,Blackpool Council,Autism Initiatives Uk,203773,1000025,14/03/2024,"1,338.91",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291948,1000025203773291948
LIST,Blackpool Council,Autism Initiatives Uk,203774,1000025,14/03/2024,"1,338.91",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291949,1000025203774291949
LIST,Blackpool Council,Autism Initiatives Uk,203775,1000025,14/03/2024,"1,338.91",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291950,1000025203775291950
LIST,Blackpool Council,Autism Initiatives Uk,203776,1000025,14/03/2024,"1,223.41",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291951,1000025203776291951
LIST,Blackpool Council,Autism Initiatives Uk,203777,1000025,14/03/2024,996.80,0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291952,1000025203777291952
LIST,Blackpool Council,Autism Initiatives Uk,203778,1000025,14/03/2024,"3,083.44",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291953,1000025203778291953
LIST,Blackpool Council,Autism Initiatives Uk,203779,1000025,14/03/2024,"1,640.75",0.00,Supported Living / Group Homes,20363,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291954,1000025203779291954
LIST,Blackpool Council,Autism Initiatives Uk,203780,1000025,14/03/2024,"2,078.86",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291955,1000025203780291955
LIST,Blackpool Council,Autism Initiatives Uk,203781,1000025,14/03/2024,285.60,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291956,1000025203781291956
LIST,Blackpool Council,Autism Initiatives Uk,203782,1000025,14/03/2024,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,291957,1000025203782291957
LIST,Blackpool Council,Napier Homecare Services Limited,203783,1000207,14/03/2024,437.92,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_177,1000207203783BP1512_177
LIST,Blackpool Council,Napier Homecare Services Limited,203785,1000207,14/03/2024,399.84,0.00,Homecare,20222,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_179,1000207203785BP1512_179
LIST,Blackpool Council,Napier Homecare Services Limited,203788,1000207,14/03/2024,533.12,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_182,1000207203788BP1512_182
LIST,Blackpool Council,Napier Homecare Services Limited,203789,1000207,14/03/2024,666.40,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_183,1000207203789BP1512_183
LIST,Blackpool Council,Napier Homecare Services Limited,203791,1000207,14/03/2024,285.60,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_185,1000207203791BP1512_185
LIST,Blackpool Council,Napier Homecare Services Limited,203792,1000207,14/03/2024,599.76,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_186,1000207203792BP1512_186
LIST,Blackpool Council,Napier Homecare Services Limited,203795,1000207,14/03/2024,266.56,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_189,1000207203795BP1512_189
LIST,Blackpool Council,Napier Homecare Services Limited,203797,1000207,14/03/2024,733.04,0.00,Homecare,20171,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_191,1000207203797BP1512_191
LIST,Blackpool Council,Napier Homecare Services Limited,203798,1000207,14/03/2024,266.56,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_192,1000207203798BP1512_192
LIST,Blackpool Council,Napier Homecare Services Limited,203801,1000207,14/03/2024,266.56,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_195,1000207203801BP1512_195
LIST,Blackpool Council,Napier Homecare Services Limited,203804,1000207,14/03/2024,257.04,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_198,1000207203804BP1512_198
LIST,Blackpool Council,Napier Homecare Services Limited,203805,1000207,14/03/2024,266.56,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_199,1000207203805BP1512_199
LIST,Blackpool Council,Napier Homecare Services Limited,203810,1000207,14/03/2024,533.12,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_204,1000207203810BP1512_204
LIST,Blackpool Council,Napier Homecare Services Limited,203811,1000207,14/03/2024,266.56,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_205,1000207203811BP1512_205
LIST,Blackpool Council,Napier Homecare Services Limited,203812,1000207,14/03/2024,352.24,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_206,1000207203812BP1512_206
LIST,Blackpool Council,Napier Homecare Services Limited,203813,1000207,14/03/2024,399.84,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_207,1000207203813BP1512_207
LIST,Blackpool Council,Napier Homecare Services Limited,203814,1000207,14/03/2024,552.16,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_208,1000207203814BP1512_208
LIST,Blackpool Council,Napier Homecare Services Limited,203816,1000207,14/03/2024,304.64,0.00,Homecare,20334,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_210,1000207203816BP1512_210
LIST,Blackpool Council,Napier Homecare Services Limited,203817,1000207,14/03/2024,533.12,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_211,1000207203817BP1512_211
LIST,Blackpool Council,Napier Homecare Services Limited,203823,1000207,14/03/2024,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_217,1000207203823BP1512_217
LIST,Blackpool Council,Napier Homecare Services Limited,203824,1000207,14/03/2024,266.56,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_218,1000207203824BP1512_218
LIST,Blackpool Council,Napier Homecare Services Limited,203825,1000207,14/03/2024,533.12,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_219,1000207203825BP1512_219
LIST,Blackpool Council,Napier Homecare Services Limited,203826,1000207,14/03/2024,399.84,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_220,1000207203826BP1512_220
LIST,Blackpool Council,Napier Homecare Services Limited,203827,1000207,14/03/2024,299.88,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_221,1000207203827BP1512_221
LIST,Blackpool Council,Napier Homecare Services Limited,203830,1000207,14/03/2024,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_224,1000207203830BP1512_224
LIST,Blackpool Council,Napier Homecare Services Limited,203835,1000207,14/03/2024,266.56,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_229,1000207203835BP1512_229
LIST,Blackpool Council,Napier Homecare Services Limited,203836,1000207,14/03/2024,285.60,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_230,1000207203836BP1512_230
LIST,Blackpool Council,Napier Homecare Services Limited,203837,1000207,14/03/2024,399.84,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_231,1000207203837BP1512_231
LIST,Blackpool Council,Napier Homecare Services Limited,203838,1000207,14/03/2024,399.84,0.00,Homecare,20364,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_232,1000207203838BP1512_232
LIST,Blackpool Council,Napier Homecare Services Limited,203841,1000207,14/03/2024,333.20,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_235,1000207203841BP1512_235
LIST,Blackpool Council,Napier Homecare Services Limited,203846,1000207,14/03/2024,266.56,0.00,Homecare,20234,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_240,1000207203846BP1512_240
LIST,Blackpool Council,Napier Homecare Services Limited,203847,1000207,14/03/2024,333.20,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_241,1000207203847BP1512_241
LIST,Blackpool Council,Napier Homecare Services Limited,203848,1000207,14/03/2024,533.12,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_242,1000207203848BP1512_242
LIST,Blackpool Council,Napier Homecare Services Limited,203849,1000207,14/03/2024,333.20,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_243,1000207203849BP1512_243
LIST,Blackpool Council,Napier Homecare Services Limited,203853,1000207,14/03/2024,666.40,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_247,1000207203853BP1512_247
LIST,Blackpool Council,Napier Homecare Services Limited,203855,1000207,14/03/2024,266.56,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_249,1000207203855BP1512_249
LIST,Blackpool Council,Napier Homecare Services Limited,203856,1000207,14/03/2024,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_250,1000207203856BP1512_250
LIST,Blackpool Council,Napier Homecare Services Limited,203859,1000207,14/03/2024,266.56,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_253,1000207203859BP1512_253
LIST,Blackpool Council,Napier Homecare Services Limited,203864,1000207,14/03/2024,266.56,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,BP1512_258,1000207203864BP1512_258
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203868,1142001,14/03/2024,323.68,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040081,11420012038682040040081
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203869,1142001,14/03/2024,932.96,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040082,11420012038692040040082
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203870,1142001,14/03/2024,285.60,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040083,11420012038702040040083
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203874,1142001,14/03/2024,571.20,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040087,11420012038742040040087
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203877,1142001,14/03/2024,333.20,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040090,11420012038772040040090
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203878,1142001,14/03/2024,599.76,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040092,11420012038782040040092
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203882,1142001,14/03/2024,304.64,0.00,Homecare,20296,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040097,11420012038822040040097
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203888,1142001,14/03/2024,276.08,0.00,Homecare,20222,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040102,11420012038882040040102
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203892,1142001,14/03/2024,333.20,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040107,11420012038922040040107
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203898,1142001,14/03/2024,266.56,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040114,11420012038982040040114
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203910,1142001,14/03/2024,276.08,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040127,11420012039102040040127
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203930,1142001,14/03/2024,"4,193.08",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040151,11420012039302040040151
LIST,Blackpool Council,CERA CARE OPERATIONS LTD,203931,1142001,14/03/2024,"4,193.08",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,2040040152,11420012039312040040152
LIST,Blackpool Council,M I Hamid T/A Care Solutions,203932,1003770,14/03/2024,733.04,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8638,10037702039328638
LIST,Blackpool Council,M I Hamid T/A Care Solutions,203937,1003770,14/03/2024,285.60,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8643,10037702039378643
LIST,Blackpool Council,M I Hamid T/A Care Solutions,203938,1003770,14/03/2024,266.56,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8644,10037702039388644
LIST,Blackpool Council,M I Hamid T/A Care Solutions,203939,1003770,14/03/2024,266.56,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8645,10037702039398645
LIST,Blackpool Council,M I Hamid T/A Care Solutions,203943,1003770,14/03/2024,399.84,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8649,10037702039438649
LIST,Blackpool Council,M I Hamid T/A Care Solutions,203946,1003770,14/03/2024,666.40,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8653,10037702039468653
LIST,Blackpool Council,M I Hamid T/A Care Solutions,203958,1003770,14/03/2024,533.12,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8666,10037702039588666
LIST,Blackpool Council,M I Hamid T/A Care Solutions,203961,1003770,14/03/2024,257.04,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8669,10037702039618669
LIST,Blackpool Council,M I Hamid T/A Care Solutions,203974,1003770,14/03/2024,485.52,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8782,10037702039748782
LIST,Blackpool Council,M I Hamid T/A Care Solutions,203977,1003770,14/03/2024,333.20,0.00,Homecare,20234,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8786,10037702039778786
LIST,Blackpool Council,Blackpool Carers Centre Ltd,203993,1001297,14/03/2024,519.75,0.00,Holiday Activities & Food(Haf),62046,64501,Private Contractors,Public Health - 1,PUBHEL,PUBGRT1,Public Health Grant Spend - 3,PUBGRT3,Public Health Grant Spend - 5,1552,10012972039931552
LIST,Blackpool Council,Enveco Blackpool Waste Services Ltd,204085,1003817,14/03/2024,"5,139.10",856.51,Core Highways-General Overhead,30198,62004,Running Costs Diesel,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,ENGINE1,Engineering - 5,40000976,100381720408540000976
LIST,Blackpool Council,Enveco Blackpool Waste Services Ltd,204086,1003817,14/03/2024,"1,438.25",239.71,General Overheads,30151,62004,Running Costs Diesel,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,TRAMWAY,Tramway - 5,40000977,100381720408640000977
LIST,Blackpool Council,REDACTED PERSONAL DATA,204087,1001326,14/03/2024,366.36,0.00,Adult Placement Schemes,20420,64504,Adult Placements Learning Disability,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,CARE - LW,1001326204087CARE - LW
LIST,Blackpool Council,REDACTED PERSONAL DATA,204091,1002478,14/03/2024,344.86,0.00,Adult Placement Schemes,20420,64504,Adult Placements Learning Disability,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,CARE - DH,1002478204091CARE - DH
LIST,Blackpool Council,REDACTED PERSONAL DATA,204094,1142255,14/03/2024,450.00,0.00,Children'S Training,10498,63801,Other Expenses,Children's Services - 1,CHISER,CHSAFE1,Children's Safeguarding - 3,CHSAFE3,Children'S Safeguarding - 5,LIFE STORY CONFERENCE,1142255204094LIFE STORY CONFERENCE
LIST,Blackpool Council,REDACTED PERSONAL DATA,204096,1001155,14/03/2024,344.86,0.00,Adult Placement Schemes,20253,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,CARE - MC,1001155204096CARE - MC
