Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ans Homes ,1232404,,,,16/08/2023,3110572345,"£4,202.52",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ans Homes ,1232404,,,,13/09/2023,3110579822,"£4,448.99",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,1230844,,,,19/07/2023,3110565557,"£5,111.88",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,1230844,,,,19/07/2023,3110565667,"£5,111.88",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,1230844,,,,16/08/2023,3110572489,"£4,113.48",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,1230844,,,,16/08/2023,3110572634,"£4,113.48",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,1230844,,,,13/09/2023,3110579971,"£4,359.95",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,T/a Meadbank Nursing Home,1230844,,,,13/09/2023,3110580086,"£4,359.95",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Care UK Community Partnerships Ltd ,1230853,,,,16/08/2023,3110572689,"£3,387.12",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Care UK Community Partnerships Ltd ,1230853,,,,13/09/2023,3110580098,"£10,246.36",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,City Of Westminster ,1231771,,,,18/09/2023,2200344320,"£15,346.64",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,City Of Westminster ,1231771,,,,18/09/2023,2200344321,"£36,012.12",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ealing Eventide,1281482,,,,19/07/2023,3110565726,"£2,800.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ealing Eventide,1281482,,,,16/08/2023,3110572361,"£2,800.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Ealing Eventide,1281482,,,,13/09/2023,3110579857,"£2,800.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,1230891,,,,19/07/2023,3110565713,"£3,680.36",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,1230891,,,,16/08/2023,3110572309,"£3,680.36",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Gold Care Homes Ltd ,1230891,,,,13/09/2023,3110579791,"£3,680.36",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,MMCG (2) Ltd (Maria Mallaband Care Group Ltd),1230936,,,,16/08/2023,3110572518,£571.93,,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Maria Mallaband 11 Limited,1301010,,,,19/07/2023,3110565697,"£4,800.00",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Maria Mallaband 11 Limited,1301010,,,,16/08/2023,3110572320,"£4,800.00",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Maria Mallaband 11 Limited,1301010,,,,13/09/2023,3110579814,"£5,046.46",,Nursing Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,NHS NW London CCG,1281098,,,,13/09/2023,2200343556,"£11,963.77",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,NHS NW London CCG,1281098,,,,13/09/2023,2200343556,"£11,963.77",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1236578,,,,06/07/2023,3110561695,"£2,200.12",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1232701,,,,06/07/2023,3110561859,"£3,000.00",,Adult Social Care : Other Transfer Pay,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1232701,,,,03/08/2023,3110569193,"£3,000.00",,Adult Social Care : Other Transfer Pay,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1236578,,,,03/08/2023,3110569368,"£2,200.12",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1236578,,,,31/08/2023,3110576112,"£2,200.12",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1232701,,,,31/08/2023,3110576451,"£3,000.00",,Adult Social Care : Other Transfer Pay,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1236578,,,,27/09/2023,3110583515,"£2,200.12",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Redact Details,1232701,,,,27/09/2023,3110583738,"£3,000.00",,Adult Social Care : Other Transfer Pay,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,19/07/2023,3110565615,"£3,500.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,19/07/2023,3110565615,"£3,936.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,19/07/2023,3110565738,"£3,500.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,19/07/2023,3110565738,"£3,302.64",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,16/08/2023,3110572351,"£3,302.64",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,16/08/2023,3110572351,"£3,500.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,16/08/2023,3110572604,"£3,936.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,16/08/2023,3110572604,"£3,500.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,13/09/2023,3110579833,"£3,500.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,13/09/2023,3110579833,"£3,302.64",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,13/09/2023,3110580069,"£3,500.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,St Teresas Private Home ,1231132,,,,13/09/2023,3110580069,"£3,936.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,West London Residential Care Homes Ltd,1231147,,,,19/07/2023,3110565633,"£2,248.56",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,West London Residential Care Homes Ltd,1231147,,,,16/08/2023,3110572630,"£2,248.56",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,West London Residential Care Homes Ltd,1231147,,,,13/09/2023,3110580114,"£2,248.56",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Simply Signs Ltd,D000000023,,,,14/09/2023,3110580236,£770.00,,Grounds Maintenance and Improvements :E1,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,CHP Publishing Services Ltd,D000000023,,,,09/08/2023,3110570280,"£1,965.00",,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Hays Specialist Recruitment Ltd ,1234704,,,,27/09/2023,2200346452,"£2,125.00",,Agency Staff,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Hqn Ltd ,1234756,,,,27/09/2023,2200346472,£592.50,,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Occupational Testing Ltd ,1230950,,,,21/07/2023,2200333449,"£1,750.00",,Recruitment Advertising,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Ramboll UK Ltd,1274051,,,,04/08/2023,2200336524,"£5,625.00",,Surveys,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,eXceeding Limited,1289949,,,,10/07/2023,2200331265,"£14,280.00",,Agency Staff,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,eXceeding Limited,1289949,,,,26/07/2023,2200334545,"£14,280.00",,Agency Staff,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,eXceeding Limited,1289949,,,,31/07/2023,2200335136,"£10,880.00",,Agency Staff,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,eXceeding Limited,1289949,,,,04/08/2023,2200336489,"£14,280.00",,Agency Staff,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,eXceeding Limited,1289949,,,,14/09/2023,2200343828,"£12,920.00",,Agency Staff,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Business Improvement,,Kwest Business Research ltd,1261756,,,,02/08/2023,2200335988,£525.00,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,04/07/2023,2200329809,£838.40,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,42 Bedford Row Chambers,1257856,,,,04/09/2023,2200341647,£750.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,42 Bedford Row Chambers,1257856,,,,11/09/2023,2200342803,£600.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Batchelors Solicitors,1276589,,,,10/07/2023,2200331270,£800.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Batchelors Solicitors,1276589,,,,05/09/2023,2200341889,"£2,338.60",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Batchelors Solicitors,1276589,,,,05/09/2023,2200341890,£710.50,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Chiltern Costs Consultants,1306079,,,,04/09/2023,2200341646,£611.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Chiltern Costs Consultants,1306079,,,,08/09/2023,2200342658,£780.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Redact Details,1232218,,,,18/08/2023,2200339065,£602.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Redact Details,1232218,,,,18/08/2023,2200339151,£630.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Redact Details,1232218,,,,22/08/2023,2200339725,£840.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Redact Details,1232218,,,,22/08/2023,2200339768,£630.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Redact Details,1232218,,,,29/08/2023,2200340458,£826.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Redact Details,1232218,,,,28/09/2023,2200346642,"£1,120.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Redact Details,1232218,,,,28/09/2023,2200346738,£700.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Dmh Stallard ,1234014,,,,03/08/2023,2200336223,"£1,788.60",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Dmh Stallard ,1234014,,,,03/08/2023,2200336259,"£8,596.72",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Dmh Stallard ,1234014,,,,03/08/2023,2200336260,"£4,093.10",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Dmh Stallard ,1234014,,,,05/09/2023,2200341887,"£4,309.60",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Five Paper ,1252476,,,,19/07/2023,2200332973,£620.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Five Paper ,1252476,,,,18/08/2023,2200339061,£800.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Five Paper ,1252476,,,,12/09/2023,2200343185,"£1,800.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Five Paper ,1252476,,,,13/09/2023,2200343506,"£1,800.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Five Paper ,1252476,,,,18/09/2023,2200344177,£600.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Five Paper ,1252476,,,,19/09/2023,2200344655,£600.00,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Five Paper ,1252476,,,,28/09/2023,2200346609,£697.50,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Liberty Solicitors,D000000023,,,,03/07/2023,3110559574,"£6,500.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Bond Turner Ltd,D000000023,,,,07/07/2023,3110561960,"£1,450.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Veritas Solicitors,D000000023,,,,24/07/2023,3110566151,"£7,450.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Mcdermott smith law,D000000023,,,,24/07/2023,3110566154,"£1,000.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Jordans Solicitors,D000000023,,,,26/07/2023,3110566848,"£3,000.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Redact Details,D000000023,,,,27/07/2023,3110566941,"£43,000.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Dutton Gregory Solicitors,D000000023,,,,31/07/2023,3110567150,"£4,160.80",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Satchell Moran Solicitors,D000000023,,,,10/08/2023,3110570376,"£2,160.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Antony Hodari Holding C/A,D000000023,,,,11/08/2023,3110570425,"£1,000.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Redact Details,D000000023,,,,18/08/2023,3110572915,"£4,800.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Satchell Moran Solicitors Limited,D000000023,,,,21/08/2023,3110573219,"£1,200.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,North Kensington Law Centre,D000000023,,,,22/08/2023,3110573702,"£1,500.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,North Kensington Law Centre,D000000023,,,,23/08/2023,3110573766,"£1,980.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,SLS solicitors,D000000023,,,,04/09/2023,3110576816,"£7,546.64",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Anthony Hodari Solicitors,D000000023,,,,08/09/2023,3110577756,"£5,500.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Redact Details,D000000023,,,,18/09/2023,3110580452,"£3,000.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,GLP Solicitors,D000000023,,,,22/09/2023,3110581236,"£13,204.84",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,DILLEX Solicitors,D000000023,,,,22/09/2023,3110581244,"£7,323.50",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Liberty solicitors,D000000023,,,,25/09/2023,3110581559,"£8,000.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Redact Details,D000000023,,,,29/09/2023,3110583979,"£1,499.33",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Veritas Solicitors,D000000023,,,,29/09/2023,3110583990,"£3,000.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Lamb Chambers,1253276,,,,06/07/2023,2200330665,"£2,200.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Mgi Limited,1264988,,,,18/09/2023,2200344336,"£9,800.00",,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Mgi Limited,1264988,,,,18/09/2023,2200344339,"£1,700.00",,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Mgi Limited,1264988,,,,18/09/2023,2200344340,£907.00,,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Ocean Media Group Ltd ,1230951,,,,17/08/2023,2200338937,"£1,045.00",,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,14/07/2023,2200332329,£838.40,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,14/07/2023,2200332330,"£1,236.50",,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,14/07/2023,2200332363,£838.40,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200332911,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200332912,£534.48,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200332913,£712.64,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200332914,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200332915,£712.64,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200333022,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200333023,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200333024,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200333025,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200333113,"£1,236.50",,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200333114,£838.40,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,19/07/2023,2200333115,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,25/07/2023,2200334213,£838.40,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,25/07/2023,2200334214,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,03/08/2023,2200336262,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,03/08/2023,2200336263,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,03/08/2023,2200336264,"£1,236.50",,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,03/08/2023,2200336265,£838.40,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,12/08/2023,2200338109,£838.40,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,12/08/2023,2200338110,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,17/08/2023,2200338931,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,17/08/2023,2200338932,£838.40,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,23/08/2023,2200339941,£890.80,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,23/08/2023,2200339942,£838.40,,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Departmental Management,,Oracle Security Services Ltd ,1258033,,,,05/09/2023,2200341886,£890.80,,Security Costs,,,,,,No
