Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,31/05/2024,2200396776,613,,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,31/05/2024,2200396777,613,,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,04/06/2024,2200397485,"13,558.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,05/06/2024,2200397628,"1,600.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,13/06/2024,2200399806,500,,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,13/06/2024,2200399807,500,,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Ashfords Llp ,1232627,,,,28/06/2024,2200402683,"1,118.00",,Legal Fees & expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Asset Plus Energy Performance Limit,1308109,,,,08/05/2024,2200391988,"37,820.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Asset Plus Energy Performance Limit,1308109,,,,08/05/2024,2200391989,"37,945.50",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Asset Plus Energy Performance Limit,1308109,,,,08/05/2024,2200391990,"2,137,138.39",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Asset Plus Energy Performance Limit,1308109,,,,08/05/2024,2200391991,"5,904.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Asset Plus Energy Performance Limit,1308109,,,,08/05/2024,2200392021,"4,766.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Asset Plus Energy Performance Limit,1308109,,,,08/05/2024,2200392023,"24,625.83",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Asset Plus Energy Performance Limit,1308109,,,,08/05/2024,2200392048,"6,949.50",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Asset Plus Energy Performance Limit,1308109,,,,08/05/2024,2200392056,"5,136.08",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Asset Plus Energy Performance Limit,1308109,,,,26/06/2024,2200402085,"3,452.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BEC Perimeter Security Ltd,1284063,,,,28/06/2024,2200402517,"19,970.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BEC Perimeter Security Ltd,1284063,,,,28/06/2024,2200402518,675,,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,BEC Perimeter Security Ltd,1284063,,,,28/06/2024,2200402519,"7,160.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,21/05/2024,2200394793,"26,220.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,28/05/2024,2200396148,"1,300.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Baily Garner LLP ,1232685,,,,07/06/2024,2200398351,"14,748.75",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bates Wells & Braithwaite LONDON LL,1300920,,,,04/04/2024,2200385305,592,,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/04/2024,2200387985,600,,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,01/04/2024,2200387986,"1,837.00",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,09/04/2024,2200386438,"18,452.50",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,29/04/2024,2200390601,"1,700.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,02/05/2024,2200391407,"3,660.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,02/05/2024,2200391408,"9,865.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,03/05/2024,2200391641,"1,874.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,09/05/2024,2200392241,856,,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,09/05/2024,2200392319,"4,317.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,20/05/2024,2200394491,"1,098.94",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,22/05/2024,2200395034,780,,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,22/05/2024,2200395062,"5,721.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,24/05/2024,2200395676,"1,400.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,29/05/2024,2200396417,"3,821.48",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,31/05/2024,2200396764,"4,980.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,24/06/2024,2200401679,"2,980.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bell Decorating & Building Ltd ,1232723,,,,24/06/2024,2200401748,"5,915.00",,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bellrock Property & Facilities Man ,1255450,,,,22/04/2024,2200389191,"51,691.89",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bevan Brittan Llp ,1232737,,,,19/04/2024,2200388770,"1,008.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bevan Brittan Llp ,1232737,,,,30/04/2024,2200390855,"2,033.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bevan Brittan Llp ,1232737,,,,22/05/2024,2200394979,"11,076.50",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Bison Security Posts & Bollards Ltd,1309858,,,,16/04/2024,2200388000,"13,355.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Black Box Network Services ,1231180,,,,25/04/2024,2200390068,"1,143.87",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Black Box Network Services ,1231180,,,,19/06/2024,2200400824,"2,115.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Black Box Network Services ,1231180,,,,19/06/2024,2200400959,"2,864.01",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Black Box Network Services ,1231180,,,,19/06/2024,2200400960,"3,365.01",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Borras Construction Ltd,1275543,,,,03/04/2024,2200384902,"85,500.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Borras Construction Ltd,1275543,,,,11/04/2024,2200386826,"17,541.78",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Borras Construction Ltd,1275543,,,,14/05/2024,2200393444,"124,450.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Borras Construction Ltd,1275543,,,,29/05/2024,2200396387,"68,150.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Redacted,1260368,,,,04/04/2024,2200385320,"1,650.00",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Redacted,1260368,,,,22/04/2024,2200389196,500,,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Redacted,1260368,,,,23/04/2024,2200389377,900,,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Redacted,1260368,,,,23/04/2024,2200389581,"2,600.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Build Test Solutions Ltd,1271506,,,,11/04/2024,2200386807,600,,Energy Conservation : CM,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Build Test Solutions Ltd,1271506,,,,30/04/2024,2200390754,"1,800.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Build Test Solutions Ltd,1271506,,,,30/04/2024,2200390759,900,,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Build Test Solutions Ltd,1271506,,,,30/04/2024,2200390836,"5,500.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Build Test Solutions Ltd,1271506,,,,22/05/2024,2200395161,900,,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Butler & Young Services Ltd,1272888,,,,10/05/2024,2200392672,"8,425.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Butler & Young Services Ltd,1272888,,,,20/05/2024,2200394619,"5,314.66",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Butler & Young Services Ltd,1272888,,,,04/06/2024,2200397314,"8,425.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Butler & Young Services Ltd,1272888,,,,19/06/2024,2200400940,"8,425.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Buxton Building Contractors Ltd,1288846,,,,04/04/2024,2200385218,"263,400.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Buxton Building Contractors Ltd,1288846,,,,29/04/2024,2200390654,"203,550.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Buxton Building Contractors Ltd,1288846,,,,04/06/2024,2200397448,"136,100.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,C&C Builders Ltd,1274385,,,,15/04/2024,2200387645,"2,240.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,C&C Builders Ltd,1274385,,,,10/05/2024,2200392657,540,,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,C&C Builders Ltd,1274385,,,,10/05/2024,2200392659,"7,725.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,C&C Builders Ltd,1274385,,,,22/05/2024,2200394959,"2,310.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,C&C Builders Ltd,1274385,,,,19/06/2024,2200400920,"11,669.55",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,C&C Builders Ltd,1274385,,,,21/06/2024,2200401358,"3,880.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Clm Fireproofing Limited,1268719,,,,17/05/2024,2200394260,"12,142.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,10/04/2024,2200386567,"6,775.36",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,10/04/2024,2200386573,"2,354.61",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,10/04/2024,2200386577,"2,727.29",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,10/04/2024,2200386580,"2,772.41",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,10/04/2024,2200386582,"2,727.29",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,09/05/2024,2200392361,677.47,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,09/05/2024,2200392362,"2,985.53",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,17/05/2024,2200394276,516.47,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,17/05/2024,2200394277,565.83,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,17/05/2024,2200394280,681.43,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,17/05/2024,2200394282,659.92,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,17/05/2024,2200394283,646.88,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,17/05/2024,2200394285,756.92,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,17/05/2024,2200394287,659.92,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,17/05/2024,2200394293,516.47,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,17/05/2024,2200394296,"6,452.71",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,17/05/2024,2200394298,"2,772.24",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,CVC Direct Ltd,1293985,,,,17/05/2024,2200394299,516.47,,Special Maintenance,,,,,,No
