Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name,BVACOP Group 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311731,584.86,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311731,1060.60,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311731,571.10,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311731,1371.25,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311731,561.43,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH,EDF ENERGY,38643,27/11/2024,70311731,1180.43,370000,Utilities,Not Classified,Not Classified,no,REVENUE,INCLUSIVE GROWTH & DEVELOPMENT,2009,Energy,11380,BUILDINGS,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311731,1137.45,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-2610.42,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-2584.54,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-2585.96,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-2535.54,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-2529.06,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-2576.01,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,3616.68,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,3520.13,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,4194.28,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,4028.62,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,4520.39,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,4468.26,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,3758.98,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,3814.89,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,1241.08,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,1358.97,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,1408.82,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,1442.79,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,1436.05,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,1343.46,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,4437.27,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,2576.01,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-3495.37,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-3638.95,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-3987.03,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-4235.86,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-4518.60,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-4470.05,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-3758.98,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311733,-3712.79,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311734,1192.58,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,08/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311734,560.41,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,08/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311734,779.71,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,08/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311734,5039.01,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,08/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311734,1819.73,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,08/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311734,132802.96,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,08/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311734,164800.52,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,08/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311735,680.20,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311735,724.25,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311735,933.40,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311735,966.84,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311735,631.29,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311735,1388.02,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311735,571.80,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,27/11/2024,70311735,546.26,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",COMPASS ROYSTON TRAVEL LTD,33071,27/11/2024,70311759,11625.28,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",DELTA COACHES,65763,27/11/2024,70311760,2700.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",E TRAVEL NORTH EAST,79383,27/11/2024,70311761,6100.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",FAIRFIELD MINI TRAVEL,50007,27/11/2024,70311762,600.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",LINTHORPE MINI-BUSES,34736,27/11/2024,70311763,550.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M & D TRAVEL,33186,27/11/2024,70311764,1650.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTON MINI TRAVEL,35533,27/11/2024,70311765,1225.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ABDUL SHAKOOR,59803,27/11/2024,70311775,909.70,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",AMJAD HUSSAIN,67663,27/11/2024,70311776,709.84,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PAUL TRENHOLME,63566,27/11/2024,70311782,594.88,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,CIOC and Care Leavers,3028,School Transport,30121,CIOC-SUPPORT,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,BILAL SHAKEEL,69950,27/11/2024,70311784,687.60,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",3028,School Transport,20454,SEN ASSESSMENT & REVIEW,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BILAL SHAKEEL,69950,27/11/2024,70311785,579.07,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BILAL SHAKEEL,69950,27/11/2024,70311788,687.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BILAL SHAKEEL,69950,27/11/2024,70311789,506.80,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",MUDASSAR TASWIR,79377,27/11/2024,70311790,563.76,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GULNAWAZ MOHAMMED,46167,27/11/2024,70311792,825.30,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GULNAWAZ MOHAMMED,46167,27/11/2024,70311793,668.80,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30399,POST 16+ HOME TO COLLEGE,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",GULNAWAZ MOHAMMED,46167,27/11/2024,70311794,877.80,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ISHFAQ AHMED,76034,27/11/2024,70311796,686.40,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30865,TRANSPORT PROVISION LD CLIENTS,27/11/2024,0,0,2024,202408,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BILAL SHAKEEL,69950,27/11/2024,70311798,505.80,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,27/11/2024,0,0,2024,202408,SBC,
