Transaction Date,Cost Centre,Cost Centre (T),Merchant Name, Gross Amount ,Account,Account (T),MCC,MCC Description
16/08/2023,LE10,Economic Development,Clr*www.Rbwm.Gov.Uk,147.00,J46,Other Expenses,9399,Government Services
16/08/2023,LR10,Braywick Nature Centre,Tesco Stores 3404,18.06,J46,Other Expenses,5411,Grocery Stores and Supermarkets
16/08/2023,MA69,Facilities Management,Laithwaites Wine,18.06,J46,Other Expenses,5921,"Package Stores, Beer, Wine, Liquor"
16/08/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
16/08/2023,MB38,Aboricultural / Tree Team (Planning),Thomson Reuters UK Ltd,195.00,H10,Equipment Purchase,8999,Professional Services
17/08/2023,LE10,Economic Development,Squarespace Inc.,19.20,A77,Professional Subscriptions,7372,"Computer Program, System Design"
17/08/2023,SVHM,Homelessness,Premier Inn,681.50,K77,Client Temporary Accommodation,3811,Premier Inn
18/08/2023,LE10,Economic Development,Clr*www.Rbwm.Gov.Uk,171.00,J46,Other Expenses,9399,Government Services
18/08/2023,LE10,Economic Development,Clr*www.Rbwm.Gov.Uk,171.00,J46,Other Expenses,9399,Government Services
18/08/2023,LT80,Guildhall-Meetings & Events,Tst-Webrew Trade,48.75,H30,Catering (taxable benefit),5813,"Bars, Cocktail Lounges, Discotheques, Nightclubs"
18/08/2023,NA11,Town Hall- Operations,Www.Screwfix.Com,69.94,H10,Equipment Purchase,5211,Lumber & Building Materials Stores
18/08/2023,PX01,Trading Standards,Www.Apea.Org.Uk,50.00,A77,Professional Subscriptions,8699,"Organizations, Membership"
18/08/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,505.95,H16,Furniture,5331,Variety Stores
18/08/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,520.00,H16,Furniture,5331,Variety Stores
19/08/2023,LB18,Libraries-Maidenhead,Amazon Prime*1f2w428z4,8.99,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
21/08/2023,LR10,Braywick Nature Centre,Vmo*vimeo Plus+ Monthl,9.54,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
21/08/2023,MH33,Environmental Protection,Chartered Institute Of En,183.00,A77,Professional Subscriptions,8398,"Organizations, Charitable and Social Service"
21/08/2023,SVHM,Homelessness,Travelodge Gb0000,87.70,K77,Client Temporary Accommodation,3615,Travelodge
24/08/2023,LR10,Braywick Nature Centre,Steane & Co,5.00,J46,Other Expenses,5251,Hardware Stores
24/08/2023,MA51,Democratic Services,Zoom.Us 888-799-9666,116.94,H92,Software,4814,Telecommunication Services
24/08/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
24/08/2023,SVHM,Homelessness,Travelodge Gb0000,395.70,K77,Client Temporary Accommodation,3615,Travelodge
25/08/2023,LB82,S E Library Management,Microsoft*microsoft 365 F,79.99,H92,Software,5816,Digital Goods - Games
26/08/2023,LB18,Libraries-Maidenhead,Amznmktplace,24.59,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
29/08/2023,LT80,Guildhall-Meetings & Events,Booker Ltd - 38603524,48.06,H30,Catering (taxable benefit),5411,Grocery Stores and Supermarkets
29/08/2023,LT80,Guildhall-Meetings & Events,Laithwaites Wine,983.66,H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
29/08/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
29/08/2023,MJ20,Civic & Mayoral Costs,Taplow To,3.20,G40,Staff Public Transport,4112,Passenger Railways
29/08/2023,NA11,Town Hall- Operations,Homebase Ltd,50.50,H10,Equipment Purchase,5200,Home Supply Warehouse Stores
30/08/2023,LE10,Economic Development,Terraquest Solutions Ltd,10.20,J46,Other Expenses,2741,Miscellaneous Publishing and Printing
30/08/2023,MB01,Centralised Stationery,Stationeryu,230.82,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
30/08/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
30/08/2023,MB38,Aboricultural / Tree Team (Planning),Honey Brothers Ltd,59.09,H10,Equipment Purchase,5072,Hardware Equipment and Supplies
30/08/2023,MC36,Pensions Administration,Marks&spencer Plc,50.00,H10,Equipment Purchase,5411,Grocery Stores and Supermarkets
30/08/2023,MC36,Pensions Administration,Institute Of Payroll P,215.00,A70,Training - Non-Taxable Benefit,8999,Professional Services
30/08/2023,MC36,Pensions Administration,Institute Of Payroll P,215.00,A70,Training - Non-Taxable Benefit,8999,Professional Services
30/08/2023,PC99,Car Parks Contractor,Admiral Cleaning Suppl,24.05,F17,Service Contracts,2842,"Specialty Cleaning, Polishing, and Sanitation"
30/08/2023,SVHM,Homelessness,Travelodge Gb0000,592.52,K77,Client Temporary Accommodation,3615,Travelodge
31/08/2023,LB18,Libraries-Maidenhead,Sq *smm Media Limited,64.45,J47,Events & Activities,8299,Other Schools and Educational Services
31/08/2023,LT80,Guildhall-Meetings & Events,Tst-Webrew Trade,104.16,H30,Catering (taxable benefit),5813,"Bars, Cocktail Lounges, Discotheques, Nightclubs"
31/08/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
31/08/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
31/08/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
31/08/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
31/08/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
31/08/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
31/08/2023,MJ20,Civic & Mayoral Costs,Sp Rbl Poppy Appeal,27.50,J46,Other Expenses,8398,"Organizations, Charitable and Social Service"
01/09/2023,HE01,"MD/Strategic Director A,C & H",Amznmktplace,16.10,J46,Other Expenses,5999,Miscellaneous and Specialty Retail Stores
01/09/2023,LE10,Economic Development,Squarespace Inc.,244.80,J46,Other Expenses,7372,"Computer Program, System Design"
01/09/2023,LE10,Economic Development,Www.Planning.Co,298.00,J46,Other Expenses,7399,Other Business Services
01/09/2023,MJ20,Civic & Mayoral Costs,Powerbell Services Limite,"1,527.02",G10,Vehicle Servicing & Repairs,7538,Automotive Service Shops
03/09/2023,LR10,Braywick Nature Centre,Amazon.Co.Uk*1u05w8nu4,26.40,J46,Other Expenses,5969,Other Direct Marketing-Other Direct Marketers
03/09/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
03/09/2023,ML15,Public Relations,Axate,2.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
04/09/2023,MB38,Aboricultural / Tree Team (Planning),Badger Trust,20.00,J46,Other Expenses,8398,"Organizations, Charitable and Social Service"
04/09/2023,MC36,Pensions Administration,Institute Of Payroll P,215.00,A70,Training - Non-Taxable Benefit,8999,Professional Services
04/09/2023,MC36,Pensions Administration,Institute Of Payroll P,215.00,A70,Training - Non-Taxable Benefit,8999,Professional Services
05/09/2023,LE10,Economic Development,Clr*www.Rbwm.Gov.Uk,228.00,J46,Other Expenses,9399,Government Services
05/09/2023,MB38,Aboricultural / Tree Team (Planning),Cieem.Net,78.00,A77,Professional Subscriptions,8398,"Organizations, Charitable and Social Service"
05/09/2023,SVHM,Homelessness,Travelodge Gb0000,98.92,K77,Client Temporary Accommodation,3615,Travelodge
06/09/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
07/09/2023,LE10,Economic Development,Clr*www.Rbwm.Gov.Uk,171.00,J46,Other Expenses,9399,Government Services
07/09/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
08/09/2023,LB18,Libraries-Maidenhead,Homebase Ltd,12.00,H10,Equipment Purchase,5200,Home Supply Warehouse Stores
08/09/2023,MA51,Democratic Services,Zoom.Us 888-799-9666,6.70,H92,Software,4814,Telecommunication Services
08/09/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
08/09/2023,SVHM,Homelessness,Travelodge Gb0000,777.12,K77,Client Temporary Accommodation,3615,Travelodge
10/09/2023,EC26,"Information, Advice and Support Service",Eig*constantcontact.Com,21.60,H80,Communication,5968,Direct Marketing Continuity Subscription Merchants
12/09/2023,LB18,Libraries-Maidenhead,Amznmktplace,7.99,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
12/09/2023,MT49,Community Warden Scheme,Amznmktplace,19.99,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
12/09/2023,PT70,Road Safety,B & Q 1262,25.50,H10,Equipment Purchase,5200,Home Supply Warehouse Stores
13/09/2023,LB18,Libraries-Maidenhead,Auraonlinel,114.75,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
13/09/2023,MC36,Pensions Administration,Gwr Maidenhead To,53.40,G39,Client Public Transport,4112,Passenger Railways
14/09/2023,EC26,"Information, Advice and Support Service",Sainsburys S/mkts,1.03,H35,Refreshments,5411,Grocery Stores and Supermarkets
14/09/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
14/09/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
14/09/2023,MJ20,Civic & Mayoral Costs,Specialised Canvas,344.04,J46,Other Expenses,5399,Miscellaneous General Merchandise
14/09/2023,ML15,Public Relations,Contstant Contact,196.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
15/09/2023,LR10,Braywick Nature Centre,Angling Active,331.94,H10,Equipment Purchase,5941,Sporting Goods Stores
15/09/2023,MB38,Aboricultural / Tree Team (Planning),Cieem.Net,202.00,A77,Professional Subscriptions,8398,"Organizations, Charitable and Social Service"
15/09/2023,MJ20,Civic & Mayoral Costs,Tesco Stores 2668,35.00,J46,Other Expenses,5411,Grocery Stores and Supermarkets
17/09/2023,LR10,Braywick Nature Centre,Amznmktplace,43.98,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
17/09/2023,LR10,Braywick Nature Centre,Amznmktplace,82.97,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
18/09/2023,HE01,"MD/Strategic Director A,C & H",Tesco Stores 5135,51.09,J46,Other Expenses,5411,Grocery Stores and Supermarkets
18/09/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
18/09/2023,NA11,Town Hall- Operations,Chairclinic,990.00,H10,Equipment Purchase,7392,"Consulting, Management, and PR Services"
19/09/2023,LB18,Libraries-Maidenhead,Amazon Prime*141h059m4,8.99,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
19/09/2023,LB82,S E Library Management,Se Online Web,53.30,G40,Staff Public Transport,4112,Passenger Railways
19/09/2023,LT80,Guildhall-Meetings & Events,Laithwaites Wine,"1,131.60",H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
19/09/2023,MY74,Learning and Development,Westminster Insight,430.92,A70,Training - Non-Taxable Benefit,5815,"Digital Goods - Media, Books, Movies, Music"
20/09/2023,LR10,Braywick Nature Centre,Vmo*vimeo Plus+ Monthl,9.54,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
20/09/2023,LR10,Braywick Nature Centre,Paypal *cieh,64.80,J46,Other Expenses,8398,"Organizations, Charitable and Social Service"
20/09/2023,MJ20,Civic & Mayoral Costs,Sq *wycombe Wanderers Foo,696.00,J46,Other Expenses,7929,"Bands, Orchestras, and Miscellaneous Entertainers"
20/09/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,92.95,H16,Furniture,5331,Variety Stores
20/09/2023,SFRG,Social Fund Reform Grant,Www.Argos.Co.Uk,97.95,H16,Furniture,5311,Department Stores
20/09/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,430.00,H16,Furniture,5331,Variety Stores
22/09/2023,MA74,Digital Printing IGEN,Stationeryu,597.54,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
22/09/2023,MY74,Learning and Development,Eb *biodiversity Net G,25.00,A70,Training - Non-Taxable Benefit,7399,Other Business Services
22/09/2023,MY74,Learning and Development,Eb *biodiversity Net G,25.00,A70,Training - Non-Taxable Benefit,7399,Other Business Services
24/09/2023,MA51,Democratic Services,Zoom.Us 888-799-9666,129.93,H92,Software,4814,Telecommunication Services
26/09/2023,LB18,Libraries-Maidenhead,Amznmktplace,12.99,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
26/09/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
26/09/2023,MC36,Pensions Administration,Gwr Maidenhead To,15.80,G39,Client Public Transport,4112,Passenger Railways
26/09/2023,MT10,Legal Services,Amazon* 205-3425160-38,59.96,H46,Books & Publications,5399,Miscellaneous General Merchandise
27/09/2023,ML15,Public Relations,Amznmktplace,30.72,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
27/09/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,-210.00,H16,Furniture,5331,Variety Stores
02/10/2023,LR10,Braywick Nature Centre,Amazon* 204-0897564-96,22.93,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
02/10/2023,LR10,Braywick Nature Centre,Lidl Gb Maidenhead,39.49,J46,Other Expenses,5411,Grocery Stores and Supermarkets
02/10/2023,LT80,Guildhall-Meetings & Events,Booker Ltd - 38603524,143.38,H30,Catering (taxable benefit),5411,Grocery Stores and Supermarkets
02/10/2023,LT80,Guildhall-Meetings & Events,Laithwaites Wine,317.20,H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
02/10/2023,MB01,Centralised Stationery,Amznmktplace,15.31,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
02/10/2023,MT65,Community Safety Grant Funded,Amznmktplace,11.92,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
03/10/2023,LT80,Guildhall-Meetings & Events,Tst-Webrew Trade,122.54,H30,Catering (taxable benefit),5813,"Bars, Cocktail Lounges, Discotheques, Nightclubs"
03/10/2023,ML15,Public Relations,Axate,2.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
03/10/2023,MT65,Community Safety Grant Funded,Amznmktplace,41.34,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
03/10/2023,MT65,Community Safety Grant Funded,Amznmktplace,74.70,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
04/10/2023,LT80,Guildhall-Meetings & Events,Windsor Peascod S 4460,12.50,H31,Catering (non-taxable benefit),5411,Grocery Stores and Supermarkets
04/10/2023,LT80,Guildhall-Meetings & Events,Tst-Webrew Trade,25.92,H30,Catering (taxable benefit),5813,"Bars, Cocktail Lounges, Discotheques, Nightclubs"
04/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
04/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
04/10/2023,MH32,Parking Operations Unit,Dvla Dup V5c Agent,25.00,G11,Vehicle Supplies,9399,Government Services
05/10/2023,EC26,"Information, Advice and Support Service",Amazon.Co.Uk*ht32y3vq4,7.45,H45,Stationery,5969,Other Direct Marketing-Other Direct Marketers
05/10/2023,EC26,"Information, Advice and Support Service",Amazon.Co.Uk*ht3vb35y4,8.33,H45,Stationery,5969,Other Direct Marketing-Other Direct Marketers
05/10/2023,EC26,"Information, Advice and Support Service",Vistaprint,23.48,H45,Stationery,7399,Other Business Services
05/10/2023,MB01,Centralised Stationery,Amznmktplace,12.17,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
05/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
05/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
05/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
05/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
05/10/2023,ML15,Public Relations,Amznmktplace,-22.23,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
05/10/2023,SVHM,Homelessness,Travelodge Gb0000,130.53,K77,Client Temporary Accommodation,3615,Travelodge
06/10/2023,LR10,Braywick Nature Centre,Lidl Gb Maidenhead,10.66,J46,Other Expenses,5411,Grocery Stores and Supermarkets
06/10/2023,MJ20,Civic & Mayoral Costs,Nya*motor Fuel Ltd,6.00,J46,Other Expenses,5499,Miscellaneous Food Stores & Convenience Stores
06/10/2023,ML15,Public Relations,Amznmktplace,29.89,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
06/10/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,-105.00,H16,Furniture,5331,Variety Stores
06/10/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,-92.95,H16,Furniture,5331,Variety Stores
06/10/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,90.00,H16,Furniture,5331,Variety Stores
06/10/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,111.95,H16,Furniture,5331,Variety Stores
06/10/2023,SFRG,Social Fund Reform Grant,Currys Online,169.00,H16,Furniture,5732,Electronic Sales
06/10/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,197.95,H16,Furniture,5331,Variety Stores
06/10/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,325.00,H16,Furniture,5331,Variety Stores
07/10/2023,MA69,Facilities Management,Waitrose 772,13.20,H10,Equipment Purchase,5411,Grocery Stores and Supermarkets
07/10/2023,MJ20,Civic & Mayoral Costs,Esso Shoppenhanger Sstn,80.40,F40,Gas,5541,Service Stations
09/10/2023,MA87,Deputyship,Clr*royal Borough Of,22.00,H20,Client Personal Needs,9399,Government Services
09/10/2023,MB01,Centralised Stationery,Amznmktplace,9.19,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
09/10/2023,MB01,Centralised Stationery,Amznmktplace,14.98,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
09/10/2023,MT49,Community Warden Scheme,Sp Patrolstore,99.49,H10,Equipment Purchase,5399,Miscellaneous General Merchandise
10/10/2023,EC26,"Information, Advice and Support Service",Eig*constantcontact.Com,21.60,H80,Communication,5968,Direct Marketing Continuity Subscription Merchants
10/10/2023,SSAF,Supporting Afghan Families,Www.Argos.Co.Uk,83.50,H10,Equipment Purchase,5311,Department Stores
11/10/2023,LT80,Guildhall-Meetings & Events,Laithwaites Wine,-423.60,H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
11/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
11/10/2023,MC36,Pensions Administration,Gwr Maidenhead To,33.00,G39,Client Public Transport,4112,Passenger Railways
12/10/2023,EC26,"Information, Advice and Support Service",Marks&spencer Plc Saca,4.25,H35,Refreshments,5411,Grocery Stores and Supermarkets
12/10/2023,LB18,Libraries-Maidenhead,Amznmktplace,15.80,J46,Other Expenses,5999,Miscellaneous and Specialty Retail Stores
12/10/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
13/10/2023,LB82,S E Library Management,Se Online Web,30.30,G40,Staff Public Transport,4112,Passenger Railways
14/10/2023,ML15,Public Relations,Eig*constantcontact.Com,196.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
16/10/2023,MA69,Facilities Management,Halfords 0371,23.98,H10,Equipment Purchase,5940,Bicycle Shops-Sales and Service
16/10/2023,MA69,Facilities Management,Homebase Ltd,43.20,H10,Equipment Purchase,5200,Home Supply Warehouse Stores
16/10/2023,MA69,Facilities Management,Www.Screwfix.Com,64.34,H10,Equipment Purchase,5211,Lumber & Building Materials Stores
16/10/2023,ML15,Public Relations,Premier Inn,164.69,K77,Client Temporary Accommodation,3811,Premier Inn
17/10/2023,LB82,S E Library Management,Se Strood To,57.30,G40,Staff Public Transport,4112,Passenger Railways
17/10/2023,MC36,Pensions Administration,Gwr Maidenhead To,70.00,G39,Client Public Transport,4112,Passenger Railways
18/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
18/10/2023,MJ20,Civic & Mayoral Costs,Waitrose 177,222.05,J46,Other Expenses,5411,Grocery Stores and Supermarkets
18/10/2023,MJ20,Civic & Mayoral Costs,Laithwaites Wine,776.54,J46,Other Expenses,5921,"Package Stores, Beer, Wine, Liquor"
19/10/2023,LB18,Libraries-Maidenhead,Amazon Prime*h861r4r84,8.99,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
19/10/2023,LT80,Guildhall-Meetings & Events,Ocado,1.99,H30,Catering (taxable benefit),5411,Grocery Stores and Supermarkets
19/10/2023,LT80,Guildhall-Meetings & Events,Ocado,148.91,H30,Catering (taxable benefit),5411,Grocery Stores and Supermarkets
19/10/2023,MJ20,Civic & Mayoral Costs,Beaconsfield Sstp,45.90,G40,Staff Public Transport,4112,Passenger Railways
19/10/2023,MJ20,Civic & Mayoral Costs,Sq *wycombe Wanderers Foo,"1,056.00",J46,Other Expenses,7929,"Bands, Orchestras, and Miscellaneous Entertainers"
19/10/2023,MT49,Community Warden Scheme,Amazon.Co.Uk*h82qe68j4,14.99,H10,Equipment Purchase,5969,Other Direct Marketing-Other Direct Marketers
20/10/2023,LR10,Braywick Nature Centre,Vmo*vimeo Plus+ Monthl,9.54,J46,Other Expenses,5968,Direct Marketing Continuity Subscription Merchants
20/10/2023,LT80,Guildhall-Meetings & Events,Laithwaites Wine,215.00,H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
20/10/2023,SVHM,Homelessness,Travelodge Gb0000,347.75,K77,Client Temporary Accommodation,3615,Travelodge
22/10/2023,LB18,Libraries-Maidenhead,Amazon.Co.Uk*h01lq5t44,12.18,H10,Equipment Purchase,5969,Other Direct Marketing-Other Direct Marketers
22/10/2023,MB01,Centralised Stationery,The Works,9.00,H45,Stationery,5310,Discount Stores
24/10/2023,LB18,Libraries-Maidenhead,Clr*www.Rbwm.Gov.Uk,21.00,J47,Events & Activities,9399,Government Services
24/10/2023,LE10,Economic Development,Canva* I03948-44581263,99.99,J46,Other Expenses,7221,Photographic Studios
24/10/2023,LR10,Braywick Nature Centre,Lidl Gb Maidenhead,16.77,J46,Other Expenses,5411,Grocery Stores and Supermarkets
24/10/2023,LR10,Braywick Nature Centre,Marks&spencer Plc,49.50,J46,Other Expenses,5411,Grocery Stores and Supermarkets
24/10/2023,MA51,Democratic Services,Zoom.Us 888-799-9666,129.93,H92,Software,4814,Telecommunication Services
24/10/2023,MB38,Aboricultural / Tree Team (Planning),Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
27/10/2023,LR10,Braywick Nature Centre,Www.Ciria.Org,390.00,J46,Other Expenses,7399,Other Business Services
30/10/2023,LR10,Braywick Nature Centre,Marks&spencer Plc Saca,31.00,J46,Other Expenses,5411,Grocery Stores and Supermarkets
30/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
30/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
30/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
30/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
30/10/2023,MT49,Community Warden Scheme,Amznmktplace,33.48,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
31/10/2023,LB82,S E Library Management,Se Online Web,53.30,G40,Staff Public Transport,4112,Passenger Railways
31/10/2023,LR10,Braywick Nature Centre,Lidl Gb Maidenhead,17.48,J46,Other Expenses,5411,Grocery Stores and Supermarkets
31/10/2023,LT80,Guildhall-Meetings & Events,Laithwaites,562.27,H30,Catering (taxable benefit),5921,"Package Stores, Beer, Wine, Liquor"
31/10/2023,MA74,Digital Printing IGEN,Stationeryu,584.01,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
31/10/2023,MB01,Centralised Stationery,Stationeryu,134.12,H45,Stationery,5943,"Office, School Supply, and Stationery Stores"
31/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
31/10/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
31/10/2023,MT65,Community Safety Grant Funded,Amznmktplace,62.89,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
31/10/2023,MT65,Community Safety Grant Funded,Amznmktplace,142.00,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
01/11/2023,MC36,Pensions Administration,Gwr Maidenhead To,-11.10,G39,Client Public Transport,4112,Passenger Railways
01/11/2023,MC36,Pensions Administration,Gwr Maidenhead To,5.40,G39,Client Public Transport,4112,Passenger Railways
01/11/2023,MC36,Pensions Administration,Gwr Maidenhead To,11.10,G39,Client Public Transport,4112,Passenger Railways
01/11/2023,MC36,Pensions Administration,Gwr Maidenhead To,35.00,G39,Client Public Transport,4112,Passenger Railways
02/11/2023,LT80,Guildhall-Meetings & Events,Tst-Webrew Trade,51.84,H30,Catering (taxable benefit),5813,"Bars, Cocktail Lounges, Discotheques, Nightclubs"
02/11/2023,SSAF,Supporting Afghan Families,Discount Appliance Wareho,120.00,H16,Furniture,5722,Household Appliance Stores
03/11/2023,ML15,Public Relations,Axate,2.00,A77,Professional Subscriptions,5968,Direct Marketing Continuity Subscription Merchants
06/11/2023,MB06,Planning Enforcement,Land Registry Ecom Ccc,6.00,J46,Other Expenses,9399,Government Services
06/11/2023,MT65,Community Safety Grant Funded,Amznmktplace,17.77,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
06/11/2023,MT65,Community Safety Grant Funded,Amznmktplace,89.00,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
06/11/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,-105.00,H16,Furniture,5331,Variety Stores
06/11/2023,SFRG,Social Fund Reform Grant,Paypal *argosdirect,-6.95,H16,Furniture,5331,Variety Stores
06/11/2023,SFRG,Social Fund Reform Grant,Www.Argos.Co.Uk,435.95,H16,Furniture,5311,Department Stores
07/11/2023,LB82,S E Library Management,Se Trains Onboard,57.30,G40,Staff Public Transport,4112,Passenger Railways
07/11/2023,LR10,Braywick Nature Centre,Tesco Stores 6092,14.30,J46,Other Expenses,5411,Grocery Stores and Supermarkets
07/11/2023,LR10,Braywick Nature Centre,Lidl Gb Maidenhead,25.08,J46,Other Expenses,5411,Grocery Stores and Supermarkets
07/11/2023,MJ20,Civic & Mayoral Costs,Tesco Stores 2668,19.50,J46,Other Expenses,5411,Grocery Stores and Supermarkets
07/11/2023,MT49,Community Warden Scheme,Amznmktplace,38.12,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
08/11/2023,MT65,Community Safety Grant Funded,Amznmktplace,7.79,H10,Equipment Purchase,5999,Miscellaneous and Specialty Retail Stores
