Transaction Number,Supplier Name,Paid Date,Total,Vat,Service Area,Service Sub Area,Merchant Category
,WWW.OFFICEBOFFINS.CO.UK,,455.7,75.95,Fordbridge Day Centre,Operational Equipment purchase,Staff lockers for Fordbridge
,SAINSBURYS.CO.UK,,236.25,0,Staines Community Centre,Food Purchases,Food for Staines CC café
,ANYTIME LOCKSMITHS,,102,17,Meals on Wheels,Commercial Vehicle Maintenance,locksmith for keys locked in mow van
,SAINSBURYS.CO.UK,,237.56,0,Staines Community Centre,Food Purchases,Food for Staines CC café
,ICELAND FOODS,,233.3,0,Greeno Day Centre,Food Purchases,Food for Greeno
,AMAZON,,44.03,7.34,Staines Community Centre,Operational Equipment purchase,Bridge table cover for Staines CC
,SAINSBURYS.CO.UK,,190.32,0,Staines Community Centre,Food Purchases,Food for Staines CC café
,WORDPRESS,,288,48,Corporate Publicity,Marketing,publishing tool
,CANVA,,10.99,0,Corporate Publicity,Marketing,design software
,AMAZON,,22.43,0,Environmental Health Admin,Office Stationery,stationery
,AMAZON,,6.12,1.02,Environmental Health Admin,Office Stationery,stationery
,AMAZON,,13.28,2.34,Environmental Health Admin,Office Stationery,stationery
,AMAZON,,29.18,4.99,Environmental Health Admin,Office Stationery,stationery
,TESCO STORES,,28.2,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,TESCO STORES,,16.6,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,LNRS DATA SERV QSS SUB,,349,0,Asset Management Admin,Subscriptions General,magazine
,SUBSCRIPTION TESCO,,6.99,0,Facilities Management,Tea Trolley provisions,tea trolley
,TESCO STORES,,28.2,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMAZON,,21.49,3.58,Office Services,Office Stationery,stationery
,TESCO STORES,,16.6,0,Facilities Management,Tea Trolley provisions,tea trolley
,AMAZON,,39.68,6.61,Office Services,Office Equipment Purchase,equipment
,AMAZON,,21.65,3.61,Office Services,Office Stationery,stationery
,AMAZON,,14.98,2.5,Office Services,Office Stationery,stationery
,TESCO STORES,,28.2,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMAZON,,24.13,4.02,Office Services,Office Stationery,stationery
,TESCO STORES,,16.6,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,TESCO STORES,,28.2,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMAZON,,11.31,1.9,Office Services,Office Stationery,stationery
,AMAZON,,14.65,2.45,Office Services,Office Stationery,stationery
,TESCO STORES,,16.6,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,TESCO STORES,,28.2,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMAZON,,44.09,7.72,Office Services,Office Equipment Purchase,equipment 
,ADOBE,,88.47,0,IT Overheads & Infrastructure,Computer Software,creative cloud
,DNH*GO DADDY,,86.26,0,Asset Management Admin,Computer Software,KGEL 365 essentials
,GSUITE KG-ESTATES.CO.U,,24,0,Asset Management Admin,Computer Software,KGEL DOMAIN
,SAINSBURYS.CO.UK,,72.44,0,Mayors and Deputy Mayors Exp,Mayor  Med Buck Allow.,sundries
,RP*SESSAMI,,40.68,0,Mayors and Deputy Mayors Exp,Mayor  Med Buck Allow.,comedy tickets
,BLOOMSBURY PROFESSIONAL,,85,0,Legal,Books & publications,Legal book
,TESCO STORES,,56,0,Rough Sleep Initiative,Housing First,mobile phones for clients
,TESCO STORES,,56,0,Rough Sleep Initiative,Housing First,mobile phones for clients
,AMAZON,,66.49,11.23,Rough Sleep Initiative,Housing First,Torch and flasks for RSI clients
,TESCO STORES,,7.65,0,COVID ICS Step-Down Accommodat,Food Purchases,welcome pack
,TESCO STORES,,27.82,0,COVID ICS Step-Down Accommodat,Other Miscellaneous Expenses,homeware goods
,TESCO STORES,,16.54,0,COVID ICS Step-Down Accommodat,Food Purchases,Food
,OVO ENERGY LTD,,67.22,3.06,COVID ICS Step-Down Accommodat,Electricity,19 Mitchison electricity
,OVO ENERGY LTD,,58.84,2.8,COVID ICS Step-Down Accommodat,Gas,19 Beechwood gas and electricity
,WWW.ARGOS.CO.UK,,58.95,9.83,COVID ICS Step-Down Accommodat,Contract cleaning,vacuum for Beechwood Court
,OVO ENERGY LTD,,112.81,5.37,COVID ICS Step-Down Accommodat,Gas,Gas and electricity 13 Beechwood
,AMAZON,,66.4,11.08,COVID ICS Step-Down Accommodat,Bedding,bedding
,GOVNET EVENTS,,414,0,Housing Needs Administration,Other training,Identifying/Tracking rogue landlords
,WWW.ARGOS.CO.UK,,300,0,LAHF properties,Purchase of Furniture,domestic curtains
