Transaction Number,Supplier Name,Paid Date,Total,Vat,Service Area,Service Sub Area,Merchant Category
0000315317,REDACTED PERSONAL INFORMATION,28/03/2024,700.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315318,REDACTED PERSONAL INFORMATION,28/03/2024,630.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315319,REDACTED PERSONAL INFORMATION,28/03/2024,630.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315320,REDACTED PERSONAL INFORMATION,28/03/2024,595.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315321,REDACTED PERSONAL INFORMATION,28/03/2024,770.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315322,REDACTED PERSONAL INFORMATION,28/03/2024,770.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315323,REDACTED PERSONAL INFORMATION,28/03/2024,"1,705.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315333,THE OYSTER PARTNERSHIP,28/03/2024,"3,432.00",572.00,Asset Management,Asset Management Admin,Agency Staff
0000315334,THE OYSTER PARTNERSHIP,28/03/2024,"4,050.00",675.00,Asset Management,Asset Management Admin,Agency Staff
0000315335,REDACTED PERSONAL INFORMATION,28/03/2024,"1,470.00",0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315337,THE OYSTER PARTNERSHIP,28/03/2024,"1,506.37",251.06,Planning,Planning Policy and Implement,Agency Staff
0000315338,THE OYSTER PARTNERSHIP,28/03/2024,"1,608.76",268.13,Planning,Planning Policy and Implement,Agency Staff
0000315339,SPELTHORNE BUSINESS FORUM CIC,28/03/2024,"2,500.00",0.00,Chief Exec. Dpt,Economic Development,Marketing
0000315340,SPELTHORNE BUSINESS FORUM CIC,28/03/2024,"2,500.00",0.00,Chief Exec. Dpt,Economic Development,Marketing
0000315342,VODAFONE LTD,28/03/2024,"7,659.90","1,276.65",Information Technology,IT Overheads & Infrastructure,Computer Supplies
0000315343,SPELTHORNE BUSINESS FORUM CIC,28/03/2024,"2,500.00",0.00,Chief Exec. Dpt,Economic Development,Marketing
0000315345,SPELTHORNE BUSINESS FORUM CIC,28/03/2024,"2,500.00",0.00,Chief Exec. Dpt,Economic Development,Marketing
0000315346,SPELTHORNE BUSINESS FORUM CIC,28/03/2024,"1,667.00",0.00,Chief Exec. Dpt,Economic Development,Marketing
0000315347,REDACTED PERSONAL INFORMATION,28/03/2024,750.00,0.00,Housing Needs,Homelessness Prevention,Advice Plus
0000315348,REDACTED PERSONAL INFORMATION,28/03/2024,850.00,0.00,Housing Needs,Rough Sleep Initiative,Rents
0000315349,THE OYSTER PARTNERSHIP,28/03/2024,"2,745.60",457.60,Car Parks,Procurement,Agency Staff
0000315350,REDACTED PERSONAL INFORMATION,28/03/2024,"1,250.00",0.00,Housing Needs,Homelessness Prevention,Rents
0000315353,REDACTED PERSONAL INFORMATION,28/03/2024,"1,200.00",0.00,Housing Needs,Homelessness Prevention,Rents
0000315356,STAINES-UPON-THAMES BID LTD,28/03/2024,"1,245.00",0.00,Depot,Staines Market,Business Rates
0000315357,STAINES-UPON-THAMES BID LTD,28/03/2024,581.25,0.00,Depot,Elmsleigh M/S Car Park,Bid Levy
0000315358,STAINES-UPON-THAMES BID LTD,28/03/2024,"1,335.00",0.00,Car Parks,Kingston Road Car Park,Business Rates
0000315368,REDACTED PERSONAL INFORMATION,28/03/2024,"1,208.96",201.49,Housing Needs,Homes for Spelthorne,Computer Software
0000315372,PERTEMPS RECRUITMENT PARTNERSHIP LTD,28/03/2024,"3,271.68",545.28,Depot,"Street Cleaning, Refuse Collection, Grounds Maintenance",Agency Staff
0000315373,SURREY RECRUITMENT SERVICES LIMITED,28/03/2024,"5,471.42",911.90,Depot,"Street Cleaning, Refuse Collection, Grounds Maintenance",Agency Staff
0000315374,REDACTED PERSONAL INFORMATION,28/03/2024,624.00,104.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315375,REDACTED PERSONAL INFORMATION,28/03/2024,"3,360.00",560.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315376,REDACTED PERSONAL INFORMATION,28/03/2024,"2,088.00",348.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315377,REDACTED PERSONAL INFORMATION,28/03/2024,"4,698.00",783.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000315378,REDACTED PERSONAL INFORMATION,28/03/2024,"30,802.42",0.00,Housing Needs,White House,External Management of T/A
0000315383,LONDON WARRANT ENFORCEMENT,28/03/2024,578.63,0.00,Office Services,Office Services,Office Services
0000315390,REDACTED PERSONAL INFORMATION,28/03/2024,850.00,0.00,Housing Needs,Homelessness Prevention,Rents
0000315395,REDACTED PERSONAL INFORMATION,28/03/2024,"1,695.38",0.00,Housing Needs,Homelessness Prevention,Rents
0000315397,AREA 4 FILMS LTD,28/03/2024,"11,250.00","1,875.00",Asset Management,Charter Building,Consultants fees
0000315399,EZE LIFTS LIMITED,28/03/2024,"1,153.68",192.28,Asset Management,Planned Maintenance Programme,Programmed Maintenance
0000315402,SFL MOBILE RADIO HOLDINGS LIMITED,28/03/2024,752.33,0.00,Leisure,Sports and Active Lifestyle,In Year Growth Bids
,,,,,,,
,CREDIT CARDS,,,,,,
,BP ASHFORD CONNECT,,7.25,0.00,Facilities Management,Tea Trolley provisions,milk
,SAINSBURYS,,17.05,0.00,Facilities Management,Tea Trolley provisions,milk
,GENIEPOINT,,4.28,0.00,Street Cleaning,Commercial Vehicle Fuel,electric car charge
,AMZNMKTPLACE,,8.99,1.50,Neighbourhood Serv Mgt Support,Operational Equipment purchase,Ericsson charger (flooding)
,AMZNMKTPLACE,,12.95,0.00,Neighbourhood Serv Mgt Support,Operational Equipment purchase,Ericsson charger (flooding)
,GENIEPOINT,,10.53,1.75,Street Cleaning,Commercial Vehicle Fuel,electric car charge
,TESCO,,50.00,0.00,Neighbourhood Serv Mgt Support,Operational Equipment purchase,gift cards (flood)
,COSTCO WHOLESALE,,122.08,20.34,Neighbourhood Serv Mgt Support,Operational Equipment purchase,water (flood)
,TVLICENSING.CO.UK,,159.00,0.00,Car Park Administration,Uniforms,tv licence car park office
,TESCO,,276.00,0.00,Neighbourhood Serv Mgt Support,Operational Equipment purchase,Dinner sets (floods)
,BOOKER LTD,,21.53,0.00,Neighbourhood Serv Mgt Support,Operational Equipment purchase,water (flood)
,TESCO,,94.45,0.00,Neighbourhood Serv Mgt Support,Operational Equipment purchase,"cutlery, glassware etc. (flood)"
,GENIEPOINT,,10.59,1.76,Street Cleaning,Commercial Vehicle Fuel,electric car charge
,TIMPSON LTD,,13.50,0.00,Grounds Maintenance,Operational equip mats & suppl,cylinder and mort keys
,TESCO,,18.85,0.00,Facilities Management,Tea Trolley provisions,milk
,GENIEPOINT,,10.98,0.00,Street Cleaning,Commercial Vehicle Fuel,electric car charge
,ANCASTER GROUP SHEPPER,,308.72,0.00,Refuse Collection,Commercial Vehicle Maintenance,car service LG69UTU
,GENIEPOINT,,10.95,0.00,Street Cleaning,Commercial Vehicle Fuel,electric car charge
,AMZNMKTPLACE,,12.78,2.14,Neighbourhood Serv Mgt Support,Office Stationery,number stickers
,GENIEPOINT,,8.74,1.46,Street Cleaning,Commercial Vehicle Fuel,electric car charge
,SHELL ASHFORD,,1.90,0.00,Facilities Management,Tea Trolley provisions,milk
,AMZNBUSINESS,,41.00,6.83,Grounds Maintenance,Grounds maintained noncontract,dewalt battery
,TESCO,,20.15,0.00,Facilities Management,Tea Trolley provisions,milk
,ANCASTER GROUP SHEPPER,,233.85,0.00,Grounds Maintenance,Commercial Vehicle Maintenance,car service LG69UTS
,GENIEPOINT,,9.39,0.00,Street Cleaning,Commercial Vehicle Fuel,electric car charge
,ANCASTER GROUP SHEPPER,,283.85,0.00,Street Cleaning,Commercial Vehicle Maintenance,car services
,TESCO,,20.15,0.00,Facilities Management,Tea Trolley provisions,milk
,SAINSBURYS.CO.UK,,117.33,0.00,Staines Community Centre,Food Purchases,food for Staines cc café
,SAINSBURYS.CO.UK,,221.15,0.00,Staines Community Centre,Food Purchases,food for Staines cc café
,SURREY CC CARD PAY,,200.00,0.00,Disabled Facilities Mandatory,Grants and Contributions,DFG crossover ref 22/00082/DFG
,WEVE GOT THE KEY LIMIT,,120.00,20.00,Meals on Wheels,Commercial Vehicle Maintenance,Gain access to MOW van GH19LPX
,SP CUPSDIRECT.CO.UK,,63.42,10.57,Fordbridge Day Centre,Kitchen & Canteen Equipment,Foil trays and lids
,SAINSBURYS.CO.UK,,188.80,0.00,Staines Community Centre,Food Purchases,food for Staines cc café
,SAINSBURYS.CO.UK,,-2.97,0.00,Staines Community Centre,Food Purchases,food for Staines cc café
,SAINSBURYS.CO.UK,,265.29,0.00,Staines Community Centre,Food Purchases,food for Staines cc café
,MMT FURNITURE DESIGNS,,188.00,0.00,Fordbridge Day Centre,Operational Equipment purchase,2 lockable cabinets for Fordbridge
,SAINSBURYS.CO.UK,,210.01,31.32,Staines Community Centre,Food Purchases,food for Staines cc café
,AMAZON,,402.85,67.77,Fordbridge Day Centre,High Needs Group Activities,"Craft and activity items, high needs group"
,SQ *ESZTERRIGOART,,160.00,0.00,Corporate Publicity,Marketing,art for council chamber
,WWW.HMD.ORG.UK,,30.00,0.00,Corporate Publicity,Marketing,Holocaust Charity
,CANVA,,10.99,0.00,Corporate Publicity,Marketing,Design software
,APPLE.COM/UK,,169.00,0.00,Corporate Publicity,Computer Software,warranty for Mac
,WORDPRESS,,158.40,26.40,Corporate Publicity,Computer Software,web content tool
,AMAZON.CO.UK,,34.39,5.73,Environmental Health Admin,Office Stationery,stationery
,AMZNMKTPLACE,,94.80,15.80,Environmental Health Admin,Office Stationery,stationery
,TESCO,,28.20,0.00,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMZNMKTPLACE,,25.90,4.32,Office Services,Office Stationery,stationery
,TESCO,,16.60,0.00,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMZNMKTPLACE,,34.19,5.70,Office Services,Office Stationery,stationery
,TESCO SUBSCRIPTION,,7.99,0.00,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMZNMKTPLACE,,49.98,8.34,Office Services,Office Stationery,stationery
,TESCO,,28.20,0.00,Facilities Management,Tea Trolley provisions,tea trolley
,WWW.METROPOLIS.CO.UK,,339.99,0.00,Asset Management Admin,Books & publications,magazine subscription
,TESCO,,16.60,0.00,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMZNMKTPLACE,,34.01,5.67,Office Services,Office Stationery,stationery
,BOOKER LTD,,221.57,6.60,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMAZON.CO.UK,,27.79,4.65,Office Services,Office Stationery,stationery
,AMZNMKTPLACE,,5.15,0.86,Office Services,Office Stationery,stationery
,AMZNMKTPLACE,,44.37,7.40,Office Services,Office Stationery,stationery
,AMAZON.CO.UK,,30.95,,Office Services,Office Stationery,stationery
,TESCO,,28.20,0.00,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMZNMKTPLACE,,28.79,4.80,Office Services,Office Stationery,stationery
,TESCO,,16.60,0.00,Facilities Management,Tea Trolley provisions,tea trolley provisions
,TESCO,,28.20,0.00,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMZNMKTPLACE,,21.99,3.67,Office Services,Office Stationery,stationery
,AMZNMKTPLACE,,2.89,0.48,Office Services,Office Stationery,stationery
,TESCO,,16.60,0.00,Facilities Management,Tea Trolley provisions,tea trolley provisions
,TESCO,,28.20,0.00,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMAZON* 123,,4.77,0.80,Office Services,Office Stationery,stationery
,AMAZON* 123,,14.73,,Office Services,Office Stationery,stationery
,AMAZON* 123,,14.79,2.46,Office Services,Office Stationery,stationery
,TESCO,,16.60,0.00,Facilities Management,Tea Trolley provisions,tea trolley provisions
,CBA*TENABLE,,"3,203.83",0.00,IT Overheads & Infrastructure,Computer Software,Nessus renewal
,ADOBE CREATIVE CLOUD,,88.47,,IT Overheads & Infrastructure,Computer Software,creative cloud
,MSFT,,79.20,0.00,Applications - Microsoft,Computer Software,stand along phone license
,GOOGLE*GSUITE KG-ESTAT,,18.40,0.00,Asset Management Admin,Computer Software,KGEL domain
,TESCO,,50.00,0.00,Rough Sleep Initiative,Subsistence,vouchers for rough sleepers
,TESCO,,75.00,0.00,Rough Sleep Initiative,Subsistence,vouchers for rough sleepers
,TESCO,,75.00,0.00,Rough Sleep Initiative,Subsistence,vouchers for rough sleepers
,TESCO,,75.00,0.00,Rough Sleep Initiative,Subsistence,vouchers for rough sleepers
,TESCO,,75.00,0.00,Rough Sleep Initiative,Subsistence,vouchers for rough sleepers
,TESCO,,75.00,0.00,Rough Sleep Initiative,Subsistence,vouchers for rough sleepers
,TESCO,,75.00,0.00,Rough Sleep Initiative,Subsistence,vouchers for rough sleepers
,TFL TRAVEL,,10.00,0.00,Housing Needs Administration,Conference fees travel & subst,conference expenses
,GOHABIBI,,8.00,0.00,Housing Needs Administration,Conference fees travel & subst,conference expenses
,GREEN BIKE FOOD,,244.44,40.74,Housing Needs Administration,Conference fees travel & subst,conference expenses
,GREEN BIKE FOOD,,242.94,40.49,Housing Needs Administration,Conference fees travel & subst,conference expenses
,TESCO,,37.82,0.00,COVID ICS Step-Down Accommodat,Contract cleaning,cleaning products
,OVO ENERGY LTD,,88.61,4.22,COVID ICS Step-Down Accommodat,Electricity,19 beechwood
,AFFINITY WATER CCP WEB,,52.19,0.00,COVID ICS Step-Down Accommodat,Other Miscellaneous Expenses,69 floral house water bill
,BRITISH GAS OTP,,117.68,5.60,COVID ICS Step-Down Accommodat,Gas,69 floral house gas
,TESCO,,34.70,0.00,COVID ICS Step-Down Accommodat,Personal Budgets,cleaning and kitchen items
,RINGGO PARKING,,2.79,0.46,COVID ICS Step-Down Accommodat,Other Miscellaneous Expenses,hospital parking
,CAREHOMECHAIRS,,793.82,0.00,COVID ICS Step-Down Accommodat,Purchase of Furniture,high back chairs
,TESCO,,46.00,0.00,COVID ICS Step-Down Accommodat,Personal Budgets,welcome pack and personal items
,OVO ENERGY LTD,,145.83,6.94,COVID ICS Step-Down Accommodat,Electricity,13 beechwood court
,CURRYS ONLINE,,334.00,0.00,COVID ICS Step-Down Accommodat,Purchase of Furniture,white goods
,AMZNMKTPLACE,,39.98,6.66,COVID ICS Step-Down Accommodat,Purchase of Furniture,cutlery
,AMZNMKTPLACE,,504.72,69.87,COVID ICS Step-Down Accommodat,Purchase of Furniture,supplies for step down
,CURRYS ONLINE,,289.00,48.17,COVID ICS Step-Down Accommodat,Purchase of Furniture,washing machine step down 42 chestnut
,CURRYS ONLINE,,289.00,48.17,COVID ICS Step-Down Accommodat,Purchase of Furniture,washing maching 37 chesnut court
,GOVNET EVENTS,,414.00,,Housing Needs Administration,Other training,marta training/event Manchester
,TESCO,,56.80,0.00,COVID ICS Step-Down Accommodat,Personal Budgets,personal welcome items
,CAREHOMECHAIRS,,339.99,0.00,COVID ICS Step-Down Accommodat,Purchase of Furniture,high back chair
,TESCO,,38.85,0.00,COVID ICS Step-Down Accommodat,Contract cleaning,personal welcome items
,TESCO,,50.65,0.00,COVID ICS Step-Down Accommodat,Personal Budgets,personal items welcome pack
,NEXT DIRECTORY,,177.95,29.66,COVID ICS Step-Down Accommodat,Personal Budgets,clothing for resident
,TESCO,,40.00,0.00,Rough Sleep Initiative,Other Miscellaneous Expenses,Tesco voucher for Jack S
,MARKS&SPENCER PLC,,40.45,0.00,Accountancy,Refreshments at meetings,Food
,WWW.EMAP.COM,,405.26,0.00,Legal,Books & publications,Subscription
,KINGSTON COMMUNITY FUR,,200.00,0.00,Rough Sleep Initiative,Housing First,provide and deliver furniture to client
,SPH MULTI STOREY CAR P,,6.50,0.00,Homelessness Prevention,Public Transport,car parking
,TESCO,,83.80,0.00,Rough Sleep Initiative,Other Miscellaneous Expenses,items for accommodation move on
