Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992325,45181,ABBEY WOOD PARK LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992399,45181,EXCELLENCY CARE LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992401,45181,EXCELLENCY CARE LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992402,45181,EXCELLENCY CARE LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992404,45181,EXCELLENCY CARE LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992408,45181,EXCELLENCY CARE LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992417,45181,EXCELLENCY CARE LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992422,45181,EXCELLENCY CARE LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992425,45181,EXCELLENCY CARE LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992431,45181,EXCELLENCY CARE LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992434,45181,EXCELLENCY CARE LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992441,45181,NEWCARE - FORMBY MANOR CARE CENTRE,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992470,45181,WAVERTREE NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992473,45181,WAVERTREE NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992476,45181,WAVERTREE NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992485,45181,WAVERTREE NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992488,45181,WAVERTREE NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992494,45181,WAVERTREE NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992496,45181,WAVERTREE NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992500,45181,WAVERTREE NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992502,45181,WAVERTREE NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992504,45181,WAVERTREE NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992586,45181,WAVERLEY CARE HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992588,45181,WAVERLEY CARE HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992589,45181,WAVERLEY CARE HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992634,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992640,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992642,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992643,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992647,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992652,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992653,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992657,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992659,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992660,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992663,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992664,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992669,45181,BROADWAY NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992740,45181,STAPELY RESIDENTIAL & NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992748,45181,STAPELY RESIDENTIAL & NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992752,45181,STAPELY RESIDENTIAL & NURSING HOME,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992891,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992894,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992897,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992900,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992902,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992903,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992909,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992910,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992914,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992931,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992957,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992984,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992990,45181,ADVINIA CARE HOMES,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992997,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993005,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993006,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993007,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993016,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993019,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993024,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993025,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993034,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993039,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993041,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993043,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993049,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993052,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993059,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993072,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993074,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993075,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993086,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993091,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993093,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993117,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993118,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993126,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991219,45181,GARDEN LODGE CARE CENTRE,2742.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992395,45181,EXCELLENCY CARE LTD,2741.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992436,45181,EXCELLENCY CARE LTD,2741.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992086,45181,HC ONE LTD,2723.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991810,45181,FUTURE CARE SERVICES LTD,2722.93
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905990289,45181,YSGOL ABERCONWY,2706
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992581,45181,AGE CONCERN LIVERPOOL (ST MICHAELS),2688.55
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992287,45181,FEDERATION OF JEWISH SERVICES,2651.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992423,45181,EXCELLENCY CARE LTD,2647.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993100,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2647.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992161,45181,LOTUS CARE (FINCH MANOR) LIMITED,2636.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991627,45181,HARBOUR HEALTHCARE 1 LTD,2636.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991899,45181,SANCTUARY HOMES t/a EMBRACE WELLCAR,2635.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992995,45181,ADVINIA CARE HOMES,2632.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905990785,45181,LIVER CARE LTD,2630.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992361,45181,SANDSTONE CARE NORTH WEST LTD -,2624.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992513,45181,MAPLE LODGE,2622.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991247,45181,WOODLANDS RESIDENTIAL CARE,2621.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991250,45181,WOODLANDS RESIDENTIAL CARE,2621.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992289,45181,MADISON COURT NURSING HOME,2620
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991398,45181,TULIP CARE LIMITED,2600
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992554,45181,JUNE DUNNE LTD,2579.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992351,45181,ESTUARY HOUSE (WILSHIRE HEALTHCARE,2567.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993144,45181,ST GEORGES (LIVERPOOL) LTD,2563.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991528,45181,UNITY HOMES LTD T/A CAMBRIDGECOURT,2555.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991533,45181,NEWCO SOUTHPORT LTD,2555.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992380,45181,COED DU HALL LTD t/a PLAS PENNON CA,2555.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993176,45181,REGENCY INVESTMENTS LTD,2555.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991902,45181,SANCTUARY HOMES t/a EMBRACE WELLCAR,2550.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992483,45181,WAVERTREE NURSING HOME,2549.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991592,45181,HARBOUR HEALTHCARE 1 LTD,2549.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992156,45181,LOTUS CARE (FINCH MANOR) LIMITED,2547.05
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991364,45181,POTENSIAL LIMITED T/A POTENS,2546
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991485,45181,IDEAL CAREHOMES LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992298,45181,AGE CONCERN WIRRAL t/a AGE UK WIRRA,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992329,45181,TAMENG CARE LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992356,45181,ATHENA HEALTHCARE (PARK ROAD) LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992511,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992526,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992936,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992958,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993178,45181,AARON GRANGE NURSING HOME,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993270,45181,HC –ONE- T/A MERIDIAN HEALTHCARE LT,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993271,45181,HC –ONE- T/A MERIDIAN HEALTHCARE LT,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993268,45181,HC –ONE- T/A MERIDIAN HEALTHCARE LT,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991947,45181,KIRKBY HOUSE- HC-ONE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992126,45181,QUALIA CARE LTD (IN ADMINISTRATION),2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992516,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992590,45181,RSJB QUALITY CARE HOMES LTD FORMERL,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993264,45181,HC –ONE- T/A MERIDIAN HEALTHCARE LT,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992991,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992509,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992756,45181,CRANFORD CARE HOMES LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991163,45181,PARK GROVE CARE HOME,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991481,45181,FERNDALE COURT - HC ONE LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991483,45181,IDEAL CAREHOMES LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991484,45181,IDEAL CAREHOMES LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991486,45181,IDEAL CAREHOMES LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991682,45181,ADL LIVERPOOL LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991683,45181,ADL LIVERPOOL LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991946,45181,KIRKBY HOUSE- HC-ONE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991948,45181,KIRKBY HOUSE- HC-ONE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991949,45181,KIRKBY HOUSE- HC-ONE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991951,45181,KIRKBY HOUSE- HC-ONE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991953,45181,KIRKBY HOUSE- HC-ONE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992202,45181,ANCHOR CAREHOMES LTD - WIDNES HALL,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992362,45181,HC-ONE LTD - HARTFORD COURT,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992383,45181,HILLCROFT RESIDENTIAL HOME,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992510,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992514,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992515,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992517,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992520,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992522,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992523,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992525,45181,MAPLE LODGE,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992755,45181,CRANFORD CARE HOMES LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992757,45181,CRANFORD CARE HOMES LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992879,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992890,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992895,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992928,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992930,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992941,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992956,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992964,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992989,45181,ADVINIA CARE HOMES,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993179,45181,AARON GRANGE NURSING HOME,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993180,45181,AARON GRANGE NURSING HOME,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993181,45181,AARON GRANGE NURSING HOME,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993263,45181,HC –ONE- T/A MERIDIAN HEALTHCARE LT,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993265,45181,HC –ONE- T/A MERIDIAN HEALTHCARE LT,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993266,45181,HC –ONE- T/A MERIDIAN HEALTHCARE LT,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993267,45181,HC –ONE- T/A MERIDIAN HEALTHCARE LT,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991333,45181,LYNDHURST LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991176,45181,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991214,45181,GARDEN LODGE CARE CENTRE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991239,45181,WOODLANDS RESIDENTIAL CARE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991255,45181,WOODLANDS RESIDENTIAL CARE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991263,45181,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991280,45181,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991335,45181,LYNDHURST LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991419,45181,ABBEYDALE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991542,45181,IDEAL CAREHOMES (No.1) LTD LARKHILL,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991624,45181,HARBOUR HEALTHCARE 1 LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991794,45181,FUTURE CARE SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991918,45181,SANCTUARY HOMES t/a EMBRACE WELLCAR,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991978,45181,LOTUS CARE (CRESSINGTON COURT) LIMI,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991995,45181,LOTUS CARE (CRESSINGTON COURT) LIMI,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992029,45181,HC ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992111,45181,HC ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992252,45181,SIMONSFIELD CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992266,45181,SIMONSFIELD CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992366,45181,PARK VIEW CARE HOME (LIVERPOOL) LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992376,45181,PARK VIEW CARE HOME (LIVERPOOL) LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992489,45181,WAVERTREE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992499,45181,WAVERTREE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992543,45181,RANELAGH HOUSE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992591,45181,AUTUMN LODGE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992597,45181,AUTUMN LODGE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992605,45181,AUTUMN LODGE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992606,45181,AUTUMN LODGE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992753,45181,STAPELY RESIDENTIAL & NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992819,45181,GREENACRES NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992825,45181,GREENACRES NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992871,45181,BRECKSIDE PARK RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993070,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905993108,45181,WELLINGTON HEALTHCARE (ARDEN) LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992256,45181,SIMONSFIELD CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991238,45181,WOODLANDS RESIDENTIAL CARE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991288,45181,EBS SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991294,45181,EBS SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991410,45181,ABBEYDALE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991694,45181,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991715,45181,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992039,45181,HC ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992264,45181,SIMONSFIELD CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992613,45181,BROUGHTON HOUSE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992620,45181,BROUGHTON HOUSE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992913,45181,ADVINIA CARE HOMES,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991696,45181,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991911,45181,SANCTUARY HOMES t/a EMBRACE WELLCAR,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991208,45181,GARDEN LODGE CARE CENTRE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991240,45181,WOODLANDS RESIDENTIAL CARE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991258,45181,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991281,45181,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991302,45181,EBS SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991687,45181,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991691,45181,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905991695,45181,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992071,45181,HC ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992170,45181,LOTUS CARE (FINCH MANOR) LIMITED,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992221,45181,WALTON MANOR,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992498,45181,WAVERTREE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992594,45181,AUTUMN LODGE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992595,45181,AUTUMN LODGE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992614,45181,BROUGHTON HOUSE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992618,45181,BROUGHTON HOUSE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992621,45181,BROUGHTON HOUSE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992623,45181,BROUGHTON HOUSE RESIDENTIAL HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992733,45181,STAPELY RESIDENTIAL & NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905992734,45181,STAPELY RESIDENTIAL & NURSING HOME,2541.4
