Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Children & Young Peo,Agency Admin/Cleric,Professional,1905906687,45114,MATRIX SCM LTD,921.86
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906558,45114,MATRIX SCM LTD,910.1
Children & Young Peo,Agency Admin/Cleric,Professional,1905906453,45114,MATRIX SCM LTD,901.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905906677,45114,MATRIX SCM LTD,901.25
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101072807,45114,SEAFORTH RADIO CARS LTD,900
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906647,45114,MATRIX SCM LTD,879.75
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906528,45114,MATRIX SCM LTD,877.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906550,45114,MATRIX SCM LTD,872.66
Children & Young Peo,Agency Admin/Cleric,Professional,1905906668,45114,MATRIX SCM LTD,864.93
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906470,45114,MATRIX SCM LTD,854.24
Neighbourhoods,Agency Admin/Cleric,Professional,1905906510,45114,MATRIX SCM LTD,832.14
Children & Young Peo,Agency Admin/Cleric,Professional,1905906689,45114,MATRIX SCM LTD,825.7
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906505,45114,MATRIX SCM LTD,816.27
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906613,45114,MATRIX SCM LTD,803.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906619,45114,MATRIX SCM LTD,803.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906575,45114,MATRIX SCM LTD,803.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906612,45114,MATRIX SCM LTD,803.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906539,45114,MATRIX SCM LTD,802.8
Children & Young Peo,Agency Admin/Cleric,Professional,1905906535,45114,MATRIX SCM LTD,793.63
City Development,Agency Admin/Cleric,Professional,1905906622,45114,MATRIX SCM LTD,788.8
Children & Young Peo,Agency Admin/Cleric,Professional,1905906681,45114,MATRIX SCM LTD,787.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906588,45114,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906587,45114,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906621,45114,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906625,45114,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906636,45114,MATRIX SCM LTD,786.8
Neighbourhoods,Agency Admin/Cleric,Professional,1905906662,45114,MATRIX SCM LTD,786.68
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906676,45114,MATRIX SCM LTD,785.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906509,45114,MATRIX SCM LTD,785.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906630,45114,MATRIX SCM LTD,785.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905906457,45114,MATRIX SCM LTD,780.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906486,45114,MATRIX SCM LTD,768.9
City Development,Agency Admin/Cleric,Professional,1905906489,45114,MATRIX SCM LTD,767.07
Children & Young Peo,Agency Admin/Cleric,Professional,1905906674,45114,MATRIX SCM LTD,765.58
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906463,45114,MATRIX SCM LTD,756
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906683,45114,MATRIX SCM LTD,756
Children & Young Peo,Agency Admin/Cleric,Professional,1905906579,45114,MATRIX SCM LTD,750.49
Children & Young Peo,Agency Admin/Cleric,Professional,1905906552,45114,MATRIX SCM LTD,749.75
Children & Young Peo,Agency Admin/Cleric,Professional,1905906581,45114,MATRIX SCM LTD,748.5
Children & Young Peo,Agency Admin/Cleric,Professional,1905906598,45114,MATRIX SCM LTD,747.13
Children & Young Peo,Agency Admin/Cleric,Professional,1905906584,45114,MATRIX SCM LTD,745.56
Children & Young Peo,Agency Admin/Cleric,Professional,1905906451,45114,MATRIX SCM LTD,744.68
Children & Young Peo,Agency Admin/Cleric,Professional,1905906617,45114,MATRIX SCM LTD,743.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906618,45114,MATRIX SCM LTD,740.25
Neighbourhoods,Agency Admin/Cleric,Professional,1905906472,45114,MATRIX SCM LTD,739.71
Children & Young Peo,Agency Admin/Cleric,Professional,1905906673,45114,MATRIX SCM LTD,735.7
Children & Young Peo,Agency Admin/Cleric,Professional,1905906578,45114,MATRIX SCM LTD,732.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905906455,45114,MATRIX SCM LTD,726.96
Neighbourhoods,Agency Admin/Cleric,Professional,1905906663,45114,MATRIX SCM LTD,725.48
Children & Young Peo,Agency Admin/Cleric,Professional,1905906670,45114,MATRIX SCM LTD,715.42
Children & Young Peo,Agency Admin/Cleric,Professional,1905906466,45114,MATRIX SCM LTD,712.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905906469,45114,MATRIX SCM LTD,712.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905906580,45114,MATRIX SCM LTD,712.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905906573,45114,MATRIX SCM LTD,710.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905906678,45114,MATRIX SCM LTD,709.72
City Development,Agency Admin/Cleric,Professional,1905906594,45114,MATRIX SCM LTD,704.9
City Development,Agency Admin/Cleric,Professional,1905906609,45114,MATRIX SCM LTD,704.9
City Development,Agency Admin/Cleric,Professional,1905906611,45114,MATRIX SCM LTD,704.9
City Development,Agency Admin/Cleric,Professional,1905906655,45114,MATRIX SCM LTD,704.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906504,45114,MATRIX SCM LTD,702
City Development,R&M - Building Works,R&M Technical Support,5101072788,45114,MASSEY COLDBECK ENGINEERING LTD,695.23
City Development,Agency Admin/Cleric,Professional,1905906603,45114,MATRIX SCM LTD,690.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906475,45114,MATRIX SCM LTD,686.35
Children & Young Peo,Agency Admin/Cleric,Professional,1905906631,45114,MATRIX SCM LTD,679.44
Children & Young Peo,Agency Admin/Cleric,Professional,1905906450,45114,MATRIX SCM LTD,664.98
Children & Young Peo,Agency Admin/Cleric,Professional,1905906680,45114,MATRIX SCM LTD,664.94
Neighbourhoods,Agency Admin/Cleric,Professional,1905906508,45114,MATRIX SCM LTD,661.6
City Law & Governanc,Agency Admin/Cleric,Professional,1905906590,45114,MATRIX SCM LTD,661.29
Neighbourhoods,Agency Admin/Cleric,Professional,1905906566,45114,MATRIX SCM LTD,655.55
City Development,Agency Admin/Cleric,Professional,1905906651,45114,MATRIX SCM LTD,649.57
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906583,45114,MATRIX SCM LTD,636.73
City Development,Agency Admin/Cleric,Professional,1905906596,45114,MATRIX SCM LTD,624.34
Children & Young Peo,Agency Admin/Cleric,Professional,1905906443,45114,MATRIX SCM LTD,623.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905906666,45114,MATRIX SCM LTD,623.4
City Development,Agency Admin/Cleric,Professional,1905906646,45114,MATRIX SCM LTD,623.12
City Law & Governanc,Agency Admin/Cleric,Professional,1905906458,45114,MATRIX SCM LTD,621.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905906586,45114,MATRIX SCM LTD,617.92
City Development,Agency Admin/Cleric,Professional,1905906632,45114,MATRIX SCM LTD,613.4
City Development,Agency Admin/Cleric,Professional,1905906497,45114,MATRIX SCM LTD,602.71
City Law & Governanc,Agency Admin/Cleric,Professional,1905906664,45114,MATRIX SCM LTD,602.28
City Development,Agency Admin/Cleric,Professional,1905906638,45114,MATRIX SCM LTD,601.2
City Development,Agency Admin/Cleric,Professional,1905906642,45114,MATRIX SCM LTD,598.85
Neighbourhoods,Agency Admin/Cleric,Professional,1905906540,45114,MATRIX SCM LTD,595.2
City Development,Agency Admin/Cleric,Professional,1905906637,45114,MATRIX SCM LTD,585.9
Neighbourhoods,Agency Admin/Cleric,Professional,1905906661,45114,MATRIX SCM LTD,582.4
City Development,Agency Admin/Cleric,Professional,1905906643,45114,MATRIX SCM LTD,576.8
City Development,Agency Admin/Cleric,Professional,1905906645,45114,MATRIX SCM LTD,576.8
City Development,Agency Admin/Cleric,Professional,1905906648,45114,MATRIX SCM LTD,576.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906477,45114,MATRIX SCM LTD,567.84
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906478,45114,MATRIX SCM LTD,567.84
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906502,45114,MATRIX SCM LTD,567.84
City Development,Agency Admin/Cleric,Professional,1905906635,45114,MATRIX SCM LTD,555.16
Neighbourhoods,Agency Admin/Cleric,Professional,1905906660,45114,MATRIX SCM LTD,540.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906494,45114,MATRIX SCM LTD,522.03
City Development,Agency Admin/Cleric,Professional,1905906515,45114,MATRIX SCM LTD,505.8
Capital Regen,Capital Regen,Misc- General,5101073017,45117,MOTT MACDONALD,14943.62
Chief Operating Offi,Postages (General),Communications,5101073052,45117,ROYAL MAIL,7955.35
Chief Operating Offi,Printing (Outside),Printing & Office Expenses,5101073068,45117,ULTRAGRAPH LTD,7694
City Development,R&M - Building Works,R&M Technical Support,5101073060,45117,WM CLARKSON LTD,5800
City Development,Events,General Services Expenses,5101073042,45117,THE UNIVERSITY OF LIVERPOOL,4500
City Development,Agency Non Admn/Cler,Other Manual,5101072995,45117,MICHAEL PAGE INTERNATIONAL,3320.63
City Development,Events,General Services Expenses,5101073043,45117,NOTHIN BUT THE MUSIC LTD,2800
City Development,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101072999,45117,LIVERPOOL LEARNING PARTNERSHIP,2057.65
City Development,Agency Non Admn/Cler,Other Manual,5101073099,45117,HAYS SPECIALIST RECRUITMENT LTD,1800
City Development,Agency Non Admn/Cler,Other Manual,5101073100,45117,HAYS SPECIALIST RECRUITMENT LTD,1800
Capital Regen,Capital Regen,Misc- General,5101073016,45117,MOTT MACDONALD,1603.44
City Development,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101072998,45117,LIVERPOOL LEARNING PARTNERSHIP,1600
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101073062,45117,INSIGHT DIRECT (UK) LIMITED,1124.24
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101073064,45117,PHONAK UK LTD,1076.26
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101073065,45117,PHONAK UK LTD,1076.26
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101073066,45117,PHONAK UK LTD,1076.26
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101073067,45117,PHONAK UK LTD,1076.26
Neighbourhoods,Events,General Services Expenses,5101073035,45117,CATALYST BUSINESS SOLUTIONS,1000
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101073037,45117,BLISS RECRUITMENT LTD (QUBA SOLUTIO,980
Children & Young Peo,General Legal Fees,Professional Fees,5101073071,45117,****REDACTED COMMERCIALLY SENSITIVE****,945
City Development,Agency Non Admn/Cler,Other Manual,5101073098,45117,HAYS SPECIALIST RECRUITMENT LTD,890.61
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101073092,45117,BRENNTAG UK GROUP LTD,757.84
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101072967,45117,BRENNTAG UK GROUP LTD,612.54
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101073036,45117,BLISS RECRUITMENT LTD (QUBA SOLUTIO,525
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101072975,45117,ARNOLD CLARK CAR & VAN RENTAL,512.26
City Development,R&M - Building Works,R&M Technical Support,5101073210,45118,SPIE LIMITED,96324.01
Neighbourhoods,Private Contractors,Agency & Contract Services,5101073252,45118,AECOM LTD,30744
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101073194,45118,SHC CARE SERVICES LTD,13450
City Development,Promotions,General Services Expenses,5101073256,45118,INVISIBLE WIND FACTORY LIMITED,8000
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101073168,45118,APOLLO HOME HEALTHCARE,6882.26
City Development,Goods For Resale,General Supplies,1905908736,45118,MAGHULL COACHES,6804
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101073239,45118,HUMAN SUPPORT GROUP -,6470.28
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101073169,45118,APOLLO HOME HEALTHCARE,5838.19
City Development,R&M - Building Works,R&M Technical Support,5101073204,45118,SPIE LIMITED,5313
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101073190,45118,NEWTRALITY LTD,4930
Capital Regen,Capital Regen,Misc- General,5101073250,45118,MOTT MACDONALD,4721.94
Neighbourhoods,Software (General),Computing,5101073278,45118,SOFTCAT LTD,4663.85
City Development,Private Contractors,Agency & Contract Services,5101073203,45118,LIVERPOOL STREETSCENE SERVICES LIMI,4583.3
Neighbourhoods,Agency Admin/Cleric,Professional,5101073248,45118,NEWTRALITY LTD,4350
Capital Regen,Capital Regen,Misc- General,5101073251,45118,MOTT MACDONALD,4178.84
City Development,R&M - Building Works,R&M Technical Support,5101073146,45118,LEA BUILDING SERVICES LIMITED,3400
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101073195,45118,SHC CARE SERVICES LTD,3133.5
City Development,Agency Non Admn/Cler,Other Manual,5101073245,45118,MICHAEL PAGE INTERNATIONAL,3018.75
City Development,Agency Non Admn/Cler,Other Manual,5101073182,45118,HAYS SPECIALIST RECRUITMENT LTD,1800
City Development,Agency Non Admn/Cler,Other Manual,5101073183,45118,HAYS SPECIALIST RECRUITMENT LTD,1542.8
City Development,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,5101073208,45118,WRAY BROS LTD,1357.49
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101073287,45118,PHONAK UK LTD,1097.78
City Development,Events,General Services Expenses,5101073227,45118,LIVERPOOL FOOTBALL CLUB PLC,976
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101073277,45118,UMBRELLA COMPANY LTD,914.1
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101073228,45118,SEGURO RECRUITMENT LTD,784
Neighbourhoods,Events,General Services Expenses,5101073160,45118,BARRY'S MOBILE BICYCLE MAINTENANCE,688
City Development,Goods For Resale,General Supplies,1905908735,45118,MAGHULL COACHES,672
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101073241,45118,CAVALRY HEALTHCARE LTD,600
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905908332,45118,****REDACTED PERSONAL INFO****,-661
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905908329,45118,****REDACTED PERSONAL INFO****,-959.08
Finance & Resources,ProfessionalServices,Professional Fees,5101073405,45119,GRANT THORNTON UK LLP,105500
Chief Operating Offi,Data Circuits,Communications,5101073393,45119,VIRGIN MEDIA LTD,102428.52
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101073299,45119,LIVERPOOL STREETSCENE SERVICES LIMI,100000
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905909388,45119,OMEGA MULTI ACADEMY TRUST c/o GREAT,95700
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905909394,45119,DIXONS ACADEMIES TRUST LTD,71775
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905909396,45119,DIXONS ACADEMIES TRUST LTD,47850
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905909401,45119,LIPA MULTI ACADEMY TRUST,38280
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101073381,45119,BARNARDOS NORTH WEST,20133.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101073382,45119,BARNARDOS NORTH WEST,20133.5
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905909395,45119,DIXONS ACADEMIES TRUST LTD,19140
Adult Services & Hea,Adaptations-Private,General Services Exp Social Svs Clients,5101073294,45119,LIVERPOOL STREETSCENE SERVICES LIMI,18410
Children & Young Peo,Training (General),Indirect Employee Expenses,5101073298,45119,HFT TRUST LTD,12126
City Development,Photocpy/Photog/Prnt,Printing & Office Expenses,5101073297,45119,HURRICANE FILMS LTD,9982.5
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905909387,45119,ST JOSEPH CATHOLIC MULTI ACADEMY TR,8329.66
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101073367,45119,PRUDENTIA EDUCATION,5119.4
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905909386,45119,ST JOSEPH CATHOLIC MULTI ACADEMY TR,4283.76
Neighbourhoods,Private Contractors,Agency & Contract Services,5101073327,45119,KIRKBY SKIPS LTD,4275
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905909385,45119,ST JOSEPH CATHOLIC MULTI ACADEMY TR,3755.65
Neighbourhoods,Library Materials (G,Library Materials,1905909500,45119,PETERS LTD,3118.01
City Development,"Misc Supp, Tool, Equ",General Supplies,5101073373,45119,BLUEPOINT MARINE SERVICES LTD,3020.71
City Development,Publications (Genera,Printing & Office Expenses,5101073295,45119,CPOMS SYSTEMS LTD,2775
Chief Operating Offi,Broadband ICT inv,Communications,5101073394,45119,VIRGIN MEDIA LTD,2603.94
Chief Operating Offi,Broadband ICT inv,Communications,5101073396,45119,VIRGIN MEDIA LTD,1926
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101073361,45119,PRUDENTIA EDUCATION,1900.73
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101073368,45119,PRUDENTIA EDUCATION,1764.1
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101073290,45119,PHONAK UK LTD,1686.49
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101073365,45119,PRUDENTIA EDUCATION,1560
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101073364,45119,PRUDENTIA EDUCATION,1552.98
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101073358,45119,PRUDENTIA EDUCATION,1532.96
Adult Services & Hea,Adaptations-Private,General Services Exp Social Svs Clients,5101073296,45119,NYMAS,1513
Neighbourhoods,Library Materials (G,Library Materials,1905909499,45119,PETERS LTD,1504.93
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101073359,45119,PRUDENTIA EDUCATION,1423.76
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101073366,45119,PRUDENTIA EDUCATION,1398.54
Neighbourhoods,Library Materials (G,Library Materials,1905909479,45119,ASKEWS AND HOLTS LIBRARY SERVICES L,1368.97
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101073362,45119,PRUDENTIA EDUCATION,1280.89
City Development,Publications (Genera,Printing & Office Expenses,5101073303,45119,CPOMS SYSTEMS LTD,1220
City Development,Conference (General),Expenses,5101073418,45119,VISITBRITAIN,1200
