Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description,,
5653,2025-03-27 00:00:00,0017541368,INV,1036.32,AGINCARE UK LTD,03908500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5654,2025-03-27 00:00:00,0017541369,INV,2560.32,AGINCARE UK LTD,03908500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5655,2025-03-27 00:00:00,0017541370,INV,1889.76,AGINCARE UK LTD,03908500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5656,2025-03-27 00:00:00,0017541371,INV,1300.48,AGINCARE UK LTD,03908500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5657,2025-03-27 00:00:00,0017541255,INV,812.8,TIGER LILY CARE LTD,04184700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5658,2025-03-27 00:00:00,0017541270,INV,314.96,ASH TREE HOMECARE LTD,04118900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5659,2025-03-27 00:00:00,0017541271,INV,416.56,ASH TREE HOMECARE LTD,04118900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5660,2025-03-27 00:00:00,0017541316,INV,1706.68,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5661,2025-03-27 00:00:00,0017541359,INV,386.08,AGINCARE UK LTD,03908500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5662,2025-03-27 00:00:00,0017541361,INV,568.96,AGINCARE UK LTD,03908500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5663,2025-03-27 00:00:00,0017541247,INV,731.52,TIGER LILY CARE LTD,04184700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5664,2025-03-27 00:00:00,0017541249,INV,2325.06,TIGER LILY CARE LTD,04184700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5665,2025-03-27 00:00:00,0017541250,INV,853.44,TIGER LILY CARE LTD,04184700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5666,2025-03-27 00:00:00,0017541251,INV,1137.92,TIGER LILY CARE LTD,04184700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5667,2025-03-27 00:00:00,0017541252,INV,767.08,TIGER LILY CARE LTD,04184700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5668,2025-03-27 00:00:00,0017541254,INV,426.72,TIGER LILY CARE LTD,04184700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5669,2025-03-24 00:00:00,0017541202,INV,731.52,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5670,2025-03-24 00:00:00,0017541204,INV,1991.36,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5671,2025-03-24 00:00:00,0017541206,INV,1280.16,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5672,2025-03-24 00:00:00,0017541207,INV,853.44,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5673,2025-03-24 00:00:00,0017541209,INV,1361.44,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5674,2025-03-27 00:00:00,0017541244,INV,934.72,TIGER LILY CARE LTD,04184700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5675,2025-03-24 00:00:00,0017541196,INV,2987.04,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5676,2025-03-24 00:00:00,0017541197,INV,853.44,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5677,2025-03-24 00:00:00,0017541198,INV,1137.92,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5678,2025-03-24 00:00:00,0017541199,INV,2926.08,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5679,2025-03-24 00:00:00,0017541200,INV,1361.44,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5680,2025-03-24 00:00:00,0017541201,INV,858.52,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5681,2025-03-24 00:00:00,0017541187,INV,1422.4,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5682,2025-03-24 00:00:00,0017541190,INV,1828.8,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5683,2025-03-24 00:00:00,0017541191,INV,711.2,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5684,2025-03-24 00:00:00,0017541192,INV,304.8,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5685,2025-03-24 00:00:00,0017541194,INV,2844.8,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5686,2025-03-24 00:00:00,0017541195,INV,2560.32,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5687,2025-03-24 00:00:00,0017541178,INV,889,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5688,2025-03-24 00:00:00,0017541179,INV,314.96,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5689,2025-03-24 00:00:00,0017541180,INV,833.12,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5690,2025-03-24 00:00:00,0017541181,INV,568.96,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5691,2025-03-24 00:00:00,0017541185,INV,2275.84,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5692,2025-03-24 00:00:00,0017541186,INV,1280.16,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5693,2025-03-24 00:00:00,0017541162,INV,2560.32,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5694,2025-03-24 00:00:00,0017541163,INV,609.6,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5695,2025-03-24 00:00:00,0017541164,INV,2275.84,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5696,2025-03-24 00:00:00,0017541173,INV,650.24,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5697,2025-03-24 00:00:00,0017541174,INV,782.32,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5698,2025-03-24 00:00:00,0017541177,INV,2560.32,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5699,2025-03-24 00:00:00,0017541097,INV,477.12,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5700,2025-03-24 00:00:00,0017541100,INV,318.08,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5701,2025-03-24 00:00:00,0017541101,INV,2226.56,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5702,2025-03-24 00:00:00,0017541103,INV,765.38,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5703,2025-03-24 00:00:00,0017541104,INV,834.96,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5704,2025-03-24 00:00:00,0017541160,INV,497.84,SCOTT CARE LTD,02547900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5705,2025-03-24 00:00:00,0017541088,INV,1113.28,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5706,2025-03-24 00:00:00,0017541089,INV,1948.24,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5707,2025-03-24 00:00:00,0017541091,INV,834.96,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5708,2025-03-24 00:00:00,0017541093,INV,526.82,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5709,2025-03-24 00:00:00,0017541095,INV,278.32,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5710,2025-03-24 00:00:00,0017541096,INV,556.64,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5711,2025-03-24 00:00:00,0017541079,INV,357.84,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5712,2025-03-24 00:00:00,0017541080,INV,556.64,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5713,2025-03-24 00:00:00,0017541081,INV,278.32,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5714,2025-03-24 00:00:00,0017541082,INV,1570.52,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5715,2025-03-24 00:00:00,0017541084,INV,467.18,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5716,2025-03-24 00:00:00,0017541086,INV,511.91,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5717,2025-03-24 00:00:00,0017541067,INV,457.24,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5718,2025-03-24 00:00:00,0017541069,INV,1113.28,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5719,2025-03-24 00:00:00,0017541070,INV,1148.07,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5720,2025-03-24 00:00:00,0017541073,INV,834.96,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5721,2025-03-24 00:00:00,0017541074,INV,268.38,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5722,2025-03-24 00:00:00,0017541078,INV,695.8,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5723,2025-03-24 00:00:00,0017541059,INV,278.32,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5724,2025-03-24 00:00:00,0017541060,INV,2504.88,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5725,2025-03-24 00:00:00,0017541061,INV,675.92,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5726,2025-03-24 00:00:00,0017541062,INV,417.48,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5727,2025-03-24 00:00:00,0017541063,INV,2485,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5728,2025-03-24 00:00:00,0017541065,INV,2186.8,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5729,2025-03-24 00:00:00,0017541046,INV,278.32,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5730,2025-03-24 00:00:00,0017541047,INV,964.18,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5731,2025-03-24 00:00:00,0017541048,INV,825.02,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5732,2025-03-24 00:00:00,0017541055,INV,1227.59,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5733,2025-03-24 00:00:00,0017541057,INV,477.12,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5734,2025-03-24 00:00:00,0017541058,INV,526.82,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5735,2025-03-24 00:00:00,0017540914,INV,504,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5736,2025-03-24 00:00:00,0017540916,INV,3555,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5737,2025-03-24 00:00:00,0017540918,INV,441.96,BEES CARE AGENCY LTD,03988800,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5738,2025-03-24 00:00:00,0017541041,INV,278.32,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5739,2025-03-24 00:00:00,0017541044,INV,278.32,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5740,2025-03-24 00:00:00,0017541045,INV,1113.28,INDEPENDENT CARE AND SUPPORT LTD,00095100,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5741,2025-03-24 00:00:00,0017540905,INV,1125,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5742,2025-03-24 00:00:00,0017540906,INV,630,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5743,2025-03-24 00:00:00,0017540907,INV,522,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5744,2025-03-24 00:00:00,0017540908,INV,373.5,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5745,2025-03-24 00:00:00,0017540909,INV,3307.5,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5746,2025-03-24 00:00:00,0017540913,INV,369,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5747,2025-03-24 00:00:00,0017540896,INV,621,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5748,2025-03-24 00:00:00,0017540897,INV,1161,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5749,2025-03-24 00:00:00,0017540898,INV,450,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5750,2025-03-24 00:00:00,0017540899,INV,697.5,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5751,2025-03-24 00:00:00,0017540901,INV,319.5,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5752,2025-03-24 00:00:00,0017540902,INV,504,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5753,2025-03-24 00:00:00,0017540876,INV,3650.87,ASH TREE HOMECARE LTD,04118900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5754,2025-03-24 00:00:00,0017540879,INV,1962.73,ASH TREE HOMECARE LTD,04118900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5755,2025-03-24 00:00:00,0017540888,INV,252,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5756,2025-03-24 00:00:00,0017540889,INV,252,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5757,2025-03-24 00:00:00,0017540894,INV,639,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5758,2025-03-24 00:00:00,0017540895,INV,1903.5,LONDON CARE PLC,03405200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5759,2025-03-20 00:00:00,0017540855,INV,1209.04,AUSTEN ALLEN HEALTHCARE LTD,14215000,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5760,2025-03-20 00:00:00,0017540856,INV,2641.6,AUSTEN ALLEN HEALTHCARE LTD,14215000,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5761,2025-03-20 00:00:00,0017540858,INV,995.68,AUSTEN ALLEN HEALTHCARE LTD,14215000,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5762,2025-03-20 00:00:00,0017540859,INV,853.44,AUSTEN ALLEN HEALTHCARE LTD,14215000,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5763,2025-03-24 00:00:00,0017540874,INV,3672.84,ASH TREE HOMECARE LTD,04118900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5764,2025-03-24 00:00:00,0017540875,INV,1016,ASH TREE HOMECARE LTD,04118900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5765,2025-03-18 00:00:00,0017540840,INV,284.48,BOLDGLEN LTD,00050500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5766,2025-03-18 00:00:00,0017540841,INV,2722.88,BOLDGLEN LTD,00050500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5767,2025-03-18 00:00:00,0017540843,INV,853.44,BOLDGLEN LTD,00050500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5768,2025-03-20 00:00:00,0017540852,INV,1285.24,AUSTEN ALLEN HEALTHCARE LTD,14215000,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5769,2025-03-20 00:00:00,0017540853,INV,1280.16,AUSTEN ALLEN HEALTHCARE LTD,14215000,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5770,2025-03-20 00:00:00,0017540854,INV,1280.16,AUSTEN ALLEN HEALTHCARE LTD,14215000,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5771,2025-03-18 00:00:00,0017540829,INV,381,BOLDGLEN LTD,00050500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5772,2025-03-18 00:00:00,0017540831,INV,1016,BOLDGLEN LTD,00050500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5773,2025-03-18 00:00:00,0017540833,INV,365.76,BOLDGLEN LTD,00050500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
5774,2025-03-18 00:00:00,0017540834,INV,889,BOLDGLEN LTD,00050500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Payments to Private Contractor,EF87N46000000000,OP - HOME CARE Priv Contract
