Body Name,Date Paid,Transaction Number,Amount,Invoice Date,Supplier Name,Supplier Type,Invoice Number,Account,Transaction Type,Transaction Type Description,Supplier Reporting,Expense Area,Cost Centre Description ,Service Area Categorisation,Service Division Categorisation,Expense Type
West Northamptonshire Council,14-Aug-23,51400328816,"£14,000.00",19-Jul-23,TeleAlarm Europe GmbH,COMPANY,900061176,D0000,II,Incoming Invoice Posting,,Sensory Equipment & Rehabilitation Team [NCC],Sensory Equipment & Rehabilitation Team - In House,Safeguarding and Wellbeing,Prevention & Occupational Therapy,Equipment and Tools
West Northamptonshire Council,14-Aug-23,51400329987,"£15,385.07",19-Jul-23,TRUSTMARQUE SOLUTIONS LTD,TRADE SUPPLIER,2367008,D5035,II,Incoming Invoice Posting,,Infrastructure Contracts,Infrastructure contracts,"Digital, Technology & Innovation",Operations,Computer software - annual licence agreement
West Northamptonshire Council,14-Aug-23,51400334890,"£17,520.00",08-Aug-23,RAYBELL & SONS SURFACING LTD,COMPANY,8600,E7000,II,Incoming Invoice Posting,,Car parks management Daventry,Car Parks,Assets and Environment,A&E Public Realm & Heritage,Private Contractors
West Northamptonshire Council,14-Aug-23,51400329940,"£17,750.00",18-Jul-23,M & A Fletcher Ltd,COMPANY,101,XB020,II,Incoming Invoice Posting,,Property Management [DDC],Tcv - Cinema And Site 1 (Revised),Assets and Environment Capital,Property Management [DDC],Construction - External Professional Fees
West Northamptonshire Council,14-Aug-23,51400335301,"£18,103.81",10-Aug-23,PROGRESS SCHOOLS LIMITED,EDUCATION,INV-5260,D4110,SPS,AP Spreadsheet Import - Payments,,Alternative Provision [NCC],Alternative Provision,High Needs Block,Alternative Provision [NCC],Professional Fees and Hired Services
West Northamptonshire Council,14-Aug-23,51400335293,"£19,900.16",10-Aug-23,ACORN CARE & EDUCATION LTD (SALES),TRADE SUPPLIER,105960,E7180,SPS,AP Spreadsheet Import - Payments,,High Needs Out County [NCC],Out County Ind Special,High Needs Block,High Needs Out County [NCC],Independent School Placements
West Northamptonshire Council,14-Aug-23,51400330220,"£20,000.00",20-Jul-23,The Churches Conservation Trust,CHARITY,3047,XB020,II,Incoming Invoice Posting,,Economic Development,Old Black Lion,Economic Growth & Regeneration,Economic Development,Construction - External Professional Fees
West Northamptonshire Council,14-Aug-23,51400335305,"£20,044.00",10-Aug-23,THE PACE CENTRE,TRADE SUPPLIER,6295,E7180,SPS,AP Spreadsheet Import - Payments,,High Needs Out County [NCC],Out County Ind Special,High Needs Block,High Needs Out County [NCC],Independent School Placements
West Northamptonshire Council,14-Aug-23,51400335284,"£20,111.94",10-Aug-23,MacIntyre Academies Trust,EDUCATION,QUSI 173,E7180,SPS,AP Spreadsheet Import - Payments,,High Needs Out County [NCC],Out County Other Authorities,High Needs Block,High Needs Out County [NCC],Independent School Placements
West Northamptonshire Council,14-Aug-23,51400335294,"£22,833.34",10-Aug-23,ACORN CARE & EDUCATION LTD (SALES),TRADE SUPPLIER,105961,E7180,SPS,AP Spreadsheet Import - Payments,,High Needs Out County [NCC],Out County Ind Special,High Needs Block,High Needs Out County [NCC],Independent School Placements
West Northamptonshire Council,14-Aug-23,51400335287,"£25,750.00",10-Aug-23,WILDS LODGE SCHOOL LTD,EDUCATION,INV-2550,E7180,SPS,AP Spreadsheet Import - Payments,,High Needs Out County [NCC],Out County Ind Special,High Needs Block,High Needs Out County [NCC],Independent School Placements
West Northamptonshire Council,14-Aug-23,51400335292,"£27,815.00",10-Aug-23,ACORN CARE & EDUCATION LTD (SALES),TRADE SUPPLIER,105959,E7180,SPS,AP Spreadsheet Import - Payments,,High Needs Out County [NCC],Out County Ind Special,High Needs Block,High Needs Out County [NCC],Independent School Placements
West Northamptonshire Council,14-Aug-23,51400329979,"£40,000.00",20-Jul-23,FP McCann Ltd,COMPANY,54547,XB020,II,Incoming Invoice Posting,,Overstone Leys Primary School,Overstone Leys Primary School,"Children, Families and Education",School Schemes - NCC Delivery,Construction - External Professional Fees
West Northamptonshire Council,14-Aug-23,51400335288,"£43,333.33",10-Aug-23,WILDS LODGE SCHOOL LTD,EDUCATION,INV-2551,E7180,SPS,AP Spreadsheet Import - Payments,,High Needs Out County [NCC],Out County Ind Special,High Needs Block,High Needs Out County [NCC],Independent School Placements
West Northamptonshire Council,14-Aug-23,51400336422,"£70,000.00",14-Aug-23,TRAFFIC ENFORCEMENT CENTRE,OTHER PUBLIC BODIES,91400004247,D4110,NCP,AP Non-Commercial Payments,,Parking and Bus Lane Enforcement,Parking,Highways & Transport Service WNC,Highways Network WNC,Professional Fees and Hired Services
West Northamptonshire Council,14-Aug-23,51400330269,"£75,682.94",20-Jul-23,The Churches Conservation Trust,CHARITY,3046,XB020,II,Incoming Invoice Posting,,Economic Development,Old Black Lion,Economic Growth & Regeneration,Economic Development,Construction - External Professional Fees
West Northamptonshire Council,14-Aug-23,51400336476,"£255,591.56",09-Aug-23,OPUS LGSS (PEOPLE SOLUTIONS) LTD,TRADE SUPPLIER,11983,A4000,II,Incoming Invoice Posting,,Finance Operations [NCC],OPUS,Finance Operations,Finance Operations [NCC],Agency Staff
West Northamptonshire Council,14-Aug-23,51400331572,"£433,582.93",20-Jul-23,Stepnell Ltd,TRADE SUPPLIER,22617,XB020,II,Incoming Invoice Posting,,Economic Development,Northampton Market Square,Economic Growth & Regeneration,Economic Development,Construction - External Professional Fees
West Northamptonshire Council,14-Aug-23,51400332239,"£1,057,189.14",03-Aug-23,Northamptonshire Commissioner Fire & Rescue Authority,OTHER PUBLIC BODIES,91400004198,E2013,NCP,AP Non-Commercial Payments,,Financing [NCC],Council Tax Control Account,Funding,Funding and Government Grants [NCC],Precepts - Fire
West Northamptonshire Council,14-Aug-23,51400328607,"£1,323,605.57",19-Jul-23,VEOLIA ENVIRONMENTAL SERVICES,COMPANY,INV0020860,E7005,II,Incoming Invoice Posting,,Bereavement services contract,Cemeteries - ES Contract,Assets and Environment,A&E Public Realm & Heritage,Other Contract Payments
West Northamptonshire Council,14-Aug-23,51400332235,"£4,233,330.00",03-Aug-23,NORTHANTS POLICE,OTHER PUBLIC BODIES,91400004197,E2012,NCP,AP Non-Commercial Payments,,Financing [NCC],Council Tax Control Account,Funding,Funding and Government Grants [NCC],Precepts - Police
West Northamptonshire Council,16-Aug-23,51400337209,"-£4,307.14",15-Aug-23,Complete Support Care Services Ltd,CARE ESTABLISHMENT,NT841504 P137667-00004,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Learning Disability CCP LT [NCC],Learning Disability Support CCP Long Term LD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Suppported Living
West Northamptonshire Council,16-Aug-23,51400336497,"-£2,175.34",26-Sep-22,PHS GROUP PLC,TRADE SUPPLIER,69360829,B5000,II,Incoming Invoice Posting,,Soft FM,Soft Facilities Management,Assets and Environment,A&E Facilities Management,Cleaning and Domestic Supplies
West Northamptonshire Council,16-Aug-23,51400330323,"-£1,260.00",24-Jul-23,E-VOICE SPEECH RECOGNITION LTD,TRADE SUPPLIER,12085,D4100,II,Incoming Invoice Posting,,Desktop Support Contracts,Recharged contracts & purchases,"Digital, Technology & Innovation",Operations,Consultancy
West Northamptonshire Council,16-Aug-23,51400330341,£510.00,21-Jul-23,Chubb Fire and Security,COMPANY,9989438,B3110,II,Incoming Invoice Posting,,Property Management [NBC],Hard Facilities Management,Assets and Environment,A&E Works,Fire Prevention Equipment
West Northamptonshire Council,16-Aug-23,51400330342,£510.00,21-Jul-23,Chubb Fire and Security,COMPANY,9989439,B3110,II,Incoming Invoice Posting,,Property Management [NBC],Hard Facilities Management,Assets and Environment,A&E Works,Fire Prevention Equipment
West Northamptonshire Council,16-Aug-23,51400336912,£519.16,15-Aug-23,Nabida Care Ltd,CARE ESTABLISHMENT,N1392403 P137691-00002,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336917,£519.16,15-Aug-23,Nabida Care Ltd,CARE ESTABLISHMENT,N1626903 P137691-00007,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336947,£519.16,15-Aug-23,Wellington Support Ltd,CARE ESTABLISHMENT,NT900256 P137600-00022,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Mental Health CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336918,£519.16,15-Aug-23,Nabida Care Ltd,CARE ESTABLISHMENT,N1710882 P137691-00008,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400337089,£519.16,15-Aug-23,Lindsay House,CARE ESTABLISHMENT,N0032104 P137583-00005,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336939,£519.16,15-Aug-23,Wellington Support Ltd,CARE ESTABLISHMENT,N1427302 P137600-00014,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Mental Health CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336946,£519.16,15-Aug-23,Wellington Support Ltd,CARE ESTABLISHMENT,NT870548 P137600-00021,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336919,£519.16,15-Aug-23,Nabida Care Ltd,CARE ESTABLISHMENT,N2210287 P137691-00009,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336915,£519.16,15-Aug-23,Nabida Care Ltd,CARE ESTABLISHMENT,N1534936 P137691-00005,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336926,£519.16,15-Aug-23,Wellington Support Ltd,CARE ESTABLISHMENT,CK998478 P137600-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Mental Health CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336930,£519.16,15-Aug-23,Wellington Support Ltd,CARE ESTABLISHMENT,N0081716 P137600-00005,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400337087,£519.16,15-Aug-23,Lindsay House,CARE ESTABLISHMENT,M9813279 P137583-00003,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400337344,£527.96,15-Aug-23,PERSONALISED 4 AUTISM,CARE ESTABLISHMENT,N2210440 P137616-00012,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - South,Mental Health CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336805,£532.84,15-Aug-23,Elmich Care Ltd,CARE ESTABLISHMENT,NT843347 P137650-00003,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400337331,£532.84,15-Aug-23,BETTER LIVES NORTHANTS LTD,CARE ESTABLISHMENT,NT995387 P137642-00032,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400337421,£532.84,15-Aug-23,PASSION CARE STAFFING LTD,CARE ESTABLISHMENT,NT838953 P137672-00004,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400337390,£532.84,15-Aug-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,N2211198 P137590-00015,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400337100,£537.06,15-Aug-23,NAS SERVICES LTD,TRADE SUPPLIER,NT863689 P137702-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,MH Mental Health CCP LT [NCC],Mental Health Support CCP Long Term MH,Adult Services,Specialist and Complex - Mental Health [NCC],Suppported Living
West Northamptonshire Council,16-Aug-23,51400337169,£543.48,15-Aug-23,Lloyds Bank Commercial Finance T/A LAC Northampton Ltd,CARE ESTABLISHMENT,N1632111 P137682-00016,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336741,£543.48,15-Aug-23,HOUSING & CARE 21,CARE ESTABLISHMENT,N2033137 P137644-00015,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336744,£543.48,15-Aug-23,HOUSING & CARE 21,CARE ESTABLISHMENT,N2211367 P137644-00018,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336753,£543.48,15-Aug-23,HOUSING & CARE 21,CARE ESTABLISHMENT,WN15968 P137644-00027,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400337185,£543.48,15-Aug-23,Lloyds Bank Commercial Finance T/A LAC Northampton Ltd,CARE ESTABLISHMENT,NT930849 P137682-00032,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336743,£543.48,15-Aug-23,HOUSING & CARE 21,CARE ESTABLISHMENT,N2210845 P137644-00017,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - South,Physical Support CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336745,£543.48,15-Aug-23,HOUSING & CARE 21,CARE ESTABLISHMENT,N2211655 P137644-00019,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Physical Support CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400337251,£543.48,15-Aug-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,N2310315 P137661-00007,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336707,£547.58,04-Aug-23,Lloyds Bank Commercial Finance T/A LAC Northampton Ltd,CARE ESTABLISHMENT,NN10622,E7150,SPV,AP VAT Spreadsheet Import - Payments,,MH Mental Health CCP LT [NCC],Mental Health Support CCP Long Term MH,Adult Services,Specialist and Complex - Mental Health [NCC],Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400336515,£549.00,10-Aug-23,REDPALM TECHNOLOGY SERVICES LTD,TRADE SUPPLIER,SI58522,D5015,II,Incoming Invoice Posting,,Desktop Support Contracts,Recharged contracts & purchases,"Digital, Technology & Innovation",Operations,Computer hardware - purchase
West Northamptonshire Council,16-Aug-23,51400336722,£560.00,10-Aug-23,NORTON NURSES,CARE ESTABLISHMENT,33479,E7150,SPV,AP VAT Spreadsheet Import - Payments,,OP North Older People CCP LT [NCC],Physical Support CCP Long Term OP North,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400337196,£560.00,15-Aug-23,Epos Care Ltd,COMPANY,NT922973 P137692-00006,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400337179,£562.96,15-Aug-23,Lloyds Bank Commercial Finance T/A LAC Northampton Ltd,CARE ESTABLISHMENT,NT839933 P137682-00026,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,16-Aug-23,51400330378,£564.00,21-Jul-23,Off The Streets NN CIC,COMPANY,299,D0000,II,Incoming Invoice Posting,,Community safety,Building Safer Communities,Housing and Communities,Community Safety,Equipment and Tools
West Northamptonshire Council,16-Aug-23,51400336962,£566.40,15-Aug-23,Supported Living Services Northampton Ltd,COMPANY,N0540850 P137693-00003,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336964,£566.40,15-Aug-23,Supported Living Services Northampton Ltd,COMPANY,N1436411 P137693-00005,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336960,£566.40,15-Aug-23,Supported Living Services Northampton Ltd,COMPANY,DS801828 P137693-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336842,£576.00,15-Aug-23,Together for Mental Wellbeing,COMPANY,CK971872 P137687-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336736,£582.32,15-Aug-23,HOUSING & CARE 21,CARE ESTABLISHMENT,N1510928 P137644-00010,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336762,£584.64,15-Aug-23,CSK Support 24 Ltd,CARE ESTABLISHMENT,M9913299 P137668-00001,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400336970,£597.40,15-Aug-23,AideECare Ltd,CARE ESTABLISHMENT,N1615299 P137608-00001,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400337337,£600.00,15-Aug-23,PERSONALISED 4 AUTISM,CARE ESTABLISHMENT,N1028346 P137616-00005,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400337318,£608.96,15-Aug-23,BETTER LIVES NORTHANTS LTD,CARE ESTABLISHMENT,N1926516 P137642-00019,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400337316,£608.96,15-Aug-23,BETTER LIVES NORTHANTS LTD,CARE ESTABLISHMENT,N1425673 P137642-00017,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400336979,£608.96,15-Aug-23,DARARE LIMITED T/A DARSARNO CARE SERVICES,CARE ESTABLISHMENT,NT997019 P137673-00002,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400336796,£608.96,15-Aug-23,ADVANCE HOUSING AND SUPPORT,TRADE SUPPLIER,N0119274 P137593-00001,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400337409,£608.96,15-Aug-23,ADVANCE HOUSING AND SUPPORT,TRADE SUPPLIER,NT903603 P137609-00003,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400337405,£608.96,15-Aug-23,T. HOW HOMELY LIMITED,CARE ESTABLISHMENT,N0213582 P137680-00001,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400337312,£608.96,15-Aug-23,BETTER LIVES NORTHANTS LTD,CARE ESTABLISHMENT,N0928157 P137642-00013,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400336780,£608.96,15-Aug-23,CREATIVE CARE LTD,CARE ESTABLISHMENT,NT969495 P137659-00002,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400336847,£610.00,15-Aug-23,LUMSDEN LIVING LTD,CARE ESTABLISHMENT,CK978861 P137645-00003,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336880,£610.00,15-Aug-23,LUMSDEN LIVING LTD,CARE ESTABLISHMENT,N1524830 P137645-00037,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336899,£610.00,15-Aug-23,LUMSDEN LIVING LTD,CARE ESTABLISHMENT,NT880696 P137645-00056,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336802,£621.60,15-Aug-23,Dcas Direct Personnel Ltd,CARE ESTABLISHMENT,WN15603 P137699-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336768,£623.00,15-Aug-23,Together for Mental Wellbeing,COMPANY,N1813162 P137606-00005,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Mental Health CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,16-Aug-23,51400336948,£639.88,15-Aug-23,Wellington Support Ltd,CARE ESTABLISHMENT,NT943709 P137600-00023,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,16-Aug-23,51400337161,£640.52,15-Aug-23,Lloyds Bank Commercial Finance T/A LAC Northampton Ltd,CARE ESTABLISHMENT,N0723107 P137682-00008,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Support with Memory & Cognition CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,16-Aug-23,51400337302,£647.16,15-Aug-23,BETTER LIVES NORTHANTS LTD,CARE ESTABLISHMENT,DS862153 P137642-00003,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400336609,£650.00,15-Aug-23,Redacted Personal Data,INDIVIDUAL,91400004250,B2000,NCP,AP Non-Commercial Payments,,Homelessness,Private Sector Leasing,Housing and Communities,Housing Solutions,Rents and Leases
West Northamptonshire Council,16-Aug-23,51400336971,£651.20,15-Aug-23,PRESTIGE CARE AND NURSE,CARE ESTABLISHMENT,N0629312 P137599-00001,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,16-Aug-23,51400336520,£654.94,31-Jul-23,ROYAL MAIL,TRADE SUPPLIER,9068126783,D5300,II,Incoming Invoice Posting,,Elections and electoral registration [DDC],Electoral Registration,Legal and Democratic Services,Electoral Services [DDC],Postage & Carriage
West Northamptonshire Council,16-Aug-23,51400337184,£659.96,15-Aug-23,Lloyds Bank Commercial Finance T/A LAC Northampton Ltd,CARE ESTABLISHMENT,NT930807 P137682-00031,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,16-Aug-23,51400337264,£660.00,15-Aug-23,RICHMOND FELLOWSHIP,CARE ESTABLISHMENT,N1436585 P137685-00008,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Mental Health CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
