Body Name,Date Paid,Transaction Number,Amount,Invoice Date,Supplier Name,Supplier Type,Invoice Number,Account,Transaction Type,Transaction Type Description,Supplier Reporting,Expense Area,Cost Centre Description ,Service Area Categorisation,Service Division Categorisation,Expense Type
West Northamptonshire Council,13-Sep-23,51400347704,"£22,550.40",12-Sep-23,CONSUMMATE CARE,CARE ESTABLISHMENT,DS966616 P138845-00003,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400347269,"£25,524.24",26-Jun-23,Contents Interior and Graphic Design Ltd,COMPANY,INV-0407,XB000,II,Incoming Invoice Posting,,Economic Development,Vulcan Works,Economic Growth & Regeneration,Economic Development,"New Construction, Conversion and Renovation"
West Northamptonshire Council,13-Sep-23,51400347486,£608.96,12-Sep-23,CREATIVE CARE LTD,CARE ESTABLISHMENT,NT969495 P138915-00002,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400347485,"£7,372.00",12-Sep-23,CREATIVE CARE LTD,CARE ESTABLISHMENT,N1131521 P138915-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348109,£761.20,12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,P0011114 P138848-00024,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400348092,£761.20,12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,N0415623 P138848-00007,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400348095,£913.44,12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,N0626111 P138848-00010,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400348089,£913.44,12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,N0215656 P138848-00004,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400348088,£914.96,12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,N0212744 P138848-00003,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348110,"£1,012.64",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,WN15819 P138848-00025,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - South,Mental Health CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348098,"£1,240.52",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,N1522499 P138848-00013,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Mental Health CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348106,"£1,522.40",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,NT932086 P138848-00021,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400348111,"£1,667.16",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,WN15826 P138848-00026,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - South,Mental Health CCP LT Community South Northants,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348094,"£1,701.76",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,N0625751 P138848-00009,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Mental Health CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348090,"£1,736.36",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,N0219907 P138848-00005,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348101,"£1,750.76",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,NT833938 P138848-00016,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400348096,"£1,840.16",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,N1146913 P138848-00011,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348103,"£1,960.08",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,NT846103 P138848-00018,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400348112,"£2,025.24",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,WN15863 P138848-00027,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Daventry,Mental Health CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348087,"£2,332.00",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,GH940721 P138848-00002,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348086,"£2,566.76",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,EW802020 P138848-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Mental Health CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348104,"£3,003.56",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,NT890367 P138848-00019,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348093,"£3,119.16",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,N0533235 P138848-00008,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348099,"£3,212.00",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,N1622336 P138848-00014,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348108,"£3,212.00",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,NT950374 P138848-00023,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348107,"£3,307.48",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,NT942590 P138848-00022,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348105,"£5,316.00",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,NT900203 P138848-00020,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348102,"£5,712.56",12-Sep-23,CREATIVE SUPPORT,CARE ESTABLISHMENT,NT843348 P138848-00017,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347467,£584.64,12-Sep-23,CSK Support 24 Ltd,CARE ESTABLISHMENT,M9913299 P138924-00001,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400337585,"£2,208.40",11-Aug-23,Custom Group Limited,COMPANY,SOP67708,B3000,II,Incoming Invoice Posting,,Southfields House [NCC],Southfields House - In House,Safeguarding and Wellbeing,Provider Services,"Fixtures, Fittings and Furnishings"
West Northamptonshire Council,13-Sep-23,51400336662,£606.05,01-Aug-23,DAISY COMMUNICATIONS LTD,TRADE SUPPLIER,12551884,D5005,II,Incoming Invoice Posting,,Refuse and recycling [DDC],Norse Jv,Waste Service,"Refuse, Recycling & Collection [DDC]",Network Support Contracts
West Northamptonshire Council,13-Sep-23,51400321358,£606.05,01-Jul-23,DAISY COMMUNICATIONS LTD,TRADE SUPPLIER,12485347,D5005,II,Incoming Invoice Posting,,Refuse and recycling [DDC],Norse Jv,Waste Service,"Refuse, Recycling & Collection [DDC]",Network Support Contracts
West Northamptonshire Council,13-Sep-23,51400346968,£606.05,01-Sep-23,DAISY COMMUNICATIONS LTD,TRADE SUPPLIER,12615465,D5005,II,Incoming Invoice Posting,,Refuse and recycling [DDC],Norse Jv,Waste Service,"Refuse, Recycling & Collection [DDC]",Network Support Contracts
West Northamptonshire Council,13-Sep-23,51400347308,"£1,026.08",31-Aug-23,DAISY COMMUNICATIONS LTD,TRADE SUPPLIER,12619948,D5010,II,Incoming Invoice Posting,,Customer services [DDC],One Stop Shop,Customer & Corporate Services,Customer Services [DDC],Data Line - Rental
West Northamptonshire Council,13-Sep-23,51400347688,£608.96,12-Sep-23,DARARE LIMITED T/A DARSARNO CARE SERVICES,CARE ESTABLISHMENT,NT997019 P138929-00002,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400347687,"£9,371.72",12-Sep-23,DARARE LIMITED T/A DARSARNO CARE SERVICES,CARE ESTABLISHMENT,DS901654 P138929-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347509,£621.60,12-Sep-23,Dcas Direct Personnel Ltd,CARE ESTABLISHMENT,WN15603 P138955-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347737,"£7,808.00",12-Sep-23,Dobix Healthcare Limited,CARE ESTABLISHMENT,N1410827 P138922-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400343152,"£4,345.00",16-Aug-23,DPR Press Limted T/A Riverside Printers,COMPANY,70577,D6200,II,Incoming Invoice Posting,,Refuse and recycling [DDC],Contracts & Performance Staffing & Resources,Waste Service,"Refuse, Recycling & Collection [DDC]",Non Staff expenses
West Northamptonshire Council,13-Sep-23,51400347733,"£4,619.00",12-Sep-23,EJC GROUP LTD,CARE ESTABLISHMENT,N0932765 P138878-00003,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347734,"£5,936.00",12-Sep-23,EJC GROUP LTD,CARE ESTABLISHMENT,N1610496 P138878-00004,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347732,"£5,936.00",12-Sep-23,EJC GROUP LTD,CARE ESTABLISHMENT,N0626187 P138878-00002,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347736,"£6,926.92",12-Sep-23,EJC GROUP LTD,CARE ESTABLISHMENT,NT976046 P138921-00002,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400347731,"£7,372.00",12-Sep-23,EJC GROUP LTD,CARE ESTABLISHMENT,M9812970 P138878-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347735,"£9,936.00",12-Sep-23,EJC GROUP LTD,CARE ESTABLISHMENT,N0328772 P138921-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347512,£532.84,12-Sep-23,Elmich Care Ltd,CARE ESTABLISHMENT,N2211198 P138906-00003,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400347513,£532.84,12-Sep-23,Elmich Care Ltd,CARE ESTABLISHMENT,NT843347 P138906-00004,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400347511,£761.20,12-Sep-23,Elmich Care Ltd,CARE ESTABLISHMENT,N1013400 P138906-00002,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400347514,"£2,796.00",12-Sep-23,Elmich Care Ltd,CARE ESTABLISHMENT,NT933018 P138906-00005,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347510,"£3,627.88",12-Sep-23,Elmich Care Ltd,CARE ESTABLISHMENT,N0210118 P138906-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348059,"£2,662.48",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,N0017049 P138874-00004,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348056,"£3,382.52",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,DS901399 P138874-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348060,"£4,020.24",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,N0041431 P138874-00005,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348069,"£6,595.08",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,NT998736 P138874-00014,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348064,"£7,372.00",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,N1414976 P138874-00009,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348066,"£7,808.00",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,NT967242 P138874-00011,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348067,"£8,224.00",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,NT971224 P138874-00012,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348065,"£8,224.00",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,NT942266 P138874-00010,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348063,"£9,936.00",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,N1015897 P138874-00008,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348068,"£9,936.00",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,NT994432 P138874-00013,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348057,"£11,092.00",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,DS911866 P138874-00002,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348058,"£11,092.00",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,M9811807 P138874-00003,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348061,"£13,362.92",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,N0323686 P138874-00006,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400348062,"£17,096.00",12-Sep-23,ELYON HEALTHCARE LTD,CARE ESTABLISHMENT,N0326383 P138874-00007,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347960,"-£1,659.46",12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,N2310521 P138917-00008,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347959,£543.48,12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,N2310315 P138917-00007,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347961,£800.80,12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,N2311281 P138917-00009,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347962,£854.04,12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,NT833016 P138917-00010,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347954,£854.04,12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,N0099169 P138917-00002,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347955,£892.88,12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,N0624126 P138917-00003,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347957,"£1,222.76",12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,N0824095 P138917-00005,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347498,"£1,308.20",12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,P0010301 P138927-00001,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400347965,"£1,397.52",12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,WN15214 P138917-00013,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347963,"£1,522.40",12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,NT839580 P138917-00011,E7150,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Domiciliary Care
West Northamptonshire Council,13-Sep-23,51400347956,"£1,611.16",12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,N0719855 P138917-00004,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347953,"£1,979.96",12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,N0056016 P138917-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347964,"£2,600.96",12-Sep-23,EMH Care & Support Ltd,CARE ESTABLISHMENT,NT932795 P138917-00012,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 2,Physical Support CCP LT Community Northampton 2,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347494,"£1,714.29",12-Sep-23,EMMACULATE CARE SERVICES LIMITED,CARE ESTABLISHMENT,N2212158 P138925-00003,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347492,"£4,521.08",12-Sep-23,EMMACULATE CARE SERVICES LIMITED,CARE ESTABLISHMENT,N0423384 P138925-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Daventry and South Care Costs,Learning Disability CCP LT LD Daventry/S Northants,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347493,"£4,521.08",12-Sep-23,EMMACULATE CARE SERVICES LIMITED,CARE ESTABLISHMENT,N2211801 P138925-00002,E7170,CPN,Social Care West Northampton Council CareCost Payments,,LD Northampton Care Costs,Learning Disability CCP LT LD Northampton,Adult Services,LD Care Costs,Suppported Living
West Northamptonshire Council,13-Sep-23,51400344256,£730.33,30-Aug-23,Energy and Technical Services Limited,TRADE SUPPLIER,23700369,B0515,II,Incoming Invoice Posting,,Property Management [NBC],Hard Facilities Management,Assets and Environment,A&E Works,Specialist Servicing and Maintenance
West Northamptonshire Council,13-Sep-23,51400347905,£560.00,12-Sep-23,Epos Care Ltd,COMPANY,NT922973 P138948-00006,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347900,"£3,080.00",12-Sep-23,Epos Care Ltd,COMPANY,N1374143 P138948-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347901,"£3,360.00",12-Sep-23,Epos Care Ltd,COMPANY,N1426341 P138948-00002,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Daventry,Mental Health CCP LT Community Daventry,Adult Services,Community Teams Care Costs 1,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347903,"£4,226.04",12-Sep-23,Epos Care Ltd,COMPANY,N2310864 P138948-00004,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
West Northamptonshire Council,13-Sep-23,51400347902,"£4,620.00",12-Sep-23,Epos Care Ltd,COMPANY,N1618908 P138948-00003,E7170,CPN,Social Care West Northampton Council CareCost Payments,,Community Team Care Costs - Northampton Hub 1,Mental Health CCP LT Community Northampton 1,Adult Services,Community Teams Care Costs 2,Suppported Living
