Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
BADDOW ROAD SUPPLIES LTD,PPE Workwear,31 March 2025,£980.53,PO00052342,PPE1,Purchase order

BADDOW ROAD SUPPLIES LTD,PPE Workwear,31 March 2025,"£1,329.64",PO00052343,PPE1,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,31 March 2025,"£2,590.00",PO00052344,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,31 March 2025,"£2,664.00",PO00052345,HR2,Purchase order

PALL MALL PREMIER CARS,Vehicles - Private Motor,31 March 2025,£822.50,PO00052346,VEHIC1,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,31 March 2025,£761.00,PO00052348,SECUR4,Purchase order

Springers Amateur Operatic & Dramatic Society,Performing Arts,31 March 2025,"£8,866.39",PO00052351,PERFORM,Purchase order

BOUND AND GAGGED LIMITED,Performing Arts,31 March 2025,"£2,102.01",PO00052352,PERFORM,Purchase order

TMP (UK) LTD,Statutory Advertising,31 March 2025,£323.05,PO00052355,ADVRT2,Purchase order

CHIPSIDE LTD,Car Park Equipment,31 March 2025,£494.80,PO00052356,CPARK2,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,31 March 2025,£585.00,PO00052359,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,31 March 2025,£292.50,PO00052361,VEHIC7,Purchase order

ECLIPSE SECURITY UK LTD,Security Personnel,31 March 2025,"£1,485.00",PO00052390,SECUR4,Purchase order

DVLA VEHICLE TAX - RK21NRE,,24 March 2025,£257.50,,,Procurement card

DVLA VEHICLE TAX - RK21NRZ,,24 March 2025,£257.50,,,Procurement card

JUST GLOVES POOLEGloves for Chelmsford Crem and Park Staff.,,11 March 2025,£259.20,,,Procurement card

MBS WHOLESALE LTD HARROW MIDDLE,,11 March 2025,£261.60,,,Procurement card

SHELTER TRADING LTD LONDON - staff training,,28 March 2025,£264.00,,,Procurement card

batteries for isuzu grafters,,24 March 2025,£279.57,,,Procurement card

TRAVELODG TRAVELODGE ,,04 March 2025,£284.96,,,Procurement card

TRAVELODG TRAVELODGE ,,04 March 2025,£284.96,,,Procurement card

TRAVELODG TRAVELODGE ,,24 March 2025,£286.96,,,Procurement card

AMAZON  R07NO3394 LONDON,,04 March 2025,£299.99,,,Procurement card

IPAF 3a & 3b training course 10/02/2025,,11 March 2025,£300.00,,,Procurement card

TrustID credits,,31 March 2025,£309.00,,,Procurement card

BIDFOOD SOUTHPORT,,11 March 2025,£309.93,,,Procurement card

TRAVELODG TRAVELODGE ,,11 March 2025,£310.60,,,Procurement card

Pool test tablets,,11 March 2025,£313.34,,,Procurement card

12 volt vehicle tipper motor AE16 VHT,,24 March 2025,£318.00,,,Procurement card

DVLA VEHICLE TAX 0300 1234321EO06FVJ,,31 March 2025,£337.50,,,Procurement card

DVLA VEHICLE TAX 0300 1234321,12 Months vehicle tax charge inc credit card charge for Parks vehicle reg. GN13CFV.,11 March 2025,£337.50,,,Procurement card

Museum Membership Cards x 500,,24 March 2025,£341.94,,,Procurement card

Tint for Skylights on Poolside,,11 March 2025,£344.99,,,Procurement card

filters for servicing isuzu grafters,,25 March 2025,£346.64,,,Procurement card

POST OFFICE COUNTER CHELMSFORD - GN21FDL,,04 March 2025,£347.50,,,Procurement card

"55""TV",,24 March 2025,£349.00,,,Procurement card

sustainability awards submission,,04 March 2025,£354.00,,,Procurement card

Split payment - New A boards.,,25 March 2025,£355.20,,,Procurement card

DVLA VEHICLE TAX - VX14LKC,,24 March 2025,£362.50,,,Procurement card

TRAVELODG TRAVELODGE ,,31 March 2025,£365.71,,,Procurement card

BOOKER LIMITED ECOM WELLINGBOROUG,,24 March 2025,£367.13,,,Procurement card

JOYCE DESIGN CHELMSFORD,Design for shifting perspectives,11 March 2025,£372.00,,,Procurement card

CARTRIDGEPEOPLE.COM 0203 001 0234Printer Ink,,27 March 2025,£389.60,,,Procurement card

THE HEADSET STORE COLESHILL,,24 March 2025,£407.70,,,Procurement card

TRAVELODG TRAVELODGE ,,24 March 2025,£408.93,,,Procurement card

Museum Business Cards 10 x 100,,24 March 2025,£411.40,,,Procurement card

TRAVELODG TRAVELODGE ,,24 March 2025,£419.85,,,Procurement card

"Parts for WCs Flushers, flush valves etc",,11 March 2025,£422.10,,,Procurement card

FACEBK  DCQHVH8Z52 FB.ME/ADSview leads,,11 March 2025,£427.04,,,Procurement card

"65""TV",,24 March 2025,£449.99,,,Procurement card

DVLA VEHICLE TAX  - VX14LKP,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - DK19XPA,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - DK19XPC,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - VK22BXS,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - VO21LYX,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - VO21LYZ,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - VX15KJV,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - VX15KJZ,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - VX18KKL,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - VX18KKN,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - VX18KKS,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - VX18KLO,,24 March 2025,£452.50,,,Procurement card

DVLA VEHICLE TAX - VX22ZGU,,24 March 2025,£452.50,,,Procurement card

Talia Cullum - Tree Life Level 4 deposit,,31 March 2025,£480.00,,,Procurement card

TRAVELODG TRAVELODGE ,,24 March 2025,£483.48,,,Procurement card

TRAVELODG TRAVELODGE ,,31 March 2025,£485.38,,,Procurement card

Trolley manual start assist/charger 12/24 volt,,11 March 2025,£498.50,,,Procurement card

Chelmer(AERIAL-SHARE) - Aerial Photography Standard SharedService,,24 March 2025,£553.50,,,Procurement card

RAWLINS 01132455450,Anti graffiti coating and sprayer for seats and tables for area for girls in Central Pk.,25 March 2025,£565.56,,,Procurement card

DCN Conference (including dinner & accommodation),,04 March 2025,£598.80,,,Procurement card

WWWMESHDIRECTCOUK STOKE-ON-TREN,Weld mesh fencing to protect new trees in Parks.,11 March 2025,£599.52,,,Procurement card

Employment Matter,,11 March 2025,£600.00,,,Procurement card

AUSTENGROUP 01173302277,Plastic body wheelbarrows for play area refurbishment work.,24 March 2025,£639.79,,,Procurement card

SQ  J P LENNARD LTD RUGBY,New equipment - sports hall  - rackets - balls - pickleball net - soft play,24 March 2025,£642.58,,,Procurement card

FACEBK  BXN57MU9K2 FB.ME/ADS,,24 March 2025,£700.00,,,Procurement card

FACEBK  LFDGQLL9K2 FB.ME/ADS,,24 March 2025,£700.00,,,Procurement card

FACEBK  NHDVXM4AK2 FB.ME/ADS,,11 March 2025,£700.00,,,Procurement card

FACEBK  PS9QSKL9K2 FB.ME/ADS,,04 March 2025,£700.00,,,Procurement card

Facebook,Health and fitness campaign for Q1 2025,24 March 2025,£719.00,,,Procurement card

FLEXISPOT LIMITED LONDON - Office Chairs,,25 March 2025,£729.60,,,Procurement card

Sports Hall skirting parts,,31 March 2025,£744.88,,,Procurement card

14/24 volt jump starter,,04 March 2025,£755.88,,,Procurement card

INTERIOR ANGLE CHELMSFORD,,24 March 2025,£771.00,,,Procurement card

Music Theatre International ,Matilda performance license,11 March 2025,£855.00,,,Procurement card

Royal mail online invoice,,24 March 2025,£886.15,,,Procurement card

XL DISPLAYS LTD PETERBOROUGH  Signage,,25 March 2025,£900.00,,,Procurement card

Recruitment interview testing platform purchase,,11 March 2025,£960.00,,,Procurement card

Logmeinrescue subscription renewal.,,27 March 2025,"£1,018.80",,,Procurement card

WWW.PRESERVATIONEQUIPM 01379647400,,11 March 2025,"£1,313.76",,,Procurement card

Pool test equiptment,,31 March 2025,"£1,317.60",,,Procurement card

WWW.RRC.CO.UK INTERNET,E Ayms - Environmental Management Certification,24 March 2025,"£1,397.00",,,Procurement card

Traffic control shark teeth,,11 March 2025,"£1,916.97",,,Procurement card

SR*27158 - Bitwarden additional licences,,24 March 2025,"£1,920.25",,,Procurement card

Solo Press H&F  Printing AGA PRINT LTD SOUTHEND ON S,,27 March 2025,"£2,000.00",,,Procurement card

UKIOT.STORE LoRa Water sensors and kit,,28 March 2025,"£2,285.79",,,Procurement card

THE STEEL GALLERY PRENTON ,Apace for girls garden central park,11 March 2025,"£2,380.05",,,Procurement card

ROYAL MAIL WEST TE,Postage,20 March 2025,£250.00,,MAIL1,Direct Debit

EBS DIRECT DEBITS,Banking,24 March 2025,£289.57,,FIN2,Direct Debit

EMS,Lift Maintenance,19 March 2025,£350.61,,LIFT2,Direct Debit

EMS,Lift Maintenance,19 March 2025,£360.18,,LIFT2,Direct Debit

EMS,Lift Maintenance,19 March 2025,£373.09,,LIFT2,Direct Debit

EMS,Lift Maintenance,19 March 2025,£391.40,,LIFT2,Direct Debit

EMS,Lift Maintenance,19 March 2025,£397.88,,LIFT2,Direct Debit

STRIPE,Banking,06 March 2025,£466.60,,FIN2,Direct Debit

STRIPE,Banking,07 March 2025,£496.66,,FIN2,Direct Debit

EMS,Lift Maintenance,19 March 2025,£511.92,,LIFT2,Direct Debit

EMS,Lift Maintenance,19 March 2025,£537.03,,LIFT2,Direct Debit

EMS,Lift Maintenance,19 March 2025,£540.43,,LIFT2,Direct Debit

LES MILLS FITNESS,Fitness Instructors,27 March 2025,£679.80,,SPORT3,Direct Debit

DX NETWORK SERVICE,Telecoms,24 March 2025,£730.43,,DIGIT8,Direct Debit

EMS,Lift Maintenance,19 March 2025,£736.73,,LIFT2,Direct Debit

EMS,Lift Maintenance,19 March 2025,£795.86,,LIFT2,Direct Debit

EMS,Lift Maintenance,19 March 2025,£918.60,,LIFT2,Direct Debit

WORLDPAY,Banking,20 March 2025,£982.86,,FIN2,Direct Debit

BARCLAYCARD,Banking,28 March 2025,"£1,226.00",,FIN2,Direct Debit

FREEDOM COMMUNICAT,Telecoms,31 March 2025,"£1,276.36",,DIGIT8,Direct Debit

BOOKER LTD,Bar Stock,19 March 2025,"£1,385.09",,CAT2,Direct Debit

COMP VOUCHER SERV,Subscriptions,06 March 2025,"£1,430.52",,SUBS,Direct Debit

VIRGIN MEDIA PYMTS,Banking,21 March 2025,"£1,451.33",,FIN2,Direct Debit

BOOKER LTD,Bar Stock,11 March 2025,"£1,510.51",,CAT2,Direct Debit

ALLPAY INVOICE,Banking,26 March 2025,"£1,582.09",,FIN2,Direct Debit

O2,Telecoms,19 March 2025,"£1,722.05",,DIGIT8,Direct Debit

EDFENERGY CUST PLC,Utilities Gas,10 March 2025,"£2,055.11",,GAS,Direct Debit

LES MILLS FITNESS,Fitness Instructors,27 March 2025,"£2,169.18",,SPORT3,Direct Debit

BOOKER LTD,Bar Stock,25 March 2025,"£2,256.04",,CAT2,Direct Debit

BOOKER LTD,Bar Stock,05 March 2025,"£2,343.93",,CAT2,Direct Debit

SHELL U.K. LIMITED,Fuel,04 March 2025,"£2,852.47",,FUEL1,Direct Debit

WAVENET LIMITED,Telecoms,25 March 2025,"£3,553.97",,DIGIT8,Direct Debit

WAVENET LIMITED,Telecoms,25 March 2025,"£4,083.41",,DIGIT8,Direct Debit

LACONS BREWERY LIM,Bar Stock,17 March 2025,"£4,129.54",,CAT2,Direct Debit

EDFENERGY CUST PLC,Utilities Gas,24 March 2025,"£4,507.35",,GAS,Direct Debit

NPOWER,Utilities Gas,17 March 2025,"£5,785.00",,GAS,Direct Debit

WESTFIELD CONT HEA,Subscriptions,17 March 2025,"£6,665.49",,SUBS,Direct Debit

ANGLIAN WATER BUSI,,21 March 2025,"£6,860.75",,WATER,Direct Debit

GRAPE PASSIONS LTD,Bar Stock,07 March 2025,"£7,170.78",,CAT2,Direct Debit

SPEKTRIX LIMITED,Telecoms,17 March 2025,"£9,180.72",,DIGIT8,Direct Debit

PITNEY BOWES,Postage,03 March 2025,"£10,504.00",,MAIL1,Direct Debit

BARCLAYCARD,Banking,10 March 2025,"£10,649.40",,FIN2,Direct Debit

PITNEY BOWES,Postage,31 March 2025,"£15,171.00",,MAIL1,Direct Debit

BARCLAYCARD,Banking,10 March 2025,"£15,391.02",,FIN2,Direct Debit

NPOWER,Utilities Gas,17 March 2025,"£26,512.25",,GAS,Direct Debit

NATWEST ONECARD,Banking,17 March 2025,"£57,871.03",,FIN2,Direct Debit

TOTALENERGIES G&P,Utilities Gas,28 March 2025,"£65,331.45",,GAS,Direct Debit

EDFENERGY CUST PLC,Utilities Gas,26 March 2025,"£119,165.13",,GAS,Direct Debit

