Supplier Name,Net Amount,Spend Type,Service,Department,Account,Entry Date,Payment type,
AFFINITY WATER, 580.03 ,Metered Water Rates           ,Camden & Isl Cemetery Operatio,Environment & Climate Change,General Fund,31 Aug 23,Invoiced,
AFFINITY WATER," 1,515.65 ",Metered Water Rates           ,Camden & Isl Cemetery Operatio,Environment & Climate Change,General Fund,31 Aug 23,Invoiced,
AG FAMILY SUPPORT LTD," 1,449.84 ",Contact With Looked Aft Child.,Contact                       ,Children & Young People,General Fund,26 Jul 23,Invoiced,
AGE UK CAMDEN, 845.00 ,Non Lbi Day Centre            ,Mental Health Support 75-84   ,Adult Social Services,General Fund,6 Jul 23,Invoiced,
AGE UK CAMDEN, 845.00 ,Non Lbi Day Centre            ,Mental Health Support 75-84   ,Adult Social Services,General Fund,2 Aug 23,Invoiced,
AGILE APPLICATIONS LTD," 5,000.00 ",Software Purchase             ,IT Upgrade Projects           ,Resources,General Fund,21 Aug 23,Invoiced,
AGILE APPLICATIONS LTD," 15,200.00 ",Software Purchase             ,IT Upgrade Projects           ,Resources,General Fund,13 Jul 23,Invoiced,
AGILE APPLICATIONS LTD," 20,360.00 ",Software Purchase             ,IT Upgrade Projects           ,Resources,General Fund,14 Aug 23,Invoiced,
AGM SERVICES LTD, 625.00 ,Buildings-General             ,1 Cottage Road                ,Community Wealth Building,General Fund,10 Jul 23,Invoiced,
Agora Business, 72.00 ,Printing,4 Orchard Close (Res Care),Adult Social Services,General Fund,5 Sep 23,Purchase Card,
AGRIPOWER LIMITED," 72,505.87 ",General Works                 ,Tufnell Park All-Weather Pitch,Environment & Climate Change,General Fund,14 Aug 23,Invoiced,
AI SOLUTIONS LTD," 12,433.42 ",Purchases General             ,Highways Service              ,Environment & Climate Change,General Fund,28 Jun 23,Invoiced,
Air Cool Motor Services, 54.85 ,Vehicle-Other Maintenance,Waste Management Support,Environment & Climate Change,General Fund,31 Aug 23,Purchase Card,
Air Cool Motor Services, 54.85 ,Vehicle-Other Maintenance,In-house Repairs Contract Mgt,Homes & Neighbourhoods,HRA,25 Sep 23,Purchase Card,
Airbnb * Hmr9raw3ch, 351.10 ,Subsistence-Staff,Building Regulations,Community Wealth Building,General Fund,27 Sep 23,Purchase Card,
AL FATH EDUCATION," 1,666.66 ",APTC-Gross Pay                ,Mother Tongue                 ,Children & Young People,General Fund,13 Jul 23,Invoiced,
AL-ABRAR FOUNDATION," 1,000.00 ",Direct Payment To N.S.O       ,Preventing Youth Violence     ,Children & Young People,General Fund,11 Jul 23,Invoiced,
ALAG - Asperger London Area Group," 4,375.00 ",Direct Payment To N.S.O       ,ALAG behalf of Autism Hub ISL ,Community Engagement & Wellbeing,General Fund,21 Jul 23,Invoiced,
ALCUMUS INFO EXCHANGE LTD," 2,546.78 ",General Fees & Services       ,HEALTH & SAFETY               ,Community Wealth Building,General Fund,4 Jul 23,Invoiced,
Aldi 52 776, 26.68 ,Purchases General,Cardfields,Children & Young People,General Fund,24 Jul 23,Purchase Card,
Aldi 52 776, 87.75 ,Purchases General,Cardfields,Children & Young People,General Fund,11 Jul 23,Purchase Card,
Aldi 78 776, 14.61 ,Purchases General,Cardfields,Children & Young People,General Fund,27 Jul 23,Purchase Card,
Aldi 78 776, 18.32 ,Purchases General,Cardfields,Children & Young People,General Fund,24 Jul 23,Purchase Card,
Aldi 83 776, 11.35 ,Purchases General,Cardfields,Children & Young People,General Fund,19 Sep 23,Purchase Card,
Aldi 83 776, 18.10 ,Purchases General,Cardfields,Children & Young People,General Fund,21 Sep 23,Purchase Card,
Aldi 83 776, 18.92 ,Purchases General,Cardfields,Children & Young People,General Fund,31 Aug 23,Purchase Card,
Aldi 83 776, 39.35 ,Purchases General,Cardfields,Children & Young People,General Fund,14 Sep 23,Purchase Card,
Aldi 83 776, 44.06 ,Purchases General,Cardfields,Children & Young People,General Fund,25 Jul 23,Purchase Card,
Aldi 83 776, 87.19 ,Purchases General,Cardfields,Children & Young People,General Fund,17 Jul 23,Purchase Card,
Aldi 83 776, 158.58 ,Purchases General,Cardfields,Children & Young People,General Fund,14 Sep 23,Purchase Card,
Aldi Stores, 15.38 ,Purchases General,Emergency Planning,Homes & Neighbourhoods,General Fund,9 Sep 23,Purchase Card,
ALDI STORES LTD, 500.00 ,Food & Subsistence            ,CIN Highbury                  ,Children & Young People,General Fund,21 Aug 23,Invoiced,
Aldi Stores Ltd, 21.55 ,Purchases General,New River Green Childrens Ctre,Children & Young People,General Fund,19 Jul 23,Purchase Card,
Aldi Stores Ltd, 52.44 ,Provisions,Daylight -Highbury Day Centre,Adult Social Services,General Fund,12 Sep 23,Purchase Card,
ALFA TAIL LIFTS LTD," 9,332.33 ",Vehicle-Other Maintenance     ,Richard Cloudesley School     ,Children & Young People,General Fund,8 Sep 23,Invoiced,
ALFA TAIL LIFTS LTD, 792.76 ,Vehicle-Other Maintenance     ,ACT Social Services           ,Environment & Climate Change,General Fund,7 Jul 23,Invoiced,
ALFA TAIL LIFTS LTD," 1,059.30 ",Vehicle-Other Maintenance     ,Public Realm Reactive Maint   ,Environment & Climate Change,General Fund,11 Aug 23,Invoiced,
ALINA HOMECARE SPECIALIST CARE LTD," 5,125.34 ",Supported Accommodation       ,Physical Support              ,Adult Social Services,General Fund,15 Sep 23,Invoiced,
ALINA HOMECARE SPECIALIST CARE LTD," 5,129.84 ",Supported Accommodation       ,Physical Support              ,Adult Social Services,General Fund,31 Aug 23,Invoiced,
ALINA HOMECARE SPECIALIST CARE LTD," 5,129.84 ",Supported Accommodation       ,Physical Support              ,Adult Social Services,General Fund,25 Sep 23,Invoiced,
ALISTAIR DOWNIE LTD," 1,000.00 ",General Fees & Services       ,Disposal Costs                ,Homes & Neighbourhoods,HRA,25 Jul 23,Invoiced,
ALISTAIR DOWNIE LTD," 1,000.00 ",General Fees & Services       ,Disposal Costs                ,Homes & Neighbourhoods,HRA,1 Aug 23,Invoiced,
ALISTAIR DOWNIE LTD," 1,995.00 ",General Fees & Services       ,Disposal Costs                ,Homes & Neighbourhoods,HRA,20 Jul 23,Invoiced,
ALISTAIR DOWNIE LTD," 1,995.00 ",General Fees & Services       ,Disposal Costs                ,Homes & Neighbourhoods,HRA,20 Jul 23,Invoiced,
ALISTAIR DOWNIE LTD," 1,995.00 ",General Fees & Services       ,Disposal Costs                ,Homes & Neighbourhoods,HRA,20 Jul 23,Invoiced,
ALISTAIR DOWNIE LTD," 1,995.00 ",General Fees & Services       ,Disposal Costs                ,Homes & Neighbourhoods,HRA,20 Jul 23,Invoiced,
ALISTAIR DOWNIE LTD," 1,995.00 ",General Fees & Services       ,Disposal Costs                ,Homes & Neighbourhoods,HRA,20 Jul 23,Invoiced,
ALL BUILDING CONTROL CERTIFICATION LTD, 900.00 ,General Fees & Services       ,Future Work Project           ,Community Wealth Building,General Fund,29 Jun 23,Invoiced,
ALL CHANGE ARTS," 6,225.00 ",Direct Payment To N.S.O       ,Youth Commissioning           ,Children & Young People,General Fund,1 Aug 23,Invoiced,
ALL CHANGE ARTS," 1,500.00 ",General Fees & Services       ,Arts Officer                  ,Community Engagement & Wellbeing,General Fund,29 Aug 23,Invoiced,
ALL CHANGE ARTS," 2,500.00 ",General Fees & Services       ,Arts Officer                  ,Community Engagement & Wellbeing,General Fund,11 Sep 23,Invoiced,
ALL CHANGE ARTS," 3,750.00 ",General Fees & Services       ,Arts Officer                  ,Community Engagement & Wellbeing,General Fund,9 Aug 23,Invoiced,
ALL CHANGE ARTS," 4,708.00 ",General Fees & Services       ,Fairer Together Projects      ,Community Engagement & Wellbeing,General Fund,20 Sep 23,Invoiced,
ALL CHANGE ARTS," 5,000.00 ",Direct Payment To N.S.O       ,All Change Arts               ,Community Engagement & Wellbeing,General Fund,27 Jul 23,Invoiced,
ALL CLEAN LONDON, 800.00 ,Cleaning Of Buildings         ,CLEANING                      ,Community Wealth Building,General Fund,24 Jul 23,Invoiced,
ALL CLEAN LONDON," 1,750.00 ",Other- Fees                   ,Wedmore                       ,Homes & Neighbourhoods,HRA,13 Sep 23,Invoiced,
AllAble Ltd," 2,000.00 ",Software Purchase             ,HOLIDAY HUNGER                ,Children & Young People,General Fund,20 Jul 23,Invoiced,
AllAble Ltd," 1,000.00 ",Private Sector Provision      ,Housing Allocation            ,Homes & Neighbourhoods,General Fund,31 Jul 23,Invoiced,
ALLEN LANE PUBLIC SECTOR RECRUITMENT," 24,121.90 ",Agency                        ,Core Team                     ,Resources,General Fund,5 Jul 23,Invoiced,
Allens Catering, 488.18 ,Purchases General,Communications,Community Engagement & Wellbeing,General Fund,6 Jul 23,Purchase Card,
ALLIED PUBLICITY SERVICES (MANCHESTER)," 1,481.01 ",General Fees & Services       ,Permits & Vouchers            ,Environment & Climate Change,General Fund,13 Sep 23,Invoiced,
ALLIED PUBLICITY SERVICES (MANCHESTER)," 1,908.01 ",General Fees & Services       ,Permits & Vouchers            ,Environment & Climate Change,General Fund,9 Aug 23,Invoiced,
ALLIED PUBLICITY SERVICES (MANCHESTER)," 1,935.94 ",General Fees & Services       ,Permits & Vouchers            ,Environment & Climate Change,General Fund,6 Jul 23,Invoiced,
"ALLIES AND MORRISON, ARCHITECTS"," 10,000.00 ",General Fees & Services       ,Disposal Costs                ,Homes & Neighbourhoods,HRA,1 Aug 23,Invoiced,
ALLISON LODGE LTD," 5,160.00 ",Private Sector Provision      ,TA Annexes and B&B            ,Homes & Neighbourhoods,General Fund,7 Jul 23,Invoiced,
ALLISON LODGE LTD," 5,983.00 ",Private Sector Provision      ,TA Annexes and B&B            ,Homes & Neighbourhoods,General Fund,1 Aug 23,Invoiced,
ALLISON LODGE LTD," 6,298.00 ",Private Sector Provision      ,TA Annexes and B&B            ,Homes & Neighbourhoods,General Fund,5 Sep 23,Invoiced,
ALLISON LODGE LTD," 9,750.00 ",Private Sector Provision      ,TA Annexes and B&B            ,Homes & Neighbourhoods,General Fund,7 Jul 23,Invoiced,
ALLISON LODGE LTD," 10,075.00 ",Private Sector Provision      ,TA Annexes and B&B            ,Homes & Neighbourhoods,General Fund,1 Aug 23,Invoiced,
ALLISON LODGE LTD," 10,075.00 ",Private Sector Provision      ,TA Annexes and B&B            ,Homes & Neighbourhoods,General Fund,8 Sep 23,Invoiced,
Allium UK Holding Limited," 31,121.00 ",Sundry Subscriptions          ,Building Regulations          ,Community Wealth Building,General Fund,15 Aug 23,Invoiced,
ALLPAY LTD," 2,084.23 ",Financial Services            ,Housing General Expenses      ,Homes & Neighbourhoods,HRA,5 Jul 23,Invoiced,
ALLPAY LTD," 2,140.42 ",Financial Services            ,Housing General Expenses      ,Homes & Neighbourhoods,HRA,21 Sep 23,Invoiced,
ALLPAY LTD, 880.57 ,Financial Services            ,Council Tax and Business Rates,Resources,General Fund,21 Sep 23,Invoiced,
ALLPAY LTD, 940.06 ,Financial Services            ,Council Tax and Business Rates,Resources,General Fund,5 Jul 23,Invoiced,
ALLPAY LTD, 940.06 ,Financial Services            ,Other Corporate Inc & Exp     ,Corporate,General Fund,11 Aug 23,Invoiced,
ALLPAY LTD," 2,078.94 ",Financial Services            ,Other Corporate Inc & Exp     ,Corporate,General Fund,11 Aug 23,Invoiced,
ALLSOP & FRANCIS LTD," 4,657.00 ",Purchases General             ,3 Wray Court (Res Care)       ,Adult Social Services,General Fund,27 Jun 23,Invoiced,
ALLTYPE FENCING SPECIALISTS LTD," 1,778.00 ",Buildings-General             ,Camden & Isl Cemetery Operatio,Environment & Climate Change,General Fund,14 Sep 23,Invoiced,
ALMEIDA THEATRE CO LTD," 2,500.00 ",General Fees & Services       ,Arts Officer                  ,Community Engagement & Wellbeing,General Fund,13 Sep 23,Invoiced,
ALORA CARE SERVICE LTD," 1,584.00 ",Non Lbi Domiciliary Care      ,Physical Support              ,Adult Social Services,General Fund,20 Sep 23,Invoiced,
ALORA CARE SERVICE LTD," 1,584.00 ",Non Lbi Domiciliary Care      ,Physical Support              ,Adult Social Services,General Fund,25 Sep 23,Invoiced,
ALORA CARE SERVICE LTD," 1,584.00 ",Non Lbi Domiciliary Care      ,Physical Support              ,Adult Social Services,General Fund,25 Sep 23,Invoiced,
Alpha Plus Group," 8,395.00 ",Education Bodies              ,Independent School Fees -pre16,Children & Young People,General Fund,11 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 510.14 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 519.71 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 522.51 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,25 Sep 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 527.80 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 544.50 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,18 Sep 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 549.96 ,Fire Detect/Alarms/Bells/Ligts,M&E-Electrical & Lifts(Comm)  ,Homes & Neighbourhoods,General Fund,17 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 549.96 ,Fire Detect/Alarms/Bells/Ligts,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 549.96 ,Fire Detect/Alarms/Bells/Ligts,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 564.00 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 571.82 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,18 Sep 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 572.98 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 572.98 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 576.41 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 582.41 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 588.00 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 602.45 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 602.45 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 603.29 ,Door Entry Works              ,M&E-Electrical & Lifts(Comm)  ,Homes & Neighbourhoods,General Fund,3 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 607.02 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 614.72 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,25 Sep 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 617.65 ,Fire Protect/Hoses/Sprink/Ext ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 617.65 ,Fire Protect/Hoses/Sprink/Ext ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 617.65 ,Fire Protect/Hoses/Sprink/Ext ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 617.65 ,Fire Protect/Hoses/Sprink/Ext ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 617.65 ,Fire Protect/Hoses/Sprink/Ext ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 647.70 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,18 Sep 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 691.62 ,Fire Detect/Alarms/Bells/Ligts,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 698.96 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,18 Sep 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 723.00 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 737.60 ,Fire Protect/Hoses/Sprink/Ext ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 737.60 ,Fire Protect/Hoses/Sprink/Ext ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 744.21 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,25 Sep 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 748.75 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 789.46 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,18 Sep 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 804.00 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,25 Sep 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 815.38 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 833.28 ,Fire Detect/Alarms/Bells/Ligts,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 833.28 ,Fire Detect/Alarms/Bells/Ligts,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 859.92 ,Door Entry Works              ,M&E-Electrical & Lifts(Comm)  ,Homes & Neighbourhoods,General Fund,4 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 860.63 ,Door Entry Works              ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 922.00 ,Fire Protect/Hoses/Sprink/Ext ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 922.00 ,Fire Protect/Hoses/Sprink/Ext ,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
ALPHATRACK SYSTEMS LIMITED, 925.00 ,Fire Detect/Alarms/Bells/Ligts,M&E - Electrical & Lifts      ,Homes & Neighbourhoods,HRA,25 Sep 23,Invoiced,
