Supplier Name,Supplier Number,Invoice Number,Description,Invoice Date,Payment Date,Invoice Amount (Gross),,
Aura Security Group Ltd,14791,13937,Vehicle repair or maint. serv. - repair/maintainance ,45210,45279,354,,
Avado Learning Ltd,79123,00032666,External Training Courses,45265,45279,2699.1,,
AVHS Hire Ltd,12790,SI-50089,Passenger transport - Vehicle rental or leasing,45258,45279,287.5,,
AVHS Hire Ltd,12790,SI-50096,Passenger transport - Vehicle rental or leasing,45258,45279,1443.12,,
AVHS Hire Ltd,12790,SI-50095,Passenger transport - Vehicle rental or leasing,45258,45279,1443.12,,
Axis Europe Plc,10465,9000032161,Building/Construct/Maintenance - Services ,45266,45279,11613.24,,
Axis Europe Plc,10465,9000032160,Building/Construct/Maintenance - Services ,45266,45279,177460.54,,
Axis Europe Plc,10465,9000032162,Construction & Manufacturing - Components/Supplies ,45266,45279,5092.43,,
Axon Public Safety UK Ltd,15345,INUK002483,Photographic or filming equip. - Document camera,45257,45279,264,,
Babcock Critical Services Ltd,19817,1600000153,Vehicle repair or maint. serv. - repair/maintainance ,45174,45279,-2322,,
Babcock Critical Services Ltd,19817,1800001727,Vehicle repair or maint. serv. - repair/maintainance ,45174,45279,360,,
Babcock Critical Services Ltd,19817,1800001729,Vehicle repair or maint. serv. - repair/maintainance ,45174,45279,336547.6,,
Babcock Vehicle Engineering Ltd,11750,C006708C,Vehicles & Accessories/Comp,45260,45279,-20851.68,,
Babcock Vehicle Engineering Ltd,11750,C006923,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C006934,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007079,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007078,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C006941,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007014,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007077,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C006894,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C006940,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007029,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007031,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C006998,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007111,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007115,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007028,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C006999,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007113,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C006905,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007030,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007112,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C006922,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C006935,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007103,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C007145,Vehicles & Accessories/Comp,45260,45279,8752.81,,
Babcock Vehicle Engineering Ltd,11750,C006910,Vehicles & Accessories/Comp,45259,45279,9207.67,,
Babcock Vehicle Engineering Ltd,11750,C006708A,Vehicles & Accessories/Comp,45260,45279,22292.52,,
Babcock Vehicle Engineering Ltd,11750,X006850,Vehicles & Accessories/Comp,45259,45279,23965.81,,
Babcock Vehicle Engineering Ltd,11750,X006871,Vehicles & Accessories/Comp,45260,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006868,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006869,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006916,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006921,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006884,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006870,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006881,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006912,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006957,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006956,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006883,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006919,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006960,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006913,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006914,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006829,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006920,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006828,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006882,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006918,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006915,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006917,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006958,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006880,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,X006959,Vehicles & Accessories/Comp,45259,45279,27463.56,,
Babcock Vehicle Engineering Ltd,11750,M037985,Vehicles & Accessories/Comp,45259,45279,128427.23,,
Babcock Vehicle Engineering Ltd,11750,M040034,Vehicles & Accessories/Comp,45259,45279,131295.43,,
Babcock Vehicle Engineering Ltd,11750,C006366F,Vehicles & Accessories/Comp,45260,45279,157703.36,,
Babcock Vehicle Engineering Ltd,11750,M041275,Vehicles & Accessories/Comp,45260,45279,210271.15,,
Babcock Vehicle Engineering Ltd,11750,M040938,Vehicles & Accessories/Comp,45254,45279,556569.53,,
Baily Garner LLP,19027,EL:69565,Management & Business - Prof. & Admin. Serv.,45226,45279,1270.08,,
Bariatric Training Mannequins Ltd,78620,19105,Other Operational Expenses,45216,45279,16909.2,,
BDO LLP,30604,INV-00320724,Planned PPM Contract,44972,45279,25478.66,,
Beechwood Equipment Ltd,12577,4925,Specialized Training ,45253,45279,531.6,,
Behavioural Insights Ltd,20736,000000001294,Human resources (HR) services,45261,45279,19200,,
Biffa Waste Services Ltd,11821,501M31517,Reactive Maintenance,45272,45279,68257.42,,
Biffa Waste Services Ltd,11821,501M31518,Other Operational Expenses,45272,45279,120272.53,,
Biggin Hill Airport Ltd,12114,M.001|#|00012595 00000001,Rent,45278,45279,900,,
Birmingham Motor Tyres Ltd,14979,MA323908,Vehicle Components & Systems ,45223,45279,683.13,,
Birmingham Motor Tyres Ltd,14979,MA323907,Vehicle Components & Systems ,45223,45279,699.16,,
Birmingham Motor Tyres Ltd,14979,MA323906,Vehicle Components & Systems ,45223,45279,853.92,,
Bloom Procurement Services Ltd,16884,SIN047996,IT Services ,45271,45279,2899.56,,
Bloom Procurement Services Ltd,16884,SIN047995,IT Services ,45271,45279,11936.86,,
Bloom Procurement Services Ltd,16884,SIN048009,IT Services ,45271,45279,126053.14,,
Bloom Procurement Services Ltd,16884,SIN047950,Management Consulting - Business & corporate ,45268,45279,6312,,
Bloom Procurement Services Ltd,16884,SIN048063,Human resources (HR) services - Temp clerical or admin assist.,45273,45279,82248,,
Bloom Procurement Services Ltd,16884,SIN048039,Management Consulting - Business & corporate ,45272,45279,118475.7,,
Bloom Procurement Services Ltd,16884,SIN048072,Management Consulting - Business & corporate ,45273,45279,118475.7,,
Bloom Procurement Services Ltd,16884,SIN047964,IT Services ,45268,45279,6684.64,,
Bloom Procurement Services Ltd,16884,SIN047962,IT Services ,45268,45279,180485.17,,
Bloom Procurement Services Ltd,16884,SIN047976,Management Consulting - Business & corporate ,45271,45279,22116,,
Bloom Procurement Services Ltd,16884,SIN048061,Management Consulting - Business & corporate ,45273,45279,211161.6,,
BMW UK Ltd,18692,P675695,Vehicle Components & Systems ,45260,45279,392.17,,
BMW UK Ltd,18692,P672193,Vehicle Components & Systems ,45255,45279,444.54,,
BMW UK Ltd,18692,P672196,Vehicle Components & Systems ,45255,45279,556.36,,
BMW UK Ltd,18692,P672194,Vehicle Components & Systems ,45255,45279,812.11,,
BMW UK Ltd,18692,P672195,Vehicle Components & Systems ,45255,45279,963.42,,
BMW UK Ltd,18692,P672197,Vehicle Components & Systems ,45255,45279,2237.42,,
BMW UK Ltd,18692,P675697,Vehicle Components & Systems ,45260,45279,457.74,,
BMW UK Ltd,18692,P675696,Vehicle Components & Systems ,45260,45279,1717.87,,
BMW UK Ltd,18692,P675694,Vehicle Components & Systems ,45260,45279,2149.03,,
Bond Solon Training Ltd,12119,SIN454573,External Training Courses,45232,45279,720,,
British Airways Plc,12691,100072886,Air travel,45212,45279,7574.11,,
British Alevi Federation,71580,05/05/2022BRITISHALEVIFOUNDATION,Other Operational Expenses,44686,45279,1000,,
British Telecommunications Plc,12261,20037164,Security Surveillance - Security cameras,45252,45279,1200,,
British Telecommunications Plc,12261,20037188,Security Surveillance - Security cameras,45260,45279,2400,,
British Telecommunications Plc,12261,642553-637153,IT Services ,45258,45279,-22275.91,,
British Telecommunications Plc,12261,643942,IT Services ,45258,45279,22150.17,,
British Telecommunications Plc,12261,637153,IT Services ,45182,45279,22275.91,,
BT Global Services,13013,645029,Telecommunications media serv. - Telephone comms.,45273,45279,11474.84,,
BT Global Services,13013,644957,Telecommunications media serv. - Telephone comms.,45272,45279,21282,,
Bywater Training Ltd,76767,27442,External Training Courses,45161,45279,594,,
Cambium Advisory Ltd,57289,3820,Defence/Law Enforce./Security - Safety Equip/Supplies,45264,45279,5953.54,,
Cambium Advisory Ltd,57289,3836,Light weapons & ammunition - Firearms ,45272,45279,2160,,
Cambium Advisory Ltd,57289,3834,Light weapons & ammunition - Firearms ,45043,45279,1294.56,,
Cambium Advisory Ltd,57289,3829,Clothing ,45267,45279,307.2,,
Cambium Advisory Ltd,57289,3828,Clothing ,45267,45279,747.9,,
Cambium Advisory Ltd,57289,3827,Clothing ,45267,45279,876.6,,
Cambium Advisory Ltd,57289,3825,Clothing ,45267,45279,1168.8,,
Canary Wharf Ltd,16097,ROOF DS7|#|00012598 00000005,Other IT Costs,45278,45279,1109.61,,
Cannons M S A Ltd,12139,NV1174048,Education & Training - Services ,45230,45279,1834.2,,
Capgemini UK Plc,12301,2600110397551,Components for IT or Telecoms-Sub assemblies for electronic devices,45250,45279,257.28,,
Capgemini UK Plc,12301,2600110397850,Computer Equip. & Accessories,45250,45279,18000,,
Capgemini UK Plc,12301,2600110378833,Computer Equip. & Accessories,45114,45279,388.8,,
Capgemini UK Plc,12301,2600110367094,Computer Equip. & Accessories,45016,45279,388.8,,
Capgemini UK Plc,12301,2600110372000,Computer Equip. & Accessories,45057,45279,388.8,,
Capgemini UK Plc,12301,2600110358667,Computer Equip. & Accessories,44981,45279,388.8,,
Capgemini UK Plc,12301,2600110397559,Computer Equip. & Accessories,45250,45279,1163.3,,
Capgemini UK Plc,12301,2600110399960,Computer Equip. & Accessories,45260,45279,5185.95,,
Capgemini UK Plc,12301,2600110398464,Computer Equip. & Accessories,45257,45279,67934.86,,
Capgemini UK Plc,12301,2600110397744,Computer Equip. & Accessories,45250,45279,1100.98,,
Capgemini UK Plc,12301,2600110397859,Computer Equip. & Accessories,45250,45279,18931.8,,
Capgemini UK Plc,12301,2600110390437,Human resources (HR) services - Temp clerical or admin assist.,45199,45279,6408.31,,
Capgemini UK Plc,12301,2600110397536,Computer Equip. & Accessories,45250,45279,6762.2,,
Capgemini UK Plc,12301,2600110396968,Computer Equip. & Accessories - Computer accessories ,45243,45279,1000.67,,
Capgemini UK Plc,12301,2600110401882,Computer Equip. & Accessories,45271,45279,-411.6,,
Capgemini UK Plc,12301,2600110392387,Computer Equip. & Accessories,45211,45279,411.6,,
Capgemini UK Plc,12301,2600110397578,Computer Equip. & Accessories,45250,45279,2289.94,,
Capgemini UK Plc,12301,2600110397497,Computer Equip. & Accessories,45250,45279,3012.32,,
Capgemini UK Plc,12301,2600110397612,Computer Equip. & Accessories,45250,45279,5230.15,,
Capgemini UK Plc,12301,2600110396421,Computer Equip. & Accessories,45230,45279,123420.98,,
Capgemini UK Plc,12301,2600110397567,Computer Equip. & Accessories,45250,45279,426.19,,
Capgemini UK Plc,12301,2600110398081,Computer Equip. & Accessories,45253,45279,9665.97,,
Capgemini UK Plc,12301,2600110397598,Computer Equip. & Accessories,45250,45279,29590.99,,
Capgemini UK Plc,12301,2600110397831,Computer Equip. & Accessories,45250,45279,44635.73,,
Capgemini UK Plc,12301,2600110397870,Computer Equip. & Accessories,45251,45279,907857.6,,
Capgemini UK Plc,12301,2600110397553,Computer Equip. & Accessories,45250,45279,266.35,,
Capgemini UK Plc,12301,2600110399682,Computer Equip. & Accessories,45260,45279,1111.81,,
Capgemini UK Plc,12301,2600110397560,Computer Equip. & Accessories,45250,45279,519.54,,
Capgemini UK Plc,12301,2600110397664,Computer Equip. & Accessories,45250,45279,543.06,,
Capgemini UK Plc,12301,2600110399635,Computer Equip. & Accessories,45260,45279,561.2,,
Capgemini UK Plc,12301,2600110398582,Computer Equip. & Accessories,45257,45279,1037.62,,
Capgemini UK Plc,12301,2600110397566,Computer Equip. & Accessories,45250,45279,1540.85,,
Capgemini UK Plc,12301,2600110397838,Computer Equip. & Accessories,45250,45279,2128.51,,
Capgemini UK Plc,12301,2600110397616,Computer Equip. & Accessories,45250,45279,2420.02,,
Capgemini UK Plc,12301,2600110397537,Computer Equip. & Accessories,45250,45279,2512.73,,
Capgemini UK Plc,12301,2600110398402,Computer Equip. & Accessories,45254,45279,2762.22,,
Capgemini UK Plc,12301,2600110397484,Computer Equip. & Accessories,45250,45279,2982.94,,
Capgemini UK Plc,12301,2600110397671,Computer Equip. & Accessories,45250,45279,4197.39,,
Capgemini UK Plc,12301,2600110397614,Computer Equip. & Accessories,45250,45279,4657.16,,
Capgemini UK Plc,12301,2600110397544,Computer Equip. & Accessories,45250,45279,5011.74,,
Capgemini UK Plc,12301,2600110397906,Computer Equip. & Accessories,45258,45279,5247.4,,
Capgemini UK Plc,12301,2600110397844,Computer Equip. & Accessories,45251,45279,5537.48,,
Capgemini UK Plc,12301,2600110397492,Computer Equip. & Accessories,45250,45279,6130.54,,
Capgemini UK Plc,12301,2600110397937,Computer Equip. & Accessories,45258,45279,6866.96,,
Capgemini UK Plc,12301,2600110397643,Computer Equip. & Accessories,45250,45279,7013.04,,
Capgemini UK Plc,12301,2600110397617,Computer Equip. & Accessories,45250,45279,8329.36,,
Capgemini UK Plc,12301,2600110397860,Computer Equip. & Accessories,45250,45279,8866.92,,
Capgemini UK Plc,12301,2600110397668,Computer Equip. & Accessories,45250,45279,13192.54,,
Capgemini UK Plc,12301,2600110397851,Computer Equip. & Accessories,45250,45279,13989.14,,
Capgemini UK Plc,12301,2600110397830,Computer Equip. & Accessories,45250,45279,16486.05,,
Capgemini UK Plc,12301,2600110397955,Computer Equip. & Accessories,45258,45279,17378.27,,
Capgemini UK Plc,12301,2600110394742,Computer Equip. & Accessories,45230,45279,20815.19,,
Capgemini UK Plc,12301,2600110394734,Computer Equip. & Accessories,45230,45279,25158.2,,
Capgemini UK Plc,12301,2600110397621,Computer Equip. & Accessories,45250,45279,30267.13,,
Capgemini UK Plc,12301,2600110397606,Computer Equip. & Accessories,45250,45279,42178.33,,
Capgemini UK Plc,12301,2600110397913,Computer Equip. & Accessories,45258,45279,44837.64,,
Capgemini UK Plc,12301,2600110397849,Human resources (HR) services - Temp clerical or admin assist.,45250,45279,15151.2,,
Capgemini UK Plc,12301,2600110399603,Computer Equip. & Accessories,45260,45279,463.26,,
Capgemini UK Plc,12301,2600110397854,Computer Equip. & Accessories,45250,45279,463.26,,
Capgemini UK Plc,12301,2600110399587,Computer Equip. & Accessories,45260,45279,635.12,,
Capgemini UK Plc,12301,2600110397572,Computer Equip. & Accessories,45250,45279,18802.59,,
Capgemini UK Plc,12301,2600110399878,Management Consulting - Business & corporate ,45260,45279,9450,,
Capgemini UK Plc,12301,2600110398595,Computer Equip. & Accessories,45257,45279,31700.42,,
Capgemini UK Plc,12301,2600110401834,Computer Equip. & Accessories,45272,45279,-163416.5,,
Capgemini UK Plc,12301,2600110397641,Computer Equip. & Accessories,45250,45279,251.29,,
Capgemini UK Plc,12301,2600110346522DINV,Computer Equip. & Accessories,44893,45279,282.67,,
Capgemini UK Plc,12301,2600110397491,Computer Equip. & Accessories,45250,45279,283.43,,
Capgemini UK Plc,12301,2600110397556,Computer Equip. & Accessories,45250,45279,370.61,,
Capgemini UK Plc,12301,2600110397532,Computer Equip. & Accessories,45250,45279,543.6,,
Capgemini UK Plc,12301,2600110397633,Computer Equip. & Accessories,45250,45279,563.12,,
Capgemini UK Plc,12301,2600110397632,Computer Equip. & Accessories,45250,45279,636.7,,
Capgemini UK Plc,12301,2600110397627,Computer Equip. & Accessories,45250,45279,651.12,,
Capgemini UK Plc,12301,2600110398417,Computer Equip. & Accessories,45254,45279,690.51,,
Capgemini UK Plc,12301,2600110397666,Computer Equip. & Accessories,45250,45279,936.49,,
Capgemini UK Plc,12301,2600110397564,Computer Equip. & Accessories,45250,45279,1239.4,,
Capgemini UK Plc,12301,2600110397607,Computer Equip. & Accessories,45250,45279,1304.64,,
Capgemini UK Plc,12301,2600110397487,Computer Equip. & Accessories,45250,45279,1318.86,,
Capgemini UK Plc,12301,2600110397571,Computer Equip. & Accessories,45250,45279,2001.98,,
Capgemini UK Plc,12301,2600110397626,Computer Equip. & Accessories,45250,45279,2155.8,,
Capgemini UK Plc,12301,2600110397531,Computer Equip. & Accessories,45250,45279,2315.74,,
Capgemini UK Plc,12301,2600110397565,Computer Equip. & Accessories,45250,45279,2428.43,,
Capgemini UK Plc,12301,2600110397735,Computer Equip. & Accessories,45250,45279,2670.91,,
Capgemini UK Plc,12301,2600110397721,Computer Equip. & Accessories,45250,45279,3124.88,,
Capgemini UK Plc,12301,2600110397609,Computer Equip. & Accessories,45250,45279,3365.47,,
Capgemini UK Plc,12301,2600110397561,Computer Equip. & Accessories,45250,45279,4527.63,,
Capgemini UK Plc,12301,2600110399636,Computer Equip. & Accessories,45260,45279,4603.35,,
Capgemini UK Plc,12301,2600110397500,Computer Equip. & Accessories,45250,45279,4657.13,,
Capgemini UK Plc,12301,2600110397594,Computer Equip. & Accessories,45250,45279,4901.26,,
Capgemini UK Plc,12301,2600110397574,Computer Equip. & Accessories,45250,45279,5062.67,,
Capgemini UK Plc,12301,2600110397732,Computer Equip. & Accessories,45250,45279,5748.08,,
Capgemini UK Plc,12301,2600110397580,Computer Equip. & Accessories,45250,45279,7151.77,,
Capgemini UK Plc,12301,2600110397577,Computer Equip. & Accessories,45250,45279,8590.54,,
Capgemini UK Plc,12301,2600110397624,Computer Equip. & Accessories,45250,45279,8715.64,,
Capgemini UK Plc,12301,2600110397837,Computer Equip. & Accessories,45250,45279,10299.92,,
Capgemini UK Plc,12301,2600110397653,Computer Equip. & Accessories,45250,45279,11343.56,,
Capgemini UK Plc,12301,2600110397603,Computer Equip. & Accessories,45250,45279,11481.58,,
Capgemini UK Plc,12301,2600110397758,Computer Equip. & Accessories,45250,45279,12864.55,,
Capgemini UK Plc,12301,2600110397842,Computer Equip. & Accessories,45250,45279,17080.63,,
Capgemini UK Plc,12301,2600110401296,Computer Equip. & Accessories,45260,45279,20669.87,,
Capgemini UK Plc,12301,2600110397840,Computer Equip. & Accessories,45250,45279,20844,,
Capgemini UK Plc,12301,2600110397762,Computer Equip. & Accessories,45250,45279,22836.66,,
Capgemini UK Plc,12301,2600110398034,Computer Equip. & Accessories,45252,45279,23068.94,,
Capgemini UK Plc,12301,2600110397558,Computer Equip. & Accessories,45250,45279,24986.52,,
Capgemini UK Plc,12301,2600110398432,Computer Equip. & Accessories,45254,45279,25242.54,,
Capgemini UK Plc,12301,2600110397663,Computer Equip. & Accessories,45250,45279,33592.4,,
Capgemini UK Plc,12301,2600110397583,Computer Equip. & Accessories,45250,45279,35620.82,,
Capgemini UK Plc,12301,2600110397856,Computer Equip. & Accessories,45250,45279,49464.79,,
Capgemini UK Plc,12301,2600110397620,Computer Equip. & Accessories,45250,45279,82621.61,,
Capgemini UK Plc,12301,2600110369504,Computer Equip. & Accessories,45046,45279,163416.5,,
Capgemini UK Plc,12301,2600110394256,Computer Equip. & Accessories,45229,45279,195487.33,,
Capgemini UK Plc,12301,2600110397670,Computer Equip. & Accessories,45250,45279,204342.08,,
Capgemini UK Plc,12301,2600110399154,Computer Equip. & Accessories,45259,45279,347587.72,,
Capgemini UK Plc,12301,2600110397737,Human resources (HR) services - Temp clerical or admin assist.,45250,45279,370.96,,
Capgemini UK Plc,12301,2600110397648,Human resources (HR) services - Temp clerical or admin assist.,45250,45279,3664.74,,
Capgemini UK Plc,12301,2600110397738,Human resources (HR) services - Temp clerical or admin assist.,45250,45279,3808.22,,
Capgemini UK Plc,12301,2600110398679,Human resources (HR) services - Temp clerical or admin assist.,45257,45279,10191.59,,
Capgemini UK Plc,12301,2600110397736,Human resources (HR) services - Temp clerical or admin assist.,45250,45279,20383.18,,
Capgemini UK Plc,12301,2600110397672,Human resources (HR) services - Temp clerical or admin assist.,45250,45279,33589.13,,
Capgemini UK Plc,12301,2600110397818,IT Equip. & Accessories - Personal computers,45250,45279,137299.2,,
Capgemini UK Plc,12301,2600110401265,IT Equip. & Accessories - Personal computers,45260,45279,722868,,
Capgemini UK Plc,12301,2600110401262,IT Equip. & Accessories - Personal computers,45260,45279,1356708,,
Capsticks Solicitors LLP,14691,73101153,Legal services ,45258,45279,4200,,
Capsticks Solicitors LLP,14691,73101142,Legal services ,45258,45279,4200,,
Castrol UK Ltd,11823,9070420611,Vehicle Components & Systems ,45251,45279,724.61,,
Castrol UK Ltd,11823,9070421201,Vehicle Components & Systems ,45258,45279,861.12,,
Castrol UK Ltd,11823,9070420610,Vehicle Components & Systems ,45251,45279,2955.74,,
CCL Forensics Ltd,12875,MPS01,Laboratory & scientific equip.,45260,45279,26892,,
CDW Ltd,41728,PSCN185798,Computer Equip. & Accessories,44020,45279,-28010.45,,
CDW Ltd,41728,PSCN191853,Components for IT or Telecoms - Hard disk drives,44123,45279,-258.52,,
CDW Ltd,41728,PSCN197283,Components for IT or Telecoms - Flash memory storage devices,44204,45279,-278.52,,
CDW Ltd,41728,PSCN195441,Components for IT or Telecoms - Flash memory storage devices,44172,45279,-252.48,,
CDW Ltd,41728,PSCN193219,IT Equip. & Accessories -  LCD panels or monitors,44145,45279,-306.94,,
CDW Ltd,41728,PSCN200490,IT Equip. & Accessories - Workstations,44260,45279,-252.53,,
CDW Ltd,41728,UKSI04143302,IT Equip. & Accessories - Computer switch boxes,45238,45279,667.8,,
CDW Ltd,41728,PSCN198992,Computer Equip. & Accessories - Computer accessories ,44231,45279,-1621.62,,
CDW Ltd,41728,PSCN199474,Computer Equip. & Accessories - Computer accessories ,44243,45279,-549.84,,
CDW Ltd,41728,UKSI04141348,Computer Equip. & Accessories,45237,45279,9510.3,,
CDW Ltd,41728,PSCN178511,Electrical equip. & components - Power adapters or inverters,43881,45279,-280.8,,
CDW Ltd,41728,PSCN196857,IT Equip. & Accessories -  LCD panels or monitors,44194,45279,-284.47,,
CDW Ltd,41728,PSCN203266,IT Software ,44300,45279,-473.28,,
CDW Ltd,41728,UKSI04163618,Computer Equip. & Accessories,45257,45279,322.49,,
CDW Ltd,41728,PSCN201618,IT Equip. & Accessories -  LCD panels or monitors,44278,45279,-479.77,,
CDW Ltd,41728,UKSI04166728,Components for IT or Telecoms - Network interface cards,45260,45279,28034.16,,
CDW Ltd,41728,PSCN193730,Computer Equip. & Accessories,44151,45279,-728.89,,
CDW Ltd,41728,UKSI04165468,Computer Equip. & Accessories,45259,45279,106299.91,,
CDW Ltd,41728,UKSI04158828,IT Broadcasting & Telecom.,45252,45279,1750.03,,
CDW Ltd,41728,PSCN200908,Computer Equip. & Accessories,44270,45279,-352.58,,
CDW Ltd,41728,UKSI04144958,IT Services ,45239,45279,13910.4,,
CDW Ltd,41728,PSCN196248,IT Equip. & Accessories - Workstations,44182,45279,-1027.21,,
CDW Ltd,41728,PSCN185541,Phone & Comms devices - Mobile phones,44015,45279,-412.49,,
CDW Ltd,41728,PSCN182136,Multimedia Network Equipment - Cable modems,43949,45279,-260.88,,
CDW Ltd,41728,PSCN199586,Components for IT or Telecoms - High C. removable media drives,44245,45279,-3837.96,,
CDW Ltd,41728,PSCN231161,Computer Equip. & Accessories,45177,45279,-322764.97,,
CDW Ltd,41728,PSCN200797,Computer Equip. & Accessories,44266,45279,-398.94,,
CDW Ltd,41728,UKSI04086299,Computer Equip. & Accessories,45183,45279,1237.12,,
CDW Ltd,41728,UKSI04123295,Computer Equip. & Accessories,45218,45279,3711.35,,
CDW Ltd,41728,UKSI04077672,Computer Equip. & Accessories,45175,45279,5567.02,,
CDW Ltd,41728,UKSI04125992,Computer Equip. & Accessories,45222,45279,19538.14,,
CDW Ltd,41728,UKSI04140070,Computer Equip. & Accessories,45236,45279,41356.79,,
CDW Ltd,41728,UKSI04162036,Computer Equip. & Accessories,45257,45279,164276.45,,
CDW Ltd,41728,PSINV03651728,Computer Equip. & Accessories,44769,45279,322764.97,,
CDW Ltd,41728,PSINV03595182,Electrical wire/cable/harness - Cable accessories,44722,45279,969,,
CDW Ltd,41728,PSCN191479,Power Generation/Distribution - Machinery/Accessories,44117,45279,-2458.58,,
CDW Ltd,41728,PSCN191477,Power Generation/Distribution - Machinery/Accessories,44117,45279,-2458.58,,
CGI IT UK Ltd,12331,GB014118956,IT Services ,45260,45279,57572.42,,
CGI IT UK Ltd,12331,GB014118228,Computer Equip. & Accessories,45251,45279,19533.48,,
CGI IT UK Ltd,12331,GB014119343,Management Consulting - IT consultation services,45261,45279,9558,,
CGI IT UK Ltd,12331,GB014117841,Management Consulting - IT consultation services,45244,45279,72051.52,,
CGI IT UK Ltd,12331,GB014115484,Management Consulting - IT consultation services,45212,45279,79685.7,,
