Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   2,,,,,,
Start Date:  30 April 2023,,,,,,
End Date:   27 May 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164618,03 May 2023,"1,323.05",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258836,03 May 2023,"1,322.85",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110266321,24 May 2023,"1,322.58",
LONDON UNDERGROUND LTD,4-RAIL SERVICES LIMITED,Non Recyclable Waste Disposal/Refuse Collection,1005\5110271528,17 May 2023,"1,320.30",
LONDON UNDERGROUND LTD,MOTIVAIR COMPRESSORS LTD,Equipment Repairs & Maintenance,1005\5110262252,02 May 2023,"1,320.00",
LONDON UNDERGROUND LTD,MOTIVAIR COMPRESSORS LTD,Equipment Repairs & Maintenance,1005\5110272581,17 May 2023,"1,320.00",
LONDON UNDERGROUND LTD,MOTIVAIR COMPRESSORS LTD,Equipment Repairs & Maintenance,1005\5110272588,17 May 2023,"1,320.00",
LONDON TRANSPORT MUSEUM,BIG EYES DESIGN LTD,Production Artwork And Design For Marketing,1011\5110268761,10 May 2023,"1,320.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164458,03 May 2023,"1,319.43",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258469,03 May 2023,"1,318.52",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901694202,12 May 2023,"1,317.40",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258519,03 May 2023,"1,317.30",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1005\5110278389,26 May 2023,"1,317.24",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258751,03 May 2023,"1,317.03",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260006,24 May 2023,"1,317.03",
LONDON UNDERGROUND LTD,GLENAIR UK LTD,N/A,1005\5110263779,22 May 2023,"1,317.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259350,17 May 2023,"1,316.87",
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901694187,11 May 2023,"1,316.72",
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901694188,11 May 2023,"1,316.72",
SURFACE TRANSPORT CORP,CORPORATE DOCUMENT SERVICES LTD,Printing,1002\5110265616,03 May 2023,"1,316.45",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164266,03 May 2023,"1,316.16",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168292,24 May 2023,"1,316.16",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258900,10 May 2023,"1,315.38",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259549,17 May 2023,"1,315.38",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259166,10 May 2023,"1,315.30",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259526,17 May 2023,"1,315.30",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259529,17 May 2023,"1,315.30",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1031\5110266099,24 May 2023,"1,315.12",
LONDON UNDERGROUND LTD,COMPUTACENTER PLC,Computer Hardware,1005\5110260402,12 May 2023,"1,314.82",
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110257238,04 May 2023,"1,313.49",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163807,03 May 2023,"1,312.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164712,03 May 2023,"1,312.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164713,03 May 2023,"1,312.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164841,03 May 2023,"1,312.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167875,24 May 2023,"1,312.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168071,24 May 2023,"1,312.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163764,03 May 2023,"1,312.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164286,03 May 2023,"1,312.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166146,10 May 2023,"1,312.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168069,24 May 2023,"1,312.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168074,24 May 2023,"1,312.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168404,24 May 2023,"1,312.64",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258635,03 May 2023,"1,312.38",
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,N/A,1031\5110257535,03 May 2023,"1,312.00",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,N/A,1031\5110261941,18 May 2023,"1,311.40",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110265664,24 May 2023,"1,311.13",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110265665,24 May 2023,"1,311.13",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110266322,24 May 2023,"1,311.13",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164422,03 May 2023,"1,310.16",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164580,03 May 2023,"1,310.13",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166370,17 May 2023,"1,310.13",
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,Fleet,1005\5110256129,02 May 2023,"1,310.03",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168128,24 May 2023,"1,309.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163858,03 May 2023,"1,309.32",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168333,24 May 2023,"1,309.32",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900074984,03 May 2023,"1,309.16",
LONDON UNDERGROUND LTD,BOC GASES,Vehicle Repairs & Maintenance,1005\5110267885,24 May 2023,"1,309.10",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258712,03 May 2023,"1,308.91",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163793,03 May 2023,"1,308.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165012,03 May 2023,"1,308.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166089,10 May 2023,"1,308.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167698,24 May 2023,"1,308.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167957,24 May 2023,"1,308.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167997,24 May 2023,"1,308.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164932,03 May 2023,"1,307.76",
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Maintenance Materials,1005\5110264076,16 May 2023,"1,307.34",
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Fire and Safety Equipment,1005\5110250993,04 May 2023,"1,307.30",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110278359,26 May 2023,"1,305.00",
LONDON RIVER SERVICES LTD,EDF ENERGY,Electricity,1007\1900004429,12 May 2023,"1,304.86",
RFL (IINFRASTRUCTURE) LTD,REDACTED,Furniture & Equipment,1025\3000001532,05 May 2023,"1,304.45",
DIAL A RIDE,CASTLE AUTOMOTIVE & ENG SUPP LTD,Vehicle Repairs & Maintenance,1010\5110265092,02 May 2023,"1,303.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259544,17 May 2023,"1,303.54",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164953,03 May 2023,"1,303.17",
TFL CORPORATE,HAYLEY GROUP PLC,Maintenance Materials,1001\5110276431,24 May 2023,"1,302.78",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166009,10 May 2023,"1,302.55",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166900,17 May 2023,"1,302.55",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167714,24 May 2023,"1,302.55",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164549,03 May 2023,"1,300.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167982,24 May 2023,"1,300.64",
TFL CORPORATE,VITA HEALTH WELLNESS LTD,Staff Welfare Benefits,1001\5110276916,25 May 2023,"1,300.00",
LONDON RIVER SERVICES LTD,MARITIME & COASTGUARD AGENCY,Management & Support Consultancy,1007\5110266658,23 May 2023,"1,300.00",
TTL PROPERTIES LTD,AIREY MIILER LIMITED,Planning & Development Consultancy,1040\5110267711,24 May 2023,"1,300.00",
LONDON UNDERGROUND LTD,SPEEDY ASSET SERVICES LTD,Plant & Equipment Purchases,1005\5110268912,25 May 2023,"1,299.36",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166041,10 May 2023,"1,297.85",
TRANSPORT TRADING LTD,LONDON BOROUGH OF ISLINGTON,Rates,1004\1901694509,25 May 2023,"1,297.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165570,10 May 2023,"1,296.70",
LONDON UNDERGROUND LTD,TMC LIFTING SUPPLIES,Equipment Repairs & Maintenance,1005\5110270076,17 May 2023,"1,296.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260022,24 May 2023,"1,295.64",
LONDON RIVER SERVICES LTD,EDF ENERGY,Electricity,1007\1900004430,12 May 2023,"1,295.13",
LONDON UNDERGROUND LTD,CHAINSTREAM UK LTD,Plant & Equipment Purchases,1005\5110275476,24 May 2023,"1,295.00",
LONDON UNDERGROUND LTD,AUTOMATIC TEST SERVICES LTD,Building Maintenance & Repairs,1005\5110267565,24 May 2023,"1,294.44",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167794,24 May 2023,"1,294.40",
LONDON UNDERGROUND LTD,SIMOCO EMEA LTD,Civil Engineering Construction Works,1005\5110261719,04 May 2023,"1,294.20",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259448,17 May 2023,"1,294.06",
LONDON UNDERGROUND LTD,WESTCODE UK LIMITED,Fleet,1005\5110274331,19 May 2023,"1,293.84",
LONDON UNDERGROUND LTD,WESTCODE UK LIMITED,Fleet,1005\5110274332,19 May 2023,"1,293.84",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164355,03 May 2023,"1,293.48",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167527,24 May 2023,"1,293.48",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165162,10 May 2023,"1,290.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166867,17 May 2023,"1,290.80",
LONDON UNDERGROUND LTD,SMITHS ENGINEERING WORKS (NI) LTD,N/A,1005\5110226580,03 May 2023,"1,290.00",
LONDON UNDERGROUND LTD,SMITHS ENGINEERING WORKS (NI) LTD,N/A,1005\5110226591,03 May 2023,"1,290.00",
LONDON BUS SERVICES LTD,KINGS COLLEGE LONDON,Event Management Fee,1006\5110273122,19 May 2023,"1,289.92",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259538,17 May 2023,"1,289.75",
LONDON UNDERGROUND LTD,IMI NORGREN LTD,N/A,1005\5110252729,16 May 2023,"1,289.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164899,03 May 2023,"1,288.92",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163861,03 May 2023,"1,288.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168046,24 May 2023,"1,288.56",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031\5110266184,24 May 2023,"1,288.43",
TRANSPORT TRADING LTD,QUAY OFFICE FURNISHERS LTD,Building Maintenance & Repairs,1004\5110274910,24 May 2023,"1,288.00",
LONDON UNDERGROUND LTD,C E F,Maintenance Materials,1005\5110250373,12 May 2023,"1,287.42",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258645,03 May 2023,"1,287.36",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166869,17 May 2023,"1,286.85",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258555,03 May 2023,"1,286.69",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165545,10 May 2023,"1,286.22",
RAIL FOR LONDON LIMITED,COMECH METROLOGY,Track General Maintenance,1020\5110267336,04 May 2023,"1,285.58",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164548,03 May 2023,"1,284.48",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165073,03 May 2023,"1,284.48",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259522,17 May 2023,"1,284.42",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258473,03 May 2023,"1,283.99",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258478,03 May 2023,"1,283.99",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259152,10 May 2023,"1,283.99",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259978,24 May 2023,"1,283.99",
LONDON UNDERGROUND LTD,SENATOR INTERNATIONAL LTD,Furniture & Equipment,1005\5110259363,10 May 2023,"1,283.77",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167269,17 May 2023,"1,281.48",
LONDON UNDERGROUND LTD,NTM-GB LIMITED,Vehicle Repairs & Maintenance,1005\5110277267,26 May 2023,"1,280.48",
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005\5110261445,10 May 2023,"1,280.00",
TTL PROPERTIES LTD,BRYEN & LANGLEY LTD,Building Maintenance & Repairs,1040\5110263902,22 May 2023,"1,279.74",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167145,17 May 2023,"1,277.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167260,17 May 2023,"1,277.60",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258960,10 May 2023,"1,275.05",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259352,17 May 2023,"1,275.05",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259437,17 May 2023,"1,275.05",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259441,17 May 2023,"1,275.05",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258995,10 May 2023,"1,274.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259170,10 May 2023,"1,274.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259333,17 May 2023,"1,274.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259351,17 May 2023,"1,274.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259370,17 May 2023,"1,274.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259371,17 May 2023,"1,274.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259458,17 May 2023,"1,274.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259459,17 May 2023,"1,274.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259574,17 May 2023,"1,274.95",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259633,17 May 2023,"1,273.65",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259501,17 May 2023,"1,273.62",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Signalling Systems,1020\5110268357,26 May 2023,"1,273.60",
LONDON UNDERGROUND LTD,WECS PRECISION LTD,N/A,1005\5110264708,02 May 2023,"1,272.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164552,03 May 2023,"1,272.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164991,03 May 2023,"1,272.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165067,03 May 2023,"1,272.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168194,24 May 2023,"1,272.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168195,24 May 2023,"1,272.64",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110266677,25 May 2023,"1,272.43",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259842,24 May 2023,"1,272.08",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258795,03 May 2023,"1,271.98",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260078,24 May 2023,"1,271.98",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004399,10 May 2023,"1,271.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164553,03 May 2023,"1,271.36",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167203,17 May 2023,"1,271.36",
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,N/A,1005\5110269976,11 May 2023,"1,271.25",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1005\5110265427,24 May 2023,"1,270.80",
LONDON TRANSPORT MUSEUM,COMPACTORS DIRECT LTD,Non Recyclable Waste Disposal/Refuse Collection,1011\5110275045,22 May 2023,"1,267.62",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164986,03 May 2023,"1,266.94",
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,Rates,1004\1901694293,16 May 2023,"1,266.78",
LONDON UNDERGROUND LTD,HOPPECKE INDUSTRIAL BATTERIES,Fleet,1005\5110253154,02 May 2023,"1,266.71",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258991,10 May 2023,"1,266.30",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259034,10 May 2023,"1,266.30",
RAIL FOR LONDON LIMITED,PIRTEK MITCHAM,N/A,1020\5110274078,22 May 2023,"1,266.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259872,24 May 2023,"1,265.74",
LONDON UNDERGROUND LTD,A & D FASTENERS,Maintenance Materials,1005\5110262325,16 May 2023,"1,265.40",
RAIL FOR LONDON LIMITED,ASHURST LLP,Legal Fees,1020\5110272986,24 May 2023,"1,265.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165305,10 May 2023,"1,264.20",
LONDON UNDERGROUND LTD,GARRAN LOCKERS LTD,Furniture & Equipment,1005\5110268878,10 May 2023,"1,263.84",
LUL NOMINEE SSL LIMITED,MCGINLEY SUPPORT SERVICES LTD,Professional Engineering Services,1031\5110267458,05 May 2023,"1,262.27",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259969,24 May 2023,"1,261.95",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900074943,03 May 2023,"1,260.67",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900075228,24 May 2023,"1,260.67",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259542,17 May 2023,"1,260.33",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165092,03 May 2023,"1,260.16",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167195,17 May 2023,"1,260.16",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168420,24 May 2023,"1,260.16",
LONDON UNDERGROUND LTD,SPARKS WELDING SERVICES,Vehicle Repairs & Maintenance,1005\5110263944,23 May 2023,"1,260.00",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005\5110255976,02 May 2023,"1,260.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167434,24 May 2023,"1,256.85",
LONDON UNDERGROUND LTD,PIRTEK,N/A,1005\5110250546,15 May 2023,"1,256.00",
LONDON UNDERGROUND LTD,ALSTOM ENGINEERING & SERVICES LTD,N/A,1005\5110256745,22 May 2023,"1,254.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164666,03 May 2023,"1,254.45",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164669,03 May 2023,"1,254.45",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259436,17 May 2023,"1,254.33",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258482,03 May 2023,"1,254.23",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167878,24 May 2023,"1,254.00",
RFL (IINFRASTRUCTURE) LTD,BANNER GROUP LIMITED,Stationery,1025\5110259120,10 May 2023,"1,252.25",
LUL NOMINEE BCV LIMITED,TRACKWORK RESOURCES LTD,Track General Maintenance,1033\5110263652,17 May 2023,"1,251.90",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164727,03 May 2023,"1,250.43",
TFL CORPORATE,INDUSTRIAL TRAINING SERVICES LTD,Staff Training,1001\5110265586,03 May 2023,"1,250.00",
TFL CORPORATE,INDUSTRIAL TRAINING SERVICES LTD,Staff Training,1001\5110266994,15 May 2023,"1,250.00",
SURFACE TRANSPORT CORP,SHOE VOUCHERS LTD,Uniforms,1002\5110268132,24 May 2023,"1,250.00",
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,N/A,1031\5110268999,10 May 2023,"1,249.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163909,03 May 2023,"1,249.07",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258592,03 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258623,03 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258677,03 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258685,03 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258686,03 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258842,03 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258846,03 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258848,03 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258951,10 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258968,10 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259036,10 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259042,10 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259043,10 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259184,10 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259227,10 May 2023,"1,248.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259228,10 May 2023,"1,248.80",
