Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   3,,,,,,
Start Date:  28 May 2023,,,,,,
End Date:   24 June 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Professional Engineering Services,1012\5110283948,07 Jun 2023,"331,068.19",
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004\800048187,02 Jun 2023,"324,641.46",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Computer Software,1002\5110280058,01 Jun 2023,"317,003.59",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Manage IT Services,1002\5110272315,07 Jun 2023,"317,003.59",
LONDON UNDERGROUND LTD,PANASONIC MARKETING EUROPE GMBH,Contracted Services Buildings,1005\5110271919,05 Jun 2023,"313,927.49",
LONDON BUS SERVICES LTD,BALLYMORE (EDGWARE) LIMITED,Planning & Development Consultancy,1006\5110280901,14 Jun 2023,"309,910.63",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110273642,13 Jun 2023,"308,298.10",
LONDON UNDERGROUND LTD,OTIS LIMITED,Escalators,1005\5110285047,09 Jun 2023,"305,749.05",
LONDON UNDERGROUND LTD,OTIS LIMITED,Escalators,1005\5110284461,08 Jun 2023,"300,187.90",
SURFACE TRANSPORT CORP,SOPRA STERIA LTD,Computer Software,1002\5110273701,12 Jun 2023,"298,484.29",
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,Road Maintenance,1002\5110287446,14 Jun 2023,"297,064.22",
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110287119,14 Jun 2023,"295,881.21",
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900262513,21 Jun 2023,"295,402.73",
LONDON UNDERGROUND LTD,ROLLON SPA,Exchange Gain Realised,1005\2000771461,16 Jun 2023,"295,165.00",
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,Road Maintenance,1002\5110270613,31 May 2023,"291,388.99",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Computer Hardware,1005\5110279028,21 Jun 2023,"289,814.00",
LUL NOMINEE BCV LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Maintenance Materials,1033\5110277311,14 Jun 2023,"289,506.71",
LONDON BUS SERVICES LTD,EDF ENERGY,Electricity,1006\5110284204,14 Jun 2023,"286,743.72",
LONDON BUS SERVICES LTD,GBM SERVICES LTD,Office Cleaning,1006\5110274899,30 May 2023,"282,710.52",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF MERTON,Borough Services - Claim Against Pr Yr Accrual,1002\1900075178,20 Jun 2023,"260,041.00",
LUL NOMINEE SSL LIMITED,CPC PROJECT SERVICES LLP,MR Construction Costs,1031\5110283046,09 Jun 2023,"259,556.85",
LONDON UNDERGROUND LTD,ROLLON SPA,Stock of Fleet,1005\5110275794,16 Jun 2023,"259,125.35",
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901694735,31 May 2023,"256,424.00",
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD ,Bus Contract Payments,1006\1900049067,23 Jun 2023,"256,153.28",
PUBLIC CARRIAGE OFFICE,NSL LIMITED,Management & Support Consultancy,1003\5110274242,07 Jun 2023,"255,152.93",
TFL CORPORATE,FRANKLAND (UK) LTD,Building Maintenance & Repairs,1001\5110289914,22 Jun 2023,"254,180.54",
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HARROW,Borough Services - Claim Against Pr Yr Accrual,1002\1900075028,20 Jun 2023,"253,799.15",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110283863,07 Jun 2023,"251,825.19",
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,Road Maintenance,1002\5110287443,14 Jun 2023,"247,000.00",
RFL (IINFRASTRUCTURE) LTD,GB RAILFREIGHT LTD,Equipment Repairs & Maintenance,1025\5110287185,16 Jun 2023,"240,408.02",
SURFACE TRANSPORT CORP,SIEMENS TRAFFIC CONTROLS,Cameras,1002\5110285022,09 Jun 2023,"237,752.50",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Road Maintenance,1002\5110272226,12 Jun 2023,"233,400.53",
RFL (IINFRASTRUCTURE) LTD,GB RAILFREIGHT LTD,Vehicle Repairs & Maintenance,1025\5110277343,30 May 2023,"232,558.10",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Computer Software,1002\5110272320,07 Jun 2023,"229,571.60",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5110273652,13 Jun 2023,"229,521.57",
LONDON UNDERGROUND LTD,API CAPACITORS LIMITED,Signalling Systems,1005\5110282689,05 Jun 2023,"225,000.00",
LONDON UNDERGROUND LTD,OTIS LIMITED,Escalators,1005\5110284390,08 Jun 2023,"221,136.98",
TFL CORPORATE,INFOSYS LIMITED,IT Consultancy,1001\5110281282,14 Jun 2023,"220,000.00",
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,National Rail Contribution,1020\5110280608,21 Jun 2023,"216,914.83",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Traffic Signals,1002\5110275694,07 Jun 2023,"213,436.94",
LONDON UNDERGROUND LTD,BALFOUR BEATTY GROUP LTD,Traction Current,1005\5110288914,22 Jun 2023,"210,846.78",
RFL (IINFRASTRUCTURE) LTD,TALLERES ZITRON SA UK BRANCH,Franchise/Concession Fixed Fee,1025\5110273627,14 Jun 2023,"202,037.86",
TFL CORPORATE,GALLAGHER BASSETT INTERNAT. LTD,Claim Settlements,1001\1900170787,02 Jun 2023,"201,665.97",
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005\5110282927,05 Jun 2023,"200,824.45",
RFL (IINFRASTRUCTURE) LTD,TALLERES ZITRON SA UK BRANCH,Franchise/Concession Fixed Fee,1025\5110273630,13 Jun 2023,"198,909.01",
LONDON UNDERGROUND LTD,ABELLIO LONDON LTD,Franchise/Concession Fixed Fee,1005\5110276361,15 Jun 2023,"198,388.76",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5110287222,22 Jun 2023,"196,109.26",
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,Retentions Control Account > 1Year,1005\5110280833,01 Jun 2023,"194,783.33",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Cameras,1005\5110277285,07 Jun 2023,"192,650.19",
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,Retentions Control Account > 1Year,1005\5110280982,01 Jun 2023,"190,449.11",
TFL CORPORATE,TURNER & TOWNSEND PROJECT ,Management & Support Consultancy,1001\5110277637,20 Jun 2023,"190,100.00",
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Road Maintenance,1002\5110273942,05 Jun 2023,"188,245.53",
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110287371,14 Jun 2023,"184,533.16",
LUL NOMINEE BCV LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Maintenance Materials,1033\5110277315,30 May 2023,"183,631.88",
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110277569,30 May 2023,"183,595.89",
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005\5110283028,06 Jun 2023,"179,972.95",
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,Civil Engineering Construction Works,1005\5110282484,07 Jun 2023,"179,103.81",
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Office Cleaning,1005\5110275033,30 May 2023,"177,604.68",
LONDON UNDERGROUND LTD,TELEFONIKA KABLE SA,Electrical & Electronic Engineering,1005\5110276882,20 Jun 2023,"176,086.01",
DOCKLANDS LIGHT RAILWAY,AECOM LTD,Professional Engineering Services,1012\5110278886,12 Jun 2023,"175,320.83",
PUBLIC CARRIAGE OFFICE,NSL LIMITED,Management & Support Consultancy,1003\5110283444,21 Jun 2023,"173,242.37",
LONDON UNDERGROUND LTD,LENDLEASE JACOBS JOINT VENTURE,Contractors,1005\5110271955,22 Jun 2023,"172,542.35",
TFL CORPORATE,IPSOS MORI,Research & Study Fees,1001\5110274133,12 Jun 2023,"172,151.00",
LONDON BUS SERVICES LTD,F M CONWAY LTD,Building Maintenance & Repairs,1006\5110276414,30 May 2023,"170,558.30",
RFL (IINFRASTRUCTURE) LTD,OTIS LIMITED,Building Maintenance & Repairs,1025\5110284893,13 Jun 2023,"169,792.12",
TFL CORPORATE,SENTRUM IV LIMITED,Manage IT Services,1001\5110287482,14 Jun 2023,"169,319.95",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Vehicle Repairs & Maintenance,1020\5110289184,19 Jun 2023,"168,472.98",
LONDON UNDERGROUND LTD,LENDLEASE JACOBS JOINT VENTURE,Civil Engineering Construction Works,1005\5110271953,22 Jun 2023,"167,419.35",
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1020\5110283059,15 Jun 2023,"167,158.55",
TFL CORPORATE,DELOITTE MCS LIMITED ,Management & Support Consultancy,1001\5110275792,14 Jun 2023,"162,025.00",
LONDON UNDERGROUND LTD,GPX ENGINEERING LTD,Track General Maintenance,1005\5110280124,31 May 2023,"160,858.43",
LUL NOMINEE SSL LIMITED,BRUSH TRACTION LTD,Component Repairs Sub Contracted,1031\5110280043,21 Jun 2023,"159,974.00",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Vehicle Repairs & Maintenance,1020\5110281600,05 Jun 2023,"159,766.97",
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110278994,21 Jun 2023,"158,679.03",
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,Ticket & Pass Production,1004\5110281788,12 Jun 2023,"158,609.61",
SURFACE TRANSPORT CORP,REDSPEED INTERNATIONAL  LTD,PCN and Penalty Fare Processing,1002\5110280445,21 Jun 2023,"158,252.22",
TFL CORPORATE,CDW LIMITED,Computer Hardware,1001\5110272739,14 Jun 2023,"156,060.40",
TFL CORPORATE,CDW LIMITED,Computer Hardware,1001\5110272743,14 Jun 2023,"156,060.40",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5110270713,31 May 2023,"155,807.22",
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110276339,30 May 2023,"155,428.32",
LONDON UNDERGROUND LTD,FRANKLAND (UK) LTD,Vehicle Repairs & Maintenance,1005\5110289620,21 Jun 2023,"154,763.30",
LONDON UNDERGROUND LTD,SPEEDY ASSET SERVICES LTD,Plant & Equipment Purchases,1005\5110268929,06 Jun 2023,"153,257.86",
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5110284432,22 Jun 2023,"152,444.58",
LONDON UNDERGROUND LTD,KONE PLC,Lift Maintenance,1005\5110272025,30 May 2023,"151,511.73",
LONDON UNDERGROUND LTD,ALBA POWER LIMITED,Electrical Equipment Maintenance,1005\5110281411,07 Jun 2023,"151,366.47",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Signalling Systems,1005\5110280048,15 Jun 2023,"151,191.58",
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5110290246,21 Jun 2023,"150,746.99",
TFL CORPORATE,KANTAR PUBLIC UK LTD,Planning & Development Consultancy,1001\5110266548,14 Jun 2023,"150,000.00",
TFL CORPORATE,BOLDYN NETWORKS UK LIMITED,Maintenance of Telecommunications Equipment,1001\5110278996,13 Jun 2023,"149,500.00",
TFL CORPORATE,ISIO GROUP LIMITED,Management & Support Consultancy,1001\5110277574,20 Jun 2023,"148,600.00",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Signalling Systems,1005\5110278768,30 May 2023,"148,086.32",
SURFACE TRANSPORT CORP,CORPORATE DOCUMENT SERVICES LTD,Civil Engineering Construction Works,1002\5110278150,02 Jun 2023,"148,073.40",
RFL (IINFRASTRUCTURE) LTD,SIEMENS MOBILITY LIMITED,Professional Engineering Services,1025\5110271952,07 Jun 2023,"148,033.44",
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005\5110288920,21 Jun 2023,"147,523.75",
TRANSPORT TRADING LTD,ITSO LIMITED,Cubic Oyster Contract Costs,1004\5110280070,01 Jun 2023,"146,636.46",
TRANSPORT TRADING LTD,ITSO LIMITED,Cubic Oyster Contract Costs,1004\5110285775,12 Jun 2023,"146,636.46",
LUL NOMINEE BCV LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Maintenance Materials,1033\5110277317,14 Jun 2023,"146,431.89",
LONDON BUS SERVICES LTD,MITIE CLEANING & ENVIRONMENTAL,Building Maintenance & Repairs,1006\5110276021,13 Jun 2023,"146,417.04",
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004\5110288326,22 Jun 2023,"145,860.55",
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5110277353,13 Jun 2023,"143,957.71",
LONDON BUS SERVICES LTD,EDF ENERGY,Electricity,1006\5110284408,22 Jun 2023,"143,354.90",
TFL CORPORATE,DELOITTE MCS LIMITED ,Management & Support Consultancy,1001\5110275785,14 Jun 2023,"143,150.00",
TFL CORPORATE,ATKINS LIMITED,Management & Support Consultancy,1001\5110272305,07 Jun 2023,"141,814.06",
TFL CORPORATE,AMAZON WEB SERVICES EMEA SARL,Manage IT Services,1001\5110259342,31 May 2023,"141,505.44",
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Civil Engineering Construction Works,1005\5110272995,07 Jun 2023,"141,369.27",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110283862,14 Jun 2023,"141,003.45",
LUL NOMINEE SSL LIMITED,TIMKEN EUROPE,Fleet,1031\5110285995,12 Jun 2023,"140,766.40",
TFL CORPORATE,DELOITTE MCS LIMITED ,Management & Support Consultancy,1001\5110275790,14 Jun 2023,"137,575.00",
LONDON BUS SERVICES LTD,EDF ENERGY,Electricity,1006\5110282590,14 Jun 2023,"136,833.10",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Materials - Contractor,1005\5110284275,08 Jun 2023,"135,840.91",
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,Rates,1004\1901694730,31 May 2023,"135,660.00",
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,MR Construction Costs,1020\5110273486,13 Jun 2023,"135,000.00",
LONDON UNDERGROUND LTD,SCHINDLER LTD,Escalators,1005\5110283047,21 Jun 2023,"132,889.19",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001\5110279010,21 Jun 2023,"131,509.35",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001\5110289044,21 Jun 2023,"131,509.35",
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005\5110260140,31 May 2023,"131,142.01",
LONDON UNDERGROUND LTD,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1005\5110282999,07 Jun 2023,"129,194.50",
LONDON RIVER SERVICES LTD,COUNTY BUILDING SERVICES LTD,Infrastructure Maintenance and Repair,1007\5110288450,16 Jun 2023,"128,276.12",
TFL CORPORATE,IPSOS MORI,Research & Study Fees,1001\5110273918,07 Jun 2023,"126,793.00",
TRANSPORT TRADING LTD,TOTAL GAS & POWER LTD,Gas,1004\1901694744,02 Jun 2023,"126,125.82",
TFL CORPORATE,RAIL SAFETY & STANDARDS BOARD,Corporate Subscriptions,1001\5110279100,21 Jun 2023,"125,000.00",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1005\5110281587,15 Jun 2023,"124,932.51",
SURFACE TRANSPORT CORP,NTT DATA UK LTD,IT Consultancy,1002\5110274046,14 Jun 2023,"123,806.25",
LONDON UNDERGROUND LTD,Z-TECH CONTROL SYSTEMS LTD,Escalators,1005\5110287169,14 Jun 2023,"123,087.59",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1005\5110261316,31 May 2023,"122,176.88",
SURFACE TRANSPORT CORP,SILVERTOWN HOMES LIMITED,Purchase of Land & Buildings,1002\1900075420,31 May 2023,"122,023.81",
LONDON UNDERGROUND LTD,RJC (UK) LTD,Escalators,1005\5110287956,15 Jun 2023,"121,128.00",
LONDON UNDERGROUND LTD,1STINRAIL LIMITED,Track General Maintenance,1005\5110287369,14 Jun 2023,"121,012.49",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Cameras,1005\5110282998,06 Jun 2023,"120,632.97",
TFL CORPORATE,VCCP GROUP LLP,Production Artwork And Design For Marketing,1001\5110273373,13 Jun 2023,"120,591.26",
SURFACE TRANSPORT CORP,SKY HIGH PLC,Manage IT Services,1002\5110283802,21 Jun 2023,"120,384.00",
LONDON UNDERGROUND LTD,COONEEN DEFENCE LTD,Uniforms,1005\5110284059,07 Jun 2023,"120,029.00",
VICTORIA COACH STATN LTD,NATIONAL EXPRESS LTD,VCS Repayments & Commission,1008\1900004797,30 May 2023,"119,014.00",
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Track General Maintenance,1005\5110284743,09 Jun 2023,"118,554.58",
DOCKLANDS LIGHT RAILWAY,UK POWER NETWORKS LTD,Civil Engineering Construction Works,1012\5110274085,01 Jun 2023,"118,282.17",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110272848,07 Jun 2023,"118,215.00",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006\5110288308,19 Jun 2023,"118,097.09",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5110284342,14 Jun 2023,"117,734.01",
LONDON UNDERGROUND LTD,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1005\5110287264,15 Jun 2023,"117,558.50",
LONDON UNDERGROUND LTD,ALSTOM ENGINEERING & SERVICES LTD,Professional Engineering Services,1005\5110276355,20 Jun 2023,"114,190.76",
RAIL FOR LONDON LIMITED,GIFFEN GROUP LTD,MR Construction Costs,1020\5110291013,22 Jun 2023,"113,100.36",
TFL CORPORATE,DELOITTE MCS LIMITED ,Management & Support Consultancy,1001\5110275788,14 Jun 2023,"112,650.00",
TFL CORPORATE,SPECIALIST COMPUTER CENTRES LTD,Computer Hardware,1001\5110274168,13 Jun 2023,"112,055.78",
RAIL FOR LONDON LIMITED,F M CONWAY LTD,Infrastructure Maintenance and Repair,1020\5110289694,21 Jun 2023,"111,749.11",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Civil Engineering Construction Works,1005\5110287504,21 Jun 2023,"111,297.59",
TFL CORPORATE,METLIFE EUROPE D.A.C,General Insurance,1001\5110288589,20 Jun 2023,"111,116.00",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Signalling Systems,1005\5110287865,21 Jun 2023,"110,409.32",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001\5110277553,20 Jun 2023,"109,037.78",
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900048970,09 Jun 2023,"108,858.00",
TRANSPORT TRADING LTD,GRAYSONS HOSPITALITY LIMITED,Caterers Service Charges,1004\5110270784,06 Jun 2023,"107,311.10",
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001\5110285894,14 Jun 2023,"107,145.75",
SURFACE TRANSPORT CORP,GTT-EMEA LIMITED,Telephony Fixed,1002\5110260101,08 Jun 2023,"106,983.91",
LONDON UNDERGROUND LTD,TPS LTD,Signalling Systems,1005\5110287122,16 Jun 2023,"106,841.49",
LONDON BUS SERVICES LTD,F M CONWAY LTD,Building Maintenance & Repairs,1006\5110289710,21 Jun 2023,"106,318.99",
DOCKLANDS LIGHT RAILWAY,WORLDLINE IT SERVICES UK LTD,Software Maintenance,1012\5110281336,21 Jun 2023,"106,151.20",
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,MR Construction Costs,1005\5110272657,30 May 2023,"105,926.63",
TFL CORPORATE,O2 UK LTD,Telephony Mobile,1001\5110251234,05 Jun 2023,"105,900.00",
LONDON UNDERGROUND LTD,ABB LIMITED,Plant & Equipment Purchases,1005\5110267217,15 Jun 2023,"105,681.27",
SURFACE TRANSPORT CORP,LONDON COUNCILS,CCS Service Contract,1002\5110251667,16 Jun 2023,"104,909.60",
LONDON UNDERGROUND LTD,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1005\5110282125,21 Jun 2023,"104,772.00",
LONDON UNDERGROUND LTD,PCG ASSOCIATES LIMITED,Signalling Systems,1005\5110283716,07 Jun 2023,"102,171.85",
SURFACE TRANSPORT CORP,GTT-EMEA LIMITED,Telephony Fixed,1002\5110273355,08 Jun 2023,"102,125.68",
TTL PROPERTIES LTD,SAVILLS COMMERCIAL LTD,Management & Support Consultancy,1040\5110269021,31 May 2023,"100,000.00",
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1005\5110276452,07 Jun 2023,"99,602.21",
TTL PROPERTIES LTD,APAM LTD,Management & Support Consultancy,1040\5110285952,14 Jun 2023,"98,514.00",
TTL PROPERTIES LTD,ASHURST LLP,Legal Fees,1040\5110290325,22 Jun 2023,"97,995.20",
LONDON UNDERGROUND LTD,MERSEN UK TEESSIDE LIMITED,Vehicle Repairs & Maintenance,1005\5110277537,20 Jun 2023,"97,872.80",
LONDON UNDERGROUND LTD,PCG ASSOCIATES LIMITED,Signalling Systems,1005\5110285811,14 Jun 2023,"97,730.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901694627,31 May 2023,"97,090.00",
LONDON UNDERGROUND LTD,ARK SIGNALLING CONSULTANCY,Professional Engineering Services,1005\5110273736,31 May 2023,"97,014.36",
TTL PROPERTIES LTD,CLESHAR CONTRACT SERVICES,Building Maintenance & Repairs,1040\5110280062,21 Jun 2023,"96,953.42",
LONDON UNDERGROUND LTD,Z-TECH CONTROL SYSTEMS LTD,Escalators,1005\5110272032,01 Jun 2023,"96,843.14",
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Management & Support Consultancy,1001\5110286963,15 Jun 2023,"96,516.25",
TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1004\5110273482,01 Jun 2023,"95,693.82",
LONDON UNDERGROUND LTD,DEPOT RAIL LTD,Plant & Equipment Purchases,1005\5110278733,12 Jun 2023,"95,000.00",
RAIL FOR LONDON LIMITED,ABELLIO LONDON LTD,Franchise/Concession Fixed Fee,1020\5110269781,30 May 2023,"94,596.63",
TFL CORPORATE,WM REPLY LTD,Manage IT Services,1001\5110285850,13 Jun 2023,"94,130.00",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Radio Systems Equipment & Maintenance,1005\5110278866,21 Jun 2023,"93,669.00",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901694701,31 May 2023,"93,632.00",
RFL (IINFRASTRUCTURE) LTD,EQUANS SERVICES LIMITED,Fire and Safety Equipment,1025\5110272883,06 Jun 2023,"93,448.11",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Civil Engineering Construction Works,1005\5110287511,23 Jun 2023,"93,230.11",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Contracted Services - Roads,1002\5110284382,14 Jun 2023,"93,080.32",
RFL (IINFRASTRUCTURE) LTD,LANES GROUP PLC,Building Maintenance & Repairs,1025\5110273055,31 May 2023,"92,301.70",
LONDON UNDERGROUND LTD,DEPOT RAIL LTD,Maintenance Materials,1005\5110281877,07 Jun 2023,"91,740.00",
TFL CORPORATE,KANTAR PUBLIC UK LTD,Research & Study Fees,1001\5110274986,14 Jun 2023,"90,924.00",
SURFACE TRANSPORT CORP,SYSTEMS ENGINEERING & ASSESSMENT LT,CCS Service Contract,1002\5110278002,01 Jun 2023,"90,546.47",
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,Management & Support Consultancy,1005\5110285700,14 Jun 2023,"90,372.00",
LONDON BUS SERVICES LTD,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1006\5110289700,21 Jun 2023,"90,352.88",
LONDON UNDERGROUND LTD,BIFFA WASTE SERVICES LIMITED,Non Recyclable Waste Disposal/Refuse Collection,1005\5110283350,21 Jun 2023,"90,258.88",
LONDON UNDERGROUND LTD,CIRCET (UK) LIMITED,Track General Maintenance,1005\5110286502,13 Jun 2023,"87,895.89",
TFL CORPORATE,SIMS LTD,Management & Support Consultancy,1001\5110288097,19 Jun 2023,"86,466.00",
LONDON UNDERGROUND LTD,PROBRAND LTD,Computer Hardware,1005\5110274889,14 Jun 2023,"85,962.00",
LONDON UNDERGROUND LTD,UK POWER NETWORKS LTD,Building Maintenance & Repairs,1005\5110274907,08 Jun 2023,"85,838.91",
LONDON UNDERGROUND LTD,GROUND TRANSPORTATION SYSTEMS UKLTD,Civil Engineering Construction Works,1005\5110287846,23 Jun 2023,"85,540.04",
TFL CORPORATE,EPIQ EUROPE LTD,Management & Support Consultancy,1001\5110287515,15 Jun 2023,"85,500.00",
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Management & Support Consultancy,1001\5110277460,01 Jun 2023,"85,169.38",
TFL CORPORATE,INTEROUTE NETWORK LTD ,Telephony Fixed,1001\5110277944,06 Jun 2023,"85,110.00",
SURFACE TRANSPORT CORP,ESRI (UK) LIMITED,Software Maintenance,1002\5110283296,21 Jun 2023,"85,000.00",
SURFACE TRANSPORT CORP,MEDIAEDGE,Advertising,1002\5110276879,06 Jun 2023,"84,511.54",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Vehicle Repairs & Maintenance,1020\5110284991,14 Jun 2023,"84,372.37",
TRANSPORT TRADING LTD,CAPITA BUSINESS SERVICES LTD,Manage IT Services,1004\5110275763,14 Jun 2023,"84,253.68",
LUL NOMINEE SSL LIMITED,NETWORK RAIL INFRASTRUCTURE,Civil Engineering Construction Works,1031\5110280462,22 Jun 2023,"83,840.87",
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900048965,09 Jun 2023,"83,679.66",
TRANSPORT TRADING LTD,DAISY CORPORATE SERVICES TRADINGLTD,Telephony Fixed,1004\5110276079,14 Jun 2023,"83,619.45",
SURFACE TRANSPORT CORP,PROBRAND LTD,Computer Hardware,1002\5110274292,13 Jun 2023,"83,539.22",
LONDON UNDERGROUND LTD,TPS LTD,Signalling Systems,1005\5110287152,14 Jun 2023,"83,260.00",
RFL (IINFRASTRUCTURE) LTD,MORSON HUMAN RESOURCES LTD,Staff Training,1025\5110272124,07 Jun 2023,"83,131.96",
