Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  6,,,,,,
Start Date:  20 August 2023,,,,,,
End Date: 16 September 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183006,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183008,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183019,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183029,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183080,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183128,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183129,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183132,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183135,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183210,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183213,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183227,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183237,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183239,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183242,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183321,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183323,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183378,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183422,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183424,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183440,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183481,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183483,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183485,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183487,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183489,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183491,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183493,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183495,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183497,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183498,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183500,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183561,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183565,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183598,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183599,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183601,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183605,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183714,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183763,23 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183865,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183872,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183885,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183916,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184016,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184018,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184019,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184021,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184022,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184023,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184028,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184029,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184061,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184071,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184075,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184211,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184214,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184215,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184216,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184276,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184290,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184295,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184301,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184308,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184309,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184417,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184445,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184454,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184492,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184493,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184494,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184495,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184496,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184497,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184499,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184520,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184538,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184542,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184560,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184578,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184581,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184587,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184591,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184592,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184610,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184612,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184801,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184802,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184841,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184843,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184847,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184849,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184850,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184859,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184864,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184881,30 Aug 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185066,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185068,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185069,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185100,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185112,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185115,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185119,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185120,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185126,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185139,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185140,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185141,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185142,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185150,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185151,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185155,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185161,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185164,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185167,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185248,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185316,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185332,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185354,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185447,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185449,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185453,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185454,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185460,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185476,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185478,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185480,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185484,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185498,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185534,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185541,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185563,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185567,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185580,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185613,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185615,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185617,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185621,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185635,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185670,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185732,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185733,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185737,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185739,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185740,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185758,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185759,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185768,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185770,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185772,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185775,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185900,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185915,06 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186121,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186122,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186123,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186124,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186149,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186150,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186152,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186162,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186176,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186186,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186229,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186232,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186233,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186234,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186235,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186236,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186237,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186238,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186239,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186289,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186290,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186295,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186296,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186298,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186299,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186426,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186428,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186493,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186498,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186502,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186504,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186510,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186560,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186573,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186637,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186638,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186729,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186730,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186792,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186793,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186805,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186809,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186825,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186853,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186923,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186933,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186934,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186937,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187008,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187022,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187047,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187088,13 Sep 2023,"2,313.50",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184830,30 Aug 2023,"2,313.30",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182790,23 Aug 2023,"2,311.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183933,30 Aug 2023,"2,311.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184171,30 Aug 2023,"2,311.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186398,13 Sep 2023,"2,311.80",
TRANSPORT TRADING LTD,One Time Supplier - Fares11011975002024,Fares Refund Control  (TTL Only),1004/1101197500,14 Sep 2023,"2,311.60",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900267310,13 Sep 2023,"2,310.85",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182795,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182796,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182827,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182828,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182884,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182885,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182891,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182892,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182893,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182895,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182898,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182899,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182910,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182913,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182914,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182915,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182918,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182923,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182924,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182932,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182938,23 Aug 2023,"2,310.80",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900182944,23 Aug 2023,"2,310.80",
