Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   1,,,,,,
Start Date:  1 April 2023,,,,,,
End Date:   29 April 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900257065,12-Apr-23,"2,272.70",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900257799,19-Apr-23,"2,272.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163026,26-Apr-23,"2,272.63",
LUL NOMINEE SSL LIMITED,KINGSBEECH LTD,Stock of Fleet,1031\5110263716,27-Apr-23,"2,271.36",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162352,19-Apr-23,"2,270.08",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163122,26-Apr-23,"2,270.08",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163364,26-Apr-23,"2,270.08",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159198,05-Apr-23,"2,266.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160351,12-Apr-23,"2,266.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160413,12-Apr-23,"2,266.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159090,05-Apr-23,"2,265.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161093,12-Apr-23,"2,265.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162416,19-Apr-23,"2,265.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900158969,05-Apr-23,"2,262.65",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159575,05-Apr-23,"2,262.65",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160269,12-Apr-23,"2,262.65",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160394,12-Apr-23,"2,262.65",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161307,12-Apr-23,"2,262.65",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161683,19-Apr-23,"2,262.65",
TFL CORPORATE,JACOBS ENGINEERING UK LTD,Transport Planning Consultancy & Services,1001\5110240581,05-Apr-23,"2,262.50",
LONDON UNDERGROUND LTD,TRAD SCAFFOLDING CO LTD,Track General Maintenance,1005\5110239637,06-Apr-23,"2,260.43",
LONDON UNDERGROUND LTD,COMPUTACENTER PLC,Furniture & Equipment,1005\5110251675,26-Apr-23,"2,260.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162046,19-Apr-23,"2,257.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162367,19-Apr-23,"2,257.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162657,26-Apr-23,"2,257.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162761,26-Apr-23,"2,257.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162926,26-Apr-23,"2,257.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163328,26-Apr-23,"2,257.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900158965,05-Apr-23,"2,256.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159407,05-Apr-23,"2,256.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160989,12-Apr-23,"2,256.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160993,12-Apr-23,"2,256.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161878,19-Apr-23,"2,256.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162137,19-Apr-23,"2,256.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159147,05-Apr-23,"2,256.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160296,12-Apr-23,"2,256.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160416,12-Apr-23,"2,256.50",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900256672,05-Apr-23,"2,254.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900257238,12-Apr-23,"2,254.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900257492,19-Apr-23,"2,254.00",
LONDON UNDERGROUND LTD,PABLON TOOLS LTD,Lift Maintenance,1005\5110263310,26-Apr-23,"2,253.45",
TTL PROPERTIES LTD,VGL,Planning & Development Consultancy,1040\5110258554,18-Apr-23,"2,253.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF ISLINGTON,Rates,1004\1901693379,21-Apr-23,"2,252.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900257336,12-Apr-23,"2,252.74",
SURFACE TRANSPORT CORP,AGENTIS WORKWEAR LTD,Uniforms,1002\5110246275,03-Apr-23,"2,251.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159405,05-Apr-23,"2,250.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161284,12-Apr-23,"2,250.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162135,19-Apr-23,"2,250.80",
LONDON UNDERGROUND LTD,BROOKVEX IMS LTD,Plant & Equipment Purchases,1005\5110258576,18-Apr-23,"2,250.10",
TTL PROPERTIES LTD,EXTENDED STUDIO,Building Maintenance & Repairs,1040\5110261751,25-Apr-23,"2,250.00",
TFL CORPORATE,FRASER MUGGERIDGE STUDIO,Art And Poetry Installations And Programmes,1001\5110258261,13-Apr-23,"2,250.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110241558,24-Apr-23,"2,250.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110250298,24-Apr-23,"2,250.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110263231,27-Apr-23,"2,250.00",
LONDON UNDERGROUND LTD,G K ENGINEERING SERVICES,Stock of Fleet,1005\5110258127,26-Apr-23,"2,250.00",
LONDON UNDERGROUND LTD,BTS LTD.,Electrical Equipment Maintenance,1005\5110261483,24-Apr-23,"2,248.00",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110238825,26-Apr-23,"2,248.00",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110238835,26-Apr-23,"2,248.00",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110238847,26-Apr-23,"2,248.00",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110249060,26-Apr-23,"2,248.00",
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Stock of Fleet,1031\5110238527,11-Apr-23,"2,248.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159498,05-Apr-23,"2,246.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161199,12-Apr-23,"2,246.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161980,19-Apr-23,"2,246.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162449,19-Apr-23,"2,246.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160185,12-Apr-23,"2,244.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160187,12-Apr-23,"2,244.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162474,19-Apr-23,"2,244.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163257,26-Apr-23,"2,243.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163361,26-Apr-23,"2,243.20",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900257760,19-Apr-23,"2,242.68",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258116,26-Apr-23,"2,242.68",
LONDON UNDERGROUND LTD,LTG RAIL,Fleet,1005\5110242668,20-Apr-23,"2,242.65",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159788,05-Apr-23,"2,242.55",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160874,12-Apr-23,"2,242.55",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162102,19-Apr-23,"2,242.55",
TTL PROPERTIES LTD,ARRIVA RAIL LONDON LTD,Civil Engineering Construction Works,1040\5110258073,26-Apr-23,"2,241.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159066,05-Apr-23,"2,241.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159931,05-Apr-23,"2,241.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162163,19-Apr-23,"2,241.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162311,19-Apr-23,"2,241.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162886,26-Apr-23,"2,241.40",
LONDON TRANSPORT MUSEUM,TELENT TECHNOLOGY SERVICES LTD,Security Services (Guards),1011\5110243465,19-Apr-23,"2,241.15",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900257132,12-Apr-23,"2,240.92",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159218,05-Apr-23,"2,240.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159222,05-Apr-23,"2,240.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160635,12-Apr-23,"2,240.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161313,12-Apr-23,"2,240.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161753,19-Apr-23,"2,240.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161754,19-Apr-23,"2,240.80",
RAIL FOR LONDON LIMITED,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1020\1900007828,05-Apr-23,"2,240.80",
RAIL FOR LONDON LIMITED,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1020\1900007847,12-Apr-23,"2,240.80",
RAIL FOR LONDON LIMITED,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1020\1900007876,19-Apr-23,"2,240.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159497,05-Apr-23,"2,239.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160460,12-Apr-23,"2,239.70",
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Fleet,1005\5110243509,19-Apr-23,"2,239.66",
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Signalling Systems,1005\5110234455,03-Apr-23,"2,239.66",
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Signalling Systems,1005\5110234462,03-Apr-23,"2,239.66",
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Signalling Systems,1005\5110234463,03-Apr-23,"2,239.66",
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Signalling Systems,1005\5110260116,18-Apr-23,"2,239.66",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159506,05-Apr-23,"2,237.95",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160852,12-Apr-23,"2,237.95",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162034,19-Apr-23,"2,237.95",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159009,05-Apr-23,"2,237.94",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162028,19-Apr-23,"2,237.94",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159158,05-Apr-23,"2,235.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160039,05-Apr-23,"2,235.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160469,12-Apr-23,"2,235.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161044,12-Apr-23,"2,235.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161818,19-Apr-23,"2,235.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162155,19-Apr-23,"2,235.70",
RFL (IINFRASTRUCTURE) LTD,RJC (UK) LTD,Building Maintenance & Repairs,1025\5110241808,17-Apr-23,"2,235.36",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101156757,26-Apr-23,"2,235.00",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110261276,24-Apr-23,"2,234.25",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159988,05-Apr-23,"2,233.88",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161204,12-Apr-23,"2,233.88",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161778,19-Apr-23,"2,233.88",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162306,19-Apr-23,"2,232.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162308,19-Apr-23,"2,232.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162310,19-Apr-23,"2,232.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162470,19-Apr-23,"2,232.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162771,26-Apr-23,"2,232.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162825,26-Apr-23,"2,232.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162975,26-Apr-23,"2,232.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163010,26-Apr-23,"2,232.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163157,26-Apr-23,"2,232.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163393,26-Apr-23,"2,232.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163407,26-Apr-23,"2,232.64",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Software Maintenance,1001\5110243765,19-Apr-23,"2,232.40",
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110247305,26-Apr-23,"2,230.20",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004464,05-Apr-23,"2,229.30",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004517,12-Apr-23,"2,229.30",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004581,19-Apr-23,"2,229.30",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159725,05-Apr-23,"2,229.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161121,12-Apr-23,"2,229.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162178,19-Apr-23,"2,229.00",
LONDON RIVER SERVICES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1007\1900004299,12-Apr-23,"2,228.81",
RFL (IINFRASTRUCTURE) LTD,HAYLEY GROUP PLC,Civil Engineering Construction Works,1025\5110189865,26-Apr-23,"2,228.64",
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005\5110247640,26-Apr-23,"2,227.80",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004456,05-Apr-23,"2,227.40",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004521,12-Apr-23,"2,227.40",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004582,19-Apr-23,"2,227.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160163,12-Apr-23,"2,226.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160197,12-Apr-23,"2,226.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160956,12-Apr-23,"2,226.00",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004455,05-Apr-23,"2,222.30",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004520,12-Apr-23,"2,222.30",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004593,19-Apr-23,"2,222.30",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004633,26-Apr-23,"2,222.30",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159949,05-Apr-23,"2,222.20",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900074680,05-Apr-23,"2,222.00",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900074753,12-Apr-23,"2,222.00",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900074762,12-Apr-23,"2,222.00",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900074800,19-Apr-23,"2,222.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258247,26-Apr-23,"2,222.00",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101154278,18-Apr-23,"2,221.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159775,05-Apr-23,"2,221.49",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160160,12-Apr-23,"2,221.49",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162884,26-Apr-23,"2,221.49",
SURFACE TRANSPORT CORP,BEN JAFFEY QC,Legal Fees,1002\1900074938,28-Apr-23,"2,220.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159018,05-Apr-23,"2,219.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160379,12-Apr-23,"2,219.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162213,19-Apr-23,"2,219.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258118,26-Apr-23,"2,219.80",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900258263,26-Apr-23,"2,219.80",
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001\5110253766,26-Apr-23,"2,219.10",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159820,05-Apr-23,"2,218.30",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161028,12-Apr-23,"2,218.30",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162268,19-Apr-23,"2,218.30",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159662,05-Apr-23,"2,218.25",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160642,12-Apr-23,"2,218.25",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161659,19-Apr-23,"2,218.25",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900158960,05-Apr-23,"2,217.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159239,05-Apr-23,"2,217.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160732,12-Apr-23,"2,217.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160797,12-Apr-23,"2,217.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161290,12-Apr-23,"2,217.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161315,12-Apr-23,"2,217.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162060,19-Apr-23,"2,217.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162127,19-Apr-23,"2,217.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162459,19-Apr-23,"2,217.85",
TRANSPORT TRADING LTD,LONDON BOROUGH OF REDBRIDGE,Rates,1004\1901692610,20-Apr-23,"2,217.10",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900158952,05-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900158953,05-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900158967,05-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159128,05-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159259,05-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159276,05-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159464,05-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159579,05-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159596,05-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159835,05-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160225,12-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160270,12-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160280,12-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160737,12-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160760,12-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160803,12-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160823,12-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160987,12-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161540,19-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161564,19-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161663,19-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161732,19-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161733,19-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161951,19-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162091,19-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162204,19-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162249,19-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162263,19-Apr-23,"2,215.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159360,05-Apr-23,"2,213.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160206,12-Apr-23,"2,213.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160934,12-Apr-23,"2,213.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159254,05-Apr-23,"2,212.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159862,05-Apr-23,"2,212.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160193,12-Apr-23,"2,212.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900160728,12-Apr-23,"2,212.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162048,19-Apr-23,"2,212.75",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Fleet,1005\5110244027,19-Apr-23,"2,212.60",
