Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  5,,,,,,
Start Date:  23 July 2023,,,,,,
End Date: 19 August 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900178795,26 Jul 2023,510.41,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900179311,02 Aug 2023,510.41,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900181223,09 Aug 2023,510.41,
LUL NOMINEE SSL LIMITED,SULZER SERVICES (UK) LIMITED,Stock of Fleet,1031/5110304623,16 Aug 2023,510.00,
LONDON UNDERGROUND LTD,PRV ENGINEERING LTD,Stock of Fleet,1005/5110314666,15 Aug 2023,510.00,
SURFACE TRANSPORT CORP,Newsquest Media Group Ltd,Statutory Ads Notices Communications & Consultatio,1002/5110294228,25 Jul 2023,510.00,
SURFACE TRANSPORT CORP,Newsquest Media Group Ltd,Statutory Ads Notices Communications & Consultatio,1002/5110297096,26 Jul 2023,510.00,
SURFACE TRANSPORT CORP,Newsquest Media Group Ltd,Statutory Ads Notices Communications & Consultatio,1002/5110298909,02 Aug 2023,510.00,
SURFACE TRANSPORT CORP,Newsquest Media Group Ltd,Statutory Ads Notices Communications & Consultatio,1002/5110301868,09 Aug 2023,510.00,
LONDON UNDERGROUND LTD,Motivair Compressors Ltd,Equipment Repairs & Maintenance,1005/5110303840,26 Jul 2023,510.00,
RFL (IINFRASTRUCTURE) LTD,Howard Bros Camberwell LTD,Security Services (Guards),1025/5110316327,18 Aug 2023,509.99,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018270,02 Aug 2023,509.94,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306805,08 Aug 2023,509.78,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266274,17 Aug 2023,508.30,
TRANSPORT TRADING LTD,CITY OF LONDON ,Rates,1004/1901696313,01 Aug 2023,508.28,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Stock of Fleet,1005/5110313457,09 Aug 2023,508.02,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696452,16 Aug 2023,507.78,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110304735,08 Aug 2023,507.62,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110304935,08 Aug 2023,506.54,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Stock of Fleet,1005/5110306626,26 Jul 2023,505.92,
TRANSPORT TRADING LTD,One Time Supplier - Fares11011864432024,Fares Refund Control  (TTL Only),1004/1101186443,02 Aug 2023,505.60,
LT MUSEUM TRADING LTD,Impact China Limited,LTM Purchase of Gifts for Resale,1024/1900023436,16 Aug 2023,505.44,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266262,17 Aug 2023,505.32,
LUL NOMINEE BCV LIMITED,KPK (SHEET METAL) LTD,Track General Maintenance,1033/5110298915,02 Aug 2023,505.00,
RAIL FOR LONDON LIMITED,BANNER GROUP LIMITED,Caterers Service Charges,1020/5110304558,16 Aug 2023,504.59,
LONDON UNDERGROUND LTD,ACL Hire Limited,Vehicle Operating Leases,1005/5110295217,11 Aug 2023,504.30,
LONDON UNDERGROUND LTD,ACL Hire Limited,Vehicle Operating Leases,1005/5110295333,16 Aug 2023,504.30,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Fleet,1005/5110313461,09 Aug 2023,504.00,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Fleet,1005/5110313465,09 Aug 2023,504.00,
LONDON UNDERGROUND LTD,FIREBLITZ EXTINGUISHER LTD,Fleet,1005/5110305694,16 Aug 2023,504.00,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110289506,09 Aug 2023,503.40,
TRANSPORT TRADING LTD,DeepStore Limited,Document Archive & Storage,1004/5110312249,07 Aug 2023,503.29,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110304861,08 Aug 2023,501.53,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110303942,16 Aug 2023,501.52,
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Maintenance Materials,1006/5110303730,24 Jul 2023,501.31,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306841,08 Aug 2023,501.06,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306862,08 Aug 2023,501.06,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695733,26 Jul 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695760,26 Jul 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695772,26 Jul 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695808,26 Jul 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695903,02 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695910,02 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695916,02 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695953,02 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695958,02 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695968,02 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695983,02 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696175,09 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696194,09 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696224,09 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696242,09 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696422,16 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696432,16 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696449,16 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696465,16 Aug 2023,500.78,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696497,16 Aug 2023,500.78,
LONDON UNDERGROUND LTD,KINGSBEECH LTD,Lift Maintenance,1005/5110312917,11 Aug 2023,500.50,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900059682,18 Aug 2023,500.00,
TFL CORPORATE,Inclusion London,Event Management Fee,1001/5110313593,09 Aug 2023,500.00,
TFL CORPORATE,REDACTED,Marketing Exhibitions & Events,1001/1900183835,17 Aug 2023,500.00,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900059183,27 Jul 2023,500.00,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900059356,02 Aug 2023,500.00,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306110,08 Aug 2023,500.00,
TFL CORPORATE,Future Nature Consulting Ltd,Management & Support Consultancy,1001/5110305637,18 Aug 2023,500.00,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900059355,02 Aug 2023,500.00,
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Stock of Fleet,1031/5110297540,25 Jul 2023,500.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110303952,16 Aug 2023,499.84,
LONDON UNDERGROUND LTD,Whitmore Europe Limited,Track General Maintenance,1005/5110308826,31 Jul 2023,499.53,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Uniforms,1005/5110310998,03 Aug 2023,499.12,
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Stock of Fleet,1005/5110301997,09 Aug 2023,499.00,
LONDON UNDERGROUND LTD,Hiremech Limited,Equipment Repairs & Maintenance,1005/5110310972,07 Aug 2023,498.33,
TRANSPORT TRADING LTD,One Time Supplier - Fares11011877692024,Fares Refund Control  (TTL Only),1004/1101187769,08 Aug 2023,498.10,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110308483,31 Jul 2023,497.98,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306849,08 Aug 2023,497.16,
LONDON UNDERGROUND LTD,AQ Magnit AD,Stock of Fleet,1005/5110300141,16 Aug 2023,496.71,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266289,17 Aug 2023,496.40,
TRANSPORT TRADING LTD,Equans Services Limited,Fire and Safety Equipment,1004/5110304974,15 Aug 2023,496.08,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901695936,02 Aug 2023,495.95,
LUL NOMINEE SSL LIMITED,WORLDMARK,Stock of Fleet,1031/5110303382,14 Aug 2023,495.00,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Traffic Signals,1002/5110298846,26 Jul 2023,493.80,
LUL NOMINEE BCV LIMITED,C E F,Building Maintenance & Repairs,1033/5110302478,09 Aug 2023,492.80,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110298073,02 Aug 2023,492.37,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110295825,26 Jul 2023,492.30,
LONDON UNDERGROUND LTD,BROWNINGS ELECTRIC CO LTD,Escalators,1005/5110313063,08 Aug 2023,492.00,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110304885,08 Aug 2023,491.98,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306867,08 Aug 2023,491.98,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265332,16 Aug 2023,491.81,
LUL NOMINEE SSL LIMITED,COMECH METROLOGY,Plant & Equipment Purchases,1031/5110304687,24 Jul 2023,491.69,
LONDON UNDERGROUND LTD,C E F,Street Lighting,1005/5110309891,16 Aug 2023,490.10,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110302473,09 Aug 2023,490.06,
LONDON UNDERGROUND LTD,TRANSPORT CARRIER SERVICE,Maintenance Materials,1005/5110302571,26 Jul 2023,490.00,
TRANSPORT TRADING LTD,ENVIRONMENTAL SCIENTIFICS GROUP LTD,Building Maintenance & Repairs,1004/5110305898,16 Aug 2023,490.00,
TRANSPORT TRADING LTD,ENVIRONMENTAL SCIENTIFICS GROUP LTD,Building Maintenance & Repairs,1004/5110305901,16 Aug 2023,490.00,
LONDON UNDERGROUND LTD,B Hepworth & Co Ltd,Stock of Fleet,1005/5110264088,28 Jul 2023,490.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1005/5110303099,14 Aug 2023,489.98,
LONDON UNDERGROUND LTD,Hughes Pumps Limited,Plant & Equipment Purchases,1005/5110312877,08 Aug 2023,489.88,
TFL CORPORATE,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1001/1900178077,08 Aug 2023,489.67,
TFL CORPORATE,BT SERVICE AGILITY,Telephony Fixed,1001/1900180435,31 Jul 2023,489.57,
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAVERING,Rates,1004/1901696342,01 Aug 2023,489.38,
TRANSPORT TRADING LTD,RAPID RESULTS COLLEGE LTD,Staff Training,1004/5110305933,16 Aug 2023,489.20,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266260,17 Aug 2023,489.18,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266271,17 Aug 2023,489.18,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266235,17 Aug 2023,488.86,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306858,08 Aug 2023,488.82,
LONDON UNDERGROUND LTD,BTROS Electronics UK,Fleet,1005/5110315324,14 Aug 2023,488.62,
RFL (IINFRASTRUCTURE) LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1025/5110305155,16 Aug 2023,488.60,
LONDON UNDERGROUND LTD,SABRE RAIL SERVICES LTD,Vehicle Repairs & Maintenance,1005/5110293654,24 Jul 2023,488.50,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266278,17 Aug 2023,488.42,
TFL CORPORATE,GT GetTaxi (UK) Ltd,Event Management Fee,1001/5110310009,04 Aug 2023,488.35,
LT MUSEUM TRADING LTD,Spike Leisurewear,LTM Purchase of Clothing & Accessories - Children,1024/1900023415,16 Aug 2023,488.00,
LONDON UNDERGROUND LTD,RS Components Ltd,Fleet,1005/5110302397,14 Aug 2023,487.71,
TFL CORPORATE,Orion Access Equipment Limited,Staff Training,1001/5110310351,02 Aug 2023,487.50,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005/1900263821,31 Jul 2023,486.90,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266247,17 Aug 2023,486.78,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110311117,08 Aug 2023,486.00,
LUL NOMINEE SSL LIMITED,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1031/5110310506,07 Aug 2023,486.00,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306820,08 Aug 2023,485.99,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001/5110294636,26 Jul 2023,485.69,
LONDON UNDERGROUND LTD,City Sprint UK Ltd,Couriers,1005/1900262575,27 Jul 2023,485.00,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110304579,15 Aug 2023,484.92,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110304580,15 Aug 2023,484.92,
TFL CORPORATE,Corporate Document Services Ltd,Advertising,1001/5110311615,04 Aug 2023,484.38,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110299159,04 Aug 2023,484.02,
RFL (IINFRASTRUCTURE) LTD,HAYLEY GROUP PLC,Protective Clothing,1025/5110179676,28 Jul 2023,484.00,
RFL (IINFRASTRUCTURE) LTD,HAYLEY GROUP PLC,Protective Clothing,1025/5110180965,28 Jul 2023,484.00,
SURFACE TRANSPORT CORP,Corporate Document Services Ltd,Advertising,1002/5110311553,04 Aug 2023,483.99,
LONDON UNDERGROUND LTD,RS Components Ltd,Vehicle Repairs & Maintenance,1005/5110298644,02 Aug 2023,483.44,
TTL PROPERTIES LTD,Corona Energy Retail 4 Ltd,Electricity,1040/1900002664,16 Aug 2023,482.48,
TTL PROPERTIES LTD,Corona Energy Retail 4 Ltd,Electricity,1040/1900005955,17 Aug 2023,482.48,
TRANSPORT TRADING LTD,WJB Services Limited,Office Accommodation Moves,1004/5110307041,26 Jul 2023,482.10,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266258,17 Aug 2023,481.88,
TRANSPORT TRADING LTD,One Time Supplier - Fares11011881062024,Fares Refund Control  (TTL Only),1004/1101188106,09 Aug 2023,481.80,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Maintenance Materials,1005/5110314750,11 Aug 2023,481.68,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Maintenance Materials,1005/5110312229,07 Aug 2023,481.44,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005/5110301537,09 Aug 2023,481.29,
LONDON UNDERGROUND LTD,SABRE RAIL SERVICES LTD,Vehicle Repairs & Maintenance,1005/5110293661,24 Jul 2023,480.78,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110294488,24 Jul 2023,480.48,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306108,08 Aug 2023,480.33,
LUL NOMINEE BCV LIMITED,C E F,Vehicle Repairs & Maintenance,1033/5110295197,26 Jul 2023,480.10,
SURFACE TRANSPORT CORP,Newsquest Media Group Ltd,Statutory Ads Notices Communications & Consultatio,1002/5110297099,26 Jul 2023,480.00,
SURFACE TRANSPORT CORP,Newsquest Media Group Ltd,Statutory Ads Notices Communications & Consultatio,1002/5110304890,15 Aug 2023,480.00,
SURFACE TRANSPORT CORP,Camden New Journal,PR Cost Product Cost & PR Fees,1002/5110309542,02 Aug 2023,480.00,
LONDON UNDERGROUND LTD,BROWNINGS ELECTRIC CO LTD,Maintenance Materials,1005/5110313060,08 Aug 2023,480.00,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110308497,31 Jul 2023,479.46,
LUL NOMINEE SSL LIMITED,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1031/5110304419,26 Jul 2023,478.91,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110295907,26 Jul 2023,478.54,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110294119,24 Jul 2023,477.66,
LT MUSEUM TRADING LTD,H P Gibson & Sons Ltd,LTM Purchase of Toys for Resale,1024/1900023449,08 Aug 2023,477.36,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266255,17 Aug 2023,477.36,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696501,16 Aug 2023,477.11,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018242,26 Jul 2023,477.11,
DIAL A RIDE,Reed Specialist Recruitment Ltd,Agency Staff,1010/1900013614,16 Aug 2023,477.04,
DOCKLANDS LIGHT RAILWAY,Universal Piling & Construction Ltd,Professional Engineering Services,1012/5110316418,16 Aug 2023,477.00,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005/5110298563,02 Aug 2023,477.00,
LONDON UNDERGROUND LTD,Hiremech Limited,Electrical Equipment Maintenance,1005/5110310500,11 Aug 2023,476.67,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110303533,15 Aug 2023,476.40,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Other Spares,1005/5110295185,08 Aug 2023,476.25,
LONDON UNDERGROUND LTD,SOUTH EAST SUPPLIES LTD,Fleet,1005/5110315414,16 Aug 2023,476.17,
DIAL A RIDE,Aquahire Ltd,Building Maintenance & Repairs,1010/5110308055,02 Aug 2023,475.00,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306744,08 Aug 2023,474.29,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110295284,26 Jul 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110295292,26 Jul 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110295296,26 Jul 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110295298,26 Jul 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110298822,02 Aug 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110298879,02 Aug 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110298880,02 Aug 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110298881,02 Aug 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110302003,09 Aug 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110302007,09 Aug 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110302010,09 Aug 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110302034,09 Aug 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110304985,16 Aug 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110304994,16 Aug 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110305004,16 Aug 2023,474.07,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110305008,16 Aug 2023,474.07,
TFL CORPORATE,THE ARBORICULTURAL ASSOCI,Staff Training,1001/3000046802,11 Aug 2023,474.00,8398
LUL NOMINEE SSL LIMITED,RS Components Ltd,Stock of Fleet,1031/5110295978,31 Jul 2023,474.00,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306941,08 Aug 2023,473.87,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266251,17 Aug 2023,473.38,
TRANSPORT TRADING LTD,One Time Supplier - Fares11011900342024,Fares Refund Control  (TTL Only),1004/1101190034,17 Aug 2023,473.20,
TRANSPORT TRADING LTD,One Time Supplier - Fares11011868642024,Fares Refund Control  (TTL Only),1004/1101186864,04 Aug 2023,472.95,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Fleet,1005/5110300671,08 Aug 2023,472.92,
LONDON UNDERGROUND LTD,RS Components Ltd,Furniture & Equipment,1005/5110292377,24 Jul 2023,472.81,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Stock of Fleet,1005/5110317789,18 Aug 2023,472.40,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110304800,08 Aug 2023,472.38,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306660,08 Aug 2023,472.38,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306672,08 Aug 2023,472.38,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306676,08 Aug 2023,472.38,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306803,08 Aug 2023,472.38,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Signalling Systems,1005/5110295021,26 Jul 2023,471.72,
DIAL A RIDE,Reed Specialist Recruitment Ltd,Agency Staff,1010/1900013521,26 Jul 2023,471.42,
DIAL A RIDE,Reed Specialist Recruitment Ltd,Agency Staff,1010/1900013625,16 Aug 2023,471.42,
LONDON BUS SERVICES LTD,Telent Technology Services Ltd,Maintenance of Plant & Equipment,1006/5110298206,02 Aug 2023,470.85,
RFL (IINFRASTRUCTURE) LTD,C E F,Vehicle Repairs & Maintenance,1025/5110303435,09 Aug 2023,470.20,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110305885,25 Jul 2023,470.00,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110306004,25 Jul 2023,470.00,
LT MUSEUM TRADING LTD,Harper Collins Publishers,Purchase of Books for Resale,1024/1900023387,02 Aug 2023,469.40,
LONDON TRANSPORT MUSEUM,PeopleScout Limited,Recruitment Expenses,1011/5110220978,26 Jul 2023,469.00,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266241,17 Aug 2023,468.90,
LONDON UNDERGROUND LTD,RS Components Ltd,Office Cleaning,1005/5110302383,14 Aug 2023,468.44,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900178521,26 Jul 2023,468.40,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900180565,09 Aug 2023,468.40,
LONDON RIVER SERVICES LTD,HAYLEY GROUP PLC,Franchise/Concession Fixed Fee,1007/5110306492,26 Jul 2023,467.92,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059034,02 Aug 2023,467.16,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059510,16 Aug 2023,467.16,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110313049,08 Aug 2023,467.10,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110304807,08 Aug 2023,466.51,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110306650,08 Aug 2023,466.51,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Pumps & Drainage,1005/5110302523,16 Aug 2023,466.00,
LONDON UNDERGROUND LTD,Computacenter Plc,Computer Hardware,1005/5110293419,24 Jul 2023,465.46,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018365,16 Aug 2023,465.29,
TFL CORPORATE,SCCS Survey Equipment Ltd,Plant & Equipment Purchases,1001/5110314088,10 Aug 2023,465.00,
TFL CORPORATE,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1001/1900178068,08 Aug 2023,464.78,
LT MUSEUM TRADING LTD,Artisan People,Agency Staff,1024/5110312129,07 Aug 2023,463.94,
TRANSPORT TRADING LTD,One Time Supplier - Fares11011873942024,Fares Refund Control  (TTL Only),1004/1101187394,07 Aug 2023,463.85,
LONDON UNDERGROUND LTD,Edenbeck,Non Recyclable Waste Disposal/Refuse Collection,1005/5110315153,15 Aug 2023,463.84,
LONDON TRANSPORT MUSEUM,Hiremech Limited,Building Maintenance & Repairs,1011/5110310511,07 Aug 2023,463.66,
LONDON UNDERGROUND LTD,PORTAKABIN LTD,Maintenance Materials,1005/5110294833,27 Jul 2023,463.64,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059445,16 Aug 2023,463.62,
TRANSPORT TRADING LTD,One Time Supplier - Fares11011883892024,Fares Refund Control  (TTL Only),1004/1101188389,10 Aug 2023,463.40,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265563,16 Aug 2023,463.38,
