Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  11,,,,,,,,,
Start Date: 07/01/2024,,,,,,,,,
End Date: 03/02/2024,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207139,24-Jan-24,"2,120.32",,,,
TTL PROPERTIES LTD,Ryder Architecture,Building Maintenance & Repairs,1040/5110382422,26-Jan-24,"2,120.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206888,24-Jan-24,"2,119.80",,,,
LUL NOMINEE BCV LIMITED,KPK (SHEET METAL) LTD,Track General Maintenance,1033/5110378544,10-Jan-24,"2,119.00",,,,
LONDON BUS SERVICES LTD,VIX ACIS LIMITED,Computer Software,1006/5110387606,31-Jan-24,"2,118.79",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207566,24-Jan-24,"2,117.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207261,24-Jan-24,"2,117.60",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207200,24-Jan-24,"2,117.60",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207269,24-Jan-24,"2,117.60",,,,
TTL PROPERTIES LTD,PayByPhone Limited,Property Management Fees,1040/5110387199,09-Jan-24,"2,117.00",,,,
LUL NOMINEE SSL LIMITED,GBM Services Limited,Office Cleaning,1031/5110383461,08-Jan-24,"2,116.97",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207510,24-Jan-24,"2,116.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207465,24-Jan-24,"2,116.72",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207278,24-Jan-24,"2,116.24",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206732,17-Jan-24,"2,116.16",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207327,24-Jan-24,"2,116.16",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207026,24-Jan-24,"2,115.76",,,,
LUL NOMINEE SSL LIMITED,GT ENGINEERING (MARKYATE) LTD,Stock of Fleet,1031/5110311489,26-Jan-24,"2,115.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207497,24-Jan-24,"2,114.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207343,24-Jan-24,"2,114.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207228,24-Jan-24,"2,114.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207570,24-Jan-24,"2,113.68",,,,
RAIL FOR LONDON LIMITED,Total Gas & Power Ltd,Gas,1020/5110342281,15-Jan-24,"2,112.23",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207770,24-Jan-24,"2,111.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207296,24-Jan-24,"2,111.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207769,24-Jan-24,"2,111.36",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206992,24-Jan-24,"2,111.36",,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077821,24-Jan-24,"2,111.36",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207235,24-Jan-24,"2,110.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207199,24-Jan-24,"2,110.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207234,24-Jan-24,"2,110.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207247,24-Jan-24,"2,110.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208518,31-Jan-24,"2,110.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208466,31-Jan-24,"2,110.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207723,24-Jan-24,"2,110.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207329,24-Jan-24,"2,110.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207243,24-Jan-24,"2,110.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207910,24-Jan-24,"2,110.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208934,31-Jan-24,"2,110.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207370,24-Jan-24,"2,110.84",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF TOWER HAMLETS,Rates,1004/1901700444,17-Jan-24,"2,110.42",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206714,17-Jan-24,"2,110.37",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209050,31-Jan-24,"2,110.37",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206967,24-Jan-24,"2,109.56",,,,
TTL PROPERTIES LTD,EDF Energy,Electricity,1040/1900007088,29-Jan-24,"2,109.47",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207351,24-Jan-24,"2,108.56",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207587,24-Jan-24,"2,108.56",,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008686,17-Jan-24,"2,107.72",,,,
TRANSPORT TRADING LTD,CITY OF LONDON ,Rates,1004/1901700617,22-Jan-24,"2,107.56",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207285,24-Jan-24,"2,107.28",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208949,31-Jan-24,"2,106.30",,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110386744,11-Jan-24,"2,106.05",,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110386749,11-Jan-24,"2,106.05",,,,
LONDON UNDERGROUND LTD,C E F,Signalling Systems,1005/5110354017,09-Jan-24,"2,106.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206381,10-Jan-24,"2,105.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208091,31-Jan-24,"2,104.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206498,10-Jan-24,"2,104.30",,,,
SURFACE TRANSPORT CORP,Daisy Corporate Services TradingLtd,Telephony Fixed,1002/5110380340,10-Jan-24,"2,104.27",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208578,31-Jan-24,"2,103.98",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208869,31-Jan-24,"2,103.44",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207522,24-Jan-24,"2,102.64",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207518,24-Jan-24,"2,102.64",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900275330,24-Jan-24,"2,102.64",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206661,17-Jan-24,"2,101.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206662,17-Jan-24,"2,101.50",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276095,31-Jan-24,"2,100.86",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276049,31-Jan-24,"2,100.86",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276147,31-Jan-24,"2,100.86",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207177,24-Jan-24,"2,100.80",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276047,31-Jan-24,"2,100.69",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276096,31-Jan-24,"2,100.69",,,,
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110381117,16-Jan-24,"2,100.00",,,,
TFL CORPORATE,VCCP Group LLP,Advertising,1001/5110383368,17-Jan-24,"2,100.00",,,,
LONDON UNDERGROUND LTD,R&B Switchgear Services Ltd,Electrical Equipment Maintenance,1005/5110392307,19-Jan-24,"2,100.00",,,,
TFL CORPORATE,Insight Executive Group Limited,Management & Support Consultancy,1001/5110394756,29-Jan-24,"2,100.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208140,31-Jan-24,"2,098.70",,,,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Stock of Fleet,1005/5110382628,22-Jan-24,"2,098.64",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207331,24-Jan-24,"2,098.56",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207674,24-Jan-24,"2,098.56",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208023,31-Jan-24,"2,098.56",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206706,17-Jan-24,"2,097.64",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208347,31-Jan-24,"2,096.05",,,,
TFL CORPORATE,Wragge & Co,Legal Fees,1001/5110392057,23-Jan-24,"2,096.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900275954,31-Jan-24,"2,095.76",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900275490,24-Jan-24,"2,095.43",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207046,24-Jan-24,"2,095.28",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208819,31-Jan-24,"2,094.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209056,31-Jan-24,"2,094.73",,,,
LONDON UNDERGROUND LTD,LTG Rail Denmark ApS,Fleet,1005/5110395214,30-Jan-24,"2,091.83",,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012325762024,Fares Refund Control  (TTL Only),1004/1101232576,09-Jan-24,"2,091.40",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900275876,31-Jan-24,"2,090.95",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900275879,31-Jan-24,"2,090.95",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208799,31-Jan-24,"2,090.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206500,10-Jan-24,"2,090.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206554,10-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206470,10-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209082,31-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209047,31-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206465,10-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206547,10-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208767,31-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208737,31-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208620,31-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208493,31-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208147,31-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206432,10-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209067,31-Jan-24,"2,090.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208804,31-Jan-24,"2,090.00",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,Track General Maintenance,1005/5110380231,10-Jan-24,"2,089.43",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207779,24-Jan-24,"2,088.56",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208562,31-Jan-24,"2,088.56",,,,
RAIL FOR LONDON LIMITED,Wragge & Co,Legal Fees,1020/5110393345,24-Jan-24,"2,088.00",,,,
DIAL A RIDE,EDF Energy,Electricity,1010/1900014090,30-Jan-24,"2,087.56",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206798,17-Jan-24,"2,086.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206820,17-Jan-24,"2,086.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207974,31-Jan-24,"2,086.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207807,24-Jan-24,"2,086.08",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208237,31-Jan-24,"2,086.08",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209068,31-Jan-24,"2,086.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900275847,31-Jan-24,"2,085.06",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900275828,31-Jan-24,"2,085.06",,,,
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Equipment Hire & Rental,1020/5110395606,30-Jan-24,"2,084.64",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208889,31-Jan-24,"2,084.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206531,10-Jan-24,"2,084.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208999,31-Jan-24,"2,084.50",,,,
LUL NOMINEE SSL LIMITED,VIKING PRECISION ENGINEERS LTD,Stock of Fleet,1031/5110398134,01-Feb-24,"2,084.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900275813,31-Jan-24,"2,083.33",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206790,17-Jan-24,"2,083.02",,,,
TTL PROPERTIES LTD,SOCOTEC BUILDING CONTROL LTD,Building Maintenance & Repairs,1040/5110391158,19-Jan-24,"2,083.00",,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110392442,24-Jan-24,"2,082.97",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207434,24-Jan-24,"2,081.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207418,24-Jan-24,"2,081.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207186,24-Jan-24,"2,081.52",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208457,31-Jan-24,"2,081.47",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208686,31-Jan-24,"2,081.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206445,10-Jan-24,"2,081.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208509,31-Jan-24,"2,081.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206553,10-Jan-24,"2,081.45",,,,
TTL PROPERTIES LTD,Affinity Water Limited,Water,1040/1900007035,11-Jan-24,"2,079.47",,,,
LONDON UNDERGROUND LTD,Spinview UK Ltd,Computer Software,1005/5110387332,15-Jan-24,"2,079.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208459,31-Jan-24,"2,078.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207450,24-Jan-24,"2,077.98",,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012326282024,Fares Refund Control  (TTL Only),1004/1101232628,09-Jan-24,"2,076.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206414,10-Jan-24,"2,076.35",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110381994,17-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110376919,08-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110381992,17-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110376920,08-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110376922,08-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110376873,08-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110376921,08-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110381991,17-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110381923,17-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110376871,08-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110381918,17-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110381922,17-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110376872,08-Jan-24,"2,076.24",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110381990,17-Jan-24,"2,076.24",,,,
TRANSPORT TRADING LTD,Mono Europe Ltd,Building Maintenance & Repairs,1004/5110391590,23-Jan-24,"2,074.74",,,,
LONDON UNDERGROUND LTD,Econ Construction Ltd,Non Recyclable Waste Disposal/Refuse Collection,1005/5110391975,24-Jan-24,"2,074.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208615,31-Jan-24,"2,073.71",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208872,31-Jan-24,"2,073.04",,,,
LONDON UNDERGROUND LTD,Esspee Fabrications Ltd,Fleet,1005/5110391167,19-Jan-24,"2,072.00",,,,
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900005421,17-Jan-24,"2,071.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206566,10-Jan-24,"2,069.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207318,24-Jan-24,"2,069.85",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110383758,19-Jan-24,"2,069.00",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110383756,19-Jan-24,"2,069.00",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110383748,19-Jan-24,"2,069.00",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110383722,19-Jan-24,"2,069.00",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110383772,19-Jan-24,"2,069.00",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110383766,19-Jan-24,"2,069.00",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110383745,19-Jan-24,"2,069.00",,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110383735,19-Jan-24,"2,069.00",,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008702,24-Jan-24,"2,068.00",,,,
DIAL A RIDE,EDF Energy,Electricity,1010/1900014088,30-Jan-24,"2,064.47",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206786,17-Jan-24,"2,064.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206779,17-Jan-24,"2,064.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208043,31-Jan-24,"2,064.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207108,24-Jan-24,"2,064.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207684,24-Jan-24,"2,062.92",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206938,24-Jan-24,"2,062.60",,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008721,31-Jan-24,"2,062.50",,,,
TFL CORPORATE,Xanta Limited,Management & Support Consultancy,1001/5110393840,02-Feb-24,"2,062.50",,,,
TRANSPORT TRADING LTD,City Cruises Ltd,Gross Sales Clearance,1004/1901700775,01-Feb-24,"2,062.38",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208461,31-Jan-24,"2,061.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207342,24-Jan-24,"2,060.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207321,24-Jan-24,"2,060.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208472,31-Jan-24,"2,060.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207353,24-Jan-24,"2,060.08",,,,
LUL NOMINEE BCV LIMITED,Siemens Mobility Limited,Electrical & Electronic Engineering,1033/5110332883,25-Jan-24,"2,060.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900275457,24-Jan-24,"2,059.65",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208815,31-Jan-24,"2,059.20",,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008694,24-Jan-24,"2,057.05",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207190,24-Jan-24,"2,056.64",,,,
TFL CORPORATE,WSO2 UK Limited,Manage IT Services,1001/5110384693,26-Jan-24,"2,056.33",,,,
SURFACE TRANSPORT CORP,Agentis Workwear Ltd,Uniforms,1002/5110390748,19-Jan-24,"2,053.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208474,31-Jan-24,"2,053.40",,,,
LONDON RIVER SERVICES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1007/1900005414,17-Jan-24,"2,053.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207043,24-Jan-24,"2,050.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207970,31-Jan-24,"2,050.30",,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Fleet,1005/5110379055,10-Jan-24,"2,050.00",,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007060,24-Jan-24,"2,047.88",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900206665,17-Jan-24,"2,044.80",,,,
DIAL A RIDE,EDF Energy,Electricity,1010/1900014102,30-Jan-24,"2,042.89",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209064,31-Jan-24,"2,040.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208588,31-Jan-24,"2,040.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208722,31-Jan-24,"2,040.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208671,31-Jan-24,"2,040.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208812,31-Jan-24,"2,040.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208735,31-Jan-24,"2,040.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208951,31-Jan-24,"2,040.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209023,31-Jan-24,"2,040.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208291,31-Jan-24,"2,039.96",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900275466,24-Jan-24,"2,038.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900208162,31-Jan-24,"2,036.95",,,,
LONDON UNDERGROUND LTD,BPX ELECTRO MECHANICAL CO. LTD,Stock of Other Spares,1005/5110387101,09-Jan-24,"2,036.93",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900207676,24-Jan-24,"2,036.84",,,,
