Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  13,,,,,,,,,
Start Date:  03 March 2024,,,,,,,,,
End Date: 31 March 2024,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
TRANSPORT TRADING LTD,Willmott Dixon Construction Limited,Civil Engineering Construction Works,1004/5110425964,18 March 2024,"£430,166",,,,
SURFACE TRANSPORT CORP,EDF Energy,Electricity,1002/5110418928,22 March 2024,"£424,803",,,,
DOCKLANDS LIGHT RAILWAY,Dyer & Butler Ltd,Civil Engineering Construction Works,1012/5110421733,20 March 2024,"£422,611",,,,
RFL (IINFRASTRUCTURE) LTD,EDF Energy,Electricity,1025/1900001894,05 March 2024,"£419,653",,,,
SURFACE TRANSPORT CORP,TTC 2000 Limited,CCS Service Contract,1002/5110418890,08 March 2024,"£416,853",,,,
DOCKLANDS LIGHT RAILWAY,Aecom Infrastructure & Envir UK Ltd,Professional Engineering Services,1012/5110417481,22 March 2024,"£413,242",,,,
SURFACE TRANSPORT CORP,London Borough Southwark - BSP,Borough Services,1002/1900077202,12 March 2024,"£411,534",,,,
LONDON UNDERGROUND LTD,GT GetTaxi (UK) Ltd,PCO Outsourced Services,1005/5110422958,18 March 2024,"£410,819",,,,
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110414117,06 March 2024,"£408,246",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Operational Cleaning,1005/5110424027,15 March 2024,"£407,522",,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,PCN and Penalty Fare Processing,1002/5110414539,22 March 2024,"£406,298",,,,
RAIL FOR LONDON LIMITED,F M Conway Ltd,Road Maintenance,1020/5110428945,22 March 2024,"£405,123",,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110418169,06 March 2024,"£400,800",,,,
TRANSPORT TRADING LTD,GBM Services Limited,Office Cleaning,1004/5110410905,04 March 2024,"£400,562",,,,
TRANSPORT TRADING LTD,GBM Services Limited,Office Cleaning,1004/5110426946,28 March 2024,"£400,562",,,,
LONDON UNDERGROUND LTD,Delatim Limited,MR Construction Costs,1005/5110417219,05 March 2024,"£400,517",,,,
LONDON BUS SERVICES LTD,East London Bus & Coach Company Ltd,Bus Contract Payments,1006/1900050097,26 March 2024,"£400,353",,,,
TFL CORPORATE,BOXXE LIMITED,Computer Software,1001/5110423070,19 March 2024,"£398,167",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Radio Systems Equipment & Maintenance,1005/5110400910,04 March 2024,"£395,048",,,,
LONDON BUS SERVICES LTD,London General Transport Serv,Operator Costs,1006/5110420882,22 March 2024,"£391,500",,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Materials - Contractor,1005/5110425588,18 March 2024,"£386,629",,,,
LONDON UNDERGROUND LTD,Brecknell Willis – A Division of Wa,Maintenance Materials,1005/5110373981,21 March 2024,"£385,802",,,,
LONDON BUS SERVICES LTD,Ringway Infrastructure Services Ltd,Road Maintenance,1006/5110428929,22 March 2024,"£381,510",,,,
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Road Maintenance,1002/5110423580,22 March 2024,"£377,998",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Computer Software,1002/5110402521,06 March 2024,"£376,302",,,,
TTL PROPERTIES LTD,REDACTED,Management & Support Consultancy,1040/5110425702,20 March 2024,"£375,600",,,,
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110414760,22 March 2024,"£361,675",,,,
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005/1900279167,05 March 2024,"£357,319",,,,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LIMITED,Bus Contract Payments,1006/1900050089,18 March 2024,"£350,217",,,,
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Street Furniture,1006/5110429012,22 March 2024,"£350,000",,,,
TFL CORPORATE,London Legacy Development Corporati,Civil Engineering Construction Works,1001/5110432347,28 March 2024,"£350,000",,,,
LONDON UNDERGROUND LTD,Lanes Group plc,Civil Engineering Construction Works,1005/5110426598,22 March 2024,"£349,925",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110420016,08 March 2024,"£336,821",,,,
SURFACE TRANSPORT CORP,London Borough of Lewisham,Borough Services,1002/1900078055,13 March 2024,"£332,690",,,,
TRANSPORT TRADING LTD,VINCI Construction UK Ltd,Building Maintenance & Repairs,1004/5110419020,27 March 2024,"£326,856",,,,
TRANSPORT TRADING LTD,VINCI Construction UK Ltd,Building Maintenance & Repairs,1004/5110418848,12 March 2024,"£325,016",,,,
TRANSPORT TRADING LTD,VINCI Construction UK Ltd,Building Maintenance & Repairs,1004/5110404234,04 March 2024,"£325,016",,,,
LONDON UNDERGROUND LTD,Battersea Project Phase3B DevCo Ltd,Civil Engineering Construction Works,1005/5110423846,15 March 2024,"£324,487",,,,
LONDON UNDERGROUND LTD,Delatim Ltd,Civil Engineering Construction Works,1005/5110417742,12 March 2024,"£321,448",,,,
TRANSPORT TRADING LTD,EDF Energy,Electricity,1004/1901701620,22 March 2024,"£320,520",,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110426553,28 March 2024,"£318,164",,,,
TFL CORPORATE,AXA PPP Healthcare,Management & Support Consultancy,1001/5110426016,20 March 2024,"£315,837",,,,
TRANSPORT TRADING LTD,VINCI Construction UK Ltd,Building Maintenance & Repairs,1004/5110418517,12 March 2024,"£314,644",,,,
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110413620,08 March 2024,"£314,059",,,,
RAIL FOR LONDON LIMITED,VolkerRail Specialist Businesses,Track General Maintenance,1020/5110408995,11 March 2024,"£310,991",,,,
LONDON BUS SERVICES LTD,F M Conway Ltd,Road Maintenance,1006/5110428920,22 March 2024,"£310,573",,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110413794,12 March 2024,"£310,453",,,,
LONDON BUS SERVICES LTD,GBM Services Limited,Office Cleaning,1006/5110410609,04 March 2024,"£309,660",,,,
LONDON BUS SERVICES LTD,GBM Services Limited,Office Cleaning,1006/5110426875,28 March 2024,"£309,660",,,,
LUL NOMINEE BCV LIMITED,Ground Transportation Systems UKLtd,Computer Hardware,1033/5110400901,04 March 2024,"£309,084",,,,
TFL CORPORATE,Oracle Corporation UK Ltd,Manage IT Services,1001/5110413744,20 March 2024,"£307,308",,,,
LONDON UNDERGROUND LTD,1stinrail LTD,Track General Maintenance,1005/5110415628,07 March 2024,"£306,083",,,,
TTL PROPERTIES LTD,EFFICIO LIMITED,Management & Support Consultancy,1040/5110407208,13 March 2024,"£305,540",,,,
SURFACE TRANSPORT CORP,Costain Limited,Infrastructure Maintenance and Repair,1002/5110418021,14 March 2024,"£305,229",,,,
TFL CORPORATE,AXA PPP Healthcare,Management & Support Consultancy,1001/5110426021,20 March 2024,"£304,896",,,,
TTL PROPERTIES LTD,CONAMAR BUILDING SERVICES LTD,Building Maintenance & Repairs,1040/5110424279,18 March 2024,"£303,803",,,,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Road Maintenance,1002/5110426622,22 March 2024,"£302,147",,,,
LONDON UNDERGROUND LTD,The 4OC Limited,Management & Support Consultancy,1005/5110415447,06 March 2024,"£300,491",,,,
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Street Furniture,1006/5110420682,11 March 2024,"£300,000",,,,
LONDON UNDERGROUND LTD,WM Reply Ltd,Manage IT Services,1005/5110430115,27 March 2024,"£297,000",,,,
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,Track General Maintenance,1005/5110420197,08 March 2024,"£296,738",,,,
SURFACE TRANSPORT CORP,Royal Borough of Kensington & Chels,Borough Services,1002/1900077698,20 March 2024,"£295,000",,,,
TFL CORPORATE,Boldyn Networks UK Limited,Maintenance of Telecommunications Equipment,1001/5110425050,20 March 2024,"£293,494",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110426499,20 March 2024,"£283,079",,,,
SURFACE TRANSPORT CORP,GeoPlace LLP,Section 159 Payments,1002/1900078524,21 March 2024,"£280,414",,,,
SURFACE TRANSPORT CORP,Stewart Signs Limited,Vehicle Repairs & Maintenance,1002/5110413618,04 March 2024,"£280,000",,,,
LONDON UNDERGROUND LTD,Morgan Sindall Con. & Infra JV Bemo,Civil Engineering Construction Works,1005/5110420688,22 March 2024,"£279,796",,,,
TFL CORPORATE,Daisy Corporate Services TradingLtd,Telephony Fixed,1001/5110411284,19 March 2024,"£270,836",,,,
LONDON UNDERGROUND LTD,VOITH TURBO LTD,Stock of Fleet,1005/5110427402,22 March 2024,"£269,134",,,,
TFL CORPORATE,Daisy Corporate Services TradingLtd,Telephony Fixed,1001/5110411167,19 March 2024,"£265,651",,,,
LONDON UNDERGROUND LTD,Total Gas & Power Ltd,Electricity,1005/1900279206,08 March 2024,"£261,374",,,,
TFL CORPORATE,Gallagher Bassett Internat. Ltd,Claim Settlements,1001/1900216200,07 March 2024,"£260,117",,,,
LONDON UNDERGROUND LTD,Volker Fitzpatrick Ltd,Civil Engineering Construction Works,1005/5110422554,28 March 2024,"£260,060",,,,
LONDON UNDERGROUND LTD,Commander Building Services Limited,Building Maintenance & Repairs,1005/5110428304,27 March 2024,"£259,975",,,,
SURFACE TRANSPORT CORP,London Borough of Barking & Dagenha,Borough Services,1002/1900077851,11 March 2024,"£259,785",,,,
SURFACE TRANSPORT CORP,London Borough of Barking & Dagenha,Borough Services,1002/1900077852,11 March 2024,"£259,750",,,,
RAIL FOR LONDON LIMITED,Ensign Bus Company Ltd,Rail Replacement Service Costs,1020/5110419804,08 March 2024,"£255,800",,,,
SURFACE TRANSPORT CORP,Road Management Services A13 Plc,Road Maintenance,1002/5110423349,19 March 2024,"£253,559",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Vehicle Repairs & Maintenance,1005/5110430393,26 March 2024,"£250,000",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Vehicle Repairs & Maintenance,1005/5110430409,26 March 2024,"£250,000",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Vehicle Repairs & Maintenance,1005/5110430396,26 March 2024,"£250,000",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Vehicle Repairs & Maintenance,1005/5110430390,26 March 2024,"£250,000",,,,
TRANSPORT TRADING LTD,Telent Technology Services Ltd,Computer Software,1004/5110399017,13 March 2024,"£249,890",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Contracted Services - Roads,1002/5110409742,18 March 2024,"£247,313",,,,
SURFACE TRANSPORT CORP,P Ducker Systems Ltd,Computer Software,1002/5110417448,22 March 2024,"£247,193",,,,
SURFACE TRANSPORT CORP,London Borough of Hackney,Borough Services,1002/1900078039,20 March 2024,"£245,318",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004/1901701468,04 March 2024,"£244,720",,,,
SURFACE TRANSPORT CORP,Road Management Services A13 Plc,Retentions Control Account > 1Year,1002/1900078441,19 March 2024,"£243,017",,,,
SURFACE TRANSPORT CORP,CITY OF LONDON POLICE ,MPS Employment Costs SM,1002/5110418100,22 March 2024,"£240,000",,,,
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110424130,15 March 2024,"£237,825",,,,
RAIL FOR LONDON LIMITED,VolkerRail Specialist Businesses,Track General Maintenance,1020/5110417621,11 March 2024,"£236,435",,,,
LONDON UNDERGROUND LTD,Total Gas & Power Ltd,Gas,1005/1900276240,14 March 2024,"£235,803",,,,
LONDON UNDERGROUND LTD,Taylor Woodrow Cons BAM Nuttal Ltd,Civil Engineering Construction Works,1005/5110427147,22 March 2024,"£234,390",,,,
LONDON UNDERGROUND LTD,Taylor Woodrow Cons BAM Nuttal Ltd,Civil Engineering Construction Works,1005/5110417664,19 March 2024,"£233,426",,,,
SURFACE TRANSPORT CORP,Road Management Services A13 Plc,Road Maintenance,1002/5110423334,19 March 2024,"£233,415",,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1002/5110408991,13 March 2024,"£232,834",,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110404179,06 March 2024,"£232,801",,,,
LONDON BUS SERVICES LTD,Telent Technology Services Ltd,Computer Software,1006/5110413800,20 March 2024,"£232,309",,,,
TFL CORPORATE,SPECIALIST COMPUTER CENTRES LTD,Computer Hardware,1001/5110422363,18 March 2024,"£230,508",,,,
RFL (IINFRASTRUCTURE) LTD,GB RAILFREIGHT LTD,Vehicle Repairs & Maintenance,1025/5110419747,08 March 2024,"£229,677",,,,
RAIL FOR LONDON LIMITED,EDF Energy,Traction Current,1020/5110418921,22 March 2024,"£229,649",,,,
LONDON UNDERGROUND LTD,API Capacitors Limited,Maintenance Materials,1005/5110414695,05 March 2024,"£225,984",,,,
SURFACE TRANSPORT CORP,London Borough of Bromley,Borough Services,1002/1900078056,22 March 2024,"£225,000",,,,
LONDON UNDERGROUND LTD,Delatim Limited,Civil Engineering Construction Works,1005/5110421729,27 March 2024,"£224,849",,,,
LUL NOMINEE BCV LIMITED,GALLDRIS SERVICES LIMITED,Civil Engineering Construction Works,1033/5110415949,07 March 2024,"£222,621",,,,
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110416663,08 March 2024,"£222,598",,,,
PUBLIC CARRIAGE OFFICE,NSL Limited,PCO Outsourced Services,1003/5110408957,06 March 2024,"£220,541",,,,
LONDON UNDERGROUND LTD,Lombard,TLL Lease Costs,1005/5110432104,28 March 2024,"£219,985",,,,
LONDON BUS SERVICES LTD,Abellio London Ltd,Bus Contract Payments,1006/1900050053,15 March 2024,"£217,375",,,,
TFL CORPORATE,Probrand Ltd,Computer Hardware,1001/5110417509,06 March 2024,"£216,992",,,,
TFL CORPORATE,Corporate Document Services Ltd,Printing,1001/5110429513,22 March 2024,"£214,662",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110427523,22 March 2024,"£214,403",,,,
DOCKLANDS LIGHT RAILWAY,Ground Transportation Systems UKLtd,Signalling Systems,1012/5110422602,12 March 2024,"£214,064",,,,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Franchise/Concession Variable Fee,1012/5110425389,22 March 2024,"£213,957",,,,
LONDON UNDERGROUND LTD,ARK Signalling Consultancy,Professional Engineering Services,1005/5110415354,04 March 2024,"£213,830",,,,
RFL (IINFRASTRUCTURE) LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1025/5110421023,11 March 2024,"£213,767",,,,
RFL (IINFRASTRUCTURE) LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1025/5110421022,11 March 2024,"£213,767",,,,
TFL CORPORATE,Insight Direct UK Limited,Computer Hardware,1001/5110412158,20 March 2024,"£213,745",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110430094,27 March 2024,"£212,460",,,,
LUL NOMINEE BCV LIMITED,OTIS LIMITED,Escalators,1033/5110428413,22 March 2024,"£210,583",,,,
TTL PROPERTIES LTD,HA MARKS LTD,Building Maintenance & Repairs,1040/5110417224,27 March 2024,"£210,385",,,,
SURFACE TRANSPORT CORP,London Borough of Merton,Borough Services,1002/1900077796,11 March 2024,"£209,343",,,,
TTL PROPERTIES LTD,Cleshar Contract Services Limited,Property Management Fees,1040/5110416428,05 March 2024,"£209,104",,,,
LONDON UNDERGROUND LTD,Baur Test Equipment Ltd,Electrical Equipment Maintenance,1005/5110429593,27 March 2024,"£207,500",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110427524,22 March 2024,"£207,164",,,,
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Ticket & Pass Production,1004/5110420979,18 March 2024,"£205,493",,,,
RFL (IINFRASTRUCTURE) LTD,Talleres ZITRON SA UK Branch,Franchise/Concession Fixed Fee,1025/5110402024,05 March 2024,"£204,661",,,,
SURFACE TRANSPORT CORP,Costain Limited,Road Maintenance,1002/5110428924,22 March 2024,"£204,588",,,,
TFL CORPORATE,GREATER LONDON AUTHORITY ,Corporate Subscriptions,1001/5110408075,06 March 2024,"£200,000",,,,
TFL CORPORATE,XPS PENSIONS LIMITED,Management & Support Consultancy,1001/5110430988,27 March 2024,"£199,300",,,,
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Maintenance of Telecommunications Equipment,1005/5110402185,06 March 2024,"£198,877",,,,
RAIL FOR LONDON LIMITED,Telent Technology Services Ltd,Maintenance of Telecommunications Equipment,1020/5110399361,19 March 2024,"£198,587",,,,
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110424124,15 March 2024,"£196,275",,,,
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Manage IT Services,1004/5110420986,18 March 2024,"£194,834",,,,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BRENT,Civil Engineering Construction Works,1002/5110414644,14 March 2024,"£193,000",,,,
SURFACE TRANSPORT CORP,London Borough of Sutton,Borough Services,1002/1900077784,11 March 2024,"£192,234",,,,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Road Maintenance,1002/5110426624,22 March 2024,"£189,624",,,,
SURFACE TRANSPORT CORP,Jacobs Consultancy UK Ltd,Professional Engineering Services,1002/5110409048,06 March 2024,"£189,445",,,,
TRANSPORT TRADING LTD,Total Gas & Power Ltd,Gas,1004/1901701717,22 March 2024,"£188,436",,,,
LUL NOMINEE BCV LIMITED,Alstom Engineering & Services LTD,Maintenance Materials,1033/5110416099,12 March 2024,"£187,728",,,,
LUL NOMINEE BCV LIMITED,Alstom Engineering & Services LTD,Maintenance Materials,1033/5110416098,11 March 2024,"£187,580",,,,
DOCKLANDS LIGHT RAILWAY,Ground Transportation Systems UKLtd,Civil Engineering Construction Works,1012/5110410991,13 March 2024,"£186,656",,,,
SURFACE TRANSPORT CORP,London Borough of Merton,Borough Services,1002/1900077797,11 March 2024,"£186,424",,,,
SURFACE TRANSPORT CORP,P Ducker Systems Ltd,Computer Software,1002/5110414499,22 March 2024,"£186,042",,,,
LONDON BUS SERVICES LTD,London United Busways Limited,Bus Contract Payments,1006/1900050098,26 March 2024,"£184,690",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Computer Software,1002/5110402523,06 March 2024,"£182,981",,,,
LONDON UNDERGROUND LTD,Delatim Ltd,MR Construction Costs,1005/5110417212,05 March 2024,"£182,974",,,,
TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,Gross Sales Clearance,1004/800049968,07 March 2024,"£182,659",,,,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006/1900050094,26 March 2024,"£181,468",,,,
LONDON UNDERGROUND LTD,Wave Utilities,Electricity,1005/1900279690,18 March 2024,"£181,216",,,,
TFL CORPORATE,GREATER LONDON AUTHORITY ,Corporate Subscriptions,1001/5110418111,22 March 2024,"£180,000",,,,
LONDON UNDERGROUND LTD,1stinrail LTD,Track General Maintenance,1005/5110431844,28 March 2024,"£179,779",,,,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Professional Engineering Services,1012/5110425426,22 March 2024,"£178,647",,,,
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,Terminal 5 PFI Service Costs,1020/5110400618,04 March 2024,"£177,447",,,,
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Maintenance of Telecommunications Equipment,1005/5110426517,27 March 2024,"£177,363",,,,
TFL CORPORATE,BERWIN LEIGHTON PAISNER,Legal Fees,1001/5110424868,28 March 2024,"£177,204",,,,
LONDON BUS SERVICES LTD,Metroline Travel Limited,Bus Contract Payments,1006/1900050061,15 March 2024,"£177,042",,,,
TFL CORPORATE,Sentrum IV Limited,Manage IT Services,1001/5110419166,21 March 2024,"£175,870",,,,
LONDON UNDERGROUND LTD,Commander Building Services Limited,Building Maintenance & Repairs,1005/5110428259,22 March 2024,"£175,734",,,,
PUBLIC CARRIAGE OFFICE,NSL Limited,PCO Outsourced Services,1003/5110418428,21 March 2024,"£174,692",,,,
LONDON UNDERGROUND LTD,GBM Services Limited,Office Cleaning,1005/5110426972,28 March 2024,"£174,331",,,,
LONDON UNDERGROUND LTD,BERWIN LEIGHTON PAISNER,Legal Fees,1005/5110423222,22 March 2024,"£173,061",,,,
RAIL FOR LONDON LIMITED,Balfour Beatty Group Ltd,Signalling Systems,1020/5110427149,22 March 2024,"£172,659",,,,
LONDON UNDERGROUND LTD,Delatim Ltd,Electrical Equipment Maintenance,1005/5110419276,07 March 2024,"£172,328",,,,
TFL CORPORATE,Ipsos MORI,Research & Study Fees,1001/5110408889,13 March 2024,"£172,152",,,,
SURFACE TRANSPORT CORP,Yunex Limited,Road Maintenance,1002/5110431026,27 March 2024,"£172,093",,,,
LONDON UNDERGROUND LTD,GBM Services Limited,Office Cleaning,1005/5110411063,04 March 2024,"£171,480",,,,
TTL PROPERTIES LTD,VINCI Construction UK Ltd,Building Maintenance & Repairs,1040/5110415518,13 March 2024,"£167,763",,,,
RAIL FOR LONDON LIMITED,Spoor-Tech Limited,Civil Engineering Construction Works,1020/5110418523,08 March 2024,"£166,622",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Fences & Vegetation,1005/5110417359,05 March 2024,"£166,621",,,,
LONDON UNDERGROUND LTD,"Track, Protection & Signalling Ltd",Signalling Systems,1005/5110422239,13 March 2024,"£165,994",,,,
TRANSPORT TRADING LTD,Sodexo Ltd,Caterers Service Charges,1004/5110420918,27 March 2024,"£165,958",,,,
LONDON UNDERGROUND LTD,Delatim Limited,MR Construction Costs,1005/5110416001,07 March 2024,"£162,256",,,,
LUL NOMINEE BCV LIMITED,Cleshar Contract Services Limited,Escalators,1033/5110422014,22 March 2024,"£162,107",,,,
DOCKLANDS LIGHT RAILWAY,ASH Construction Group,Maintenance Materials,1012/5110421257,12 March 2024,"£160,586",,,,
LONDON UNDERGROUND LTD,Taylor Woodrow Cons BAM Nuttal Ltd,Civil Engineering Construction Works,1005/5110416446,13 March 2024,"£160,490",,,,
LONDON UNDERGROUND LTD,Balfour Beatty Group Ltd,Electrical Equipment Maintenance,1005/5110426852,27 March 2024,"£160,412",,,,
RFL (IINFRASTRUCTURE) LTD,CPC Project Services LLP,Professional Engineering Services,1025/5110426939,22 March 2024,"£160,354",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110429636,27 March 2024,"£160,081",,,,
LONDON UNDERGROUND LTD,CDW Limited,Manage IT Services,1005/5110418401,06 March 2024,"£159,270",,,,
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110424118,21 March 2024,"£159,175",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110409027,07 March 2024,"£158,594",,,,
SURFACE TRANSPORT CORP,Redspeed International  Ltd,PCN and Penalty Fare Processing,1002/5110417183,22 March 2024,"£158,252",,,,
LUL NOMINEE SSL LIMITED,CPC Project Services LLP,Management & Support Consultancy,1031/5110421730,15 March 2024,"£157,741",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110427532,22 March 2024,"£156,859",,,,
SURFACE TRANSPORT CORP,Tarmac Kier Joint Venture,Road Maintenance,1002/5110426788,22 March 2024,"£156,789",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Track General Maintenance,1005/5110429627,27 March 2024,"£156,665",,,,
TFL CORPORATE,Jacobs U.K. Limited,Professional Engineering Services,1001/5110410565,13 March 2024,"£156,126",,,,
LONDON BUS SERVICES LTD,UniversityBus Ltd (UNO),Bus Contract Payments,1006/1900050088,15 March 2024,"£156,118",,,,
