Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  12,,,,,,
Start Date:  04 February 2024,,,,,,
End Date: 02 March 2024,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
TTL PROPERTIES LTD,Not Known,Property Consultancy,1040/1900007469,29/02/2024,"£1,913",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210930,14/02/2024,"£1,912",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213246,28/02/2024,"£1,912",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210339,07/02/2024,"£1,912",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008816,28/02/2024,"£1,912",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008796,21/02/2024,"£1,912",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008756,07/02/2024,"£1,912",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008781,14/02/2024,"£1,912",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212244,21/02/2024,"£1,911",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213831,28/02/2024,"£1,911",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211402,14/02/2024,"£1,911",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210102,07/02/2024,"£1,911",
LUL NOMINEE BCV LIMITED,Turner Tools Ltd Inc Besco Ind.,Equipment Repairs & Maintenance,1033/5110399204,06/02/2024,"£1,911",
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078085,14/02/2024,"£1,910",
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078205,28/02/2024,"£1,910",
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078149,21/02/2024,"£1,910",
TTL PROPERTIES LTD,TEMPLE GROUP LTD,Professional Engineering Services,1040/5110398843,08/02/2024,"£1,910",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110391284,14/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110391283,14/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110391285,14/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110391287,14/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110391286,14/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110389053,07/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110389049,07/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110389048,07/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110389050,07/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110389052,07/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110389051,07/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110391288,14/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110398612,28/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110398611,28/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110398609,28/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110398619,28/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110398617,28/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110398616,28/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110398615,28/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110398608,28/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110391289,14/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110395237,21/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110395235,21/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110395234,21/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110395240,21/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110395238,21/02/2024,"£1,909",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110395239,21/02/2024,"£1,909",
TTL PROPERTIES LTD,LONDON BOROUGH OF GREENWICH,Rates,1040/1900007460,27/02/2024,"£1,908",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008786,14/02/2024,"£1,908",
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008775,14/02/2024,"£1,908",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900277944,28/02/2024,"£1,908",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278159,28/02/2024,"£1,908",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278071,28/02/2024,"£1,908",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278059,28/02/2024,"£1,908",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276953,14/02/2024,"£1,908",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900277508,21/02/2024,"£1,908",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276485,07/02/2024,"£1,908",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276906,14/02/2024,"£1,908",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276750,14/02/2024,"£1,906",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276468,07/02/2024,"£1,906",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276600,07/02/2024,"£1,906",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209281,07/02/2024,"£1,905",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212208,21/02/2024,"£1,905",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209492,07/02/2024,"£1,905",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211521,14/02/2024,"£1,905",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213282,28/02/2024,"£1,905",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213243,28/02/2024,"£1,905",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212501,21/02/2024,"£1,905",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211123,14/02/2024,"£1,905",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110351596,15/02/2024,"£1,903",
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078235,28/02/2024,"£1,903",
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078087,14/02/2024,"£1,903",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900277486,21/02/2024,"£1,903",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900277492,21/02/2024,"£1,903",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278003,28/02/2024,"£1,903",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1033/5110391871,12/02/2024,"£1,900",
LT MUSEUM TRADING LTD,40twenty Design,LTM Design & Presentation Consultancy,1024/5110387428,05/02/2024,"£1,900",
LONDON BUS SERVICES LTD,Fresh Air Training Ltd,Staff Training,1006/5110408816,21/02/2024,"£1,900",
TFL CORPORATE,PeopleScout Limited,Recruitment Expenses,1001/5110399892,28/02/2024,"£1,900",
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Exchange Loss Realised,1005/2000790917,09/02/2024,"£1,900",
TFL CORPORATE,Skagg Learning Consulting Ltd.,Staff Training,1001/5110408926,21/02/2024,"£1,900",
TFL CORPORATE,INSTITUTE OF ENGINEERING & TECHNOLOGY ,Staff Training,1001/5110394088,14/02/2024,"£1,899",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110397841,27/02/2024,"£1,895",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278034,28/02/2024,"£1,895",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276447,07/02/2024,"£1,895",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276442,07/02/2024,"£1,895",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212340,21/02/2024,"£1,894",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213542,28/02/2024,"£1,894",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209263,07/02/2024,"£1,894",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210939,14/02/2024,"£1,894",
LONDON BUS SERVICES LTD,MITIE Cleaning & Environmental,Publications & Publicity Material,1006/5110395784,21/02/2024,"£1,893",
SURFACE TRANSPORT CORP,AECOM Limited,Civil Engineering Construction Works,1002/5110394488,14/02/2024,"£1,893",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900277038,14/02/2024,"£1,892",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900277041,14/02/2024,"£1,892",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278100,28/02/2024,"£1,892",
TTL PROPERTIES LTD,Hollis,Property Consultancy,1040/1900007467,29/02/2024,"£1,890",
TFL CORPORATE,The Edible Bus Stop Ltd,Production Artwork And Design For Marketing,1001/5110399889,05/02/2024,"£1,890",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211169,14/02/2024,"£1,889",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212413,21/02/2024,"£1,889",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276293,07/02/2024,"£1,886",
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110395357,23/02/2024,"£1,885",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110398361,26/02/2024,"£1,884",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110398382,26/02/2024,"£1,884",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110392874,12/02/2024,"£1,884",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110392866,12/02/2024,"£1,884",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110392880,12/02/2024,"£1,884",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110392875,12/02/2024,"£1,884",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209612,07/02/2024,"£1,883",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212579,21/02/2024,"£1,883",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213691,28/02/2024,"£1,883",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210604,14/02/2024,"£1,883",
LONDON UNDERGROUND LTD,Senator International Ltd,Furniture & Equipment,1005/5110390742,12/02/2024,"£1,882",
TFL CORPORATE,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1001/5110408276,21/02/2024,"£1,881",
TFL CORPORATE,BURGES SALMON LLP,Legal Fees,1001/5110406660,21/02/2024,"£1,881",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211728,21/02/2024,"£1,881",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213609,28/02/2024,"£1,881",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209554,07/02/2024,"£1,881",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211106,14/02/2024,"£1,881",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209217,07/02/2024,"£1,880",
LONDON UNDERGROUND LTD,Konecranes Demag UK Ltd,Plant & Equipment Purchases,1005/5110399165,27/02/2024,"£1,880",
TFL CORPORATE,AGIITO LIMITED,Staff Travel (Business Fares),1001/1900212697,13/02/2024,"£1,879",
TTL PROPERTIES LTD,BURGES SALMON LLP,Legal Fees,1040/5110405594,22/02/2024,"£1,878",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212370,21/02/2024,"£1,878",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213464,28/02/2024,"£1,878",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211183,14/02/2024,"£1,878",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210809,14/02/2024,"£1,877",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211912,21/02/2024,"£1,877",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210807,14/02/2024,"£1,877",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209596,07/02/2024,"£1,877",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210808,14/02/2024,"£1,877",
LONDON UNDERGROUND LTD,Brookvex IMS Ltd,Printing,1005/5110410337,27/02/2024,"£1,877",
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078226,28/02/2024,"£1,876",
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078015,07/02/2024,"£1,876",
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078179,21/02/2024,"£1,876",
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Traffic Signals,1005/5110395595,21/02/2024,"£1,874",
LUL NOMINEE SSL LIMITED,CREACTIVE DESIGN LTD,Stock Issues - Repairables,1031/5110412202,27/02/2024,"£1,874",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211941,21/02/2024,"£1,874",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211125,14/02/2024,"£1,874",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213363,28/02/2024,"£1,874",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209654,07/02/2024,"£1,874",
LONDON UNDERGROUND LTD,CEC HEATING SERVICES,Vehicle Repairs & Maintenance,1005/5110409308,23/02/2024,"£1,872",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210074,07/02/2024,"£1,869",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212101,21/02/2024,"£1,869",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210566,14/02/2024,"£1,869",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212289,21/02/2024,"£1,869",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212286,21/02/2024,"£1,869",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212855,28/02/2024,"£1,869",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211062,14/02/2024,"£1,869",
SURFACE TRANSPORT CORP,Agentis Workwear Ltd,Uniforms,1002/5110400942,07/02/2024,"£1,868",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278070,28/02/2024,"£1,863",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900277565,21/02/2024,"£1,863",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278066,28/02/2024,"£1,863",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213346,28/02/2024,"£1,861",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1033/5110392142,12/02/2024,"£1,860",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1033/5110392129,12/02/2024,"£1,860",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1033/5110391873,12/02/2024,"£1,859",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276503,07/02/2024,"£1,859",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276287,07/02/2024,"£1,858",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278052,28/02/2024,"£1,858",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278141,28/02/2024,"£1,858",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900277699,21/02/2024,"£1,858",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209584,07/02/2024,"£1,858",
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007207,07/02/2024,"£1,858",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209676,07/02/2024,"£1,858",
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Computer Hardware,1005/5110388027,06/02/2024,"£1,857",
LONDON UNDERGROUND LTD,Esspee Fabrications Ltd,Stock of Fleet,1005/5110401358,09/02/2024,"£1,856",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210986,14/02/2024,"£1,856",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213745,28/02/2024,"£1,855",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212633,21/02/2024,"£1,855",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900277906,28/02/2024,"£1,854",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900277916,28/02/2024,"£1,854",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276458,07/02/2024,"£1,854",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209228,07/02/2024,"£1,854",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211038,14/02/2024,"£1,854",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213218,28/02/2024,"£1,854",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213222,28/02/2024,"£1,854",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211016,14/02/2024,"£1,854",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211034,14/02/2024,"£1,854",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213800,28/02/2024,"£1,853",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210967,14/02/2024,"£1,853",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210162,07/02/2024,"£1,853",
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007370,28/02/2024,"£1,853",
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007202,07/02/2024,"£1,853",
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007262,14/02/2024,"£1,853",
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900007320,21/02/2024,"£1,853",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213482,28/02/2024,"£1,853",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211756,21/02/2024,"£1,853",
RAIL FOR LONDON LIMITED,VINCI Construction UK Limited,Building Maintenance & Repairs,1020/5110400527,09/02/2024,"£1,852",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1033/5110391887,12/02/2024,"£1,852",
LUL NOMINEE BCV LIMITED,KPK (SHEET METAL) LTD,Track General Maintenance,1033/5110394403,20/02/2024,"£1,851",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210305,07/02/2024,"£1,851",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212915,28/02/2024,"£1,851",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211119,14/02/2024,"£1,851",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211800,21/02/2024,"£1,851",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110400106,27/02/2024,"£1,850",
LONDON UNDERGROUND LTD,NCC SERVICES LIMITED,Computer Software,1005/5110393329,19/02/2024,"£1,850",
TFL CORPORATE,Positivelives Ltd,Staff Training,1001/5110414191,28/02/2024,"£1,850",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213157,28/02/2024,"£1,850",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211373,14/02/2024,"£1,850",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210000,07/02/2024,"£1,850",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212453,21/02/2024,"£1,850",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278125,28/02/2024,"£1,849",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900277026,14/02/2024,"£1,849",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276523,07/02/2024,"£1,849",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276391,07/02/2024,"£1,849",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278121,28/02/2024,"£1,849",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278126,28/02/2024,"£1,849",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276392,07/02/2024,"£1,849",
LONDON UNDERGROUND LTD,JNG CONSTRUCTION & ENGINEERING LTD,Escalators,1005/5110411000,28/02/2024,"£1,849",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110396490,21/02/2024,"£1,849",
TFL CORPORATE,Mono Europe Ltd,Furniture & Equipment,1001/5110403256,14/02/2024,"£1,848",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211760,21/02/2024,"£1,848",
LONDON UNDERGROUND LTD,BROWNINGS ELECTRIC CO LTD,Electrical Equipment Maintenance,1005/5110400351,08/02/2024,"£1,846",
LONDON UNDERGROUND LTD,TYLER BROS LTD,Stock of Signals and Electricals,1005/5110407697,19/02/2024,"£1,846",
LUL NOMINEE SSL LIMITED,AIR PUMPING ENGINEERING SERVICE LTD,Stock of Fleet,1031/5110393352,14/02/2024,"£1,845",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212575,21/02/2024,"£1,844",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211315,14/02/2024,"£1,844",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900213687,28/02/2024,"£1,844",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900209310,07/02/2024,"£1,844",
LONDON UNDERGROUND LTD,Edenbeck,Non Recyclable Waste Disposal/Refuse Collection,1005/5110406507,15/02/2024,"£1,843",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210276,07/02/2024,"£1,843",
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900211717,21/02/2024,"£1,843",
LONDON UNDERGROUND LTD,Lanes Group plc,Staff Training,1005/5110400234,28/02/2024,"£1,842",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110396512,23/02/2024,"£1,842",
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110402725,15/02/2024,"£1,842",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110396570,26/02/2024,"£1,842",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276297,07/02/2024,"£1,841",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278204,28/02/2024,"£1,840",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278246,28/02/2024,"£1,840",
TFL CORPORATE,VCCP Group LLP,Production Artwork And Design For Marketing,1001/5110396262,21/02/2024,"£1,840",
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276362,07/02/2024,"£1,840",
