BATCH ID,NAME VEND,INVOICEID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
144356,NPOWER LTD                    ,IN064803234,6,917.5,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144356,NPOWER LTD                    ,IN064803234,3,743.4,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,4,16.54,ELECTRICITY                             ,20/04/2023,889.94,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,5,20.74,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,12,67.49,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,1,48.98,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,2,83.75,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,3,84.51,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,11,16.11,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,13,69.44,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,14,32.67,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,15,88.52,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,16,63.94,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,6,36.02,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,7,89.17,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,9,60.5,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,10,88.22,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144357,NPOWER LTD                    ,IN064803235,8,23.34,ELECTRICITY                             ,20/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,12,745.07,ELECTRICITY                             ,03/04/2023,"27,112.66",Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,2,"1,129.78",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,4,"1,624.89",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,5,"1,824.53",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,9,280.63,ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,6,903.44,ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,13,663.32,ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,11,"1,384.09",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,7,"1,274.52",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,1,"1,728.54",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,14,"1,150.11",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,10,943.49,ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,17,"1,504.75",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,18,"1,623.80",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,19,472.03,ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,16,"4,926.25",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,8,"3,659.44",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144330,NPOWER LTD                    ,IN065303231,15,"1,273.98",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,5,"2,375.94",ELECTRICITY                             ,03/04/2023,"26,777.42",Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,6,"2,900.48",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,11,"1,230.22",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,3,"1,230.11",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,13,"1,077.78",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,8,"1,183.54",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,1,"1,228.45",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,12,"3,168.62",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,2,"2,162.00",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,14,"2,414.67",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,7,"3,956.29",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,9,"1,173.99",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144331,NPOWER LTD                    ,IN065303232,10,"2,675.33",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144332,NPOWER LTD                    ,IN065303233,6,"1,082.02",ELECTRICITY                             ,03/04/2023,"18,215.60",Property Department,Utilities
144332,NPOWER LTD                    ,IN065303233,5,"1,824.22",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144332,NPOWER LTD                    ,IN065303233,2,"1,403.62",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144332,NPOWER LTD                    ,IN065303233,1,"2,146.48",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144332,NPOWER LTD                    ,IN065303233,4,"8,396.59",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144332,NPOWER LTD                    ,IN065303233,3,"1,805.40",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144332,NPOWER LTD                    ,IN065303233,7,"1,557.27",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144333,NPOWER LTD                    ,IN065303234,5,"1,612.25",ELECTRICITY                             ,03/04/2023,"10,472.95",Property Department,Utilities
144333,NPOWER LTD                    ,IN065303234,1,"3,961.99",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144333,NPOWER LTD                    ,IN065303234,3,716.53,ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144333,NPOWER LTD                    ,IN065303234,4,948.39,ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144333,NPOWER LTD                    ,IN065303234,2,"3,233.79",ELECTRICITY                             ,03/04/2023,,Property Department,Utilities
144327,NPOWER LTD                    ,IN06531757,1,"28,544.45",ELECTRICITY                             ,03/04/2023,"28,544.45",Property Department,Utilities
144327C     ,NPOWER LTD                    ,IN06531795,1,"2,206.17",ELECTRICITY                             ,03/04/2023,"2,206.17",Property Department,Utilities
144327D     ,NPOWER LTD                    ,IN06532076,1,"3,956.68",ELECTRICITY                             ,03/04/2023,"3,956.68",Property Department,Utilities
144370,NPOWER LTD                    ,IN06646106,1,"3,795.25",ELECTRICITY                             ,27/04/2023,"3,795.25",Property Department,Utilities
144368,NPOWER LTD                    ,IN06818817,1,"30,634.75",ELECTRICITY                             ,24/04/2023,"30,634.75",Property Department,Utilities
144370,NPOWER LTD                    ,IN06818818,1,"4,465.91",ELECTRICITY                             ,27/04/2023,"4,465.91",Property Department,Utilities
144370,NPOWER LTD                    ,IN06818819,1,"2,409.37",ELECTRICITY                             ,27/04/2023,"2,409.37",Property Department,Utilities
144368,NPOWER LTD                    ,IN06818820,1,"31,123.55",ELECTRICITY                             ,24/04/2023,"31,123.55",Property Department,Utilities
240323K     ,ELIS UK LTD                   ,IN123521,1,"6,379.36",LAUNDRY                                 ,03/04/2023,"6,379.36",Central Operations,Cleaning & Janitorial
140423B     ,ELIS UK LTD                   ,IN132732,1,"6,238.84",LAUNDRY                                 ,20/04/2023,"6,238.84",Central Operations,Cleaning & Janitorial
110423L     ,WALTER FRANK & SONS LIMITED   ,INV/46779,3,170,PROTECTIVE EQUIPT - PARTS               ,17/04/2023,"2,830.00",Technical & Support Service,Emergency Services
110423L     ,WALTER FRANK & SONS LIMITED   ,INV/46779,2,390,PROTECTIVE EQUIPT - PARTS               ,17/04/2023,,Technical & Support Service,Emergency Services
110423L     ,WALTER FRANK & SONS LIMITED   ,INV/46779,1,"2,270.00",PROTECTIVE EQUIPT - PARTS               ,17/04/2023,,Technical & Support Service,Emergency Services
170423K     ,WALTER FRANK & SONS LIMITED   ,INV/46827,1,"1,570.00",OPERATIONAL EQUIP-PURCHASE              ,20/04/2023,"1,570.00",Technical & Support Service,Fire & Rescue
144344,MISS CAROLINE ALLEN           ,INV/CA63,1,"1,800.00",LEGAL PROFESSIONAL FEES-GENERL          ,03/04/2023,"1,800.00",Grenfell Investigation Legal Costs,Legal Services
144344,MISS CAROLINE ALLEN           ,INV/CA64,1,"3,900.00",LEGAL PROFESSIONAL FEES-GENERL          ,03/04/2023,"3,900.00",Grenfell Investigation Legal Costs,Legal Services
144344,MR RICHARD O'DAIR             ,INV/ROD256,1,320,PROFESSIONAL FEES GENERAL               ,03/04/2023,320,General Counsel,Legal Services
144344,MR WILLIAM NORRIS             ,INV/WN52,1,"1,137.50",LEGAL PROFESSIONAL FEES-GENERL          ,03/04/2023,"1,137.50",Grenfell Investigation Legal Costs,Legal Services
144349,DAYS CONTRACT HIRE            ,INV00353242,1,685.44,LEASE CAR CHARGES                       ,11/04/2023,685.44,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354163,1,676.06,LEASE CAR CHARGES                       ,11/04/2023,614.6,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354163,2,-61.46,VAT CAR LEASING                         ,11/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354604,1,455.45,LEASE CAR CHARGES                       ,03/04/2023,418.62,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354604,2,-36.83,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354607,1,451.57,LEASE CAR CHARGES                       ,03/04/2023,415.77,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354607,2,-35.8,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354608,1,470.89,LEASE CAR CHARGES                       ,03/04/2023,432.87,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354608,2,-38.02,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354609,1,447.68,LEASE CAR CHARGES                       ,17/04/2023,411.77,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354609,2,-35.91,VAT CAR LEASING                         ,17/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354613,1,307.61,LEASE CAR CHARGES                       ,03/04/2023,285.5,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354613,2,-22.11,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354619,1,358.84,LEASE CAR CHARGES                       ,03/04/2023,330.52,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354619,2,-28.32,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354620,1,414.36,LEASE CAR CHARGES                       ,03/04/2023,380.86,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354620,2,-33.5,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354621,1,535.16,LEASE CAR CHARGES                       ,03/04/2023,493.34,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354621,2,-41.82,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354623,1,292.85,LEASE CAR CHARGES                       ,03/04/2023,269.94,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354623,2,-22.91,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354626,1,447.49,LEASE CAR CHARGES                       ,03/04/2023,411.28,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00354626,2,-36.21,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00355300,1,"5,144.38",LEASE CAR CHARGES                       ,03/04/2023,"4,732.92",Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00355300,2,-411.46,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00355301,1,"4,982.02",LEASE CAR CHARGES                       ,03/04/2023,"4,585.32",Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00355301,2,-396.7,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00355302,1,"5,720.70",LEASE CAR CHARGES                       ,03/04/2023,"5,253.24",Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00355302,2,-467.46,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00355303,1,"7,813.40",LEASE CAR CHARGES                       ,03/04/2023,"7,160.64",Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00355303,2,-652.76,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00355304,1,"6,346.64",LEASE CAR CHARGES                       ,03/04/2023,"5,846.76",Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00355304,2,-499.88,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00356145,1,"6,267.48",LEASE CAR CHARGES                       ,03/04/2023,"5,759.52",Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00356145,2,-507.96,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00356274,1,"5,953.54",LEASE CAR CHARGES                       ,03/04/2023,"5,496.22",Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00356274,2,-457.32,VAT CAR LEASING                         ,03/04/2023,,Finance Services,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00356382,1,702.94,LEASE CAR CHARGES                       ,03/04/2023,702.94,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00356753,1,"1,600.45",MILEAGE CHARGES                         ,11/04/2023,"1,600.45",Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00357341,1,676.06,LEASE CAR CHARGES                       ,17/04/2023,614.6,Procurement,Vehicle Management
144345,DAYS CONTRACT HIRE            ,INV00357341,2,-61.46,VAT CAR LEASING                         ,17/04/2023,,Finance Services,Vehicle Management
144368,DAYS CONTRACT HIRE            ,INV00357481,1,"5,073.76",LEASE CAR CHARGES                       ,24/04/2023,"4,682.52",Procurement,Vehicle Management
144368,DAYS CONTRACT HIRE            ,INV00357481,2,-391.24,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144349,DAYS CONTRACT HIRE            ,INV00357943,1,"4,877.95",LEASE CAR CHARGES                       ,20/04/2023,"4,488.60",Procurement,Vehicle Management
144349,DAYS CONTRACT HIRE            ,INV00357943,2,-389.35,VAT CAR LEASING                         ,20/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358298,1,449.65,LEASE CAR CHARGES                       ,24/04/2023,413.56,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358298,2,-36.09,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358299,1,455.45,LEASE CAR CHARGES                       ,24/04/2023,418.62,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358299,2,-36.83,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358300,1,353.23,LEASE CAR CHARGES                       ,24/04/2023,325.53,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358300,2,-27.7,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358301,1,442.68,LEASE CAR CHARGES                       ,24/04/2023,407.48,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358301,2,-35.2,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358302,1,451.57,LEASE CAR CHARGES                       ,24/04/2023,415.77,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358302,2,-35.8,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358303,1,470.89,LEASE CAR CHARGES                       ,24/04/2023,432.87,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358303,2,-38.02,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358304,1,447.68,LEASE CAR CHARGES                       ,24/04/2023,411.77,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358304,2,-35.91,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358306,1,275.32,LEASE CAR CHARGES                       ,24/04/2023,253.11,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358306,2,-22.21,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358307,1,321.61,LEASE CAR CHARGES                       ,24/04/2023,295.26,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358307,2,-26.35,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358309,1,442.87,LEASE CAR CHARGES                       ,24/04/2023,407.4,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358309,2,-35.47,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358310,1,314.56,LEASE CAR CHARGES                       ,24/04/2023,289.55,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358310,2,-25.01,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358311,1,307.61,LEASE CAR CHARGES                       ,24/04/2023,285.5,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358311,2,-22.11,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358312,1,376.27,LEASE CAR CHARGES                       ,24/04/2023,345.94,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358312,2,-30.33,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358314,1,361.43,LEASE CAR CHARGES                       ,24/04/2023,332.91,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358314,2,-28.52,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358315,1,384.63,LEASE CAR CHARGES                       ,24/04/2023,354,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358315,2,-30.63,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358316,1,457.57,LEASE CAR CHARGES                       ,24/04/2023,421.71,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358316,2,-35.86,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358317,1,316.23,LEASE CAR CHARGES                       ,24/04/2023,291.93,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358317,2,-24.3,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358318,1,358.84,LEASE CAR CHARGES                       ,24/04/2023,330.52,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358318,2,-28.32,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358319,1,414.36,LEASE CAR CHARGES                       ,24/04/2023,380.86,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358319,2,-33.5,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358320,1,535.16,LEASE CAR CHARGES                       ,24/04/2023,493.34,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358320,2,-41.82,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358321,1,367,LEASE CAR CHARGES                       ,24/04/2023,337.51,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358321,2,-29.49,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358322,1,292.85,LEASE CAR CHARGES                       ,24/04/2023,269.94,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358322,2,-22.91,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358323,1,292.85,LEASE CAR CHARGES                       ,24/04/2023,269.94,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358323,2,-22.91,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358324,1,329.69,LEASE CAR CHARGES                       ,24/04/2023,306.56,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358324,2,-23.13,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358325,1,349.77,LEASE CAR CHARGES                       ,24/04/2023,322.14,Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00358325,2,-27.63,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00359119,1,"8,076.44",LEASE CAR CHARGES                       ,24/04/2023,"7,413.12",Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00359119,2,-663.32,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00359120,1,"3,790.64",LEASE CAR CHARGES                       ,24/04/2023,"3,489.00",Procurement,Vehicle Management
144358,DAYS CONTRACT HIRE            ,INV00359120,2,-301.64,VAT CAR LEASING                         ,24/04/2023,,Finance Services,Vehicle Management
144363,DAYS CONTRACT HIRE            ,INV00359683,1,685.44,LEASE CAR CHARGES                       ,24/04/2023,685.44,Procurement,Vehicle Management
240323B     ,Zeal Solutions Limited        ,INV-0606,1,"3,444.00",PROFESSIONAL DEVELOPMENT                ,03/04/2023,"3,444.00",Training and Professional Development,Human Resources
240323B     ,Zeal Solutions Limited        ,INV-0607,1,"1,013.00",PROFESSIONAL DEVELOPMENT                ,03/04/2023,"1,013.00",Training and Professional Development,Human Resources
144327E     ,NPOWER LTD                    ,INV06647648,1,"3,556.84",ELECTRICITY                             ,03/04/2023,"3,556.84",Property Department,Utilities
800189815,CODE BLUE                     ,INV-0965,1,463.68,REACTIVE APPLIANCE BAY DOORS            ,03/04/2023,463.68,Property Department,Works - Construction
800190042,CODE BLUE                     ,INV-0975,1,224,REACTIVE APPLIANCE BAY DOORS            ,03/04/2023,486.88,Property Department,Works - Construction
800190042,CODE BLUE                     ,INV-0975,2,224,REACTIVE APPLIANCE BAY DOORS            ,03/04/2023,,Property Department,Works - Construction
800190042,CODE BLUE                     ,INV-0975,3,38.88,REACTIVE APPLIANCE BAY DOORS            ,03/04/2023,,Property Department,Works - Construction
800190039,CODE BLUE                     ,INV-0976,1,60,REACTIVE APPLIANCE BAY DOORS            ,03/04/2023,310,Property Department,Works - Construction
800190039,CODE BLUE                     ,INV-0976,2,250,REACTIVE APPLIANCE BAY DOORS            ,03/04/2023,,Property Department,Works - Construction
800190043,CODE BLUE                     ,INV-0979,1,320,REACTIVE APPLIANCE BAY DOORS            ,03/04/2023,440.75,Property Department,Works - Construction
800190043,CODE BLUE                     ,INV-0979,2,120.75,REACTIVE APPLIANCE BAY DOORS            ,03/04/2023,,Property Department,Works - Construction
800190041,CODE BLUE                     ,INV-0980,1,212.5,REACTIVE APPLIANCE BAY DOORS            ,03/04/2023,372.5,Property Department,Works - Construction
800190041,CODE BLUE                     ,INV-0980,2,160,REACTIVE APPLIANCE BAY DOORS            ,03/04/2023,,Property Department,Works - Construction
800190053,CODE BLUE                     ,INV-0983,1,"1,124.16",REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,"1,124.16",Property Department,Works - Construction
800190052,CODE BLUE                     ,INV-0984,1,471,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,471,Property Department,Works - Construction
800190050,CODE BLUE                     ,INV-0985,1,228.8,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,457.6,Property Department,Works - Construction
800190050,CODE BLUE                     ,INV-0985,2,228.8,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,,Property Department,Works - Construction
800190080,CODE BLUE                     ,INV-0987,1,"2,160.00",REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,"2,160.00",Property Department,Works - Construction
800190081,CODE BLUE                     ,INV-0988,1,180,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,430,Property Department,Works - Construction
800190081,CODE BLUE                     ,INV-0988,2,250,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,,Property Department,Works - Construction
800190084,CODE BLUE                     ,INV-0989,1,468.8,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,469.8,Property Department,Works - Construction
800190084,CODE BLUE                     ,INV-0989,2,1,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,,Property Department,Works - Construction
800190103,CODE BLUE                     ,INV-0994,1,180,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,430,Property Department,Works - Construction
800190103,CODE BLUE                     ,INV-0994,2,250,REACTIVE APPLIANCE BAY DOORS            ,11/04/2023,,Property Department,Works - Construction
