Local Authority,Directorate,Service Area,Service Division,Expense Type,Supplier Name,Transaction Number,Payment Date,Expense Category,Invoice Value  £
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122805227,23.02.2024,REVENUE,"2,900.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122805228,23.02.2024,REVENUE,"3,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122805238,23.02.2024,REVENUE,"3,300.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122805565,26.02.2024,REVENUE,455.08
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122806093,27.02.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122806094,27.02.2024,REVENUE,"1,850.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122806136,27.02.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122806138,27.02.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122806140,27.02.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122806142,27.02.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JC MAINTENANCE SERVICES LTD,5122806006,27.02.2024,REVENUE,546.81
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",EXCALIBUR FABRICATIONS LTD,5122804971,29.02.2024,REVENUE,456.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,STARK BUILDING MATERIALS UK LIMITED T/A JEWSON,5122806864,01.03.2024,REVENUE,"12,409.67"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",APOLLO DOORS LIMITED,5122806292,01.03.2024,REVENUE,660.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",APOLLO DOORS LIMITED,5122807219,01.03.2024,REVENUE,567.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",BELL DECORATING GROUP LIMITED,5122807141,01.03.2024,REVENUE,"1,455.30"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",BIRCH TREE NORTHERN LTD,5122807063,01.03.2024,REVENUE,"2,527.35"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",BIRCH TREE NORTHERN LTD,5122807232,01.03.2024,REVENUE,"8,437.95"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",BIRCH TREE NORTHERN LTD,5122807233,01.03.2024,REVENUE,"24,472.29"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HOWDENS JOINERY CO,5122805810,01.03.2024,REVENUE,"1,051.56"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,GROUNDS MAINTENANCE,WILLOWCRETE MFG CO LTD,5122804961,01.03.2024,REVENUE,802.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",BIRCH TREE NORTHERN LTD,5122807507,04.03.2024,REVENUE,"1,108.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122807690,04.03.2024,REVENUE,507.64
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HODGSON SAYERS LTD,5122808072,05.03.2024,REVENUE,"3,702.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JC MAINTENANCE SERVICES LTD,5122808003,05.03.2024,REVENUE,515.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JC MAINTENANCE SERVICES LTD,5122808011,05.03.2024,REVENUE,"1,642.34"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",PTSG ACCESS & SAFETY LIMITED,5122808070,05.03.2024,REVENUE,488.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,STARK BUILDING MATERIALS UK LIMITED T/A JEWSON,5122808656,06.03.2024,REVENUE,"10,376.36"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",APOLLO DOORS LIMITED,5122808578,06.03.2024,REVENUE,599.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122808339,06.03.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122808340,06.03.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",BIRCH TREE NORTHERN LTD,5122809133,07.03.2024,REVENUE,"3,521.35"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",BIRCH TREE NORTHERN LTD,5122809136,07.03.2024,REVENUE,417.75
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",BIRCH TREE NORTHERN LTD,5122809144,07.03.2024,REVENUE,"1,261.60"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",BIRCH TREE NORTHERN LTD,5122809201,07.03.2024,REVENUE,"2,780.65"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",GROUP TEGULA LIMITED,5122809188,07.03.2024,REVENUE,808.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",GROUP TEGULA LIMITED,5122809189,07.03.2024,REVENUE,667.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",GROUP TEGULA LIMITED,5122809192,07.03.2024,REVENUE,"2,242.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",GROUP TEGULA LIMITED,5122809213,07.03.2024,REVENUE,"5,750.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",GROUP TEGULA LIMITED,5122809215,07.03.2024,REVENUE,"7,259.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122809272,07.03.2024,REVENUE,"3,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122809277,07.03.2024,REVENUE,"3,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JACKSON LIFT SERVICES LIMITED,5122809160,07.03.2024,REVENUE,"42,187.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JC MAINTENANCE SERVICES LTD,5122809132,07.03.2024,REVENUE,853.49
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",RIVERSIDE METALWORKS,5122809120,07.03.2024,REVENUE,687.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CATERING SUPPLIES,GASTRONORTH LTD,5122809620,08.03.2024,REVENUE,"1,463.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,SUPATINT,5122800019,08.03.2024,REVENUE,527.72
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",GROUP TEGULA LIMITED,5122809301,08.03.2024,REVENUE,450.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",GROUP TEGULA LIMITED,5122809305,08.03.2024,REVENUE,"6,677.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122809281,08.03.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,SERVICES,NORTHERN COUNTIES SAFETY GROUP LIMITED,5122808868,12.03.2024,REVENUE,660.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",A.C.T CONSTRUCTION SERVICES LIMITED,5122810352,12.03.2024,REVENUE,707.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122810607,12.03.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,STARK BUILDING MATERIALS UK LIMITED T/A JEWSON,5122810369,13.03.2024,REVENUE,"15,848.07"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,STARK BUILDING MATERIALS UK LIMITED T/A JEWSON,5122810673,13.03.2024,REVENUE,-620.91
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122811218,14.03.2024,REVENUE,614.87
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122811221,14.03.2024,REVENUE,612.88
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122811356,14.03.2024,REVENUE,615.57
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,CROWN DECORATING CENTRE,7003781735,14.03.2024,REVENUE,526.31
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",RIVERSIDE METALWORKS,5122811694,15.03.2024,REVENUE,855.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,SUPATINT,5122811859,18.03.2024,REVENUE,"2,098.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",GROUP TEGULA LIMITED,5122811964,18.03.2024,REVENUE,"13,587.20"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122812020,18.03.2024,REVENUE,679.65
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122812021,18.03.2024,REVENUE,"1,177.30"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122811971,18.03.2024,REVENUE,"2,900.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122811973,18.03.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122811974,18.03.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JC MAINTENANCE SERVICES LTD,5122812180,18.03.2024,REVENUE,"1,320.33"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JC MAINTENANCE SERVICES LTD,5122812181,18.03.2024,REVENUE,562.45
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",NEW DECK FLOORING LIMITED,5122811932,18.03.2024,REVENUE,482.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",NORTHERN BEAR BUILDING SERVICES,5122811858,18.03.2024,REVENUE,"2,077.25"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",GROUP TEGULA LIMITED,5122813042,20.03.2024,REVENUE,"4,862.04"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122812869,20.03.2024,REVENUE,425.72
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122813163,20.03.2024,REVENUE,425.72
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",EXCALIBUR FABRICATIONS LTD,5122813263,21.03.2024,REVENUE,723.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",EXCALIBUR FABRICATIONS LTD,5122813269,21.03.2024,REVENUE,"3,150.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",EXCALIBUR FABRICATIONS LTD,5122813274,21.03.2024,REVENUE,"1,650.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JC MAINTENANCE SERVICES LTD,5122813499,21.03.2024,REVENUE,880.27
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",YCS CONSTRUCTION LTD,5122808607,22.03.2024,REVENUE,"5,640.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122814864,26.03.2024,REVENUE,"2,912.51"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122814865,26.03.2024,REVENUE,"7,380.29"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",THE COMPLIANCE GATEWAY LTD,5122815009,26.03.2024,REVENUE,"16,227.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",THE COMPLIANCE GATEWAY LTD,5122815110,26.03.2024,REVENUE,"10,627.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,EQUIPMENT/FURNITURE/MATERIALS,STARK BUILDING MATERIALS UK LIMITED T/A JEWSON,5122815108,27.03.2024,REVENUE,"19,168.05"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",APOLLO DOORS LIMITED,5122815441,27.03.2024,REVENUE,929.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",APOLLO DOORS LIMITED,5122815588,27.03.2024,REVENUE,425.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",APOLLO DOORS LIMITED,5122815589,27.03.2024,REVENUE,648.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122815359,27.03.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122815360,27.03.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122815362,27.03.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122815363,27.03.2024,REVENUE,"2,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122815364,27.03.2024,REVENUE,"2,600.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122815365,27.03.2024,REVENUE,"3,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122815366,27.03.2024,REVENUE,"3,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",J C BATHROOMS,5122815369,27.03.2024,REVENUE,782.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122791566,05.01.2024,REVENUE,697.75
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122791594,05.01.2024,REVENUE,573.19
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122792162,09.01.2024,REVENUE,"2,622.41"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122792163,09.01.2024,REVENUE,"3,244.92"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122792250,09.01.2024,REVENUE,"1,333.33"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",MOTIVAIR COMPRESSORS LTD,5122788894,10.01.2024,REVENUE,"1,547.90"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122791620,11.01.2024,REVENUE,"1,261.07"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",DALE POWER SOLUTIONS LIMITED,5122793184,11.01.2024,REVENUE,989.72
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING MAINTENANCE,"REPAIRS, ALTERATIONS & MAINTENANCE",DALE POWER SOLUTIONS LIMITED,5122793185,11.01.2024,REVENUE,"1,629.99"
