Invoice Date,Transaction Number,Invoice Number,Amount,Supplier Number(T),Supplier Number,VAT Registration Number,Text,Expense Area(T),Expense Code,Expense Code(T),Expense Type(T)
13/04/2022,3757625,2 Year Funding -April 2022 Claim and Adjustments,445.82,Redacted Personal Data,RC507202,,,2 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757626,3 and 4 Year Funding - April 2022 Claim and Adjustments,4847.78,The Ark Association (1),RC501043,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757627,3 and 4 Year Funding - April 2022 Claim and Adjustments,6759.57,The Ark Association (Early Yrs) 2,RC501044,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757628,3 and 4 Year Funding - April 2022 Claim and Adjustments,4305.1,Belton Pre-School,RC500093,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757629,3 and 4 Year Funding - April 2022 Claim and Adjustments,2284.54,Bright Sparks Pre-School,RC501571,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757630,3 and 4 Year Funding - April 2022 Claim and Adjustments,6575.52,Brooke Hill Academy Trust Ltd,RC501837,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757631,3 and 4 Year Funding - April 2022 Claim and Adjustments,3411.14,Brooke Priory School Ltd,RC501848,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757632,3 and 4 Year Funding - April 2022 Claim and Adjustments,9605.63,Casterton Nursery,RC500449,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757633,3 and 4 Year Funding - April 2022 Claim and Adjustments,2119.92,Little Ospreys,RC501514,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757634,3 and 4 Year Funding - April 2022 Claim and Adjustments,4134.38,Ketton Playgroup,RC501972,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757635,3 and 4 Year Funding - April 2022 Claim and Adjustments,5235.61,Ketton Road Day Nursery,RC501953,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757636,3 and 4 Year Funding - April 2022 Claim and Adjustments,6354.02,Langham Nursery,RC501101,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757637,3 and 4 Year Funding - April 2022 Claim and Adjustments,10824.92,Little Angels Uppingham Ltd,RC505798,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757638,3 and 4 Year Funding - April 2022 Claim and Adjustments,14974.04,Redacted Personal Data,RC300792,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757639,3 and 4 Year Funding - April 2022 Claim and Adjustments,3363.84,Little Saints,RC508480,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757640,3 and 4 Year Funding - April 2022 Claim and Adjustments,2332.44,Rainbows - Exton,RC506365,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757641,3 and 4 Year Funding - April 2022 Claim and Adjustments,2520.87,Ryhall Childcare Centre,RC500824,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757642,3 and 4 Year Funding - April 2022 Claim and Adjustments,10941.45,Scallywags Day Nursery,RC500853,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757643,3 and 4 Year Funding - April 2022 Claim and Adjustments,3293.09,Stepping Stones Pre-School (Upp),RC500975,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757644,3 and 4 Year Funding - April 2022 Claim and Adjustments,9113.68,Climbing High Nurseries Ltd - The Day Nursery At Oakham,RC300926,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757645,3 and 4 Year Funding - April 2022 Claim and Adjustments,809.43,Wild at Heart Forest School Ltd,RC302022,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757646,3 and 4 Year Funding - April 2022 Claim and Adjustments,202.36,Redacted Personal Data,RC509420,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757647,3 and 4 Year Funding - April 2022 Claim and Adjustments,289.08,Redacted Personal Data,RC301464,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757648,3 and 4 Year Funding - April 2022 Claim and Adjustments,289.08,Redacted Personal Data,RC508091,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757649,3 and 4 Year Funding - April 2022 Claim and Adjustments,472.17,Redacted Personal Data,RC301224,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757650,3 and 4 Year Funding - April 2022 Claim and Adjustments,498.64,Redacted Personal Data,RC509223,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757651,3 and 4 Year Funding - April 2022 Claim and Adjustments,9453.75,Redacted Personal Data,RC507202,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757652,3 and 4 Year Funding - April 2022 Claim and Adjustments,395.08,Redacted Personal Data,RC508806,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757653,3 and 4 Year Funding - April 2022 Claim and Adjustments,289.08,Redacted Personal Data,RC301912,,,3 & 4 Year Old Nursery Funding,R5020,TPP - Nursery Provision,
13/04/2022,3757654,Redacted Personal Data,150,Redacted Personal Data,RC301371,,,Placements,R4400,Professional Fees,
13/04/2022,3757655,Redacted Personal Data,206,Redacted Personal Data,RC508778,,,Placements,R5017,TPP - Other,
13/04/2022,3757656,Redacted Personal Data,206,Redacted Personal Data,RC508778,,,Placements,R5017,TPP - Other,
13/04/2022,3757657,Redacted Personal Data,165,Redacted Personal Data,RC506075,,,Placements,R5017,TPP - Other,
13/04/2022,3757658,Redacted Personal Data,206,Redacted Personal Data,RC506286,,,Placements,R5017,TPP - Other,
13/04/2022,3757659,Redacted Personal Data,165,Redacted Personal Data,RC300814,,,Placements,R5017,TPP - Other,
13/04/2022,3757660,Redacted Personal Data,206,Redacted Personal Data,RC301960,,,Placements,R5017,TPP - Other,
13/04/2022,3757661,Redacted Personal Data,206,Redacted Personal Data,RC301960,,,Placements,R5017,TPP - Other,
13/04/2022,3757662,Redacted Personal Data,165,Redacted Personal Data,RC507222,,,Placements,R5017,TPP - Other,
13/04/2022,3757663,Redacted Personal Data,165,Redacted Personal Data,RC301040,,,Placements,R5017,TPP - Other,
13/04/2022,3757664,Redacted Personal Data,165,Redacted Personal Data,RC301040,,,Placements,R5017,TPP - Other,
13/04/2022,3757665,Redacted Personal Data,249,Redacted Personal Data,RC301893,,,Placements,R5017,TPP - Other,
13/04/2022,3757666,Redacted Personal Data,143.95,Redacted Personal Data,RC301658,,,Placements,R5017,TPP - Other,
13/04/2022,3757667,Redacted Personal Data,145,Redacted Personal Data,RC302008,,,Placements,R5017,TPP - Other,
13/04/2022,3757668,Redacted Personal Data,165,Redacted Personal Data,RC302008,,,Placements,R5017,TPP - Other,
13/04/2022,3757669,Redacted Personal Data,218.81,Redacted Personal Data,RC508778,,,Placements,R5017,TPP - Other,
13/04/2022,3757670,Redacted Personal Data,218.81,Redacted Personal Data,RC506075,,,Placements,R5017,TPP - Other,
13/04/2022,3757671,Redacted Personal Data,218.81,Redacted Personal Data,RC506286,,,Placements,R5017,TPP - Other,
13/04/2022,3757672,Redacted Personal Data,218.81,Redacted Personal Data,RC300814,,,Placements,R5017,TPP - Other,
13/04/2022,3757673,Redacted Personal Data,124.74,Redacted Personal Data,RC301960,,,Placements,R5017,TPP - Other,
13/04/2022,3757674,Redacted Personal Data,218.81,Redacted Personal Data,RC507222,,,Placements,R5017,TPP - Other,
13/04/2022,3757675,Redacted Personal Data,124.74,Redacted Personal Data,RC301040,,,Placements,R5017,TPP - Other,
13/04/2022,3757676,Redacted Personal Data,93.56,Redacted Personal Data,RC301040,,,Placements,R5017,TPP - Other,
13/04/2022,3757677,Redacted Personal Data,172.8,Redacted Personal Data,RC507547,,,Placements,R5017,TPP - Other,
13/04/2022,3757678,Redacted Personal Data,163,Redacted Personal Data,RC508167,,,Placements,R5017,TPP - Other,
13/04/2022,3757679,Redacted Personal Data,167.4,Redacted Personal Data,RC507009,,,Placements,R5017,TPP - Other,
13/04/2022,3757680,Redacted Personal Data,168.13,Redacted Personal Data,RC507009,,,Placements,R5017,TPP - Other,
13/04/2022,3757681,Redacted Personal Data,222.96,Redacted Personal Data,RC507547,,,Placements,R5017,TPP - Other,
13/04/2022,3757682,Redacted Personal Data,139.85,Redacted Personal Data,RC503878,,,Placements,R5017,TPP - Other,
13/04/2022,3757683,Redacted Personal Data,404.59,Redacted Personal Data,RC508604,,,Placements,R5017,TPP - Other,
13/04/2022,3757684,Redacted Personal Data,120,Redacted Personal Data,RC507391,,,Placements,R5017,TPP - Other,
13/04/2022,3757685,Redacted Personal Data,124,Redacted Personal Data,RC300006,,,Placements,R5017,TPP - Other,
13/04/2022,3757686,Redacted Personal Data,206,Redacted Personal Data,RC502500,,,Placements,R5017,TPP - Other,
13/04/2022,3757687,Redacted Personal Data,249,Redacted Personal Data,RC502500,,,Placements,R5017,TPP - Other,
13/04/2022,3757688,Redacted Personal Data,206,Redacted Personal Data,RC502377,,,Placements,R5017,TPP - Other,
13/04/2022,3757689,Redacted Personal Data,130.77,Redacted Personal Data,RC507903,,,Placements,R5017,TPP - Other,
13/04/2022,3757690,Redacted Personal Data,121.08,Redacted Personal Data,RC508044,,,Placements,R5017,TPP - Other,
13/04/2022,3757691,Redacted Personal Data,295.62,Redacted Personal Data,RC300308,,,Placements,R5017,TPP - Other,
13/04/2022,3757692,Redacted Personal Data,163,Redacted Personal Data,RC506313,,,Placements,R5017,TPP - Other,
13/04/2022,3757693,Redacted Personal Data,289.74,Redacted Personal Data,RC301477,,,Placements,R5017,TPP - Other,
13/04/2022,3757694,Redacted Personal Data,330.74,Redacted Personal Data,RC301545,,,Placements,R5017,TPP - Other,
13/04/2022,3757695,Redacted Personal Data,249,Redacted Personal Data,RC505729,,,Placements,R5017,TPP - Other,
13/04/2022,3757696,Redacted Personal Data,249,Redacted Personal Data,RC505729,,,Placements,R5017,TPP - Other,
13/04/2022,3757697,Redacted Personal Data,289.7,Redacted Personal Data,RC301689,,,Placements,R5017,TPP - Other,
13/04/2022,3757698,Redacted Personal Data,145,Redacted Personal Data,RC301485,,,Placements,R5017,TPP - Other,
13/04/2022,3757699,Redacted Personal Data,5,Redacted Personal Data,RC301476,,,Unaccompanied Asylum Seekers - Over 18,R6292,Section 24 Payments,
13/04/2022,3757700,Redacted Personal Data,30,Redacted Personal Data,RC301476,,,Unaccompanied Asylum Seekers - Over 18,R6292,Section 24 Payments,
13/04/2022,3757701,Redacted Personal Data,328,Redacted Personal Data,RC301827,,,Unaccompanied Asylum Seekers - Over 18,R6292,Section 24 Payments,
13/04/2022,3757702,Redacted Personal Data,106.85,Redacted Personal Data,RC502418,,,Care Leavers,R4900,Accomodation Costs,
13/04/2022,3757703,Redacted Personal Data,100,Redacted Personal Data,RC500229,,,Care Leavers,R4900,Accomodation Costs,
13/04/2022,3757704,Redacted Personal Data,103.65,Redacted Personal Data,RC500229,,,Care Leavers,R4900,Accomodation Costs,
13/04/2022,3757705,Redacted Personal Data,100,Redacted Personal Data,RC507010,,,Care Leavers,R4900,Accomodation Costs,
13/04/2022,3757706,Redacted Personal Data,103.65,Redacted Personal Data,RC507010,,,Care Leavers,R4900,Accomodation Costs,
13/04/2022,3757707,Redacted Personal Data,100,Redacted Personal Data,RC301144,,,Care Leavers,R4900,Accomodation Costs,
13/04/2022,3757708,Redacted Personal Data,103.65,Redacted Personal Data,RC301144,,,Care Leavers,R4900,Accomodation Costs,
13/04/2022,3757709,Redacted Personal Data,203.56,Redacted Personal Data,RC301349,,,Care Leavers,R4900,Accomodation Costs,
13/04/2022,3757710,Redacted Personal Data,203.56,Redacted Personal Data,RC301349,,,Care Leavers,R4900,Accomodation Costs,
13/04/2022,3757711,Redacted Personal Data,63.08,Redacted Personal Data,RC301656,,,Care Leavers,R6292,Section 24 Payments,
13/04/2022,3757712,Redacted Personal Data,63.08,Redacted Personal Data,RC301917,,,Care Leavers,R6292,Section 24 Payments,
13/04/2022,3757713,Redacted Personal Data,63.08,Redacted Personal Data,RC301765,,,Care Leavers,R6292,Section 24 Payments,
13/04/2022,3757714,Redacted Personal Data,64,Redacted Personal Data,RC508568,,,Care Leavers,R6292,Section 24 Payments,
13/04/2022,3757715,Redacted Personal Data,37.15,Redacted Personal Data,RC300036,,,Family Support Services,R4400,Professional Fees,
13/04/2022,3757716,Redacted Personal Data,200,Redacted Personal Data,RC300696,,,Aiming High,R4400,Professional Fees,
13/04/2022,3757717,Redacted Personal Data,500,Redacted Personal Data,RC301228,,,Aiming High,R4400,Professional Fees,
13/04/2022,3757718,April 2022 - College High Needs Statemented Pupils,3921.98,Rutland & District Schools' Federation (catmose),RC502547,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757719,April 2022 - College High Needs DSP,23678.44,Rutland & District Schools' Federation (catmose),RC502547,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757720,April 2022 dripfeed - Primary High Needs Block Allocation,1866.77,Rutland & District Schools' Federation (catmose),RC502547,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757721,Upp Primary April 2022 - High Needs Block Allocation,2437.37,The Rutland Learning Trust,RC300895,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757722,April 2022 dripfeed - Schools Block Allocation,64084.1,North Luffenham C Of E Primary School,RC500422,,,DSG,R6300,Schools - Budget Share,
13/04/2022,3757723,April 2022 dripfeed - High Needs Block Allocation,1116.67,North Luffenham C Of E Primary School,RC500422,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757724,April 2022 dripfeed - Element 3 top up funding - no EHCP,2779.86,North Luffenham C Of E Primary School,RC500422,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757725,April 2022 dripfeed - Forces Pupil Premium,586.66,North Luffenham C Of E Primary School,RC500422,,,Pupil Premium,R6300,Schools - Budget Share,
13/04/2022,3757726,April 2022 dripfeed - Disadvantaged Pupil Premium,1500.41,North Luffenham C Of E Primary School,RC500422,,,Pupil Premium,R6300,Schools - Budget Share,
13/04/2022,3757727,April 2022 dripfeed - Schools Block Allocation,92301.29,Oakham C Of E Primary School,RC500457,,,DSG,R6300,Schools - Budget Share,
13/04/2022,3757728,April 2022 dripfeed - High Needs Statemented Pupils,5112.72,Oakham C Of E Primary School,RC500457,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757729,April 2022 dripfeed - High Needs Placement Funding,11666,Oakham C Of E Primary School,RC500457,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757730,April 2022 dripfeed - High Needs Additional Support,13916.47,Oakham C Of E Primary School,RC500457,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757731,April 2022 dripfeed - Forces Pupil Premium,746.66,Oakham C Of E Primary School,RC500457,,,Pupil Premium,R6300,Schools - Budget Share,
13/04/2022,3757732,April 2022 dripfeed - Disadvantaged Pupil Premium,230.83,The Parks Nursery School,RC501123,,,Pupil Premium,R6300,Schools - Budget Share,
13/04/2022,3757733,April 2022 dripfeed - Disadvantaged Pupil Premium,6463.33,Oakham C Of E Primary School,RC500457,,,Pupil Premium,R6300,Schools - Budget Share,
13/04/2022,3757734,April 2022 dripfeed - Placement Funding,6250,The Parks Nursery School,RC501123,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757735,April 2022 dripfeed - High Needs Additional Support,14643.25,The Parks Nursery School,RC501123,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757736,Gt Cast April 2022 dripfeed - High Needs Block Allocation,1182.5,The Rutland Learning Trust,RC300895,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757737,April 2022 dripfeed - High Needs Block Allocation,1671.94,St Therese of Lisieux T/A English Martyrs Catholic Voluntary Academy,RC507715,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757738,April 2022 dripfeed - High Needs Block Allocation,709.55,Leighfield Academy,RC507697,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757739,Whiss April 2022 - High Needs Block Allocation,1839,The Rutland Learning Trust,RC300895,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757740,April 2022 - High Needs Block Allocation,3889.08,Casterton College,RC502333,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757741,April 2022 dripfeed - High Needs Block Allocation,5324.25,Edith Weston Academy,RC509059,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757742,Langham April 2022 - High Needs Block Allocation,851.61,The Rutland Learning Trust,RC300895,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757743,St Nicholas April 2022 - High Needs Block Allocation,1205.48,The Rutland Learning Trust,RC300895,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757744,April 2022 - High Needs Block allocation,3695.57,Uppingham Community College,RC501260,111 5329 57,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757745,April 2022 - ERP funding,6932.24,Uppingham Community College,RC501260,111 5329 57,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757746,Ketton April 2022 - High Needs Block allocation,1032.05,The Rutland Learning Trust,RC300895,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757747,Exton April 2022 - High Needs Block Allocation,648.55,The Rutland Learning Trust,RC300895,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
13/04/2022,3757748,April 2022 dripfeed - High Needs Block Allocation,2278.37,Brooke Hill Academy Trust Ltd,RC501837,,,SEN Funding Maintained Schools and Academies,R6300,Schools - Budget Share,
